question,answer
"В природных водоёмах необходимой толщины лёд образуется тогда, когда температура окружающей среды будет находиться в пределах -10 -15 ° в течение нескольких недель.","В природных водоёмах необходимой толщины лёд образуется тогда, когда температура окружающей среды будет находиться в пределах -10 -15 градусов в течение нескольких недель."
"В условиях повышенного освещения нарастает концентрация протонов в лм хлоропласта, что приводит к протонированию белков светособирающих комплексов.","В условиях повышенного освещения нарастает концентрация протонов в люмене хлоропласта, что приводит к протонированию белков светособирающих комплексов."
"Закисление лм также стимулирует ферментативное преобразованием каротиноида виолоксантин в зеаксантин (так называемый ксантофилловый цикл).","Закисление люмена также стимулирует ферментативное преобразованием каротиноида виолоксантин в зеаксантин (так называемый ксантофилловый цикл)."
"Чем дольше устройство не было активно, тем больше приёмнику нужно получить информации, прежде чем определение позиции будет возможным (устройство было неактивно более 2 часов — потребуется ок. 30 с).","Чем дольше устройство не было активно, тем больше приёмнику нужно получить информации, прежде чем определение позиции будет возможным (устройство было неактивно более 2 часов — потребуется около 30 секунд)."
"Точность в таких местах составляет от 20 до 500 м.","Точность в таких местах составляет от 20 до 500 метров."
"На окраинах городов она составляет 1500—2000 м.","На окраинах городов она составляет 1500—2000 метров."
"Время до первого местоопределения (TTFF) уменьшается с 30 с до примерно 1 с, также повышается чувствительность A-GPS-приёмника (до 20-30 дБГц), что позволяет определять местоположение при более слабом или нестабильном уровне сигналов (снижается требование по зашумленности принимаемого сигнала).","Время до первого местоопределения (TTFF) уменьшается с 30 секунд до примерно 1 секунды, также повышается чувствительность A-GPS-приёмника (до 20-30 дБГц), что позволяет определять местоположение при более слабом или нестабильном уровне сигналов (снижается требование по зашумленности принимаемого сигнала)."
"В женском беге на 60 м с барьерами Людмила Нарожиленко дважды по ходу соревнований улучшала мир. рекорд.","В женском беге на 60 метров с барьерами Людмила Нарожиленко дважды по ходу соревнований улучшала мировой рекорд."
"В полуфинале она показала время 7,71, а в финале превзошла этот результат ещё на 0,02 с — 7,69.","В полуфинале она показала время 7,71, а в финале превзошла этот результат ещё на 0,02 секунды — 7,69."
"Наталья Сорокивская установила новый рекорд Европы на дистанции 5000 м, 15.48,34.","Наталья Сорокивская установила новый рекорд Европы на дистанции 5000 метров, 15.48,34."
"Высокие результаты были показаны в прыжке в длину у женщин, где призёры соревнований совершили неск. прыжков к отметке 7 м, а победила Елена Хлопотнова с результатом 7,06 м.","Высокие результаты были показаны в прыжке в длину у женщин, где призёры соревнований совершили несколько прыжков к отметке 7 метров, а победила Елена Хлопотнова с результатом 7,06 м."
"д. находится в южной части области, в зоне хвойно-широколиственных лесов, в пределах Борисоглебской возвышенности, на правом берегу реки Шулы, при автодороге 78Н-0087, на расстоянии примерно 4 км (по прямой) к востоко-юго-востоку от рабочего посёлка Борисоглебский, административного центра района.","Деревня находится в южной части области, в зоне хвойно-широколиственных лесов, в пределах Борисоглебской возвышенности, на правом берегу реки Шулы, при автодороге 78Н-0087, на расстоянии примерно 4 километров (по прямой) к востоко-юго-востоку от рабочего посёлка Борисоглебский, административного центра района."
"Абсолютная выс. — 112 м над уровнем моря.","Абсолютная высота — 112 метров над уровнем моря."
"пл. 77,454 квадратных км.","Площадь 77,454 квадратных километров."
"Орудия эти выдавали до 2-х выстрелов в минуту и имели эффективную дальнобойность до 18000 м.","Орудия эти выдавали до 2-х выстрелов в минуту и имели эффективную дальнобойность до 18000 метров."
"гл. пояс тянулся по всей длине корабля, достигая в центральной цитадели (между основаниями башен главного клб) толщины в 249 мм.","Главный пояс тянулся по всей длине корабля, достигая в центральной цитадели (между основаниями башен главного калибра) толщины в 249 миллиметров."
"В оконечностях пояс утоньшался до 102 мм.","В оконечностях пояс утоньшался до 102 миллиметров."
"Запас хода составлял 19 000 км.","Запас хода составлял 19 000 километров."
"Налетев на чел., кровососка остается неподвижной в течение нескольких с, после чего начинает быстро передвигаться, как правило, вверх, стремясь забраться в волосы или под одежду.","Налетев на человека, кровососка остается неподвижной в течение нескольких секунд, после чего начинает быстро передвигаться, как правило, вверх, стремясь забраться в волосы или под одежду."
"Располагается на высоте 189,4 м над уровнем моря.","Располагается на высоте 189,4 метров над уровнем моря."
"Форма озера лопастная, продолговатая: оно более чем на два км вытянуто с северо-запада на юго-восток.","Форма озера лопастная, продолговатая: оно более чем на два километра вытянуто с северо-запада на юго-восток."
"Звезда «Голоса» Мариам Мерабова похудела на 53 кг","Звезда «Голоса» Мариам Мерабова похудела на 53 килограмма"
"дл. брига по сведениям из различных источников составляла 22,86—22,9 м, шир. — 6,55—6,6 м, а осадка от 2,74 до 3 м.","Длина брига по сведениям из различных источников составляла 22,86—22,9 метра, ширина — 6,55—6,6 метра, а осадка от 2,74 до 3 метров."
"В этот паз сначала вставляется оковка-«ошейник» (боюнлук) из цветного металла и края её заворачиваются на 45 ° в обратную сторону.","В этот паз сначала вставляется оковка-«ошейник» (боюнлук) из цветного металла и края её заворачиваются на 45 градусов в обратную сторону."
"В г 1936 г на летних Олимпийских играх в Берлине завоевал серебряную медаль в дисциплине С-2 на дистанции 10000 м и бронзовую медаль в дисциплине С-2 1000 м.","В году 1936 году на летних Олимпийских играх в Берлине завоевал серебряную медаль в дисциплине С-2 на дистанции 10000 метров и бронзовую медаль в дисциплине С-2 1000 метров."
"Бригада установила мир. рекорд проходки за месяц — 1304 м.","Бригада установила мировой рекорд проходки за месяц — 1304 метра."
"В 2016 г. выиграл золотую медаль на дистанции 500 м на втором этапе Кубка в Солт-Лейк-Сити (США) с результатом 40,373 с.","В 2016 г. выиграл золотую медаль на дистанции 500 метров на втором этапе Кубка в Солт-Лейк-Сити (США) с результатом 40,373 секунды."
"серебр. призер заезда на 500 м на 28-й Всемирной зимней Универсиаде — 2017 г. в г. Алматы (Казахстан) с результатом 41,479 с.","Серебряный призер заезда на 500 метров на 28-й Всемирной зимней Универсиаде — 2017 г. в г. Алматы (Казахстан) с результатом 41,479 секунды."
"серебр. призёр на дистанции 500 м на этапе Кубка мира в г. Минск (Белоруссия) в 2017 г. с результатом 41,436 с.","Серебряный призёр на дистанции 500 метров на этапе Кубка мира в г. Минск (Белоруссия) в 2017 г. с результатом 41,436 секунды."
"серебр. призёр на дистанции 500 м на этапе Кубка мира в г. Калгари (Канада) в 2018 г. с результатом 40.136 с.","Серебряный призёр на дистанции 500 метров на этапе Кубка мира в г. Калгари (Канада) в 2018 г. с результатом 40.136 секунды."
"В 2016 г 1 место золото кубка мира по шорт-треку на дистанции 500 м в г. Солт-Лейк-Сити, США","В 2016 году 1 место золото кубка мира по шорт-треку на дистанции 500 метров в г. Солт-Лейк-Сити, США"
"В 2017 г серебреный призер Всемирной зимней Универсиады на дистанции 500 м, бронз. медаль на 5000 м и в г. Алматы, Казахстан","В 2017 году серебреный призер Всемирной зимней Универсиады на дистанции 500 метров, бронзовая медаль на 5000 метров и в г. Алматы, Казахстан"
"В 2017 г серебреный призёр кубка мира по шорт-треку на дистанции 500 м и бронза на дистанции 5000 м в г. Минск, Беларусь","В 2017 году серебреный призёр кубка мира по шорт-треку на дистанции 500 метров и бронза на дистанции 5000 метров в г. Минск, Беларусь"
"В 2018 г серебреный призёр кубка мира по шорт треку на дистанции 500 м Канада Калгари","В 2018 году серебреный призёр кубка мира по шорт треку на дистанции 500 метров Канада Калгари"
"На Азиатских играх в Алма-Ате выступал в эстафете на 5 000 м.","На Азиатских играх в Алма-Ате выступал в эстафете на 5 000 метров."
"На Олимпийских играх в Сочи выступал также в эстафете на 5 000 м.","На Олимпийских играх в Сочи выступал также в эстафете на 5 000 метров."
"Команда показала результат 6 минут 54,630 с, что принесло им 5 место.","Команда показала результат 6 минут 54,630 секунд, что принесло им 5 место."
"д. находится в северной части Новгородской области, в подзоне южной тайги, на левом берегу ручья Новый, к северу от автодороги М11, на расстоянии примерно 19 км (по прямой) к юго-западу от города м. Вишера, административного центра района.","Деревня находится в северной части Новгородской области, в подзоне южной тайги, на левом берегу ручья Новый, к северу от автодороги М11, на расстоянии примерно 19 километров (по прямой) к юго-западу от города Малая Вишера, административного центра района."
"Абсолютная выс. — 45 м над уровнем моря.","Абсолютная высота — 45 метров над уровнем моря."
"В Екатеринбурге на 12-м км Московского тракта были захоронены тела 20 до 40 тыс. убитых.","В Екатеринбурге на 12-м километре Московского тракта были захоронены тела 20 до 40 тысяч убитых."
"д. находится в юго-восточной части области, в зоне хвойно-широколиственных лесов, к северу от реки Нерли, к югу от автодороги 78Н-0649, на расстоянии примерно 38 км (по прямой) к юго-юго-западу от города Ростова, административного центра района.","Деревня находится в юго-восточной части области, в зоне хвойно-широколиственных лесов, к северу от реки Нерли, к югу от автодороги 78Н-0649, на расстоянии примерно 38 километров (по прямой) к юго-юго-западу от города Ростова, административного центра района."
"Абсолютная выс. — 147 м над уровнем моря.","Абсолютная высота — 147 метров над уровнем моря."
"Годовое кол-во атмосферных осадков составляет 500—600 мм, из которых большая ч. выпадает в тёплый период.","Годовое количество атмосферных осадков составляет 500—600 миллиметров, из которых большая часть выпадает в тёплый период."
"Крыло поворачивалось в горизонтальной плоскости при помощи шарнирного соединения до 61 °.","Крыло поворачивалось в горизонтальной плоскости при помощи шарнирного соединения до 61 градуса."
"Один из типов этих тестов, напр., работает путём проверки закона Кл с высокой точностью, поскольку масса фотона была бы ненулевой, если бы закон Кл был изменён.","Один из типов этих тестов, например, работает путём проверки закона Кулона с высокой точностью, поскольку масса фотона была бы ненулевой, если бы закон Кулона был изменён."
"Расстояние между станциями составляет 540 м при разнице высот 109 м.","Расстояние между станциями составляет 540 метров при разнице высот 109 метров."
"Урочище находится в южной части области, в зоне хвойно-широколиственных лесов, на берегу одного из левых притоков реки Тошмы, к западу от автодороги 78Н-0515, на расстоянии примерно 12 км (по прямой) к юго-востоку от города Переславль-Залесский, административного центра района.","Урочище находится в южной части области, в зоне хвойно-широколиственных лесов, на берегу одного из левых притоков реки Тошмы, к западу от автодороги 78Н-0515, на расстоянии примерно 12 километров (по прямой) к юго-востоку от города Переславль-Залесский, административного центра района."
"д. находится в восточной части Псковской области, в зоне хвойно-широколиственных лесов, при автодороге 58К-114, к югу от реки Цвенки, на расстоянии примерно 31 км (по прямой) к юго-западу от посёлка городского типа Дедовичи, административного центра района.","Деревня находится в восточной части Псковской области, в зоне хвойно-широколиственных лесов, при автодороге 58К-114, к югу от реки Цвенки, на расстоянии примерно 31 километра (по прямой) к юго-западу от посёлка городского типа Дедовичи, административного центра района."
"Выступал в плавании вольным стилем на коротких и средних дистанциях (100, 200, и 400 м), а также на дистанции 200 м комплексным плаванием.","Выступал в плавании вольным стилем на коротких и средних дистанциях (100, 200, и 400 метров), а также на дистанции 200 метров комплексным плаванием."
"На Олимпиаде он плыл на втором этапе эстафеты 4×200 м вольным стилем финале, где завоевал золотую медаль.","На Олимпиаде он плыл на втором этапе эстафеты 4×200 метров вольным стилем финале, где завоевал золотую медаль."
"неск. южнее располагается полоса невысоких гор и плодородных межгорных котловин, переходящих в Динарское нагорье, выс. которого достигает более 2300 м.","Несколько южнее располагается полоса невысоких гор и плодородных межгорных котловин, переходящих в Динарское нагорье, высота которого достигает более 2300 метров."
"с. находится в юго-восточной части области, в зоне хвойно-широколиственных лесов, к югу от озера Неро, на расстоянии примерно 6 км (по прямой) на в. от центра поселения посёлка Поречье-Рыбное и 20 км (по прямой) к юго от города Ростова, административного центра района.","Село находится в юго-восточной части области, в зоне хвойно-широколиственных лесов, к югу от озера Неро, на расстоянии примерно 6 километров (по прямой) на восток от центра поселения посёлка Поречье-Рыбное и 20 километров (по прямой) к юго от города Ростова, административного центра района."
"напр., толщина шильдмауера в замке Нойшарфенек достигала 12 м.","Например, толщина шильдмауера в замке Нойшарфенек достигала 12 метров."
"поточные шифры, в которых шифрование проводится над каждым битом либо Б исходного (открытого) текста с использованием гаммирования.","поточные шифры, в которых шифрование проводится над каждым битом либо байтом исходного (открытого) текста с использованием гаммирования."
"Как минимум считается нежелательным наличие неподвижных элементов S(x) = x, а также отсутствие влияния какого-то бита входного Б на какой-то бит результата — то есть случаи, когда бит результата одинаков для всех пар входных слов, отличающихся только в данном бите.","Как минимум считается нежелательным наличие неподвижных элементов S(x) = x, а также отсутствие влияния какого-то бита входного байта на какой-то бит результата — то есть случаи, когда бит результата одинаков для всех пар входных слов, отличающихся только в данном бите."
