question,answer
"На протяжении большей части сериала Доминион занимается разведывательной и диверсионной деятельностью в α-квадранте, пытаясь ослабить своих противников.","На протяжении большей части сериала Доминион занимается разведывательной и диверсионной деятельностью в альфа-квадранте, пытаясь ослабить своих противников."
"Оформил несколько спектаклей в московских театрах, работал для цирка, оформляя клоунские №, участник более ста московских, российских, международных выставок.","Оформил несколько спектаклей в московских театрах, работал для цирка, оформляя клоунские номера, участник более ста московских, российских, международных выставок."
"И всё = новый iMac не мог сравниться с низкой ценой iMac G3, в основном из-за более высокой стоимости ЖК-технологии в то время.","И всё равно новый iMac не мог сравниться с низкой ценой iMac G3, в основном из-за более высокой стоимости ЖК-технологии в то время."
"Основной текст предваряет фраза: «六六三十六，數中有術，術中有數。陰陽變理，機在其中。機不可設，設則不中。» (Шестью шесть = тридцать шесть.","Основной текст предваряет фраза: «六六三十六，數中有術，術中有數。陰陽變理，機在其中。機不可設，設則不中。» (Шестью шесть равно тридцать шесть."
"Часто он выставлял один и тот же кадр несколько раз, во многих случаях поворачивая камеру на 90 или 180 °.","Часто он выставлял один и тот же кадр несколько раз, во многих случаях поворачивая камеру на 90 или 180 градусов."
"В июне 2018 года банк находился на 1860-м месте в списке Forbes Global 2000 с выручкой 1,7 млрд $ США, чистой прибылью 1,1 млрд $ США (755-е место) и капитализацией 354 млн $ США.","В июне 2018 года банк находился на 1860-м месте в списке Forbes Global 2000 с выручкой 1,7 млрд долларов США, чистой прибылью 1,1 млрд долларов США (755-е место) и капитализацией 354 млн долларов США."
"В 1999 году пакет торговых марок солнцезащитных очков Ray-Ban, Arnette, Killer Loop и Revo продан итальянской компании «Люксоттика» за 640 миллионов $ и производство солнцезащитных очков прекращено.","В 1999 году пакет торговых марок солнцезащитных очков Ray-Ban, Arnette, Killer Loop и Revo продан итальянской компании «Люксоттика» за 640 миллионов долларов и производство солнцезащитных очков прекращено."
"В последующие годы компания накопила новые долги и была приобретена сначала в 2007 году частной акционерной фирмой Warburg Pincus за 4,5 миллиарда $.","В последующие годы компания накопила новые долги и была приобретена сначала в 2007 году частной акционерной фирмой Warburg Pincus за 4,5 миллиарда долларов."
"Морозы немного смягчает море; средняя температура января — −30 °, июля и августа (самых тёплых месяцев) — всего +7,6 и +7,7 ° соответственно.","Морозы немного смягчает море; средняя температура января — −30 градусов, июля и августа (самых тёплых месяцев) — всего +7,6 и +7,7 градусов соответственно."
"Каждое лето случаются короткие, но жаркие периоды с температурой более 25 °.","Каждое лето случаются короткие, но жаркие периоды с температурой более 25 градусов."
"Февраль 2013 года в Тикси оказался самым холодным месяцем года из всех когда-либо наблюдавшихся по средней температуре, его средняя температура составила −39,2 °.","Февраль 2013 года в Тикси оказался самым холодным месяцем года из всех когда-либо наблюдавшихся по средней температуре, его средняя температура составила −39,2 градусов."
"Самая низкая температура в Тикси в феврале 2013 года (−49,5 °) была на градус выше абсолютного минимума температуры в Тикси (−50,5 °).","Самая низкая температура в Тикси в феврале 2013 года (−49,5 градусов) была на градус выше абсолютного минимума температуры в Тикси (−50,5 градусов)."
"Перепад между среднемесячной температурой самого холодного и самого тёплого месяца составляет 42,8 °.","Перепад между среднемесячной температурой самого холодного и самого тёплого месяца составляет 42,8 градусов."
"Апрель в Тикси имеет самую низкую среднемесячную температуру в России, его средняя температура в 2006 году оказалась рекордно низкой для России — −27,6 °.","Апрель в Тикси имеет самую низкую среднемесячную температуру в России, его средняя температура в 2006 году оказалась рекордно низкой для России — −27,6 градусов."
"Выпустив в 1998 г. 15-й №, журнал временно прекратил своё существование.","Выпустив в 1998 г. 15-й номер, журнал временно прекратил своё существование."
"Berkeley Studies — все № журнала в формате pdf (англ.)","Berkeley Studies — все номера журнала в формате pdf (англ.)"
"Электровозы по № 028 выходили с завода в белом окрасе, 029 — в красном, 030 — в белом, 031 — в красном, 032—036 — в белом, 037—100 получили красный окрас, 101 — корпоративный, 102—108 — красный, ЭП2К со 109-го красятся в корпоративную красно-серую окраску.","Электровозы по номер 028 выходили с завода в белом окрасе, 029 — в красном, 030 — в белом, 031 — в красном, 032—036 — в белом, 037—100 получили красный окрас, 101 — корпоративный, 102—108 — красный, ЭП2К со 109-го красятся в корпоративную красно-серую окраску."
"Электровозы ЭП2К в процессе выпуска получают трёхзначные № по возрастанию, начиная с 001.","Электровозы ЭП2К в процессе выпуска получают трёхзначные номера по возрастанию, начиная с 001."
"Обозначение серии и № наносится краской на лобовой части каждой кабины электровоза между буферными фонарями по центру наклонным шрифтом в формате ЭП2К-XXX, где XXX — № электровоза.","Обозначение серии и номера наносится краской на лобовой части каждой кабины электровоза между буферными фонарями по центру наклонным шрифтом в формате ЭП2К-XXX, где XXX — номер электровоза."
"По бокам кабины может быть нанесён краской сетевой № электровоза, а на боковых стенах вверху в зоне машинного отделения — обозначение дороги приписки.","По бокам кабины может быть нанесён краской сетевой номер электровоза, а на боковых стенах вверху в зоне машинного отделения — обозначение дороги приписки."
"По возвращении Джона домой Шерлок просит его отправить сообщение на № последней погибшей жертвы с предложением о встрече.","По возвращении Джона домой Шерлок просит его отправить сообщение на номер последней погибшей жертвы с предложением о встрече."
"В 1998 году Бехракис пожертвовал 500 000 $ на приобретение территории под строительство детского лагеря с религиозным уклоном «Центр веры и наследия святого Мефодия» в Хопкинтоне (Нью-Гэмпшир), находящегося в юрисдикции Бостонской митрополии.","В 1998 году Бехракис пожертвовал 500 000 долларов на приобретение территории под строительство детского лагеря с религиозным уклоном «Центр веры и наследия святого Мефодия» в Хопкинтоне (Нью-Гэмпшир), находящегося в юрисдикции Бостонской митрополии."
"В 2009 году пара Бехракисов выделила 25 млн $ Музею изящных искусств в Бостоне для открытия новых экспозиций предметов древних цивилизаций, таких как Древняя Греция, Древний Рим и Древний Египет.","В 2009 году пара Бехракисов выделила 25 млн долларов Музею изящных искусств в Бостоне для открытия новых экспозиций предметов древних цивилизаций, таких как Древняя Греция, Древний Рим и Древний Египет."
"В 2010 году Бехракис пожертвовал 1,8 млн $ Гарвардскому университету для изучения проблемы курения в Греции.","В 2010 году Бехракис пожертвовал 1,8 млн долларов Гарвардскому университету для изучения проблемы курения в Греции."
"6 июля 2016 года он получил предложение от «Бруклин Нетс» на четыре года и 50 миллионов $.","6 июля 2016 года он получил предложение от «Бруклин Нетс» на четыре года и 50 миллионов долларов."
"Четверик был точно определён в указе от 11 октября 1835 года «О системе Российских мер и весов», как единица ёмкости для сыпучих тел, равная объёму 64 фунтов дистиллированной воды при температуре 131⁄3 °R (° Реомюра).","Четверик был точно определён в указе от 11 октября 1835 года «О системе Российских мер и весов», как единица ёмкости для сыпучих тел, равная объёму 64 фунтов дистиллированной воды при температуре 131⁄3 °R (градусов Реомюра)."
"Вместе мы могли бы лучше защищать наши стратегические интересы и бороться против мировой финансовой системы, которая основывается на непомерных привилегиях $».","Вместе мы могли бы лучше защищать наши стратегические интересы и бороться против мировой финансовой системы, которая основывается на непомерных привилегиях доллара»."
"Проходит автодорога межмуниципального значения «а/д Р-256 — Плешково» (идентификационный № 01 ОП МЗ 01Н-1502).","Проходит автодорога межмуниципального значения «а/д Р-256 — Плешково» (идентификационный номер 01 ОП МЗ 01Н-1502)."
"Итоговое спрямление линии сократило её протяжённость на 900 метров и удешевило строительство на 45 млн $.","Итоговое спрямление линии сократило её протяжённость на 900 метров и удешевило строительство на 45 млн долларов."
"На каждой такой границе терялось от 4 до 6 % света, снижая светопропускание и контраст изображения.","На каждой такой границе терялось от 4 до 6 процентов света, снижая светопропускание и контраст изображения."
"Средний доход на одно домашнее хозяйство статистически обособленной местности составил 30 632 $ США, а средний доход на одну семью — 37 607 $.","Средний доход на одно домашнее хозяйство статистически обособленной местности составил 30 632 доллара США, а средний доход на одну семью — 37 607 долларов."
"При этом мужчины имели средний доход в 30 056 $ США в год против 20 667 $ среднегодового дохода у женщин.","При этом мужчины имели средний доход в 30 056 долларов США в год против 20 667 долларов среднегодового дохода у женщин."
"Доход на душу населения статистически обособленной местности составил 30 632 $ в год.","Доход на душу населения статистически обособленной местности составил 30 632 доллара в год."
"Мститель, гениальный учёный, который из-за воздействия γ-излучения превращается в монстра в состоянии ярости или возбуждения.","Мститель, гениальный учёный, который из-за воздействия гамма-излучения превращается в монстра в состоянии ярости или возбуждения."
"Постепенно ему удалось с помощью γ-экспериментов сбалансировать две личности, объединив свой интеллект с силой Халка.","Постепенно ему удалось с помощью гамма-экспериментов сбалансировать две личности, объединив свой интеллект с силой Халка."
"После экспериментов, включавших воздействие сыворотки суперсолдата и γ-излучения, Блонски превратился в гуманоидного монстра, похожего на Халка.","После экспериментов, включавших воздействие сыворотки суперсолдата и гамма-излучения, Блонски превратился в гуманоидного монстра, похожего на Халка."
"Во время предвыборной кампании Гетц получил 480 000 $ пожертвований; в пять раз больше, нежели Фернальд.","Во время предвыборной кампании Гетц получил 480 000 долларов пожертвований; в пять раз больше, нежели Фернальд."
"Кроме того, по Положению 1899 года, для вольнослушателей была введена плата за обучение в размере 30 ₽.","Кроме того, по Положению 1899 года, для вольнослушателей была введена плата за обучение в размере 30 рублей."
"Каменка — II», с присвоением ему регистрационного № 031741020370006.","Каменка — II», с присвоением ему регистрационного номера 031741020370006."
"Могильник — I. Каменка (п. 1-3)», с присвоением ему регистрационного № 031741020360006.","Могильник — I. Каменка (п. 1-3)», с присвоением ему регистрационного номера 031741020360006."
"Озерный», с присвоением ему регистрационного № 031741020350006.","Озерный», с присвоением ему регистрационного номера 031741020350006."
"Дело в том, что Pelias Entertainment заставляют Цай Сюйкуня выплатить 80,000,000 ¥ (примерно 12,557,200 $) из-за ухода из группы до истечения контракта.","Дело в том, что Pelias Entertainment заставляют Цай Сюйкуня выплатить 80,000,000 юаней (примерно 12,557,200 долларов) из-за ухода из группы до истечения контракта."
"В соответствии с содержанием контракта, если артист рано расторгнет свой контракт, им придется заплатить ежегодную комиссию в размере 30,000,000 ¥ за нарушение контракта, компания также имеет право потребовать 80,000,000 ¥ от артиста в качестве компенсации.","В соответствии с содержанием контракта, если артист рано расторгнет свой контракт, им придется заплатить ежегодную комиссию в размере 30,000,000 юаней за нарушение контракта, компания также имеет право потребовать 80,000,000 юаней от артиста в качестве компенсации."
"23 сентября 1913 года Чаплин заключил контракт с «Кистоун» с жалованием в 150 $ в неделю.","23 сентября 1913 года Чаплин заключил контракт с «Кистоун» с жалованием в 150 долларов в неделю."
"Заработки Чарли быстро растут: если в 1914 году в «Кистоун» он получает 150 $ в неделю, то уже в 1915 году в студии «Эссеней Филм» (Essanay Film) — 1250 в неделю + бонус 10 000 за контракт; в 1916—1917 годах, в «Мьючуэл Филм» (англ. Mutual Film) — 10 000 в неделю, + 150 000 за контракт.","Заработки Чарли быстро растут: если в 1914 году в «Кистоун» он получает 150 долларов в неделю, то уже в 1915 году в студии «Эссеней Филм» (Essanay Film) — 1250 в неделю плюс бонус 10 000 за контракт; в 1916—1917 годах, в «Мьючуэл Филм» (англ. Mutual Film) — 10 000 в неделю, плюс 150 000 за контракт."
"В 1917 году Чаплин заключает со студией «Фёрст Нэшнл» (First National Pictures) контракт на 1 миллион $, становясь по тем временам самым дорогим актёром в истории.","В 1917 году Чаплин заключает со студией «Фёрст Нэшнл» (First National Pictures) контракт на 1 миллион долларов, становясь по тем временам самым дорогим актёром в истории."
"Это комплекс, состоящий из α-спиралей и β-слоёв, которые формируют 2 домена (первый расположен на N-конце, а второй на C-конце).","Это комплекс, состоящий из альфа-спиралей и бета-слоёв, которые формируют 2 домена (первый расположен на N-конце, а второй на C-конце)."
"Ежегодно эта сумма составляет 2,8 млрд фунтов (почти 5,4 млрд $; в 2005 году — 7,205 млрд долл.).","Ежегодно эта сумма составляет 2,8 млрд фунтов (почти 5,4 млрд долларов; в 2005 году — 7,205 млрд долл.)."
"Прозвище «Ромариньо» нападающий взял благодаря объединению имени своего отца, Роналдо, и деда, Марио, + распространённая в португальском языке уменьшительная форма имени.","Прозвище «Ромариньо» нападающий взял благодаря объединению имени своего отца, Роналдо, и деда, Марио, плюс распространённая в португальском языке уменьшительная форма имени."
"Постепенно он добавил в свой № комедийную составляющую и превратился в комика.","Постепенно он добавил в свой номер комедийную составляющую и превратился в комика."
"EMI дали им бюджет в пять тысяч $ для записи демо, и группа выбрала в качестве продюсера Кита Левина, потому что он разделял интересы группы в наркотиках.","EMI дали им бюджет в пять тысяч долларов для записи демо, и группа выбрала в качестве продюсера Кита Левина, потому что он разделял интересы группы в наркотиках."
"Кит и Словак решили пустить две тысячи $ на героин и кокаин.","Кит и Словак решили пустить две тысячи долларов на героин и кокаин."
"Его зависимость «устроила погром в ранее гладком процессе записи альбома», но группа все = приятно проводила время в процессе записи.","Его зависимость «устроила погром в ранее гладком процессе записи альбома», но группа все равно приятно проводила время в процессе записи."
"Несмотря на огромный тайфун, который надвигался в тот день, группа все = выступила.","Несмотря на огромный тайфун, который надвигался в тот день, группа все равно выступила."
"Более чем 258 000 фанатов заплатили около 17 100 000 $ за билеты за три дня, а в 2004 году пластинка поднялась на первое место в Billboard’s Top Concert Boxscores за 2004 год.","Более чем 258 000 фанатов заплатили около 17 100 000 долларов за билеты за три дня, а в 2004 году пластинка поднялась на первое место в Billboard’s Top Concert Boxscores за 2004 год."
"Средняя зарплата в ЯНАО в 2013 году составила 52 400 ₽.","Средняя зарплата в ЯНАО в 2013 году составила 52 400 рублей."
"Столица округа — Салехард — единственный в мире город, расположенный на широте Северного полярного круга, 66 ° 33 минуты 39 секунд северной широты.","Столица округа — Салехард — единственный в мире город, расположенный на широте Северного полярного круга, 66 градусов 33 минуты 39 секунд северной широты."
"Список: Дом ветеранов, Баня, Лесокомбинат, ул. Ленина, Первый №, ул.","Список: Дом ветеранов, Баня, Лесокомбинат, ул. Ленина, Первый номер, ул."
"В своей педагогической теории Бёрк уделил много внимания фиксированию индивидуальных результатов каждого учащегося и детальному контролю их успеваемости, но выступал категорически против ответов у доски и домашних заданий, = как и стремился минимизировать помощь учащимся со стороны учителей.","В своей педагогической теории Бёрк уделил много внимания фиксированию индивидуальных результатов каждого учащегося и детальному контролю их успеваемости, но выступал категорически против ответов у доски и домашних заданий, равно как и стремился минимизировать помощь учащимся со стороны учителей."
"Вторая партия имела № 2201–2220 и отличиалась более современными бескупольными котлами (GWR 2201 Class).","Вторая партия имела номера 2201–2220 и отличиалась более современными бескупольными котлами (GWR 2201 Class)."
"За этот клуб Д’Алессандро отыграл 27 матчей в рамках Серии B (+ одна игра серии плей-офф за выход в Серию А).","За этот клуб Д’Алессандро отыграл 27 матчей в рамках Серии B (плюс одна игра серии плей-офф за выход в Серию А)."
"Первоначально был утверждён 21 сентября 2007 года как герб Новоалександровского муниципального района и внесён в Государственный геральдический регистр РФ с присвоением регистрационного № 3897.","Первоначально был утверждён 21 сентября 2007 года как герб Новоалександровского муниципального района и внесён в Государственный геральдический регистр РФ с присвоением регистрационного номера 3897."
"Н.Д. Карамышев (с № 119 за 1902 год), официальная и неофициальная часть","Н.Д. Карамышев (с номера 119 за 1902 год), официальная и неофициальная часть"
"П.А. Арбенев (с № 228 за 1905 год)","П.А. Арбенев (с номера 228 за 1905 год)"
"Попов (с № 12 за 1906 год по № 2 за 1907 год), неофициальная часть;","Попов (с номера 12 за 1906 год по номер 2 за 1907 год), неофициальная часть;"
"И. Устюжанин (с № 3 за 1907 года);","И. Устюжанин (с номера 3 за 1907 года);"
"Ждан-Пушкин (с № 80 за 1912 год);","Ждан-Пушкин (с номера 80 за 1912 год);"
"Смиренин (с № 19 за 1913 год по № 97 за 1914 год);","Смиренин (с номера 19 за 1913 год по номер 97 за 1914 год);"
"Чучалов (с № 98 за 1914 год);","Чучалов (с номера 98 за 1914 год);"
"Общая длительность съёмочного процесса составила 23 дня, а бюджет не превысил трёх сотен тысяч $.","Общая длительность съёмочного процесса составила 23 дня, а бюджет не превысил трёх сотен тысяч долларов."
"Первые два № печатного органа Вехнелужицкого научного общества, выходившие с 1781 года по 1781 год, назывались «Provinzialblätter oder Sammlungen zur Geschichte, Naturkunde, Moral und anderen Wissenschaften» (Провинциальные заметки или сборник по истории, естествознанию, морали и другим наукам).","Первые два номера печатного органа Вехнелужицкого научного общества, выходившие с 1781 года по 1781 год, назывались «Provinzialblätter oder Sammlungen zur Geschichte, Naturkunde, Moral und anderen Wissenschaften» (Провинциальные заметки или сборник по истории, естествознанию, морали и другим наукам)."
"В 1811 году вышел № под названием «Wochenblatt für die Lausitz und den Cottbusser Kreis» (Еженедельная газета для Лужицы и Котбусского округа).","В 1811 году вышел номер под названием «Wochenblatt für die Lausitz und den Cottbusser Kreis» (Еженедельная газета для Лужицы и Котбусского округа)."
"С 1813 года по 1821 год не было издано ни единого №.","С 1813 года по 1821 год не было издано ни единого номера."
"В 1943 году были изданы №№ 118, 119, но тираж этих выпусков был почти полностью уничтожен (сохранились только по 4 экземпляра каждого №).","В 1943 году были изданы №№ 118, 119, но тираж этих выпусков был почти полностью уничтожен (сохранились только по 4 экземпляра каждого номера)."
"Первые № газеты представляли собой информационные листовки - черно-белым, формата А4.","Первые номера газеты представляли собой информационные листовки - черно-белым, формата А4."
"Около 1500 читателей получают газету по подписке, остальные № "Черноголовской газеты" поступают в розничную продажу.","Около 1500 читателей получают газету по подписке, остальные номера "Черноголовской газеты" поступают в розничную продажу."
"Песня провела рекордные 11 недель под номером один в чарте Hot 100, что сделало её самой продолжительной песней № один в истории хип-хопа, пока песня Эминема «Lose Yourself» не провела 12 недель под номером один в 2002 году.","Песня провела рекордные 11 недель под номером один в чарте Hot 100, что сделало её самой продолжительной песней номер один в истории хип-хопа, пока песня Эминема «Lose Yourself» не провела 12 недель под номером один в 2002 году."
"Государственный банк «Банк развития Казахстана» через фонд национального благосостояния «Самрук-Казына» по программе «30 корпоративных лидеров Казахстана» выделил компаниям ТОО «Medeu Development» и «Chimbulak Development» заём в 260 млн $ США.","Государственный банк «Банк развития Казахстана» через фонд национального благосостояния «Самрук-Казына» по программе «30 корпоративных лидеров Казахстана» выделил компаниям ТОО «Medeu Development» и «Chimbulak Development» заём в 260 млн долларов США."
"Проекты Замойского об издании закона относительно порядка избрания королей, = как и относительно решения дел на сеймах большинством голосов, не встретили поддержки.","Проекты Замойского об издании закона относительно порядка избрания королей, равно как и относительно решения дел на сеймах большинством голосов, не встретили поддержки."
"Чэнь Шуйбянь и его супруга У Шуйчжэнь были приговорены к 20 годам тюремного заключения каждый и выплате штрафа в размере 250 млн и 200 млн новых тайваньских $ соответственно.","Чэнь Шуйбянь и его супруга У Шуйчжэнь были приговорены к 20 годам тюремного заключения каждый и выплате штрафа в размере 250 млн и 200 млн новых тайваньских долларов соответственно."
"Эти наказания включают максимальный штраф в размере 20 миллионов центральноафриканских франков, что составляет около 35.220 $ США, и максимальное тюремное заключение сроком на 6 месяцев.","Эти наказания включают максимальный штраф в размере 20 миллионов центральноафриканских франков, что составляет около 35.220 долларов США, и максимальное тюремное заключение сроком на 6 месяцев."
