question,answer
"К НДП активно примыкали представители университетской среды, либеральной интеллигенции, республиканской буржуазии — такие, как Анибал Каваку Силва, Марселу Ребелу де Соуза, Витор Перейра Крешпу, Фернанду Монтейру ду Амарал, Эмидиу Геррейру, Антониу Соза Франку, Эурику Тейшейра ди Мелу, Руи Мануэл Машете, Энрике Нашсименту Родригеш, Нуну Родригеш душ Сантуш, Жозе Менереш Пиментел и мн. другие.","К НДП активно примыкали представители университетской среды, либеральной интеллигенции, республиканской буржуазии — такие, как Анибал Каваку Силва, Марселу Ребелу де Соуза, Витор Перейра Крешпу, Фернанду Монтейру ду Амарал, Эмидиу Геррейру, Антониу Соза Франку, Эурику Тейшейра ди Мелу, Руи Мануэл Машете, Энрике Нашсименту Родригеш, Нуну Родригеш душ Сантуш, Жозе Менереш Пиментел и многие другие."
"В 1975 г полит. противостояние переросло в жёсткие силовые конфликты Жаркого лета.","В 1975 году политическое противостояние переросло в жёсткие силовые конфликты Жаркого лета."
"Са Карнейру в это время находился на лечении в Лондоне, во главе партии стоял ветеран республиканского движения Эмидиу Геррейру, изв. своими левыми взглядами.","Са Карнейру в это время находился на лечении в Лондоне, во главе партии стоял ветеран республиканского движения Эмидиу Геррейру, известный своими левыми взглядами."
"мн. активисты и рядовые члены НДП участвовали в столкновениях на стороне антикоммунистических сил.","Многие активисты и рядовые члены НДП участвовали в столкновениях на стороне антикоммунистических сил."
"Тогдашняя НДП была партией гражданского общества, восставшего против гос-ва, провинции — против лиссабонских безумств, «воли народа» — против ДВС и Революционного совета.","Тогдашняя НДП была партией гражданского общества, восставшего против государства, провинции — против лиссабонских безумств, «воли народа» — против ДВС и Революционного совета."
"В то же время в партию был принят крайне правый интегралист и быв. чл. МДЛП Жозе Мигел Жудисе — изв. крайне правыми взглядами, но не связ. с насилием (в период «Жаркого лета» он находился в тюрьме).","В то же время в партию был принят крайне правый интегралист и бывший член МДЛП Жозе Мигел Жудисе — известный крайне правыми взглядами, но не связанный с насилием (в период «Жаркого лета» он находился в тюрьме)."
"На парламентских выборах 25 апреля 1976 года НДП вновь заняла второе место после социалистов — более 1,3 млн голосов, 24,4 %, 73 мандата из 263.","На парламентских выборах 25 апреля 1976 года НДП вновь заняла второе место после социалистов — более 1,3 миллиона голосов, 24,4 %, 73 мандата из 263."
"На президентских выборах 1976 года партия поддержала Рамалью Эанеша, избранного главой гос-ва.","На президентских выборах 1976 года партия поддержала Рамалью Эанеша, избранного главой государства."
"На III съезде в октябре 1976 года НДП приняла назв. Социал-демократическая партия (PSD, СДП).","На III съезде в октябре 1976 года НДП приняла название Социал-демократическая партия (PSD, СДП)."
"В этом отразилась изв. «парадоксальность» португальской политики.","В этом отразилась известная «парадоксальность» португальской политики."
"Португалия — единств. зап.-европ. страна, пережившая революцию после Второй мир. войны и послевоенной волны демократизации.","Португалия — единственная западноевропейская страна, пережившая революцию после Второй Мировой войны и послевоенной волны демократизации."
"Революцию достаточно радикальную, неск. раз балансировавшую на грани срыва в «левый» тоталитаризм…","Революцию достаточно радикальную, несколько раз балансировавшую на грани срыва в «левый» тоталитаризм…"
"Отсюда и названия партий — гораздо более «левые», чем их программы, соц. природа и полит. практика.","Отсюда и названия партий — гораздо более «левые», чем их программы, социальная природа и политическая практика."
"Две основные правые партии содержат в своих названиях словосочетание «социал-демократический» или «социально-демокр.» (на португальском языке это неразличимо).","Две основные правые партии содержат в своих названиях словосочетание «социал-демократический» или «социально-демократический» (на португальском языке это неразличимо)."
"неск. более лояльным было отношение партии к кабинетам независимых технократов Алфреду Нобре да Кошта и особенно Карлуша Мота Пинту (к тому времени Мота Пинту вышел из НДП из-за разногласий с Са Карнейру).","Несколько более лояльным было отношение партии к кабинетам независимых технократов Алфреду Нобре да Кошта и особенно Карлуша Мота Пинту (к тому времени Мота Пинту вышел из НДП из-за разногласий с Са Карнейру)."
"В 1977—1979 гг Франсишку Са Карнейру формально отошёл от партийного лидерства.","В 1977—1979 годах Франсишку Са Карнейру формально отошёл от партийного лидерства."
"Он сделал ставку на приход к власти в составе коалиции демокр. альянс (ДА), в которую вошли СДП, консервативный Социально-демокр. центр (СДЦ), нар. монархическая партия (НМП) и вышедшие из Соцпартии сторонники Антониу Баррету.","Он сделал ставку на приход к власти в составе коалиции Демократический альянс (ДА), в которую вошли СДП, консервативный Социально-демократический центр (СДЦ), Народная монархическая партия (НМП) и вышедшие из Соцпартии сторонники Антониу Баррету."
"На выборах 2 дек. 1979 года ДА одержал крупную победу — более 2,5 млн голосов, 45,2 %, 128 мандатов из 250.","На выборах 2 декабря 1979 года ДА одержал крупную победу — более 2,5 миллиона голосов, 45,2 %, 128 мандатов из 250."
"Франсишку Са Карнейру возглавил пр-во Португалии.","Франсишку Са Карнейру возглавил правительство Португалии."
"Проводилась политика стимулирования внутреннего спроса, был отменён потолок заработной платы, увеличены размеры и кол-во пенсий.","Проводилась политика стимулирования внутреннего спроса, был отменён потолок заработной платы, увеличены размеры и количество пенсий."
"Эта политика получила поддержку на выборах 5 октября 1980 года: за ДА проголосовали более 2,7 млн избирателей, 47,2 %, 134 мандата (из них 82 — СДП).","Эта политика получила поддержку на выборах 5 октября 1980 года: за ДА проголосовали более 2,7 миллиона избирателей, 47,2 %, 134 мандата (из них 82 — СДП)."
"Два месяца спустя после убедительной победы СДП пережила сильнейший удар: 4 дек. 1980 года Франсишку Са Карнейру погиб в авиационной катастрофе (вместе с ним погибли фактич. супруга премьера Сну Абекассиш, министр обороны Аделину Амара да Кошта с женой, начальник штаба премьера Антониу Патришиу Говейя и двое пилотов).","Два месяца спустя после убедительной победы СДП пережила сильнейший удар: 4 декабря 1980 года Франсишку Са Карнейру погиб в авиационной катастрофе (вместе с ним погибли фактическая супруга премьера Сну Абекассиш, министр обороны Аделину Амара да Кошта с женой, начальник штаба премьера Антониу Патришиу Говейя и двое пилотов)."
"Через три дня спустя последовало поражение на президентских выборах 7 дек. 1980 года — кандидат ДА Антониу Соареш Карнейру (однофамилец основателя СДП) проиграл президенту Эанешу.","Через три дня спустя последовало поражение на президентских выборах 7 декабря 1980 года — кандидат ДА Антониу Соареш Карнейру (однофамилец основателя СДП) проиграл президенту Эанешу."
"В 1982 г из СДП вышел энергичный молодёжный активист Паулу Порташ — фанатичный приверженец Са Карнейру, впосл. многолетний предс. СДЦ—Народной партии.","В 1982 году из СДП вышел энергичный молодёжный активист Паулу Порташ — фанатичный приверженец Са Карнейру, впоследствии многолетний председатель СДЦ—Народной партии."
"пр-во Пинту Балсемана оставалось у власти до 1983 года.","Правительство Пинту Балсемана оставалось у власти до 1983 года."
"В 1983 г распался демокр. альянс.","В 1983 году распался Демократический альянс."
"Его сменил Нуну Родригеш душ Сантуш, продолжавший идеологич. курс Са Карнейру с более левым уклоном.","Его сменил Нуну Родригеш душ Сантуш, продолжавший идеологический курс Са Карнейру с более левым уклоном."
"На парламентских выборах 25 апреля 1983 года победила социалистич. партия — при т., что в совокупности партии бывшего ДА — СДП, СДЦ, НМП — снова получили большинство голосов (СДП набрала ок. 1,5 млн голосов — 27,2 %, 75 мандатов из 250).","На парламентских выборах 25 апреля 1983 года победила Социалистическая партия — при том, что в совокупности партии бывшего ДА — СДП, СДЦ, НМП — снова получили большинство голосов (СДП набрала около 1,5 млн голосов — 27,2 %, 75 мандатов из 250)."
"После кончины Родригеша душ Сантуша в 1984 г в СДП установилось коллегиальное рук-во в составе вернувшегося в СДП Карлуша Мота Пинту, Эурику Тейшейра ди Мелу и Энрике Нашсименту Родригеша.","После кончины Родригеша душ Сантуша в 1984 году в СДП установилось коллегиальное руководство в составе вернувшегося в СДП Карлуша Мота Пинту, Эурику Тейшейра ди Мелу и Энрике Нашсименту Родригеша."
"Затем примерно г председателем был Мота Пинту, затем его сменил левоориентированный юрист Руй Машете, сторонник коалиции с социалистами.","Затем примерно год председателем был Мота Пинту, затем его сменил левоориентированный юрист Руй Машете, сторонник коалиции с социалистами."
"Решающую роль в его выдвижении сыграл Эурику ди Мелу, лидер и идеолог правого крыла, авторитетный полит. менеджер, считавшийся в партии «пожарным для специальных миссий».","Решающую роль в его выдвижении сыграл Эурику ди Мелу, лидер и идеолог правого крыла, авторитетный политический менеджер, считавшийся в партии «пожарным для специальных миссий»."
"Конфликт с партией Эанеша в 1987 г привёл к отставке правительства.","Конфликт с партией Эанеша в 1987 году привёл к отставке правительства."
"СДП и пр-во выступали под лозунгом «Важны не догмы, а развитие».","СДП и правительство выступали под лозунгом «Важны не догмы, а развитие»."
"В 1986 г Португалия присоединилась к ЕЭС.","В 1986 году Португалия присоединилась к ЕЭС."
"При этом усилилась соц. напряжённость, порождаемая высокой безработицей.","При этом усилилась социальная напряжённость, порождаемая высокой безработицей."
"В 1995 г Анибал Каваку Силва оставил пост председателя СДП.","В 1995 году Анибал Каваку Силва оставил пост председателя СДП."
"С 1996 по 1999 г партию возглавлял Марселу Ребелу де Соуза.","С 1996 по 1999 год партию возглавлял Марселу Ребелу де Соуза."
"На след. г Анибал Каваку Силва проиграл президентские выборы социалисту Жорже Сампайю.","На следующий год Анибал Каваку Силва проиграл президентские выборы социалисту Жорже Сампайю."
"Было сформировано коалиционное пр-во СДП — СДЦ во главе с Баррозу.","Было сформировано коалиционное правительство СДП — СДЦ во главе с Баррозу."
"В 2004 г Баррозу оставил пост премьер-министра, перейдя на председательство Еврокомиссии.","В 2004 году Баррозу оставил пост премьер-министра, перейдя на председательство Еврокомиссии."
"В 2007 г правопопулистское крыло добилось реванша, проведя в председатели Луиша Фелипе Менезеша.","В 2007 году правопопулистское крыло добилось реванша, проведя в председатели Луиша Фелипе Менезеша."
"Комментаторы отмечали соц. и идеологич. кризис партии в силу исчерпания моделей Са Карнейру и Каваку Силва.","Комментаторы отмечали социальный и идеологический кризис партии в силу исчерпания моделей Са Карнейру и Каваку Силва."
"Пасуш Коэлью сформировал коалиционное пр-во СДП—СДЦ.","Пасуш Коэлью сформировал коалиционное правительство СДП—СДЦ."
"Однако успех СДП был обуcловлен не столько общественной поддержкой, сколько массовым разочарованием в социалистическом правительстве, к-рый проводило примерно тот же курс, что предлагал Пасуш Коэлью.","Однако успех СДП был обуcловлен не столько общественной поддержкой, сколько массовым разочарованием в социалистическом правительстве, которое проводило примерно тот же курс, что предлагал Пасуш Коэлью."
"Однако на выборах 4 октября 2015 года «Португалия впереди» получила наибольшее кол-во голосов — почти 2 млн, 37 %, 102 мандата (из них СДП — 89), опередив Соцпартию и Левый блок.","Однако на выборах 4 октября 2015 года «Португалия впереди» получила наибольшее количество голосов — почти 2 млн, 37 %, 102 мандата (из них СДП — 89), опередив Соцпартию и Левый блок."
"Первоначально през. Каваку Силва поручил Пасушу Коэлью формирование правительства.","Первоначально президент Каваку Силва поручил Пасушу Коэлью формирование правительства."
"Однако жёсткая позиция Соцпартии и возражения лидера СДЦ Паулу Порташа (быв. активист СДП) против дальнейшего урезания госрасходов привели к тому, что СДП не получила должной парламентской базы.","Однако жёсткая позиция Соцпартии и возражения лидера СДЦ Паулу Порташа (бывший активист СДП) против дальнейшего урезания госрасходов привели к тому, что СДП не получила должной парламентской базы."
"пр-во Пасуша Коэлью просуществовало лишь до 26 ноября 2015 года.","Правительство Пасуша Коэлью просуществовало лишь до 26 ноября 2015 года."
"В прямом голосовании могли участвовать все члены партии, но воспользовалась этим правом примерно пятая ч.","В прямом голосовании могли участвовать все члены партии, но воспользовалась этим правом примерно пятая часть."
"При голосовании победу одержал Руй Риу — изв. финансист и промышленный менеджер, мэр Порту в 2001—2013 гг.","При голосовании победу одержал Руй Риу — известный финансист и промышленный менеджер, мэр Порту в 2001—2013 годах."
"Он получил 27,7 тыс. голосов — ок. 54 %, Сантана Лопеш — 19,2 тыс. (более 45 %).","Он получил 27,7 тысяч голосов — около 54 %, Сантана Лопеш — 19,2 тысяч (более 45 %)."
"Руй Риу рассматривается как «реальный социал-демократ» во главе партии, к-рый далеко не всю свою историю соответствовала своему названию.","Руй Риу рассматривается как «реальный социал-демократ» во главе партии, которая далеко не всю свою историю соответствовала своему названию."
"мн. комментаторы утверждают, что победу Руя Риу во внутрипартийной борьбе организовал мэр Овара Салвадор Мальейру — влиятельный амбициозный политик, претендующий на рук-во партией, членство в правительстве и депутатство в Европарламенте.","Многие комментаторы утверждают, что победу Руя Риу во внутрипартийной борьбе организовал мэр Овара Салвадор Мальейру — влиятельный амбициозный политик, претендующий на руководство партией, членство в правительстве и депутатство в Европарламенте."
"Жёстко критиковал председателя с либертарианских и националистических позиций активист лиссабонской организации, изв. юрист и телекомментатор Андре Вентура.","Жёстко критиковал председателя с либертарианских и националистических позиций активист лиссабонской организации, известный юрист и телекомментатор Андре Вентура."
"Вентура и его единомышленники призывали ужесточить полицейские меры и миграционную политику, укрепить национальные и католические начала в общественной жизни, расширить президентскую власть, сократить гос. вмешательство в экономику.","Вентура и его единомышленники призывали ужесточить полицейские меры и миграционную политику, укрепить национальные и католические начала в общественной жизни, расширить президентскую власть, сократить государственное вмешательство в экономику."
"Сразу неск. мэров — членов СДП после опубликования результатов заявили о необходимости созыва чрезвычайного съезда партии и о выборе нового лидера.","Сразу несколько мэров — членов СДП после опубликования результатов заявили о необходимости созыва чрезвычайного съезда партии и о выборе нового лидера."
"Мэр Вила-Нова-де-Фамаликан Паулу Кунья отметил, что после неудачи на выборах Руй Риу стал искать «козлов отпущения» как внутри партии, так и вне её, и предположил, что адвокат Луиш Монтенегру, предс. парламентской фракции СДП, мог бы быть достойной заменой Риу.","Мэр Вила-Нова-де-Фамаликан Паулу Кунья отметил, что после неудачи на выборах Руй Риу стал искать «козлов отпущения» как внутри партии, так и вне её, и предположил, что адвокат Луиш Монтенегру, председатель парламентской фракции СДП, мог бы быть достойной заменой Риу."
"Во втором туре голосования он получил более 17 тыс. голосов (св. 53 %), представитель правого крыла Монтенегру — более 15 тыс.","Во втором туре голосования он получил более 17 тысяч голосов (свыше 53 %), представитель правого крыла Монтенегру — более 15 тысяч."
"г спустя правое крыло выдвинуло против Руя Риу кандидатуру депутата Европарламента Паулу Ранжела (Луиш Монтенегру и Педру Пасуш Коэлью отказались баллотироваться).","Год спустя правое крыло выдвинуло против Руя Риу кандидатуру депутата Европарламента Паулу Ранжела (Луиш Монтенегру и Педру Пасуш Коэлью отказались баллотироваться)."
"На этот раз острым политическим партнёром являлось отношение к партии Chega, к-рый явно завоёвывала в правом лагере сильные позиции.","На этот раз острым политическим партнёром являлось отношение к партии Chega, которая явно завоёвывала в правом лагере сильные позиции."
"Большинство голосовавших членов партии вновь поддержали Риу: он получил почти 19 тыс. голосов (более 52 %), Ранжел св. 17 тыс.","Большинство голосовавших членов партии вновь поддержали Риу: он получил почти 19 тысяч голосов (более 52 %), Ранжел свыше 17 тысяч."
"Ещё жёстче критиковал Риу быв. однопартиец Вентура.","Ещё жёстче критиковал Риу бывший однопартиец Вентура."
"На досрочных парламентских выборах 10 марта 2024 СДП выступала в коалиции, вновь названной демокр. альянс и объединившей те же партии, что в 1980 г.","На досрочных парламентских выборах 10 марта 2024 СДП выступала в коалиции, вновь названной Демократический альянс и объединившей те же партии, что в 1980 году."
"Коалиция получила более 1,8 млн голосов (28,8 %), в т. числе СДП — 1 758 035 голосов и 80 мандатов.","Коалиция получила более 1,8 миллиона голосов (28,8 %), в том числе СДП — 1 758 035 голосов и 80 мандатов."
"Идеологические принципы выражены лишь в самых общих чертах: республиканизм, демократия, светское гос-во.","Идеологические принципы выражены лишь в самых общих чертах: республиканизм, демократия, светское государство."
"По парадоксальному стечению обстоятельств, в этой группе преобладают бывшие коммунисты, в т. числе выходцы из сталинистской ПКП.","По парадоксальному стечению обстоятельств, в этой группе преобладают бывшие коммунисты, в том числе выходцы из сталинистской ПКП."
"мн. лидеры и активисты примыкают к нескольким партийным группам.","Многие лидеры и активисты примыкают к нескольким партийным группам."
"предс. Руй Риу от фракционности дистанцируется, но по факту близок к «европейским социал-демократам» и отчасти к «либералам».","Председатель Руй Риу от фракционности дистанцируется, но по факту близок к «европейским социал-демократам» и отчасти к «либералам»."
"НДП/СДП обращалась с просьбой о приёме в социалистич. интернационал, но получила отказ — вступление заблокировала уже состоявшая в Социнтерне социалистич. партия.","НДП/СДП обращалась с просьбой о приёме в Социалистический интернационал, но получила отказ — вступление заблокировала уже состоявшая в Социнтерне Социалистическая партия."
"высш. орган СДП — нац. съезд (Congresso Nacional), между национальными съездами — нац. совет (Conselho Nacional).","Высший орган СДП — Национальный съезд (Congresso Nacional), между национальными съездами — Национальный совет (Conselho Nacional)."
"Оперативное рук-во осуществляют нац. полит. комис. (Comissão Política Nacional) и нац. пост. комис. (Comissão Permanente Nacional).","Оперативное руководство осуществляют Национальная политическая комиссия (Comissão Política Nacional) и Национальная постоянная комиссия (Comissão Permanente Nacional)."
"Высшее должностное лицо партии — предс. Национальной политической комиссии (Presidente da Comissão Política Nacional), именуемый также председателем СДП.","Высшее должностное лицо партии — председатель Национальной политической комиссии (Presidente da Comissão Política Nacional), именуемый также председателем СДП."
"Другие должностные лица — вице-председатель национальной политической комиссии (Vice-Presidentes da Comissão Política Nacional), и генеральный секр. (Secretário-Geral).","Другие должностные лица — вице-председатель национальной политической комиссии (Vice-Presidentes da Comissão Política Nacional), и генеральный секретарь (Secretário-Geral)."
