question,answer
"В 1979 г закончил Пермский политехнический институт.","В 1979 году закончил Пермский политехнический институт."
"К 1995 г работал генеральным директором проектного института АООТ «Карамзитстрой» в городе Самаре.","К 1995 году работал генеральным директором проектного института АООТ «Карамзитстрой» в городе Самаре."
"В 1995 г избран в Государственную думу 2 созыва от ЛДПР, номер 1 по Пермской области.","В 1995 году избран в Государственную думу 2 созыва от ЛДПР, номер 1 по Пермской области."
"Вошёл в комитет ГД по безопасности, был членом подкомитета по государственной безопасности и внешней разведке, в 1996 г перешёл в комитет ГД по конверсии и наукоемким технологиям.","Вошёл в комитет ГД по безопасности, был членом подкомитета по государственной безопасности и внешней разведке, в 1996 году перешёл в комитет ГД по конверсии и наукоемким технологиям."
"Замок окружен ухоженными садами общей площадью около 14 000 квадратных м.","Замок окружен ухоженными садами общей площадью около 14 000 квадратных метров."
"Victoria Castle был построен в 1840 г под руководством Роберта Воррена (англ. Robert Warren) в честь вступления на престол королевы Виктории.","Victoria Castle был построен в 1840 году под руководством Роберта Воррена (англ. Robert Warren) в честь вступления на престол королевы Виктории."
"Интерьер замка был уничтожен пожаром в 1928 г и великолепно восстановлен Томасом Пауэром (англ. Thomas Power).","Интерьер замка был уничтожен пожаром в 1928 году и великолепно восстановлен Томасом Пауэром (англ. Thomas Power)."
"В 1995 г семья Элмер (англ. Aylmer) решила превратить замок в место паломничества туристов, и они преобразовали конюшни в апартаменты и комнату искусств.","В 1995 году семья Элмер (англ. Aylmer) решила превратить замок в место паломничества туристов, и они преобразовали конюшни в апартаменты и комнату искусств."
"Ирландская певица Эния приобрела замок в 1997 г за 3,8 млн евро (как сообщается, она «перебила» цену Майкла Флэтли, который тоже хотел купить замок).","Ирландская певица Эния приобрела замок в 1997 году за 3,8 миллиона евро (как сообщается, она «перебила» цену Майкла Флэтли, который тоже хотел купить замок)."
"Она установила новые прочные входные ворота из дерева и подняла стену вокруг замка почти до трёх м.","Она установила новые прочные входные ворота из дерева и подняла стену вокруг замка почти до трёх метров."
"Была создана в 1940 г по инициативе премьер-министра Фумимаро Коноэ в рамках создания так называемой «новой политической структуры» взамен распущенных политических партий вскоре после подписания Японией «Тройственного пакта», закрепившего союз стран оси.","Была создана в 1940 году по инициативе премьер-министра Фумимаро Коноэ в рамках создания так называемой «новой политической структуры» взамен распущенных политических партий вскоре после подписания Японией «Тройственного пакта», закрепившего союз стран оси."
"Возглавлял Ассоциацию помощи трону председатель, которым становился премьер-министр; в префектурах, уездах, городах и посёлках существовали местные отделы; весь административный аппарат назначался председателем на 1 г.","Возглавлял Ассоциацию помощи трону председатель, которым становился премьер-министр; в префектурах, уездах, городах и посёлках существовали местные отделы; весь административный аппарат назначался председателем на 1 год."
"Это попытка сплотить японский народ в условиях проигрываемой войны не удалась: брожение и недовольство усиливалось, например, ещё в 1944 г около 15 % рабочих уклонилось от явки на заводы.","Это попытка сплотить японский народ в условиях проигрываемой войны не удалась: брожение и недовольство усиливалось, например, ещё в 1944 году около 15 % рабочих уклонилось от явки на заводы."
"Михаи́л Вита́льевич Шкаро́вский (род. 16 августа 1961, Ленинград) — советский и российский историк, специалист в области истории Русской православной церкви XX в.","Михаи́л Вита́льевич Шкаро́вский (род. 16 августа 1961, Ленинград) — советский и российский историк, специалист в области истории Русской православной церкви XX века."
"род. 16 августа 1961 года в Ленинграде в семье капитана второго ранга.","Родился 16 августа 1961 года в Ленинграде в семье капитана второго ранга."
"В 1978 г окончил среднюю школу в городе Североморске Мурманской области (по месту службы отца).","В 1978 году окончил среднюю школу в городе Североморске Мурманской области (по месту службы отца)."
"В 1984 г окончил исторический факультет Ленинградского государственного университета.","В 1984 году окончил исторический факультет Ленинградского государственного университета."
"В 1990 г окончил аспирантуру Ленинградского отделения Института истории СССР Академии наук СССР.","В 1990 году окончил аспирантуру Ленинградского отделения Института истории СССР Академии наук СССР."
"В 1994—1998 гг работал сотрудником научно-информационного центра «Мемориал» в Санкт-Петербурге, занимался сбором материалов о репрессиях против духовенства и мирян в Советском Союзе.","В 1994—1998 годах работал сотрудником научно-информационного центра «Мемориал» в Санкт-Петербурге, занимался сбором материалов о репрессиях против духовенства и мирян в Советском Союзе."
"С 1998 по 2000 г работал в архивах Германии, являясь стипендиатом научного фонда Александра Гумбольдта при Институте восточных церквей Вестфальского университета в Мюнстере.","С 1998 по 2000 год работал в архивах Германии, являясь стипендиатом научного фонда Александра Гумбольдта при Институте восточных церквей Вестфальского университета в Мюнстере."
"В 2002—2003 гг — профессор Санкт-Петербургского гуманитарного университета профсоюзов.","В 2002—2003 годах — профессор Санкт-Петербургского гуманитарного университета профсоюзов."
"В 2005 г удостоен Макариевской премии за труд «Нацистская Германия и Православная Церковь (нацистская политика в отношении Православной Церкви и религиозное возрождение на оккупированной территории СССР)» и Анциферовской премии за книгу «Церковь зовёт к защите Родины.","В 2005 году удостоен Макариевской премии за труд «Нацистская Германия и Православная Церковь (нацистская политика в отношении Православной Церкви и религиозное возрождение на оккупированной территории СССР)» и Анциферовской премии за книгу «Церковь зовёт к защите Родины."
"Религиозная жизнь Ленинграда и Северо-Запада в гг Великой Отечественной войны».","Религиозная жизнь Ленинграда и Северо-Запада в годы Великой Отечественной войны»."
"В 2007–2008 гг — преподаватель истории Русской православной церкви ХХ в в Православном народном университете (Санкт-Петербург).","В 2007–2008 годы — преподаватель истории Русской православной церкви ХХ века в Православном народном университете (Санкт-Петербург)."
"Впервые выделен в 2007 г.","Впервые выделен в 2007 году."
