question,answer
"Чайка в геральдике (= как и ласточка, соловей, павлин) обозначает гордость.","Чайка в геральдике (равно как и ласточка, соловей, павлин) обозначает гордость."
"В 2017 году Тринидад и Тобаго экспортировали в ЮАР товары на сумму 17,8 млн. $ США, а аналогичный объём экспорта из ЮАР в Тринидад и Тобаго составил 7,45 млн. $ США, причём большую часть экспорта составили грузовики.","В 2017 году Тринидад и Тобаго экспортировали в ЮАР товары на сумму 17,8 млн. долларов США, а аналогичный объём экспорта из ЮАР в Тринидад и Тобаго составил 7,45 млн. долларов США, причём большую часть экспорта составили грузовики."
"Дарит Белградской семинарии 180 золотых турецких ₺ для улучшения церковного пения.","Дарит Белградской семинарии 180 золотых турецких лир для улучшения церковного пения."
"Планеты видны в южной части неба (что исключает внутренние планеты)[прояснить], и сошлись на угловое расстояние меньше °.","Планеты видны в южной части неба (что исключает внутренние планеты)[прояснить], и сошлись на угловое расстояние меньше градуса."
"В 2018 году Бабченко запросил у украинской журналистки Алеси Бацман 50 тысяч $ за интервью с ним после спецоперации; данное условие Бабченко вызвало в целом негативную реакцию со стороны других журналистов и пользователей.","В 2018 году Бабченко запросил у украинской журналистки Алеси Бацман 50 тысяч долларов за интервью с ним после спецоперации; данное условие Бабченко вызвало в целом негативную реакцию со стороны других журналистов и пользователей."
"Нам без вас всё =, что вам без нас!».","Нам без вас всё равно, что вам без нас!»."
"Грант (главный исследователь) на 4 миллиона $ от Европейского исследовательского совета Advanced Grant (4 миллиона $, 2009—2014 год) за титульный проект: «Реконструкция древнего (библейского) Израиля: перспектива точных и биологического наук».","Грант (главный исследователь) на 4 миллиона долларов от Европейского исследовательского совета Advanced Grant (4 миллиона долларов, 2009—2014 год) за титульный проект: «Реконструкция древнего (библейского) Израиля: перспектива точных и биологического наук»."
"Грант (в качестве сотрудника) от Швейцарского национального научного фонда (около 1,75 миллиона $ США, 2015 год) для проекта под названием «История Пятикнижия: объединение литературных и археологических подходов» (с Конрадом Шмидом, Томасом Рёмером, Кристофом Ниханом и Одедом Липшицем).","Грант (в качестве сотрудника) от Швейцарского национального научного фонда (около 1,75 миллиона долларов США, 2015 год) для проекта под названием «История Пятикнижия: объединение литературных и археологических подходов» (с Конрадом Шмидом, Томасом Рёмером, Кристофом Ниханом и Одедом Липшицем)."
"Столоначальник Технического отдела Горного Департамента (на 1897 г.), инженер для командировок и разведок (для минеральных вод) с 1899 г. (жалование 1500 ₽), член Горного ученого комитета с 1910 г. Действительный член Русского Географического общества.","Столоначальник Технического отдела Горного Департамента (на 1897 г.), инженер для командировок и разведок (для минеральных вод) с 1899 г. (жалование 1500 рублей), член Горного ученого комитета с 1910 г. Действительный член Русского Географического общества."
"Агентству было поручено предоставить федеральную помощь проектам общественного транспорта, включая первоначальную капитальную помощь в размере 375 миллионов $ в течение трех лет.","Агентству было поручено предоставить федеральную помощь проектам общественного транспорта, включая первоначальную капитальную помощь в размере 375 миллионов долларов в течение трех лет."
"После истечения соглашения Чарджерс вместо нового долгосрочного контракта предложили ему однолетнее соглашение на сумму 3,3 млн $.","После истечения соглашения Чарджерс вместо нового долгосрочного контракта предложили ему однолетнее соглашение на сумму 3,3 млн долларов."
"Перед стартом сезона 2011 года клуб наложил на игрока франчайз-тег, по которому его годовая зарплата составила около 11 млн $.","Перед стартом сезона 2011 года клуб наложил на игрока франчайз-тег, по которому его годовая зарплата составила около 11 млн долларов."
"В марте 2012 года Джексон подписал пятилетний контракт на сумму 55,55 млн $ с клубом «Тампа-Бэй Бакканирс».","В марте 2012 года Джексон подписал пятилетний контракт на сумму 55,55 млн долларов с клубом «Тампа-Бэй Бакканирс»."
"Периодичность выхода: 4 № в год.","Периодичность выхода: 4 номера в год."
"В первом туре, прошедшем 11 декабря 2005 года, набрала 45,95 % голосов из положенных по Конституции 50 % + один голос.","В первом туре, прошедшем 11 декабря 2005 года, набрала 45,95 % голосов из положенных по Конституции 50 % плюс один голос."
"Мишель Бачелет объявила о начале переговоров с митингующими школьниками и пообещала дополнительно выделять ежегодно по 135 миллионов $ на финансирование образовательных учреждений.","Мишель Бачелет объявила о начале переговоров с митингующими школьниками и пообещала дополнительно выделять ежегодно по 135 миллионов долларов на финансирование образовательных учреждений."
"Компания жены Давалоса получила кредит 10 миллионов $, приобрела на них участок земли, который перепродала за 15 миллионов $.","Компания жены Давалоса получила кредит 10 миллионов долларов, приобрела на них участок земли, который перепродала за 15 миллионов долларов."
"Подготовку здания проводил архитектор князь Дмитрий Ухтомский, которому из средств Статс-конторы была выделена одна тысяча ₽.","Подготовку здания проводил архитектор князь Дмитрий Ухтомский, которому из средств Статс-конторы была выделена одна тысяча рублей."
"На содержание университета вместе с гимназией была назначена по штату сумма в 10 000 ₽ в год, но в первый же год существования университета начались пожертвования; так, П. А. Демидов пожертвовал в 1755 году 13 000 ₽, в 1757 году — 8000 ₽.","На содержание университета вместе с гимназией была назначена по штату сумма в 10 000 рублей в год, но в первый же год существования университета начались пожертвования; так, П. А. Демидов пожертвовал в 1755 году 13 000 рублей, в 1757 году — 8000 рублей."
"В 1803 году П. Г. Демидов пожертвовал университету 100 000 ₽, библиотеку, кабинет натуральной истории, минц-кабинет и собрание художественных редкостей.","В 1803 году П. Г. Демидов пожертвовал университету 100 000 рублей, библиотеку, кабинет натуральной истории, минц-кабинет и собрание художественных редкостей."
"Отрицательную роль, осложнившую положение университета, сыграл его попечитель П. И. Голенищев-Кутузов, который потребовал в середине августа от университета выдать ему 2 тыс. ₽ для «известного ему употребления».","Отрицательную роль, осложнившую положение университета, сыграл его попечитель П. И. Голенищев-Кутузов, который потребовал в середине августа от университета выдать ему 2 тыс. рублей для «известного ему употребления»."
"Плата за обучение своекоштных студентов была повышена до 100 ₽ (1841), что привело к общему сокращению студентов и изменению их состава.","Плата за обучение своекоштных студентов была повышена до 100 рублей (1841), что привело к общему сокращению студентов и изменению их состава."
"В 1845 году увеличена до 40 ₽ годовая плата за слушание лекций.","В 1845 году увеличена до 40 рублей годовая плата за слушание лекций."
"Правительство обратило внимание на проблему студенческих общежитий в конце 1890-х годов и на их строительство из государственного казначейства было выделено свыше 3 миллионов ₽.","Правительство обратило внимание на проблему студенческих общежитий в конце 1890-х годов и на их строительство из государственного казначейства было выделено свыше 3 миллионов рублей."
"% с благотворительных капиталов, имеющихся у университета.","процентов с благотворительных капиталов, имеющихся у университета."
"Эти источники в приходной части сумм Московского университета выглядели следующим образом (в тыс. ₽):","Эти источники в приходной части сумм Московского университета выглядели следующим образом (в тыс. рублей):"
"В итоге сделка была заключена в 1919 году за 12 тысяч $ США по тогдашнему курсу — продав старую ферму Кихо в Текумсе и выручив за неё 8 тысяч $, Эндрю и Эллен заплатили половину суммы, а остальное взяли в ипотеку.","В итоге сделка была заключена в 1919 году за 12 тысяч долларов США по тогдашнему курсу — продав старую ферму Кихо в Текумсе и выручив за неё 8 тысяч долларов, Эндрю и Эллен заплатили половину суммы, а остальное взяли в ипотеку."
"Его общая стоимость, как ожидается, составит около 10 млрд. ¥.","Его общая стоимость, как ожидается, составит около 10 млрд. юаней."
"Заявленный ежегодный доход: 80 000 000 $ США (2007).","Заявленный ежегодный доход: 80 000 000 долларов США (2007)."
"Учёный не уточнил, о какой необходимой для завершения создания телескопа сумме идёт речь, однако источник в ракетно-космической отрасли пояснил СМИ, что на завершение проекта необходимо финансирование в размере 1 миллиарда ₽ ежегодно в течение четырёх-пяти лет.","Учёный не уточнил, о какой необходимой для завершения создания телескопа сумме идёт речь, однако источник в ракетно-космической отрасли пояснил СМИ, что на завершение проекта необходимо финансирование в размере 1 миллиарда рублей ежегодно в течение четырёх-пяти лет."
"По словам источника, аппарат рассчитывают вывести на геосинхронную орбиту наклонением 35-40 °, что обеспечит круглосуточную связь с обсерваторией.","По словам источника, аппарат рассчитывают вывести на геосинхронную орбиту наклонением 35-40 градусов, что обеспечит круглосуточную связь с обсерваторией."
"Согласно проекту Федеральной космической программы, с 2016 по 2025 годы на создание космического комплекса «Спектр-УФ» требовалось 10 млрд 110 млн ₽.","Согласно проекту Федеральной космической программы, с 2016 по 2025 годы на создание космического комплекса «Спектр-УФ» требовалось 10 млрд 110 млн рублей."
"Из них в 2019 году программой было предусмотрено выделение 1 млрд 500 млн ₽, в 2020 году — 1 млрд 100 млн ₽, в 2021 году — 1 млрд 400 млн ₽.","Из них в 2019 году программой было предусмотрено выделение 1 млрд 500 млн рублей, в 2020 году — 1 млрд 100 млн рублей, в 2021 году — 1 млрд 400 млн рублей."
"С 2016 по 2021 годы на создание «Спектра-УФ» выделено 2,9 млрд ₽.","С 2016 по 2021 годы на создание «Спектра-УФ» выделено 2,9 млрд рублей."
"8 июля 2021 года между Роскосмосом и НПО им. Лавочкина был подписан контракт на сумму 3,68 млрд ₽ на разработку рабочей конструкторской документации на составные части космического комплекса, включая составные части космического аппарата (КА), изготовление и испытания составных частей КА и комплекса научной аппаратуры в 2021—2025 годах.","8 июля 2021 года между Роскосмосом и НПО им. Лавочкина был подписан контракт на сумму 3,68 млрд рублей на разработку рабочей конструкторской документации на составные части космического комплекса, включая составные части космического аппарата (КА), изготовление и испытания составных частей КА и комплекса научной аппаратуры в 2021—2025 годах."
"Осень — царь делает заупокойный вклад в Троице-Сергиев монастырь по умершей третьей супруге Марфе Васильевне Собакиной в размере 500 ₽.","Осень — царь делает заупокойный вклад в Троице-Сергиев монастырь по умершей третьей супруге Марфе Васильевне Собакиной в размере 500 рублей."
"В сезоне 2005/06 по решению Фабио Капелло он был переведён в главную команду, получил № на сезон и тренировался вместе с основой.","В сезоне 2005/06 по решению Фабио Капелло он был переведён в главную команду, получил номер на сезон и тренировался вместе с основой."
"В следующем сезоне, после перевода «Ювентуса» в серию Б, Маркизио был снова переведён в основную команду, включён в заявку на сезон и получил № 15.","В следующем сезоне, после перевода «Ювентуса» в серию Б, Маркизио был снова переведён в основную команду, включён в заявку на сезон и получил номер 15."
"В команде полузащитник получил 10-й №.","В команде полузащитник получил 10-й номер."
"Средний годовой доход домохозяйства составлял 46 563 $, а средний годовой доход семьи — 47 639 $.","Средний годовой доход домохозяйства составлял 46 563 доллара, а средний годовой доход семьи — 47 639 долларов."
"Средний доход мужчин — 36 250 $, в то время как у женщин — 22 188.","Средний доход мужчин — 36 250 долларов, в то время как у женщин — 22 188."
"Доход на душу населения составил 15 305 $.","Доход на душу населения составил 15 305 долларов."
"Несмотря на то, что финансовые детали сделки компаниями не разглашались, министерство экономического развития города объявило о том, что за здания, оцениваемые более чем в 12 миллионов $, «Айова Телеком» заплатила полтора миллиона.","Несмотря на то, что финансовые детали сделки компаниями не разглашались, министерство экономического развития города объявило о том, что за здания, оцениваемые более чем в 12 миллионов долларов, «Айова Телеком» заплатила полтора миллиона."
"По данным переписи населения 2000 года средний доход на одно домашнее хозяйство в округе составил 40 345 $ США, а средний доход на одну семью в округе — 49 977 $.","По данным переписи населения 2000 года средний доход на одно домашнее хозяйство в округе составил 40 345 долларов США, а средний доход на одну семью в округе — 49 977 долларов."
"При этом мужчины имели средний доход в 37 248 $ США в год против 22 631 $ США среднегодового дохода у женщин.","При этом мужчины имели средний доход в 37 248 долларов США в год против 22 631 долларов США среднегодового дохода у женщин."
"Доход на душу населения в округе составил 20 552 $ США в год.","Доход на душу населения в округе составил 20 552 долларов США в год."
"В рамках Водной директивы ЕС водотоку Нетте присвоен № DE NRW 276694 0.","В рамках Водной директивы ЕС водотоку Нетте присвоен номер DE NRW 276694 0."
"Программная сетка «RTP Internacional» представляет собой выборку передач португальских национальных и региональных каналов телерадиокомпании «Rádio e Televisão de Portugal» (оттуда идёт всё наполнение канала, кроме перечисленного далее), частных португальских телекомпаний «SIC» и «TVI» (10% контента) + с добавлением специальных передач для португальских эмигрантов в Европе, Африке, Южной и Северной Америке, а также в Макао и Южном Тиморе.","Программная сетка «RTP Internacional» представляет собой выборку передач португальских национальных и региональных каналов телерадиокомпании «Rádio e Televisão de Portugal» (оттуда идёт всё наполнение канала, кроме перечисленного далее), частных португальских телекомпаний «SIC» и «TVI» (10% контента) плюс с добавлением специальных передач для португальских эмигрантов в Европе, Африке, Южной и Северной Америке, а также в Макао и Южном Тиморе."
"Кроме того, имение при селении Новопятницы площадью 300 десятин принадлежало тайному советнику Я. И. Утину, имение было приобретено в 1884 году за 3000 ₽.","Кроме того, имение при селении Новопятницы площадью 300 десятин принадлежало тайному советнику Я. И. Утину, имение было приобретено в 1884 году за 3000 рублей."
"Но в итоге — Дэвис Блум все = был убит.","Но в итоге — Дэвис Блум все равно был убит."
"В 1904 году была создана фабрика матрёшек, которая в советское время, значительно расширив свой ассортимент, называлась «Загорская фабрика игрушек № 1», а в 1990-е годы была переименована в «Художественные изделия и игрушки».","В 1904 году была создана фабрика матрёшек, которая в советское время, значительно расширив свой ассортимент, называлась «Загорская фабрика игрушек номер 1», а в 1990-е годы была переименована в «Художественные изделия и игрушки»."
"Железнодорожная больница — комплекс исторических зданий в Минске, памятник архитектуры и истории (№ 713Г000007).","Железнодорожная больница — комплекс исторических зданий в Минске, памятник архитектуры и истории (номер 713Г000007)."
"Рассказчик считает, что старику не следует провоцировать Даммита на прыжок: «Мне все =, кто он, черт возьми», добавляет он.","Рассказчик считает, что старику не следует провоцировать Даммита на прыжок: «Мне все равно, кто он, черт возьми», добавляет он."
"Рейнджер-4 нёс на себе капсулу, которая содержала γ-спектрометр и магнитный сейсмометр.","Рейнджер-4 нёс на себе капсулу, которая содержала гамма-спектрометр и магнитный сейсмометр."
"Регистрация γ-излучения.","Регистрация гамма-излучения."
"Определение концентрации радиоактивных элементов в лунных породах по γ-излучению.","Определение концентрации радиоактивных элементов в лунных породах по гамма-излучению."
"За первый уикенд сборы фильма составили, по разным оценкам, 1,1—1,8 миллиона ₽.","За первый уикенд сборы фильма составили, по разным оценкам, 1,1—1,8 миллиона рублей."
"12 июля 2019 года состоялись торги и здание кинотеатра «Победа» было продано на аукционе за 45 млн ₽ компании Сергея Бутова.","12 июля 2019 года состоялись торги и здание кинотеатра «Победа» было продано на аукционе за 45 млн рублей компании Сергея Бутова."
"Всех годовых платежей приходилось с Лопуховки и х. Мутного за 1885 г., без страховых платежей — 12278 ₽; недоимки к 1 января 1886 г. считалось за обществом 22595 ₽.","Всех годовых платежей приходилось с Лопуховки и х. Мутного за 1885 г., без страховых платежей — 12278 рублей; недоимки к 1 января 1886 г. считалось за обществом 22595 рублей."
"Продавать возят в окружающие местности на 100—150 верст; продают и местным скупщикам сотнями по 2-2,5 ₽.","Продавать возят в окружающие местности на 100—150 верст; продают и местным скупщикам сотнями по 2-2,5 рубля."
"В 1886 г. были следующие мирские доходы: за рыбную ловлю 22 ₽; с базара 364 ₽ и с садов 911 руб. 92 копейки.","В 1886 г. были следующие мирские доходы: за рыбную ловлю 22 рубля; с базара 364 рубля и с садов 911 руб. 92 копейки."
"Лопуховке сильно обеднял и накопил недоимку разных сборов до 97000 ₽.","Лопуховке сильно обеднял и накопил недоимку разных сборов до 97000 рублей."
"Производившийся в период с 1940 по 1945 годы армейский вариант S&W Model 10 имел № с префиксом «v» и был известен как Smith & Wesson Victory Model.","Производившийся в период с 1940 по 1945 годы армейский вариант S&W Model 10 имел номера с префиксом «v» и был известен как Smith & Wesson Victory Model."
"Стоимость производимых товаров составляла 2721334 ₽.","Стоимость производимых товаров составляла 2721334 рублей."
"По своим оборотам выделяются винокуренные (11) и сахароваренные заводы (2, с производством на 1900111 ₽).","По своим оборотам выделяются винокуренные (11) и сахароваренные заводы (2, с производством на 1900111 рублей)."
"По итогам 2021 года валовой региональный продукт Гуанси-Чжуанского автономного района вырос на 7,5 % в годовом исчислении и превысил 2,4 трлн ¥ (около 379 млрд долл. США), налоговые поступления района выросли на 8,1 % и составили почти 302,8 млрд ¥.","По итогам 2021 года валовой региональный продукт Гуанси-Чжуанского автономного района вырос на 7,5 % в годовом исчислении и превысил 2,4 трлн юаней (около 379 млрд долл. США), налоговые поступления района выросли на 8,1 % и составили почти 302,8 млрд юаней."
"В 2022 году площадь фруктовых плантаций в Гуанси превысила 1,33 млн га, объем сбора фруктов составил 30,8 млн тонн (в том числе цитрусовых — 18 млн тонн), а общая стоимость собранных фруктов — более 170 млрд ¥ (23,65 млрд долл. США).","В 2022 году площадь фруктовых плантаций в Гуанси превысила 1,33 млн га, объем сбора фруктов составил 30,8 млн тонн (в том числе цитрусовых — 18 млн тонн), а общая стоимость собранных фруктов — более 170 млрд юаней (23,65 млрд долл. США)."
"В 2023 году общий объем внешней торговли Гуанси составил 693,65 млрд ¥ (97,51 млрд долл. США), увеличившись на 7,3 % в годовом исчислении.","В 2023 году общий объем внешней торговли Гуанси составил 693,65 млрд юаней (97,51 млрд долл. США), увеличившись на 7,3 % в годовом исчислении."
"Экспорт из автономного района вырос на 1,5 % в годовом исчислении до 363,95 млрд ¥, а импорт увеличился на 14,6 % до 329,7 млрд ¥.","Экспорт из автономного района вырос на 1,5 % в годовом исчислении до 363,95 млрд юаней, а импорт увеличился на 14,6 % до 329,7 млрд юаней."
"Объем внешней торговли частных предприятий Гуанси достиг 436,46 млрд ¥ (+ 7,5 %); на их долю пришлось 62,9 % от общего объема внешней торговли автономного района.","Объем внешней торговли частных предприятий Гуанси достиг 436,46 млрд юаней (+ 7,5 %); на их долю пришлось 62,9 % от общего объема внешней торговли автономного района."
"В 2022 году объем внешней торговли провинций, находящихся вдоль данного коридора, через порты в Гуанси составил более 500 млрд ¥ (69,93 млрд долл. США); в первом полугодии 2023 года данный показатель превысил 290 млрд ¥, увеличившись почти на 50 % в годовом исчислении.","В 2022 году объем внешней торговли провинций, находящихся вдоль данного коридора, через порты в Гуанси составил более 500 млрд юаней (69,93 млрд долл. США); в первом полугодии 2023 года данный показатель превысил 290 млрд юаней, увеличившись почти на 50 % в годовом исчислении."
"Они заходят в отель снять №, и появляются те головорезы, но это оказываются фанаты кинозвезды Болина, просящие дать автограф.","Они заходят в отель снять номер, и появляются те головорезы, но это оказываются фанаты кинозвезды Болина, просящие дать автограф."
"Средний доход на одно домашнее хозяйство в округе составил 39 607 $ США, а средний доход на одну семью в округе — 46 536 $.","Средний доход на одно домашнее хозяйство в округе составил 39 607 долларов США, а средний доход на одну семью в округе — 46 536 долларов."
"При этом мужчины имели средний доход в 31 644 $ в год против 24 406 $ среднегодового дохода у женщин.","При этом мужчины имели средний доход в 31 644 долларов в год против 24 406 долларов среднегодового дохода у женщин."
"Доход на душу населения в округе составил 19 634 $ в год. 6,50 % от всего числа семей в округе и 9,10 % от всей численности населения находилось на момент переписи населения за чертой бедности, при этом 12,00 % из них были моложе 18 лет и 6,50 % — в возрасте 65 лет и старше.","Доход на душу населения в округе составил 19 634 доллара в год. 6,50 % от всего числа семей в округе и 9,10 % от всей численности населения находилось на момент переписи населения за чертой бедности, при этом 12,00 % из них были моложе 18 лет и 6,50 % — в возрасте 65 лет и старше."
"Газета Financial Times со ссылкой на предоставленные Колесниковым документы сообщала позднее, что несколько десятков миллионов $ при закупках оборудования остались у фирм-посредников, владельцами которых были Шамалов, Горелов и сам Колесников.","Газета Financial Times со ссылкой на предоставленные Колесниковым документы сообщала позднее, что несколько десятков миллионов долларов при закупках оборудования остались у фирм-посредников, владельцами которых были Шамалов, Горелов и сам Колесников."
"Фермент переносит фукозил с ГДФ-β-L-фукозы на α-2,3-сиалированную полисахаридную цепь.","Фермент переносит фукозил с ГДФ-β-L-фукозы на альфа-2,3-сиалированную полисахаридную цепь."
"Но, похоже, он сделал ставку не на ту лошадь — и к 1992 году он безнадёжно скатывается в пучину дешёвых боевичков, снятых за полтора $ на Филиппинах людьми типа Филипа Ко.","Но, похоже, он сделал ставку не на ту лошадь — и к 1992 году он безнадёжно скатывается в пучину дешёвых боевичков, снятых за полтора доллара на Филиппинах людьми типа Филипа Ко."
"По состоянию на август 2024 года на платформе Global Big Data Exchange работали 1466 субъектов, а совокупный объем транзакций составлял 5,3 млрд ¥.","По состоянию на август 2024 года на платформе Global Big Data Exchange работали 1466 субъектов, а совокупный объем транзакций составлял 5,3 млрд юаней."
"За эту работу она получила пять миллионов $.","За эту работу она получила пять миллионов долларов."
"Премьер-министр Великобритании Уинстон Черчилль на один день провозгласил № отеля ''Кларидж'', в котором родился Александр Карагеоргиевич, территорией Королевства Югославия, поскольку по югославскому законодательству рождённый за пределами Югославии терял право на престол.","Премьер-министр Великобритании Уинстон Черчилль на один день провозгласил номер отеля ''Кларидж'', в котором родился Александр Карагеоргиевич, территорией Королевства Югославия, поскольку по югославскому законодательству рождённый за пределами Югославии терял право на престол."
"В его позднем творчестве цветовая γ художника становится ещё более холодной с резкими и негармоничными красками.","В его позднем творчестве цветовая гамма художника становится ещё более холодной с резкими и негармоничными красками."
"Технология была впервые продемонстрирована в ходе конференции программистов SpringOne Europe 27 апреля 2009 года одновременно с публикацией первого α-релиза.","Технология была впервые продемонстрирована в ходе конференции программистов SpringOne Europe 27 апреля 2009 года одновременно с публикацией первого альфа-релиза."
"За фильмы «Эрин Брокович» и «Улыбка Моны Лизы» она получила рекордные на тот момент гонорары в 20 и 25 млн $ соответственно.","За фильмы «Эрин Брокович» и «Улыбка Моны Лизы» она получила рекордные на тот момент гонорары в 20 и 25 млн долларов соответственно."
"Фильмы с её участием принесли в мировом прокате прибыль на сумму свыше двух миллиардов $.","Фильмы с её участием принесли в мировом прокате прибыль на сумму свыше двух миллиардов долларов."
"За эту картину Робертс заработала 50 тысяч $.","За эту картину Робертс заработала 50 тысяч долларов."
"Фильм стал большим прокатным хитом, собрав более 80 миллионов $ в американских кинотеатрах, а Робертс за исполнение роли получила «Золотой глобус» и номинацию на премию «Оскар» в категории «Лучшая актриса второго плана».","Фильм стал большим прокатным хитом, собрав более 80 миллионов долларов в американских кинотеатрах, а Робертс за исполнение роли получила «Золотой глобус» и номинацию на премию «Оскар» в категории «Лучшая актриса второго плана»."
"Актриса за эту роль получила 300 000 $.","Актриса за эту роль получила 300 000 долларов."
"«Красотка» вышла на экраны США 23 марта 1990 года и, несмотря на довольно прохладный приём критиков, заработала в прокате 180 млн $, став второй по сборам картиной 1990 года, принеся Робертс вторую подряд номинацию на премию «Оскар» уже как лучшей актрисе и вторую статуэтку «Золотого глобуса».","«Красотка» вышла на экраны США 23 марта 1990 года и, несмотря на довольно прохладный приём критиков, заработала в прокате 180 млн долларов, став второй по сборам картиной 1990 года, принеся Робертс вторую подряд номинацию на премию «Оскар» уже как лучшей актрисе и вторую статуэтку «Золотого глобуса»."
"Этот фильм и вышедшие следом «Коматозники» позволили Робертс повысить планку своего гонорара за следующий фильм «В постели с врагом» до одного миллиона $.","Этот фильм и вышедшие следом «Коматозники» позволили Робертс повысить планку своего гонорара за следующий фильм «В постели с врагом» до одного миллиона долларов."
"За ролью ресторанного критика Джулианн Поттер из «Свадьбы лучшего друга» последовали ещё несколько кассово успешных картин, с разной степенью благосклонности принятых критиками: наиболее прибыльными стали «Ноттинг Хилл» (1999, номинация для Робертс на «Золотой глобус», кассовые сборы в мире составили 363 млн $), «Сбежавшая невеста» (1999, кассовые сборы в мире — 310 млн $), «Одиннадцать друзей Оушена» (2001, сборы в мире — 450 млн $).","За ролью ресторанного критика Джулианн Поттер из «Свадьбы лучшего друга» последовали ещё несколько кассово успешных картин, с разной степенью благосклонности принятых критиками: наиболее прибыльными стали «Ноттинг Хилл» (1999, номинация для Робертс на «Золотой глобус», кассовые сборы в мире составили 363 млн долларов), «Сбежавшая невеста» (1999, кассовые сборы в мире — 310 млн долларов), «Одиннадцать друзей Оушена» (2001, сборы в мире — 450 млн долларов)."
"Фильм не только стал успешным коммерчески (сборы в мире составили 256 млн $), но и принёс создателям пять номинаций на премию «Оскар», одну из которых получила Джулия Робертс.","Фильм не только стал успешным коммерчески (сборы в мире составили 256 млн долларов), но и принёс создателям пять номинаций на премию «Оскар», одну из которых получила Джулия Робертс."
"За картину «Улыбка Моны Лизы» Робертс получила беспрецедентный в истории кинематографа гонорар для актрисы в размере 25 млн $.","За картину «Улыбка Моны Лизы» Робертс получила беспрецедентный в истории кинематографа гонорар для актрисы в размере 25 млн долларов."
"При этом она участвовала в небольших проектах — фильм «Близость» с её участием, снятый за 27 миллионов $, принёс более 115 млн $ в прокате.","При этом она участвовала в небольших проектах — фильм «Близость» с её участием, снятый за 27 миллионов долларов, принёс более 115 млн долларов в прокате."
"В 2005 году состояние актрисы оценивалось журналом Forbes в 250 миллионов $.","В 2005 году состояние актрисы оценивалось журналом Forbes в 250 миллионов долларов."
"Джон Кармак изначально планировал установить ограничение на количество прыжков, позволяющих набирать скорость в Quake III, однако ещё на этапе β-тестирования отказался от этой затеи.","Джон Кармак изначально планировал установить ограничение на количество прыжков, позволяющих набирать скорость в Quake III, однако ещё на этапе бета-тестирования отказался от этой затеи."
