question,answer
"В районе деревни Мельница, между деревнями Мыза и Красницы и других у реки крутые берега высотой до 10-15 м; в районе деревень Погост и Ковшово тянутся перекаты; в деревне Мельница р. перекрыта плотиной бывшей мельницы и образует разлив.","В районе деревни Мельница, между деревнями Мыза и Красницы и других у реки крутые берега высотой до 10-15 метров; в районе деревень Погост и Ковшово тянутся перекаты; в деревне Мельница река перекрыта плотиной бывшей мельницы и образует разлив."
"Константин Константинович Шестаков похоронен на Мемориале Петровка (воинское захоронение № 30), расположенном на 10-м км Светогорского ш. в Каменногорском городском поселении Выборгского района Ленинградской области.","Константин Константинович Шестаков похоронен на Мемориале Петровка (воинское захоронение № 30), расположенном на 10-м километре Светогорского шоссе в Каменногорском городском поселении Выборгского района Ленинградской области."
"Создавался для использования на старых компьютерах, поэтому имеет низкие требования к процессору и оперативной памяти и маленький размер (50 МБ).","Создавался для использования на старых компьютерах, поэтому имеет низкие требования к процессору и оперативной памяти и маленький размер (50 мегабайт)."
"DSL-N — самая большая версия, к-рый не ограничивается объёмом 50 МБ.","DSL-N — самая большая версия, которая не ограничивается объёмом 50 мегабайт."
"В ней используются приложения, основанные на GTK+ 2, и она занимает ок. 85 МБ.","В ней используются приложения, основанные на GTK+ 2, и она занимает около 85 мегабайт."
"В 1933 г, после произошедшего в 1932 г расформирования колонии франц. Верхняя В, ч. её провинций была передана Французскому Судану.","В 1933 году, после произошедшего в 1932 году расформирования колонии Французская Верхняя Вольта, часть её провинций была передана Французскому Судану."
"Мелкие реки заставляли использовать несамоходные маломерные деревянные суда — соминки и тихвинки, имевшие незначительную (до 60 см) осадку, вполне подходящую для замываемых донным песком фарватеров.","Мелкие реки заставляли использовать несамоходные маломерные деревянные суда — соминки и тихвинки, имевшие незначительную (до 60 сантиметров) осадку, вполне подходящую для замываемых донным песком фарватеров."
"выс. колокольни почти 20 саженей (40 м).","Высота колокольни почти 20 саженей (40 метров)."
"д. Азёва «Ирбитского муниципального образования» находится в 17 км (по автотрассе в 21 км) к востоку-северо-востоку от города Ирбит, на правом берегу реки Мурза (левого притока реки Ница).","Деревня Азёва «Ирбитского муниципального образования» находится в 17 километрах (по автотрассе в 21 километрах) к востоку-северо-востоку от города Ирбит, на правом берегу реки Мурза (левого притока реки Ница)."
"27 августа 1976 года в течение 2 минут 43 с вычислил в уме арифметический корень 73-й степени из 500-значного числа.","27 августа 1976 года в течение 2 минут 43 секунд вычислил в уме арифметический корень 73-й степени из 500-значного числа."
"В силу свойств дельта-функции и её производных, а также некоторой симметрии бинома Н:","В силу свойств дельта-функции и её производных, а также некоторой симметрии бинома Ньютона:"
"Спутники формата CubeSat (Кубсат) имеют объём в л и массу ок. кг и могут считаться либо крупными пикоспутниками, либо лёгкими наноспутниками.","Спутники формата CubeSat (Кубсат) имеют объём в литр и массу около килограмма и могут считаться либо крупными пикоспутниками, либо лёгкими наноспутниками."
"Спутники формата покеткуб, имеющие объём 1/8 л, также часто попадают в диапазон веса пикоспутников.","Спутники формата покеткуб, имеющие объём 1/8 литра, также часто попадают в диапазон веса пикоспутников."
"Фемтоспутники имеют массу до 100 г.","Фемтоспутники имеют массу до 100 грамм."
"Спутники формата Покеткуб (букв. карманный куб) имеют массу в неск. сотен или десятков г и размерность в неск. см и могут считаться либо фемтоспутниками, либо лёгкими пикоспутниками.","Спутники формата Покеткуб (буквально карманный куб) имеют массу в несколько сотен или десятков граммов и размерность в несколько сантиметров и могут считаться либо фемтоспутниками, либо лёгкими пикоспутниками."
"д. расположена в южной части Архангельской области, в таёжной зоне, в пределах северной части Русской равнины, в 37 км на с. от города Шенкурска, на левом берегу реки Вага.","Деревня расположена в южной части Архангельской области, в таёжной зоне, в пределах северной части Русской равнины, в 37 километрах на север от города Шенкурска, на левом берегу реки Вага."
"В Вт и иных водно-болотных угодьях Катарского полуострова получили огромное распространение как брюхоногие, так и полихеты, двустворчатые моллюски и десятиногие ракообразные.","В ваттах и иных водно-болотных угодьях Катарского полуострова получили огромное распространение как брюхоногие, так и полихеты, двустворчатые моллюски и десятиногие ракообразные."
"Расстояние до посёлка Волот — 13 км, до деревни Славитино — 7,5 км.","Расстояние до посёлка Волот — 13 километров, до деревни Славитино — 7,5 километров."
"В 20:50, преодолев расстояние в 450 км, Нагурский успешно сел на воду.","В 20:50, преодолев расстояние в 450 километров, Нагурский успешно сел на воду."
"Всего Нагурский совершил 5 длительных разведывательных полётов (21, 22, 23 августа, 12 и 13 сентября 1914 года) на высоте 800—1200 м вдоль западного побережья Новой Земли и у Земли Франца-Иосифа.","Всего Нагурский совершил 5 длительных разведывательных полётов (21, 22, 23 августа, 12 и 13 сентября 1914 года) на высоте 800—1200 метров вдоль западного побережья Новой Земли и у Земли Франца-Иосифа."
"Общая продолжительность полётов составила 10 часов 40 минут, расстояние ок. 1060 км.","Общая продолжительность полётов составила 10 часов 40 минут, расстояние около 1060 километров."
"Есть также сведения о т., что некоторые атлеты достигали результатов св. 15 м, но исследователи считают, что речь идёт о тройном прыжке.","Есть также сведения о том, что некоторые атлеты достигали результатов свыше 15 метров, но исследователи считают, что речь идёт о тройном прыжке."
"Легендой стал прыжок Боба Бимона на 8,90 м на Олимпиаде в Мехико (1968).","Легендой стал прыжок Боба Бимона на 8,90 метра на Олимпиаде в Мехико (1968)."
"Гран-Чако занимает пл. ок. 647 500 квадратных км, к западу от реки Парагвай и к востоку от горной цепи Анд на территории Парагвая, Боливии и Аргентины.","Гран-Чако занимает площадь около 647 500 квадратных километров, к западу от реки Парагвай и к востоку от горной цепи Анд на территории Парагвая, Боливии и Аргентины."
"В целом ландшафт региона плоский, наклонённый под углом в 0,04 ° к востоку.","В целом ландшафт региона плоский, наклонённый под углом в 0,04 градуса к востоку."
"Б со знаком: SByte.","Байт со знаком: SByte."
"выс. — 1112 м над уровнем моря.","Высота — 1112 метров над уровнем моря."
"20 августа 1932 года на высоте 1108 м на Дальнем Таганае была открыта метеорологическая станция, ставшая самой высокогорной метеостанцией на Урале.","20 августа 1932 года на высоте 1108 метров на Дальнем Таганае была открыта метеорологическая станция, ставшая самой высокогорной метеостанцией на Урале."
"Расположено в 40 км к западу от Ярославля и в 21 км к северо-востоку от райцентра, села Большое с.","Расположено в 40 километрах к западу от Ярославля и в 21 километрах к северо-востоку от райцентра, села Большое Село."
"Хотя эти тоннели добавили неск. км к маршруту, уклон был снижен до более приемлемых 22 ‰.","Хотя эти тоннели добавили несколько километров к маршруту, уклон был снижен до более приемлемых 22 ‰."
"Оно достигает своей высшей точки на перевале Кикинг-Хорс высотой в 1643 м.","Оно достигает своей высшей точки на перевале Кикинг-Хорс высотой в 1643 метра."
"Ранее столица располагалась в 6,5 км к северо-востоку.","Ранее столица располагалась в 6,5 километрах к северо-востоку."
"выс. статуи составляет 1,2 м, вес — 80 кг.","Высота статуи составляет 1,2 метра, вес — 80 кг."
"Его дл. оценивается примерно в 3 м, а масса — ок. 470 кг.","Его длина оценивается примерно в 3 метра, а масса — около 470 кг."
"Стебель простой, прямой, четырёхгранный, высотой до 1,8 м.","Стебель простой, прямой, четырёхгранный, высотой до 1,8 метра."
"с. расположено в восточной части области, на расстоянии приблизительно 42 км (по прямой) к юго-западу от города Кадамжай, административного центра района.","Село расположено в восточной части области, на расстоянии приблизительно 42 километров (по прямой) к юго-западу от города Кадамжай, административного центра района."
"Абсолютная выс. — 1619 м над уровнем моря.","Абсолютная высота — 1619 метров над уровнем моря."
"В 1983 г Рой Томас, Дон Н и Джерри Ордвей предложили обновить капитана Марвела.","В 1983 году Рой Томас, Дон Ньютон и Джерри Ордвей предложили обновить капитана Марвела."
"Известно, что работа содержала немало любопытных подробностей на не-исторические темы: в частности, Катон рассказывал о козах, прыгающих на 18 м; о свиньях настолько толстых, что они не могут передвигаться самостоятельно; о горе из чистой соли в Испании, к-рый восстанавливалась.","Известно, что работа содержала немало любопытных подробностей на не-исторические темы: в частности, Катон рассказывал о козах, прыгающих на 18 метров; о свиньях настолько толстых, что они не могут передвигаться самостоятельно; о горе из чистой соли в Испании, которая восстанавливалась."
"Расположен в примерно ста км к юго-западу от столицы Сербии Белграда.","Расположен в примерно ста километрах к юго-западу от столицы Сербии Белграда."
"историч. центр Валева размещается в долине реки Колубары, на высоте 185 м над уровнем моря.","Исторический центр Валева размещается в долине реки Колубары, на высоте 185 метров над уровнем моря."
"Город расположен на западе Сербии, менее чем в 100 км к юго-западу от Белграда, на реке Колубара.","Город расположен на западе Сербии, менее чем в 100 километрах к юго-западу от Белграда, на реке Колубара."
"Город расположен на высоте 185 м над уровнем моря:6 и занимает пл. в 905 км².","Город расположен на высоте 185 метров над уровнем моря:6 и занимает площадь в 905 км²."
"На реке Ябланице в пятнадцати км от Валева построено водохранилище Ровни объёмом ок. пятидесяти млн кубометров воды:7.","На реке Ябланице в пятнадцати километрах от Валева построено водохранилище Ровни объёмом около пятидесяти миллионов кубометров воды:7."
"По данным статистического обзора 2015 года, её протяжённость составляла 545 км.","По данным статистического обзора 2015 года, её протяжённость составляла 545 километров."
"Ещё примерно 250 км дорог не классифицированы, а ок. 200 км считаются городскими улицами:75.","Ещё примерно 250 километров дорог не классифицированы, а около 200 километров считаются городскими улицами:75."
"Находится у села Лелич в пяти км от города.","Находится у села Лелич в пяти километрах от города."
"Расположен в одноимённом селе в 11 км от Валева.","Расположен в одноимённом селе в 11 километрах от Валева."
"Расположен в селе Златарич в семи км от города.","Расположен в селе Златарич в семи километрах от города."
"Фороптер может определить: фории (естественное положение глаз в покое), амплитуду аккомодации, запаздывание аккомодации, состояние аккомодации, горизонтальные и вертикальные вергенции, наличие астигматизма, к-рый имеет ось, измеряемую углом от 0 до 180 ° от горизонтального положения и т. д.","Фороптер может определить: фории (естественное положение глаз в покое), амплитуду аккомодации, запаздывание аккомодации, состояние аккомодации, горизонтальные и вертикальные вергенции, наличие астигматизма, который имеет ось, измеряемую углом от 0 до 180 градусов от горизонтального положения и т. д."
"с. расположено на высоте 112 м над уровнем моря.","Село расположено на высоте 112 метров над уровнем моря."
"д. находится в южной части республики, в подзоне смешанных лесов, к западу от автодороги М7, на расстоянии примерно 4 км (по прямой) к северо-западу от села м. Пурга, административного центра района.","Деревня находится в южной части республики, в подзоне смешанных лесов, к западу от автодороги М7, на расстоянии примерно 4 километров (по прямой) к северо-западу от села Малая Пурга, административного центра района."
"д. расположена в южной части Архангельской области, в таёжной зоне, в пределах северной части Русской равнины, в 38 км на с. от города Шенкурска, на левом берегу реки Вага.","Деревня расположена в южной части Архангельской области, в таёжной зоне, в пределах северной части Русской равнины, в 38 километрах на север от города Шенкурска, на левом берегу реки Вага."
"Форт в плане почти квадратный, со стенами высотой 4 м, построен из коралла и песчаника, добытых в окружающей местности.","Форт в плане почти квадратный, со стенами высотой 4 метра, построен из коралла и песчаника, добытых в окружающей местности."
"Есть два тоннеля, ведущие из форта, — один ведёт к морю, др. — к Голландской реформистской церкви (англ.) приблизительно в 400 м за пределами форта.","Есть два тоннеля, ведущие из форта, — один ведёт к морю, другой — к Голландской реформистской церкви (англ.) приблизительно в 400 метрах за пределами форта."
"Урочище находится в северо-западной части области, в подзоне южной тайги, на правом берегу реки Кудаши, к востоку от автодороги 78Н-0138, на расстоянии примерно 17 км (по прямой) к юго-востоку от села Брейтово, административного центра района.","Урочище находится в северо-западной части области, в подзоне южной тайги, на правом берегу реки Кудаши, к востоку от автодороги 78Н-0138, на расстоянии примерно 17 километров (по прямой) к юго-востоку от села Брейтово, административного центра района."
"Абсолютная выс. — 134 м над уровнем моря.","Абсолютная высота — 134 метра над уровнем моря."
"наиб. длинное полотно М. Гилл достигает 11 м.","Наиболее длинное полотно М. Гилл достигает 11 метров."
"д. находится в юго-западной части Костромской области, в подзоне южной тайги, к востоку от автодороги 34К-107, на расстоянии приблизительно 13 км (по прямой) к северу от города Костромы, административного центра области и района.","Деревня находится в юго-западной части Костромской области, в подзоне южной тайги, к востоку от автодороги 34К-107, на расстоянии приблизительно 13 километров (по прямой) к северу от города Костромы, административного центра области и района."
"В 2002 г принимал участие в зимних Олимпийских играх в Солт-Лейк-Сити, где в экипаже из четырёх спортсменов выиграл бронзовую медаль, уступив первой команде США всего лишь семь сотых с.","В 2002 году принимал участие в зимних Олимпийских играх в Солт-Лейк-Сити, где в экипаже из четырёх спортсменов выиграл бронзовую медаль, уступив первой команде США всего лишь семь сотых секунды."
"В начале 1990-х стал соревноваться на различных турнирах, победил в беге на 400 м с барьерами (нац. ассоциация студенческого спорта, 1992 г) позже занимался десятиборьем.","В начале 1990-х стал соревноваться на различных турнирах, победил в беге на 400 метров с барьерами (Национальная ассоциация студенческого спорта, 1992 год) позже занимался десятиборьем."
"Центр хутора расположен на высоте ок. 40 м над уровнем моря.","Центр хутора расположен на высоте около 40 метров над уровнем моря."
"дл. факела 1,5—3 м","Длина факела 1,5—3 метра"
"Трость распознает препятствия «в диапазоне 25 ° в горизонтальном направлении и 50 ° по вертикали».","Трость распознает препятствия «в диапазоне 25 градусов в горизонтальном направлении и 50 градусов по вертикали»."
"Ультразвуковой сенсор реагирует на объекты размером до 3 см на расстоянии 2 м от чел.","Ультразвуковой сенсор реагирует на объекты размером до 3 см на расстоянии 2 метров от человека."
"Находится на расстоянии примерно 8 км на северо-запад по прямой от районного центра поселка Новоспасское.","Находится на расстоянии примерно 8 километров на северо-запад по прямой от районного центра поселка Новоспасское."
"Расположен на границе городского округа Домодедово и Раменского района Московской области, в 45 км к юго-востоку от центра Москвы, в 22 км от МКАД.","Расположен на границе городского округа Домодедово и Раменского района Московской области, в 45 километрах к юго-востоку от центра Москвы, в 22 километрах от МКАД."
"Они расположены в двух км друг от друга, что делает Домодедово единственным аэропортом Московского авиационного узла, способным одновременно производить на своих полосах операции по взлёту и посадке.","Они расположены в двух километрах друг от друга, что делает Домодедово единственным аэропортом Московского авиационного узла, способным одновременно производить на своих полосах операции по взлёту и посадке."
"В 2019 г аэропорт открыл перед аэровокзалом шестиполосную автомобильную эстакаду с зоной посадки и высадки пассажиров, расположенной в 30 м от терминала.","В 2019 году аэропорт открыл перед аэровокзалом шестиполосную автомобильную эстакаду с зоной посадки и высадки пассажиров, расположенной в 30 метрах от терминала."
"Расстояние между их осями составляет два км, что позволяет одновременно производить операции по взлёту и посадке.","Расстояние между их осями составляет два километра, что позволяет одновременно производить операции по взлёту и посадке."
"дл. полосы — 3794 м.","Длина полосы — 3794 метра."
"Обе ВПП имеют Сертификат соответствия стандартам высшей категории ICAO — IIIА, что позволяет аэропорту принимать воздушные суда всех используемых типов (имеющие бортовое оборудование инструментальной посадки) при горизонтальной видимости не менее 200 м и высоте принятия решения (ВПР) не менее 30 м.","Обе ВПП имеют Сертификат соответствия стандартам высшей категории ICAO — IIIА, что позволяет аэропорту принимать воздушные суда всех используемых типов (имеющие бортовое оборудование инструментальной посадки) при горизонтальной видимости не менее 200 метров и высоте принятия решения (ВПР) не менее 30 метров."
"В феврале 2019 года перед АВК открылась автомобильная эстакада с зоной посадки и высадки пассажиров, расположенной в 30 м от терминала.","В феврале 2019 года перед АВК открылась автомобильная эстакада с зоной посадки и высадки пассажиров, расположенной в 30 метрах от терминала."
"Самолёт столкнулся с землёй с креном 75° в восьми км от аэропорта.","Самолёт столкнулся с землёй с креном 75° в восьми километрах от аэропорта."
"29 марта 2006 года самолёт «Ил-62», принадлежащий ливийской авиакомпании и летевший из Триполи, выкатился за пределы ВПП на 400 м.","29 марта 2006 года самолёт «Ил-62», принадлежащий ливийской авиакомпании и летевший из Триполи, выкатился за пределы ВПП на 400 метров."
"21 марта 2010 года примерно в 2 часа 34 минуты Ту-204, принадлежавший авиакомпании «Авиастар-Ту», следовавший служебным рейсом Хургада (Египет) — м., при заходе на посадку в сложных метеоусловиях потерпел аварию в лесу, в полутора км до взлётно-посадочной полосы.","21 марта 2010 года примерно в 2 часа 34 минуты Ту-204, принадлежавший авиакомпании «Авиастар-Ту», следовавший служебным рейсом Хургада (Египет) — Москва, при заходе на посадку в сложных метеоусловиях потерпел аварию в лесу, в полутора километрах до взлётно-посадочной полосы."
"Во время полёта в Московской воздушной зоне на высоте 5400 м произошло непроизвольное отключение автоматического управления от вычислительной системы управления полётом воздушного судна, вызвавшее сбой в пилотажно-навигационном оборудовании.","Во время полёта в Московской воздушной зоне на высоте 5400 метров произошло непроизвольное отключение автоматического управления от вычислительной системы управления полётом воздушного судна, вызвавшее сбой в пилотажно-навигационном оборудовании."
"Достигнув минимальной высоты снижения 60 м и не установив визуальный контакт с ВПП, командир должен был прекратить снижение самолёта и выполнить уход на запасной аэродром, однако он продолжил заход на посадку, в результате чего самолёт столкнулся с землёй и разрушился.","Достигнув минимальной высоты снижения 60 метров и не установив визуальный контакт с ВПП, командир должен был прекратить снижение самолёта и выполнить уход на запасной аэродром, однако он продолжил заход на посадку, в результате чего самолёт столкнулся с землёй и разрушился."
"ОЗУ было построено на ртутных линиях задержки, время доступа к памяти составляло 305 мкс.","ОЗУ было построено на ртутных линиях задержки, время доступа к памяти составляло 305 микросекунд."
"Сложение на машине выполнялось за 38 мкс, умножение — за 240 мкс, деление — за 375 мкс (без учета времени доступа к памяти).","Сложение на машине выполнялось за 38 микросекунд, умножение — за 240 микросекунд, деление — за 375 микросекунд (без учета времени доступа к памяти)."
"6000 м причалов и терминалов камнерезных контейнеров","6000 метров причалов и терминалов камнерезных контейнеров"
"7750 м причалов в государственных грузовых рабочих зонах","7750 метров причалов в государственных грузовых рабочих зонах"
"«Полярная звезда» — полупогружная плавучая буровая установка (ППБУ) 5/6 поколения проекта Moss Maritime CS50 Mk II, предназначенная для морского поисково-оценочного, разведочного и эксплуатационного бурения скважин на нефть и газ с подводным расположением устья глубиной до 7500 м при глубинах моря от 70 до 500 м.","«Полярная звезда» — полупогружная плавучая буровая установка (ППБУ) 5/6 поколения проекта Moss Maritime CS50 Mk II, предназначенная для морского поисково-оценочного, разведочного и эксплуатационного бурения скважин на нефть и газ с подводным расположением устья глубиной до 7500 метров при глубинах моря от 70 до 500 метров."
"д. находится в северо-восточной части Псковской области, в зоне хвойно-широколиственных лесов, к западу от реки Люты, на расстоянии примерно 13 км (по прямой) к северо-западу от города Дно, административного центра района.","Деревня находится в северо-восточной части Псковской области, в зоне хвойно-широколиственных лесов, к западу от реки Люты, на расстоянии примерно 13 километров (по прямой) к северо-западу от города Дно, административного центра района."
"пл. озера Кетелмер составляет 35 км², средняя глубина ок. 2,4 м.","Площадь озера Кетелмер составляет 35 км², средняя глубина около 2,4 метров."
"Для того чтобы нагреть один кг воды на один градус, требуется затратить 4,1868 кДж энергии.","Для того чтобы нагреть один килограмм воды на один градус, требуется затратить 4,1868 кДж энергии."
"Пригодность воды для питья при её обеззараживании перед подачей в водопровод оценивается по количеству кишечных палочек на л воды, поскольку кишечные палочки распространены и достаточно устойчивы к антибактериальным средствам, и если кишечных палочек будет мало, то будет мало и других микробов.","Пригодность воды для питья при её обеззараживании перед подачей в водопровод оценивается по количеству кишечных палочек на литр воды, поскольку кишечные палочки распространены и достаточно устойчивы к антибактериальным средствам, и если кишечных палочек будет мало, то будет мало и других микробов."
"Если кишечных палочек не больше, чем 3 на л, вода считается пригодной для питья.","Если кишечных палочек не больше, чем 3 на литр, вода считается пригодной для питья."
"Абсолютная выс. — 236 м над уровнем моря.","Абсолютная высота — 236 метров над уровнем моря."
"Несмотря на то, что эстакада почти перпендикулярна железнодорожному полотну, расположенному вровень с автомобильными дорогами с обеих сторон от эстакады, последняя имеет длину в 626 м (сопоставимые по условиям Тверской путепровод над пассажирскими платформами Белорусского вокзала - 219 м, Новорижский путепровод над Рижским вокзалом и Проспектом Мира - 448 м, а похожую длину имеет, напр., Крымский мост над более широкой, чем железнодорожные пути, Москвой-рекой - 688 м).","Несмотря на то, что эстакада почти перпендикулярна железнодорожному полотну, расположенному вровень с автомобильными дорогами с обеих сторон от эстакады, последняя имеет длину в 626 метров (сопоставимые по условиям Тверской путепровод над пассажирскими платформами Белорусского вокзала - 219 метров, Новорижский путепровод над Рижским вокзалом и Проспектом Мира - 448 метров, а похожую длину имеет, например, Крымский мост над более широкой, чем железнодорожные пути, Москвой-рекой - 688 метров)."
"д. находится в юго-восточной части Архангельской области, в подзоне средней тайги, в пределах правобережной части долины Северной Двины, на расстоянии примерно 14 км (по прямой) к северо-западу от города Котласа, административного центра района.","Деревня находится в юго-восточной части Архангельской области, в подзоне средней тайги, в пределах правобережной части долины Северной Двины, на расстоянии примерно 14 километров (по прямой) к северо-западу от города Котласа, административного центра района."
"пл. его зеркала составляет 2,52 км², глубина варьируется от пяти до одного м (в среднем 2 м).","Площадь его зеркала составляет 2,52 км², глубина варьируется от пяти до одного метра (в среднем 2 метра)."
"Это самый мощный из рассекреченных бункеров, его глубина — 37 м.","Это самый мощный из рассекреченных бункеров, его глубина — 37 метров."
"выс. истока — ок. 175 м.","Высота истока — около 175 метров."
"д. находится в северо-восточной части республики, в подзоне южной тайги, на расстоянии примерно 31 км (по прямой) к северо-западу от посёлка Кез, административного центра района.","Деревня находится в северо-восточной части республики, в подзоне южной тайги, на расстоянии примерно 31 километра (по прямой) к северо-западу от посёлка Кез, административного центра района."
"Абсолютная выс. — 226 м над уровнем моря.","Абсолютная высота — 226 метров над уровнем моря."
"Город расположен на западе Оренбургской области, на реках Самаре, Бузулуке и Домашке, в 252 км северо-западнее областного центра города Оренбурга и в 172 км юго-восточнее города Самары, в 100 км южнее города Бугуруслана, в 90 км северо-западнее города Сорочинска.","Город расположен на западе Оренбургской области, на реках Самаре, Бузулуке и Домашке, в 252 километрах северо-западнее областного центра города Оренбурга и в 172 км юго-восточнее города Самары, в 100 км южнее города Бугуруслана, в 90 км северо-западнее города Сорочинска."
"В пятнадцати км к северу от города расположен нац. парк «Бузулукский бор».","В пятнадцати километрах к северу от города расположен национальный парк «Бузулукский бор»."
"Каждая молекула фермента способна выполнять от нескольких тыс. до нескольких млн «операций» в с.","Каждая молекула фермента способна выполнять от нескольких тысяч до нескольких миллионов «операций» в секунду."
"Среди ракообразных япон. краб-паук (Macrocheira kaempferi), найденный в Тихом океане, замечателен тем, что он при размахе конечностей до трёх м является наиб. крупным из известных ракообразных и вообще членистоногих.","Среди ракообразных японский краб-паук (Macrocheira kaempferi), найденный в Тихом океане, замечателен тем, что он при размахе конечностей до трёх метров является наиболее крупным из известных ракообразных и вообще членистоногих."
"с. находится в северо-западной части Грузии, на левом берегу реки Ингури, на расстоянии приблизительно 58 км (по прямой) к юго-западу от посёлка городского типа Местиа, административного центра муниципалитета.","Село находится в северо-западной части Грузии, на левом берегу реки Ингури, на расстоянии приблизительно 58 километров (по прямой) к юго-западу от посёлка городского типа Местиа, административного центра муниципалитета."
"Абсолютная выс. — 729 м над уровнем моря.","Абсолютная высота — 729 метров над уровнем моря."
"Первая съёмка атаки немецкого самолёта на сов. И-153, датированная 5 часами 20 минутами утра 22 июня 1941 года, продолжительностью 20 с, хранится в коллекции Британского музея Второй мир. войны в Лондоне.","Первая съёмка атаки немецкого самолёта на советский И-153, датированная 5 часами 20 минутами утра 22 июня 1941 года, продолжительностью 20 секунд, хранится в коллекции Британского музея Второй мировой войны в Лондоне."
"пл. озера составляет 5,9 км², дл. — ок. 2 км, шир. — ок. 3 км.","Площадь озера составляет 5,9 км², длина — около 2 километров, ширина — около 3 километров."
"Максимальная глубина — 8 м, средняя по озеру — 6 м.","Максимальная глубина — 8 метров, средняя по озеру — 6 метров."
