question,answer
"Хотя ей это не удалось, она увидела финальный рывок и отреагировала на него, но потеряла контакт с группой лидеров на последних нескольких сотнях м.","Хотя ей это не удалось, она увидела финальный рывок и отреагировала на него, но потеряла контакт с группой лидеров на последних нескольких сотнях метров."
"На заключительном км подъёме в Мондови Юнгског лидировала за Бубненковой, Пучинскайте, Брендли и ещё двумя отстающими — Фабианой Луперини (Top Girls Fassa Bortolo) и Татьяной Гудерцо (Top Girls Fassa Bortolo).","На заключительном километре подъёме в Мондови Юнгског лидировала за Бубненковой, Пучинскайте, Брендли и ещё двумя отстающими — Фабианой Луперини (Top Girls Fassa Bortolo) и Татьяной Гудерцо (Top Girls Fassa Bortolo)."
"Главным подъёмом стали 300 м финишной прямой, к-рый также поворачивала налево примерно через 200 м.","Главным подъёмом стали 300 метров финишной прямой, которая также поворачивала налево примерно через 200 метров."
"В первый раз её догнали, она подождала пару км и снова ушла в отрыв.","В первый раз её догнали, она подождала пару километров и снова ушла в отрыв."
"На 78-м км гонка разделилась на три отдельные группы, и к 79-му км лидеры опережали остальных на 25 с.","На 78-м километре гонка разделилась на три отдельные группы, и к 79-му километру лидеры опережали остальных на 25 секунд."
"Однако к 80-му км преимущество сократилось до 10 с, и вскоре после этого гонщики снова объединились.","Однако к 80-му километру преимущество сократилось до 10 секунд, и вскоре после этого гонщики снова объединились."
"Когда Гунневейк отошла в сторону за 400 м до финиша, Кантеле снова поехала, обойдя Вуд с Брендли.","Когда Гунневейк отошла в сторону за 400 метров до финиша, Кантеле снова поехала, обойдя Вуд с Брендли."
"Вуд снова увязалась за Брендли, а когда Джорджия Бронцини (A.S. Team FRW) оторвалась за 300 м до финиша, Вуд устремилась за ней, и в итоге обошла её и вышла вперёд примерно за 150 м до финиша.","Вуд снова увязалась за Брендли, а когда Джорджия Бронцини (A.S. Team FRW) оторвалась за 300 метров до финиша, Вуд устремилась за ней, и в итоге обошла её и вышла вперёд примерно за 150 метров до финиша."
"За 25 м до финиша Ойнон Вуд одержала победу и, пересекая финишную черту, салютовала двумя руками.","За 25 метров до финиша Ойнон Вуд одержала победу и, пересекая финишную черту, салютовала двумя руками."
"Сильвия Вальсекки (Nobili) вырвалась вперёд и получила преимущество в 9 с, к ней присоединилась Светлана Бубненкова (Fenixs-Colnago), но через пару км их догнали.","Сильвия Вальсекки (Nobili) вырвалась вперёд и получила преимущество в 9 секунд, к ней присоединилась Светлана Бубненкова (Fenixs-Colnago), но через пару километров их догнали."
"На последних км Зульфия Забирова (Team Bigla) вышла в лидеры и даже создала отрыв, к-рый продержался недолго.","На последних километрах Зульфия Забирова (Team Bigla) вышла в лидеры и даже создала отрыв, который продержался недолго."
"Таня Бельведерези (Top Girls Fassa Bortolo) также смогла оторваться на неск. м, когда гонка перевалила за отметку 7 км до финиша.","Таня Бельведерези (Top Girls Fassa Bortolo) также смогла оторваться на несколько метров, когда гонка перевалила за отметку 7 км до финиша."
"Темп, заданный Вуд при ускорении, был невероятным, она «колотила» педали за 500 м до финиша.","Темп, заданный Вуд при ускорении, был невероятным, она «колотила» педали за 500 метров до финиша."
"За 400 м до финиша Вуд всё ещё была на месте.","За 400 метров до финиша Вуд всё ещё была на месте."
"За 200 м до финиша Вуд вырвалась вперёд, Шляйхер обошла её, и сомнений в её победе уже не было.","За 200 метров до финиша Вуд вырвалась вперёд, Шляйхер обошла её, и сомнений в её победе уже не было."
"Розовая майка осталась за Николь Брендли, но теперь Сюзанна Юнгског отставала от швейцарской чемпионки всего на одну с.","Розовая майка осталась за Николь Брендли, но теперь Сюзанна Юнгског отставала от швейцарской чемпионки всего на одну секунду."
"«Я следовала за своей подругой по команде Ойнон Вуд до отметки 200 м до финиша, после чего совершила финальный спринт», — сказала Шляйхер.","«Я следовала за своей подругой по команде Ойнон Вуд до отметки 200 метров до финиша, после чего совершила финальный спринт», — сказала Шляйхер."
"Николь Брендли (Team Bigla) опережала Сюзанн Юнгског (Buitenpoort-Flexpoint) на одну с в борьбе за генеральную классификацию.","Николь Брендли (Team Bigla) опережала Сюзанн Юнгског (Buitenpoort-Flexpoint) на одну секунду в борьбе за генеральную классификацию."
"Вторая группа из 20 гонщиц отставала на 12 с.","Вторая группа из 20 гонщиц отставала на 12 секунд."
"Пучинскайте продолжала увеличивать своё преимущество на протяжении всего подъёма и опередила на финише этапа Бубненкову и Луперини на 14 с.","Пучинскайте продолжала увеличивать своё преимущество на протяжении всего подъёма и опередила на финише этапа Бубненкову и Луперини на 14 секунд."
"Через 21 с после победительницы финишировали Брендли и Юнгског.","Через 21 секунду после победительницы финишировали Брендли и Юнгског."
"10-секундная бонификация за победу на этапе и 21 с отставания Брендли от неё в итоге принесли Пукинскайте победу в генеральной классификации с преимуществом в 11 с.","10-секундная бонификация за победу на этапе и 21 секунда отставания Брендли от неё в итоге принесли Пукинскайте победу в генеральной классификации с преимуществом в 11 секунд."
"Эдита Пучинскайте боролась за каждую с преимущества, когда пересекала линию финиша.","Эдита Пучинскайте боролась за каждую секунду преимущества, когда пересекала линию финиша."
"Сюзанн Юнгског (Buitenpoort) отстала от Брендли на две с, заняв третью строчку в генеральной классификации, но победила в очковой классификации.","Сюзанн Юнгског (Buitenpoort) отстала от Брендли на две секунды, заняв третью строчку в генеральной классификации, но победила в очковой классификации."
"С первых с Евгений доминировал в ринге и владел подавляющим преимуществом отправив левым боковым соперника в нокдаун в концовке первого раунда.","С первых секунд Евгений доминировал в ринге и владел подавляющим преимуществом отправив левым боковым соперника в нокдаун в концовке первого раунда."
"В городе имеется аэропорт (IATA: EUN — ICAO: GMML/GSAI) с двумя взлётно-посадочными полосами длиной 2700 и 2500 м.","В городе имеется аэропорт (IATA: EUN — ICAO: GMML/GSAI) с двумя взлётно-посадочными полосами длиной 2700 и 2500 метров."
"В нескольких км восточнее города, по дамбе, перегораживающей уэд Хамра, проходит дорога N1, одна из основных транспортных магистралей Марокко, соединяющая Эль-Аюн с Танжером, Касабланкой, Агадиром на севере и Дахлой на юге.","В нескольких километрах восточнее города, по дамбе, перегораживающей уэд Хамра, проходит дорога N1, одна из основных транспортных магистралей Марокко, соединяющая Эль-Аюн с Танжером, Касабланкой, Агадиром на севере и Дахлой на юге."
"Вб В. Н. Методы геологической съёмки (Полевая геология).","Вебер В. Н. Методы геологической съёмки (Полевая геология)."
"А черепашки точно бы не помешались так на пицце и не выдавали глупые шутки каждые пять с».","А черепашки точно бы не помешались так на пицце и не выдавали глупые шутки каждые пять секунд»."
"Толщина льда со снегом может достигать 1 м и больше.","Толщина льда со снегом может достигать 1 метра и больше."
"Расположена в западной части полуострова Айон-Орос на побережье залива Айон-Орос Эгейского моря в 118 км к юго-востоку от Салоник, между монастырями Ксиропотам и Симонопетра.","Расположена в западной части полуострова Айон-Орос на побережье залива Айон-Орос Эгейского моря в 118 километрах к юго-востоку от Салоник, между монастырями Ксиропотам и Симонопетра."
"Построен город на месте деревни Чепьи в 17 км к западу от города Пьинмана в округе Мандалай.","Построен город на месте деревни Чепьи в 17 километрах к западу от города Пьинмана в округе Мандалай."
"Эта полёвка обитает в горах на высоте от 2600 до 4300 м над уровнем моря.","Эта полёвка обитает в горах на высоте от 2600 до 4300 метров над уровнем моря."
"Температура поверхности звезды составляет приблизительно 4931 К.","Температура поверхности звезды составляет приблизительно 4931 кельвинов."
"В интервью Хаммер объясняла обращение к полнометражному формату в т. числе и проблемами восприятия короткого м: для короткометражного фильма было сложнее найти финансирование, а фестивали, даже начинавшиеся как активистская самодеятельность, получая доступ к спонсорскому финансированию, тоже начинали ориентироваться на показ полного м.","В интервью Хаммер объясняла обращение к полнометражному формату в том числе и проблемами восприятия короткого метра: для короткометражного фильма было сложнее найти финансирование, а фестивали, даже начинавшиеся как активистская самодеятельность, получая доступ к спонсорскому финансированию, тоже начинали ориентироваться на показ полного метра."
"Тит Стаберий, сын Тита, с (ум. после 78), военачальник времён правления императора Веспасиана, начальник конницы в Нижней Германии;","Тит Стаберий, сын Тита, Секунд (ум. после 78), военачальник времён правления императора Веспасиана, начальник конницы в Нижней Германии;"
"Первая попытка казнить Кеммлера не удалась: он остался жив после того, как через него в течение 17 с пропускался электрический ток (согласно некоторым источникам, наблюдавший за казнью врач слишком рано приказал выключить ток).","Первая попытка казнить Кеммлера не удалась: он остался жив после того, как через него в течение 17 секунд пропускался электрический ток (согласно некоторым источникам, наблюдавший за казнью врач слишком рано приказал выключить ток)."
"Напряжение повысили до 2000 В, но требовалась повторная зарядка источника питания.","Напряжение повысили до 2000 вольт, но требовалась повторная зарядка источника питания."
"Это была победа с преимуществом в 1 минуту 15,1 с.","Это была победа с преимуществом в 1 минуту 15,1 секунд."
"В гонке преследования на этом же этапе заняла второе место, проиграв 0,3 с Дарье Домрачевой.","В гонке преследования на этом же этапе заняла второе место, проиграв 0,3 секунды Дарье Домрачевой."
"17 дек. 2011 года Зайцева стала победительницей гонки преследования на 10 км в рамках третьего этапа Кубка мира, не допустив ни одного промаха на четырёх огневых рубежах.","17 декабря 2011 года Зайцева стала победительницей гонки преследования на 10 километров в рамках третьего этапа Кубка мира, не допустив ни одного промаха на четырёх огневых рубежах."
"13 января 2012 года победила в спринтерской гонке на 7,5 км на пятом этапе Кубка мира в чешском Нове-Место-на-Мораве После победы в спринтерской гонке на пятом этапе Кубка мира Зайцева вернулась на третью строчку в общем зачёте Кубка мира, сократив отставание от Домрачевой до 7 очков.","13 января 2012 года победила в спринтерской гонке на 7,5 километра на пятом этапе Кубка мира в чешском Нове-Место-на-Мораве После победы в спринтерской гонке на пятом этапе Кубка мира Зайцева вернулась на третью строчку в общем зачёте Кубка мира, сократив отставание от Домрачевой до 7 очков."
"В квалификации соревнований лучники выполняют 12 серий выстрелов по 6 стрел с расстояния 70-ти м.","В квалификации соревнований лучники выполняют 12 серий выстрелов по 6 стрел с расстояния 70-ти метров."
"Будка находилась в восточной части Самарской области, в пределах Высокого Заволжья, в лесостепной зоне, на железнодорожной линии Кротовка — Серноводск Куйбышевской железной дороги, на расстоянии примерно 23 км (по прямой) к западу от села Кинель-Черкассы, административного центра района.","Будка находилась в восточной части Самарской области, в пределах Высокого Заволжья, в лесостепной зоне, на железнодорожной линии Кротовка — Серноводск Куйбышевской железной дороги, на расстоянии примерно 23 километров (по прямой) к западу от села Кинель-Черкассы, административного центра района."
"бронз. призёр Всемирных игр 2009 года на дистанции 100 м.","Бронзовый призёр Всемирных игр 2009 года на дистанции 100 метров."
"Обладатель действующего рекорда мира на дистанции 400 м с аквалангом (в короткой воде), действующего рекорда Европы на дистанции 100 м с аквалангом.","Обладатель действующего рекорда мира на дистанции 400 метров с аквалангом (в короткой воде), действующего рекорда Европы на дистанции 100 метров с аквалангом."
"с. находится в юго-восточной части Липецкой области, в лесостепной зоне, в пределах Окско-Донской равнины, на берегах реки Излегощи, на расстоянии примерно 14 км (по прямой) к западу-северо-западу (WNW) от города Усмань, административного центра района.","Село находится в юго-восточной части Липецкой области, в лесостепной зоне, в пределах Окско-Донской равнины, на берегах реки Излегощи, на расстоянии примерно 14 километров (по прямой) к западу-северо-западу (WNW) от города Усмань, административного центра района."
"Абсолютная выс. — 112 м над уровнем моря.","Абсолютная высота — 112 метров над уровнем моря."
"Из стволов старых деревьев, достигающих 12 м, добывают камедь.","Из стволов старых деревьев, достигающих 12 метров, добывают камедь."
"Его готовят из перебродившего сока плодов кешью путём нескольких возгонок, в результате чего получается очень крепкий (до 40 °) напиток со своеобразным вкусом и ароматом.","Его готовят из перебродившего сока плодов кешью путём нескольких возгонок, в результате чего получается очень крепкий (до 40 градусов) напиток со своеобразным вкусом и ароматом."
"В 105 г нашей эры рим. имп. Траян построил первый кам. мост через Дунай — длиной более км.","В 105 году нашей эры римский император Траян построил первый каменный мост через Дунай — длиной более километра."
