question,answer
"Однако наличие на месте будущего села полуоседлого стана — поселения «Юрт», где жили 7 тыс. «ногайских татар», описывал ещё англ мореплаватель Кристофер Бэрроу, посетивший Астрахань в 1579—1581 гг.","Однако наличие на месте будущего села полуоседлого стана — поселения «Юрт», где жили 7 тысяч «ногайских татар», описывал ещё английский мореплаватель Кристофер Бэрроу, посетивший Астрахань в 1579—1581 гг."
"С 1925 года — адм. центр Зацарёвского района Астраханской губернии, упразднённой в 1928 г.","С 1925 года — административный центр Зацарёвского района Астраханской губернии, упразднённой в 1928 году."
"С 1931 по 1957 г — адм. центр Наримановского района Нижневолжского края (с 1934 — Сталинградского края, 1937 — Сталинградской области, 1943 — Астраханской области).","С 1931 по 1957 год — административный центр Наримановского района Нижневолжского края (с 1934 — Сталинградского края, 1937 — Сталинградской области, 1943 — Астраханской области)."
"Описание селения Зацарёвского в 1875 г.","Описание селения Зацарёвского в 1875 году."
"По данным всесоюзной переписи населения 1939 года населения села составило 4 668 чел.","По данным всесоюзной переписи населения 1939 года населения села составило 4 668 человек."
"нац. состав (1939 г)","Национальный состав (1939 год)"
"Кутузово — д. в городском округе Домодедово Московской области.","Кутузово — деревня в городском округе Домодедово Московской области."
"На 2018 г в Кутузово числится 8 улиц и терр. Школа-интернат, действует «Кутузовская школа-интернат для обучающихся с ограниченными возможностями здоровья».","На 2018 год в Кутузово числится 8 улиц и территория Школа-интернат, действует «Кутузовская школа-интернат для обучающихся с ограниченными возможностями здоровья»."
"с. Кутузово (неопр.).","Село Кутузово (неопр.)."
"ч. сериала также была перемонтирована в полноценный полнометражный фильм.","Часть сериала также была перемонтирована в полноценный полнометражный фильм."
"бар. Алвин и епископ Хартфорд облагают Нотингем и окрестные земли непомерными налогами.","Барон Алвин и епископ Хартфорд облагают Нотингем и окрестные земли непомерными налогами."
"К разбойникам попадает юная дворянка Мэриан Ланкастер, они не неволят ее, однако Мач, пом. Джона, присваивает ее фамильный крест.","К разбойникам попадает юная дворянка Мэриан Ланкастер, они не неволят ее, однако Мач, помощник Джона, присваивает ее фамильный крест."
"Гилберт сбегает из темницы, но бар. успевает ранить его стрелой.","Гилберт сбегает из темницы, но барон успевает ранить его стрелой."
"Мэриан еще неск. раз впадает в приступы магической ярости, в которых уничтожает замок тайного общества, военную заставу и т.д.","Мэриан еще несколько раз впадает в приступы магической ярости, в которых уничтожает замок тайного общества, военную заставу и т.д."
"бар. вновь подлавливает ее и похищает фамильный крест, так как верит, что он может привести к сокровищам.","Барон вновь подлавливает ее и похищает фамильный крест, так как верит, что он может привести к сокровищам."
"Алвин поручает рыцарям Черной Розы охрану двух карет с богатствами, одна из них должна быть подставной, разбойникам удается захватить обе, но пустыми оказываются обе, бар. же успешно получает третью карету с золотом.","Алвин поручает рыцарям Черной Розы охрану двух карет с богатствами, одна из них должна быть подставной, разбойникам удается захватить обе, но пустыми оказываются обе, барон же успешно получает третью карету с золотом."
"Робин разыскивает Клео и в очередной раз рассказывает ей правду о т., что случилось с Гилбертом, и спасает ее от оползня.","Робин разыскивает Клео и в очередной раз рассказывает ей правду о том, что случилось с Гилбертом, и спасает ее от оползня."
"Внезапно это видит Гилберт, к-рый вовсе не погиб и уже давно наблюдал за событиями из тени.","Внезапно это видит Гилберт, который вовсе не погиб и уже давно наблюдал за событиями из тени."
"Разбойники лечат его, и пока он слаб, он рассказывает предысторию о т., как в молодости он, Алвин и родители Робина Джордж и Мэри были друзьями.","Разбойники лечат его, и пока он слаб, он рассказывает предысторию о том, как в молодости он, Алвин и родители Робина Джордж и Мэри были друзьями."
"Джордж стал героем в маске, чтобы бороться с этим произволом, а Тук составил науч. отчет о загрязнении и вызвал королевскую ревизию, виновные убили друг друга, а шахта была закрыта.","Джордж стал героем в маске, чтобы бороться с этим произволом, а Тук составил научный отчет о загрязнении и вызвал королевскую ревизию, виновные убили друг друга, а шахта была закрыта."
"Фамильный крест наконец указывает ему в лесу место, к-рый он так давно мечтал найти.","Фамильный крест наконец указывает ему в лесу место, которое он так давно мечтал найти."
"Алвин и епископ каким-то образом выбираются из пещеры, и разбойники ловят их в лесу, но бар. полностью сломлен и не хочет жить.","Алвин и епископ каким-то образом выбираются из пещеры, и разбойники ловят их в лесу, но барон полностью сломлен и не хочет жить."
"Солдаты ловят Малыша Джона и его банду, бар. предлагает им выбор: смерть или работа на него.","Солдаты ловят Малыша Джона и его банду, барон предлагает им выбор: смерть или работа на него."
"Роберт Хантингтон (сэйю: Кадзуэ Икура) — гл. герой, также известен как Робин Гуд.","Роберт Хантингтон (сэйю: Кадзуэ Икура) — главный герой, также известен как Робин Гуд."
"Она носит на шее зол. крест своего рода, наделенный волшебной силой.","Она носит на шее золотой крест своего рода, наделенный волшебной силой."
"Мач (сэйю: Маюми Танака) — гл. пом. Маленького Джона.","Мач (сэйю: Маюми Танака) — главный помощник Маленького Джона."
"Верный пом., наделен теми же положительными качествами, что и Робин.","Верный помощник, наделен теми же положительными качествами, что и Робин."
"Барбара Скарлет (в англ. версии — Дженни) (сэйю: Сайури Икетмото) — мл. кузина Робина.","Барбара Скарлет (в англ. версии — Дженни) (сэйю: Сайури Икетмото) — младшая кузина Робина."
"В русской версии звучат оба ее им.","В русской версии звучат оба ее имени."
"Алвин (сэйю: Масаси Эбара) — коварный бар. Ноттингема.","Алвин (сэйю: Масаси Эбара) — коварный барон Ноттингема."
"Епископ Хартфорд (сэйю: Ю Симака) — жадный епископ из Ноттингема, к-рый пытается завладеть наследством семьи Ланкастер, незаконно удочерив Мэриан.","Епископ Хартфорд (сэйю: Ю Симака) — жадный епископ из Ноттингема, который пытается завладеть наследством семьи Ланкастер, незаконно удочерив Мэриан."
"муз. сопровождение также отличалось в зависимости от страны показа.","Музыкальное сопровождение также отличалось в зависимости от страны показа."
"рус. версия является английской с закадровым дубляжом.","Русская версия является английской с закадровым дубляжом."
"Также главным противником Робина становится бар. Алвин, а не привычный принц Джон, к-рый появляется только в 40-й серии и является лишь второстепенным злодеем.","Также главным противником Робина становится барон Алвин, а не привычный принц Джон, который появляется только в 40-й серии и является лишь второстепенным злодеем."
"В сюжет также добавлены магические и духовные элементы, за которыми прослеживается посыл о необходимости бережного отношения чел. к окружающему миру, природе и скрытым силам.","В сюжет также добавлены магические и духовные элементы, за которыми прослеживается посыл о необходимости бережного отношения человека к окружающему миру, природе и скрытым силам."
