question,answer
"Соседние сёла: Александровка — 0,7 км выше по балке, Винницкое в 1,5 км южнее и Петровка — 2 км на северо-восток.","Соседние сёла: Александровка — 0,7 км выше по балке, Винницкое в 1,5 км южнее и Петровка — 2 километра на северо-восток."
"30 марта 2013 года Салаи в матче против «Вердера» забил самый быстрый гол в истории Бундеслиги (на 13-й с), играя за команду, к-рый не разводила мяч в начале игры.","30 марта 2013 года Салаи в матче против «Вердера» забил самый быстрый гол в истории Бундеслиги (на 13-й секунде), играя за команду, которая не разводила мяч в начале игры."
"Средние высоты на территории посёлка составляют 45 м над уровнем моря.","Средние высоты на территории посёлка составляют 45 метров над уровнем моря."
"Абсолютные высоты в окрестностях достигают 300 м над уровнем моря.","Абсолютные высоты в окрестностях достигают 300 метров над уровнем моря."
"Абсолютная выс. — 586 м над уровнем моря.","Абсолютная высота — 586 метров над уровнем моря."
"Калъат-Диза расположена на расстоянии приблизительно 68 км северо-северо-востоку (NNE) от Сулеймании, административного центра провинции и на расстоянии 312 км к северо-северо-востоку от Багдада, столицы страны.","Калъат-Диза расположена на расстоянии приблизительно 68 километров северо-северо-востоку (NNE) от Сулеймании, административного центра провинции и на расстоянии 312 километров к северо-северо-востоку от Багдада, столицы страны."
"пос. располагался в юго-восточной части Орловской области, в лесостепной зоне, в пределах центральной части Среднерусской возвышенности, на правом берегу ручья Журавский (приток реки Сосна), на расстоянии примерно 1 км (по прямой) к северу от окраины села Красное.","посёлок располагался в юго-восточной части Орловской области, в лесостепной зоне, в пределах центральной части Среднерусской возвышенности, на правом берегу ручья Журавский (приток реки Сосна), на расстоянии примерно 1 километра (по прямой) к северу от окраины села Красное."
"Сегодня по этому методу получают сапфиры массой до 300 кг.","Сегодня по этому методу получают сапфиры массой до 300 килограммов."
"В ходе Паралимпиады в Токио 26 августа Андрей Граничка взял «серебро» в комплексном плавании на 200 м, а 28 августа спортсмен завоевал золотую медаль XVI Паралимпийских летних игр в плавании брассом на дистанции 100 м и установил новый мир. рекорд — 1:25.13.","В ходе Паралимпиады в Токио 26 августа Андрей Граничка взял «серебро» в комплексном плавании на 200 метров, а 28 августа спортсмен завоевал золотую медаль XVI Паралимпийских летних игр в плавании брассом на дистанции 100 метров и установил новый мировой рекорд — 1:25.13."
"выс. города над уровнем моря ок. 100 м, рельеф характеризуется как равнинный, с общим уклоном в сторону поймы реки м. Кокшага, в пределах города перепады высот небольшие (порядка 5 м).","Высота города над уровнем моря около 100 метров, рельеф характеризуется как равнинный, с общим уклоном в сторону поймы реки Малая Кокшага, в пределах города перепады высот небольшие (порядка 5 метров)."
"В часы «пик» интервалы движения достигали всего нескольких с.","В часы «пик» интервалы движения достигали всего нескольких секунд."
"В 2021 г на смену старому автовокзалу, находившемуся рядом с железнодорожным, было построено новое одноэтажное здание по адресу Ленинский просп., 4а, площадью более 850 квадратных м.","В 2021 году на смену старому автовокзалу, находившемуся рядом с железнодорожным, было построено новое одноэтажное здание по адресу Ленинский проспект, 4а, площадью более 850 квадратных метров."
"Новое здание площадью св. 5 тыс. кв. м сможет обслуживать ок. 400 пассажиров в час.","Новое здание площадью свыше 5 тысяч кв. метров сможет обслуживать около 400 пассажиров в час."
"выс. — 53 м.","Высота — 53 метра."
"В 1997 г за счёт строительства зрительного зала на 154 места пл. галереи возросла в четыре раза и достигла значения в 3700 квадратных м.","В 1997 году за счёт строительства зрительного зала на 154 места площадь галереи возросла в четыре раза и достигла значения в 3700 квадратных метров."
"В Положении о единицах величин, допускаемых к применению в Российской Федерации, установлено, что наименование и обозначение единицы количества информации «Б» (1 Б = 8 бит) применяются с двоичными приставками «Кило», «Мега», «Гига», которые соответствуют множителям 210, 220 и 230 (1 Кбайт = 1024 Б, 1 Мбайт = 1024 Кбайт, 1 Гбайт = 1024 Мбайт).","В Положении о единицах величин, допускаемых к применению в Российской Федерации, установлено, что наименование и обозначение единицы количества информации «байт» (1 байт = 8 бит) применяются с двоичными приставками «Кило», «Мега», «Гига», которые соответствуют множителям 210, 220 и 230 (1 Кбайт = 1024 байт, 1 Мбайт = 1024 Кбайт, 1 Гбайт = 1024 Мбайт)."
"В программировании и индустрии, связанной с компьютерами, те же приставки «кило», «мега», «гига», «тера» и т. д. в случае применения к величинам, кратным степеням двойки (напр., Б), могут означать как кратность 1000, так и 1024=210.","В программировании и индустрии, связанной с компьютерами, те же приставки «кило», «мега», «гига», «тера» и т. д. в случае применения к величинам, кратным степеням двойки (напр., байт), могут означать как кратность 1000, так и 1024=210."
"Если единица представляет собой произв. или отношение единиц, приставку, или её обозначение, присоединяют, как правило, к наименованию или обозначению первой единицы: кПа·с/м (кПа-с на м).","Если единица представляет собой произведение или отношение единиц, приставку, или её обозначение, присоединяют, как правило, к наименованию или обозначению первой единицы: кПа·с/м (килопаскаль-секунда на метр)."
"Для образования кратных и дольных единиц массы вместо единицы массы кг используется дольная единица массы г и приставка присоединяется к слову г.","Для образования кратных и дольных единиц массы вместо единицы массы килограмм используется дольная единица массы грамм и приставка присоединяется к слову грамм."
"Дольная единица массы г применяется без присоединения приставки.","Дольная единица массы грамм применяется без присоединения приставки."
"Приставку обычно выбирают таким образом, чтобы число, стоящее перед приставкой, находилось в диапазоне от 0,1 до 1000, однако во многих случаях допускается отход от этого правила; так, в машиностроении принято выражать все линейные размеры на чертежах в мм даже при размерах более 1000 мм.","Приставку обычно выбирают таким образом, чтобы число, стоящее перед приставкой, находилось в диапазоне от 0,1 до 1000, однако во многих случаях допускается отход от этого правила; так, в машиностроении принято выражать все линейные размеры на чертежах в миллиметрах даже при размерах более 1000 мм."
"В связи с тем, что наименование единицы массы в СИ — кг — содержит приставку «кило», для образования кратных и дольных единиц массы используют дольную единицу массы — г (0,001 кг).","В связи с тем, что наименование единицы массы в СИ — килограмм — содержит приставку «кило», для образования кратных и дольных единиц массы используют дольную единицу массы — грамм (0,001 кг)."
"С др. стороны, дольную единицу массы — г допускается применять, не присоединяя приставку.","С другой стороны, дольную единицу массы — грамм допускается применять, не присоединяя приставку."
"Приставки ограниченно используются с единицами времени: кратные приставки вообще редко сочетаются с ними, хотя это формально и не запрещено — «кс» используют лишь в астрономии (причём очень редко), а в космологии и геохронологии используются единицы «гигагод» (млрд лет) и «мегагод» (млн лет); дольные приставки присоединяются только к с (мс, мкс и т. д.).","Приставки ограниченно используются с единицами времени: кратные приставки вообще редко сочетаются с ними, хотя это формально и не запрещено — «килосекунду» используют лишь в астрономии (причём очень редко), а в космологии и геохронологии используются единицы «гигагод» (миллиард лет) и «мегагод» (миллион лет); дольные приставки присоединяются только к секунде (миллисекунда, микросекунда и т. д.)."
"С м из кратных приставок на практике употребляют только кило-: вместо Мм (Мм), Гм (Гм) и т. д. пишут «тыс. км», «миллионы км» и т. д.; вместо квадратных Мм (Мм²) пишут «миллионы квадратных км».","С метрами из кратных приставок на практике употребляют только кило-: вместо мегаметров (Мм), гигаметров (Гм) и т. д. пишут «тысячи километров», «миллионы километров» и т. д.; вместо квадратных мегаметров (Мм²) пишут «миллионы квадратных километров»."
"Широко используются только см (являющийся основной единицей в системе СГС) и децибел, в меньшей степени — дм, сЗв (поскольку совпадает с устаревшей, но всё ещё допущенной к использованию единицей эквивалентной дозы бэр) и гПа (в метеорологических сводках), а также гектар.","Широко используются только сантиметр (являющийся основной единицей в системе СГС) и децибел, в меньшей степени — дециметр, сантизиверт (поскольку совпадает с устаревшей, но всё ещё допущенной к использованию единицей эквивалентной дозы бэр) и гектопаскаль (в метеорологических сводках), а также гектар."
"В некоторых странах объём вина и других напитков измеряют дал и гл (при розничной продаже также сл).","В некоторых странах объём вина и других напитков измеряют декалитрами и гектолитрами (при розничной продаже также сантилитрами)."
"Иногда единицу гг (в Италии её разговорное назв. — etto) применяют при измерении массы продуктов питания.","Иногда единицу гектограмм (в Италии её разговорное название — etto) применяют при измерении массы продуктов питания."
"нм","Нанометр"
"кг","Килограмм"
"Чёрно-белый, 81 минута, 8 частей, 2222 м, широкоэкранный.","Чёрно-белый, 81 минута, 8 частей, 2222 метра, широкоэкранный."
"На чемпионате мира в Токио в финале показал результат 7,99 м, расположившись в итоговом протоколе соревнований на восьмой строке.","На чемпионате мира в Токио в финале показал результат 7,99 метра, расположившись в итоговом протоколе соревнований на восьмой строке."
"с. находится в восточной части Орловской области, в лесостепной зоне, в пределах центральной части Среднерусской возвышенности, на правом берегу реки Любовши, вблизи места впадения в неё реки Плотавки, при автодороге 54К-131, на расстоянии примерно 14 км (по прямой) к юго-западу от посёлка Красная Заря, административного центра района.","Село находится в восточной части Орловской области, в лесостепной зоне, в пределах центральной части Среднерусской возвышенности, на правом берегу реки Любовши, вблизи места впадения в неё реки Плотавки, при автодороге 54К-131, на расстоянии примерно 14 километров (по прямой) к юго-западу от посёлка Красная Заря, административного центра района."
"Абсолютная выс. — 177 м над уровнем моря.","Абсолютная высота — 177 метров над уровнем моря."
"На дне кратера располагается оз. диаметром 5 м.","На дне кратера располагается озеро диаметром 5 метров."
"выс. вулкана — ок. 600 м.","Высота вулкана — около 600 метров."
"Двое «мятежных» епископов были запрещены в священнослужении за подписями первоиерарха, епископа Варфоломея, епископа Владимира и протоиерея Вениамина Жукова, однако, как утверждают члены группы Орлова и Пивоварова, никакого Синода не созывалось и все подписавшиеся находились за тыс. км друг от друга и не могли поставить над документом свои подписи.","Двое «мятежных» епископов были запрещены в священнослужении за подписями первоиерарха, епископа Варфоломея, епископа Владимира и протоиерея Вениамина Жукова, однако, как утверждают члены группы Орлова и Пивоварова, никакого Синода не созывалось и все подписавшиеся находились за тысячи километров друг от друга и не могли поставить над документом свои подписи."
"Семь раз был обладателем лучшего результата сезона в мире в прыжках в длину (1981—1985, 1988, 1992) и трижды — на дистанции 200 м (1983, 1984, 1987).","Семь раз был обладателем лучшего результата сезона в мире в прыжках в длину (1981—1985, 1988, 1992) и трижды — на дистанции 200 метров (1983, 1984, 1987)."
"единств. чел., к-рый сумел опередить Льюиса на Олимпийских играх — это Джо Делоач, к-рый в 1988 г в Сеуле выиграл забег на 200 м с олимпийским рекордом 19,75 сек, а Льюис остался вторым с результатом 19,79 сек.","Единственный человек, который сумел опередить Льюиса на Олимпийских играх — это Джо Делоач, который в 1988 году в Сеуле выиграл забег на 200 метров с олимпийским рекордом 19,75 сек, а Льюис остался вторым с результатом 19,79 сек."
"Там же в Сеуле в забеге на 100 м Льюиса опередил канадец Бен Джонсон, но впосл. он был дисквалифицирован, и золото перешло к Льюису.","Там же в Сеуле в забеге на 100 метров Льюиса опередил канадец Бен Джонсон, но впоследствии он был дисквалифицирован, и золото перешло к Льюису."
"Он был длиннее исходного проекта, достигая 159 м; шир. его равнялась 21,5 м, а осадка 8,4 м.","Он был длиннее исходного проекта, достигая 159 метров; ширина его равнялась 21,5 метрам, а осадка 8,4 метрам."
"гл. пояс из стали, закалённой по методу Круппа, тянулся на всю длину ватерлинии (исключая небольшой участок кормы); его выс. была равна 2,6 м, из которых 1,3 находились под водой, а 2,3 — выше ватерлинии.","Главный пояс из стали, закалённой по методу Круппа, тянулся на всю длину ватерлинии (исключая небольшой участок кормы); его высота была равна 2,6 метрам, из которых 1,3 находились под водой, а 2,3 — выше ватерлинии."
"Толщина пояса в центре корпуса — между мачтами — составляла 150 мм, в носовой оконечности утоньшаясь до 100 мм и в кормовой — до 75 мм.","Толщина пояса в центре корпуса — между мачтами — составляла 150 миллиметров, в носовой оконечности утоньшаясь до 100 миллиметров и в кормовой — до 75 миллиметров."
"Крейсер имел две броневые палубы; нижняя, выпуклая, опиралась краями на нижнюю кромку броневого пояса, и имела толщину 40 мм в центральной части, и 65 мм на скосах.","Крейсер имел две броневые палубы; нижняя, выпуклая, опиралась краями на нижнюю кромку броневого пояса, и имела толщину 40 миллиметров в центральной части, и 65 миллиметров на скосах."
"Поверх неё, опираясь на верхнюю кромку броневого пояса, располагалась плоска верхняя палуба толщиной в 35 мм.","Поверх неё, опираясь на верхнюю кромку броневого пояса, располагалась плоска верхняя палуба толщиной в 35 миллиметров."
"Броневые башни 194-мм орудий были защищены броней толщиной 200 мм; барбеты и основания башен бронировались 100—180 мм плитами.","Броневые башни 194-мм орудий были защищены броней толщиной 200 миллиметров; барбеты и основания башен бронировались 100—180 мм плитами."
