question,answer
"К маю 2023 года прибор проработал в общей сложности 1083 минуты, произведя при этом 106 г кислорода и добившись скорости в 10,5 г кислорода в час.","К маю 2023 года прибор проработал в общей сложности 1083 минуты, произведя при этом 106 грамм кислорода и добившись скорости в 10,5 грамм кислорода в час."
"6 июня MOXIE установил новый рекорд — во время пятнадцатого по счету сеанса работы, продлившегося 58 минут, прибор генерировал до 12 г кислорода в час.","6 июня MOXIE установил новый рекорд — во время пятнадцатого по счету сеанса работы, продлившегося 58 минут, прибор генерировал до 12 грамм кислорода в час."
"Всего за 2,5 года работы прибор выполнил 16 включений и выработал 122 г молекулярного кислорода.","Всего за 2,5 года работы прибор выполнил 16 включений и выработал 122 грамма молекулярного кислорода."
"д. находится в северо-восточной части Тверской области, в зоне хвойно-широколиственных лесов, в пределах Моложской зандровой низины, на левом берегу реки Ворожбы, при автодороге 28К-0874, на расстоянии примерно 15 км (по прямой) к северо-западу от Максатихи, административного центра района.","Деревня находится в северо-восточной части Тверской области, в зоне хвойно-широколиственных лесов, в пределах Моложской зандровой низины, на левом берегу реки Ворожбы, при автодороге 28К-0874, на расстоянии примерно 15 километров (по прямой) к северо-западу от Максатихи, административного центра района."
"д. находится в юго-западной части Тверской области, в зоне хвойно-широколиственных лесов, к северу от реки Вертлы, на расстоянии примерно 17 км (по прямой) к западу от города зап. Двина, административного центра округа.","Деревня находится в юго-западной части Тверской области, в зоне хвойно-широколиственных лесов, к северу от реки Вертлы, на расстоянии примерно 17 километров (по прямой) к западу от города Западная Двина, административного центра округа."
"Абсолютная выс. — 182 м над уровнем моря.","Абсолютная высота — 182 метра над уровнем моря."
"Расположено на северо-западе Азербайджана, в Шамкирском районе, в 15 км от центра района, города Шамкир.","Расположено на северо-западе Азербайджана, в Шамкирском районе, в 15 километрах от центра района, города Шамкир."
"шир. канала в его начале — 150 м, глубина — 7 м.","Ширина канала в его начале — 150 метров, глубина — 7 метров."
"В июне 1977 года у села Огородное Раздольненского района (Крым) начато стр-во Соединительного канала с четырьмя насосными станциями для поднятия воды через водораздел на высоту 82 м.","В июне 1977 года у села Огородное Раздольненского района (Крым) начато строительство Соединительного канала с четырьмя насосными станциями для поднятия воды через водораздел на высоту 82 метра."
"Основные ответвления от магистрального Северо-Крымского канала в Крыму — это Раздольненский, Азовский и Красногвардейский каналы, а также Соединительный (от Раздольненского), Сакский и Западно-Черноморский (от Соединительного) и др. каналы; общая протяжённость каналов и трубопроводов оросительной сети составляет 11 тыс. км.","Основные ответвления от магистрального Северо-Крымского канала в Крыму — это Раздольненский, Азовский и Красногвардейский каналы, а также Соединительный (от Раздольненского), Сакский и Западно-Черноморский (от Соединительного) и другие каналы; общая протяжённость каналов и трубопроводов оросительной сети составляет 11 тысяч километров."
"Происходило заполнение канала до НС-1, к-рый находится в Джанкойском районе на 208-м км.","Происходило заполнение канала до НС-1, которая находится в Джанкойском районе на 208-м километре."
"7 мая 2014 года было опубликовано сообщение с фотографией того, как на территории Херсонской области на 80-м км канала, примерно в 15 км от границы с Крымом, возводится дамба из мешков со смесью песка и глины.","7 мая 2014 года было опубликовано сообщение с фотографией того, как на территории Херсонской области на 80-м километре канала, примерно в 15 км от границы с Крымом, возводится дамба из мешков со смесью песка и глины."
"Глубина скважин — от 110 до 180 м.","Глубина скважин — от 110 до 180 метров."
"Для предупреждения потерь воды из нижнего бьефа в верх. используется подпорное сооружение ПС-4, располож. на 221-м км канала.","Для предупреждения потерь воды из нижнего бьефа в верхний используется подпорное сооружение ПС-4, расположенное на 221-м километре канала."
"У села Фронтовое через глубокую балку проложены две трубы длиной 700 м диаметром св. двух м.","У села Фронтовое через глубокую балку проложены две трубы длиной 700 м диаметром свыше двух метров."
"Под балкой Самарли на Керченском полуострове проложен самый б. дюкер длиной четыре км.","Под балкой Самарли на Керченском полуострове проложен самый большой дюкер длиной четыре километра."
"1 марта 2005 года в матче 16-го тура между одесским «Черноморцем» и харьковским «Металлистом» (2:1) Косырин отличился спустя 8,9 с после начала поединка.","1 марта 2005 года в матче 16-го тура между одесским «Черноморцем» и харьковским «Металлистом» (2:1) Косырин отличился спустя 8,9 секунд после начала поединка."
"Нижнее — оз. в Свердловской области, расположено в 1,5 км юго-восточнее села Всеволодо-Благодатское Североуральского городского округа.","Нижнее — озеро в Свердловской области, расположено в 1,5 километрах юго-восточнее села Всеволодо-Благодатское Североуральского городского округа."
"выс. водного зеркала над уровнем моря — 160,7 м.","Высота водного зеркала над уровнем моря — 160,7 метра."
"Вес ок. 50 г, дл. тела ок. 20 см, из них 10 приходится на хвост.","Вес около 50 граммов, длина тела около 20 сантиметров, из них 10 приходится на хвост."
"д. находится в северной части Тульской области, в зоне хвойно-широколиственных лесов, в пределах Среднерусской возвышенности, на берегах реки Каменки, на расстоянии примерно 17 км (по прямой) к востоку от города Ясногорска, административного центра района.","Деревня находится в северной части Тульской области, в зоне хвойно-широколиственных лесов, в пределах Среднерусской возвышенности, на берегах реки Каменки, на расстоянии примерно 17 километров (по прямой) к востоку от города Ясногорска, административного центра района."
"с. расположено в 58 км от Саратова и 27 км от Воскресенского, в центральной части района, к востоку от реки Терешка.","Село расположено в 58 километрах от Саратова и 27 километрах от Воскресенского, в центральной части района, к востоку от реки Терешка."
"Диаметр мачты в основании составлял 1 м, в топе — 0,75 м.","Диаметр мачты в основании составлял 1 метр, в топе — 0,75 метров."
"Крейсер «Хасидатэ» открыл огонь по крейсеру «Олег» в 16:55 минут с дистанции ок. 7000 м.","Крейсер «Хасидатэ» открыл огонь по крейсеру «Олег» в 16:55 минут с дистанции около 7000 метров."
"В 18:48 с дистанции ок. 4000 м по «Суворову» и «Камчатке» был открыт огонь.","В 18:48 с дистанции около 4000 метров по «Суворову» и «Камчатке» был открыт огонь."
"Планеты видны в южной части неба (что исключает внутренние планеты)[прояснить], и сошлись на угловое расстояние меньше °.","Планеты видны в южной части неба (что исключает внутренние планеты)[прояснить], и сошлись на угловое расстояние меньше градуса."
"д. находится в юго-восточной части области, в зоне хвойно-широколиственных лесов, к северу от реки Нерли, к югу от автодороги 78Н-0649, на расстоянии примерно 38 км (по прямой) к юго-юго-западу от города Ростова, административного центра района.","Деревня находится в юго-восточной части области, в зоне хвойно-широколиственных лесов, к северу от реки Нерли, к югу от автодороги 78Н-0649, на расстоянии примерно 38 километров (по прямой) к юго-юго-западу от города Ростова, административного центра района."
"Абсолютная выс. — 147 м над уровнем моря.","Абсолютная высота — 147 метров над уровнем моря."
"Годовое кол-во атмосферных осадков составляет 500—600 мм, из которых большая ч. выпадает в тёплый период.","Годовое количество атмосферных осадков составляет 500—600 миллиметров, из которых большая часть выпадает в тёплый период."
"дл. реки — 10 км, пл. бассейна — 13,6 км².","Длина реки — 10 километров, площадь бассейна — 13,6 км²."
"Берёт нач. на южных склонах горы Пикет на высоте порядка 380 м над уровнем моря, протекает в Хостинском районе Сочи и впадает в Чёрное м.","Берёт начало на южных склонах горы Пикет на высоте порядка 380 метров над уровнем моря, протекает в Хостинском районе Сочи и впадает в Чёрное море."
"высш. точка бассейна реки Бзугу — 627 м над уровнем моря (гора Пикет).","Высшая точка бассейна реки Бзугу — 627 метров над уровнем моря (гора Пикет)."
"Находится в примерно в 7 км по прямой на северо-запад от районного центра город Заозёрный.","Находится в примерно в 7 километрах по прямой на северо-запад от районного центра город Заозёрный."
"пос. Емелино муниципального образования «гор. округ Ревда» расположен в 7 км (по автотрассе в 8 км) к западу от города Ревда, в истоках реки Медвежка (левый приток р. Ревда), на восточном склоне хребта Шайтанский Увал.","Посёлок Емелино муниципального образования «Городской округ Ревда» расположен в 7 километрах (по автотрассе в 8 километрах) к западу от города Ревда, в истоках реки Медвежка (левый приток река Ревда), на восточном склоне хребта Шайтанский Увал."
"д. находится в восточной части республики, в подзоне южной тайги, на правом берегу реки Чепцы, к югу от автодороги М7, на расстоянии примерно 3 км (по прямой) к востоку-северо-востоку от села Дебёсы, административного центра района.","Деревня находится в восточной части республики, в подзоне южной тайги, на правом берегу реки Чепцы, к югу от автодороги М7, на расстоянии примерно 3 километров (по прямой) к востоку-северо-востоку от села Дебёсы, административного центра района."
"Абсолютная выс. — 172 м над уровнем моря.","Абсолютная высота — 172 метра над уровнем моря."
"с. находится в восточной части Тюменской области, в таёжной зоне, в пределах юго-западной части Западно-Сибирской низменности, на берегах реки Тенис (приток Ишима), на расстоянии примерно 49 км (по прямой) к северо-востоку от села Викулова, административного центра района.","Село находится в восточной части Тюменской области, в таёжной зоне, в пределах юго-западной части Западно-Сибирской низменности, на берегах реки Тенис (приток Ишима), на расстоянии примерно 49 километров (по прямой) к северо-востоку от села Викулова, административного центра района."
"Абсолютная выс. — 82 м над уровнем моря.","Абсолютная высота — 82 метра над уровнем моря."
"д. расположена в южной части Архангельской области, в таёжной зоне, в пределах северной части Русской равнины, в 57 км на северо-запад от города Вельска, на левом берегу реки Шоноша притока Вели.","Деревня расположена в южной части Архангельской области, в таёжной зоне, в пределах северной части Русской равнины, в 57 километрах на северо-запад от города Вельска, на левом берегу реки Шоноша притока Вели."
"Учитывая упоминание в хронике в связи с указанными событиями термина «тюрк», а также наличие надписей на камне о приходе монгольских войск осенью 1239 года в аул Рича, что в км 60 к югу от Кумуха, можно говорить, что разгром Кумуха, описанный в «Тарих Дагестан», был учинен монгольским отрядом, поддержанным войсками соседних с Кумухом областей - Аварии и Кайтака.","Учитывая упоминание в хронике в связи с указанными событиями термина «тюрк», а также наличие надписей на камне о приходе монгольских войск осенью 1239 года в аул Рича, что в километрах 60 к югу от Кумуха, можно говорить, что разгром Кумуха, описанный в «Тарих Дагестан», был учинен монгольским отрядом, поддержанным войсками соседних с Кумухом областей - Аварии и Кайтака."
"Обрёл возможность перемещаться на дистанции не более пятидесяти м.","Обрёл возможность перемещаться на дистанции не более пятидесяти метров."
"Самой высокой точкой хребта является гора Каменник, выс. которой составляет 629 м над уровнем моря.","Самой высокой точкой хребта является гора Каменник, высота которой составляет 629 метров над уровнем моря."
"д. находится в юго-западной части Калужской области, в зоне хвойно-широколиственных лесов, в пределах Барятинско-Сухиничской равнины, на правом берегу реки м. Песочня, к западу от автодороги 29К-014, на расстоянии примерно 9 км (по прямой) к юго-западу от города Кирова, административного центра района.","Деревня находится в юго-западной части Калужской области, в зоне хвойно-широколиственных лесов, в пределах Барятинско-Сухиничской равнины, на правом берегу реки Малая Песочня, к западу от автодороги 29К-014, на расстоянии примерно 9 километров (по прямой) к юго-западу от города Кирова, административного центра района."
"Абсолютная выс. — 219 м над уровнем моря.","Абсолютная высота — 219 метров над уровнем моря."
"↑ Андре Лоттерер получил штраф в 5 с за столкновение с Стоффелем Вандорном.","↑ Андре Лоттерер получил штраф в 5 секунд за столкновение с Стоффелем Вандорном."
"Ник Кэссиди получил штраф в 5 с за столкновение с Джейком Деннисом.","Ник Кэссиди получил штраф в 5 секунд за столкновение с Джейком Деннисом."
"↑ Сержиу Сетте Камара получил штраф в 5 с за превышение скорости в режиме жёлтых флагов (FCY).","↑ Сержиу Сетте Камара получил штраф в 5 секунд за превышение скорости в режиме жёлтых флагов (FCY)."
"Лидером стал Норман Нато, однако он не смог поддерживать высокий темп и пропустил вперёд Па Верляйна, пилот команды Porsche.","Лидером стал Норман Нато, однако он не смог поддерживать высокий темп и пропустил вперёд Паскаля Верляйна, пилот команды Porsche."
"↑ Себастьен Буэми получил штраф в 5 с за столкновение с Лукасом ди Грасси.","↑ Себастьен Буэми получил штраф в 5 секунд за столкновение с Лукасом ди Грасси."
"↑ Оливер Роуленд получил штраф в 5 с за столкновение с Ником Кэссиди.","↑ Оливер Роуленд получил штраф в 5 секунд за столкновение с Ником Кэссиди."
"↑ Алекс Линн получил штраф в 30 с за неиспользования режима атаки в третий раз.","↑ Алекс Линн получил штраф в 30 секунд за неиспользования режима атаки в третий раз."
"↑ Робин Фряйнс получил штрафы в 5 с за нарушения в режиме машины безопасности и 30 с за неиспользования режима атаки в третий раз.","↑ Робин Фряйнс получил штрафы в 5 секунд за нарушения в режиме машины безопасности и 30 секунд за неиспользования режима атаки в третий раз."
"Анна Эйскоу (англ. Hannah Ayscough; 1623, Маркет Овертон, Ратленд — 1679, Стамфорд, Линкольншир) — мать физика, математика, механика и астронома Исаака Н.","Анна Эйскоу (англ. Hannah Ayscough; 1623, Маркет Овертон, Ратленд — 1679, Стамфорд, Линкольншир) — мать физика, математика, механика и астронома Исаака Ньютона."
"В апреле 1642 года она вышла замуж за фермера Исаака Н (1606—1642), к-рый ум. вскоре после этого в октябре того же года, оставив её на пятом месяце беременности.","В апреле 1642 года она вышла замуж за фермера Исаака Ньютона (1606—1642), который умер вскоре после этого в октябре того же года, оставив её на пятом месяце беременности."
"Три месяца спустя у неё род. сын Исаак Н (1643—1727) и назвала его в честь своего отца, к-рый посмертно стал её единственным ребенком и впосл. стал знаменитым учёным.","Три месяца спустя у неё родился сын Исаак Ньютон (1643—1727) и назвала его в честь своего отца, который посмертно стал её единственным ребенком и впоследствии стал знаменитым учёным."
"Поскольку отец Исаака Н был фермером, его мать надеялась, что однажды он станет фермером.","Поскольку отец Исаака Ньютона был фермером, его мать надеялась, что однажды он станет фермером."
"Но Исаак Н проявил мало склонности к сельскохозяйственным работам, в чем совр. физика никогда его не упрекнет.","Но Исаак Ньютон проявил мало склонности к сельскохозяйственным работам, в чем современная физика никогда его не упрекнет."
"Исаак Н затаил сильное негодование на свою мать, к-рый не заботилась о нём в детстве и не посещала его школу, больше заинтересованную в его ферме, чем она.","Исаак Ньютон затаил сильное негодование на свою мать, которая не заботилась о нём в детстве и не посещала его школу, больше заинтересованную в его ферме, чем она."
"Лучший результат сезона в мире в секторе для прыжка в длину у женщин показала Людмила Галкина, улетевшая в лучшей попытке на 7 м ровно.","Лучший результат сезона в мире в секторе для прыжка в длину у женщин показала Людмила Галкина, улетевшая в лучшей попытке на 7 метров ровно."
"Первая четвёрка атлетов на дистанции 400 м у мужчин пробежала её быстрее 47 с, тем самым обозначив неплохие перспективы эстафетной команды на грядущем чемпионате мира.","Первая четвёрка атлетов на дистанции 400 метров у мужчин пробежала её быстрее 47 секунд, тем самым обозначив неплохие перспективы эстафетной команды на грядущем чемпионате мира."
"При этом новый чемпион России Борис Горбань и ставший третьим Руслан Мащенко являются прежде всего специалистами в беге на 400 м с барьерами.","При этом новый чемпион России Борис Горбань и ставший третьим Руслан Мащенко являются прежде всего специалистами в беге на 400 метров с барьерами."
"Новый рекорд чемпионатов страны оказался на счету Ольги Котляровой в беге на 400 м у женщин — 50,72.","Новый рекорд чемпионатов страны оказался на счету Ольги Котляровой в беге на 400 метров у женщин — 50,72."
"Результаты экстра-класса показали женщины на дистанции 800 м.","Результаты экстра-класса показали женщины на дистанции 800 метров."
"Личный рекорд в секторе для толкания ядра установил Павел Чумаченко, с огромным отрывом (более полутора м) от серебряного призёра завоевавший свой четвёртый нац. титул в помещении.","Личный рекорд в секторе для толкания ядра установил Павел Чумаченко, с огромным отрывом (более полутора метров) от серебряного призёра завоевавший свой четвёртый национальный титул в помещении."
"д. находится в северо-восточной части Тверской области, в зоне хвойно-широколиственных лесов, в пределах Моложской зандровой низины, к востоку от автодороги 28Н-0980, на расстоянии примерно 19 км (по прямой) к югу от Максатихи, административного центра района.","Деревня находится в северо-восточной части Тверской области, в зоне хвойно-широколиственных лесов, в пределах Моложской зандровой низины, к востоку от автодороги 28Н-0980, на расстоянии примерно 19 километров (по прямой) к югу от Максатихи, административного центра района."
"Согласно надписи Шапура I «Res Gestae Divi Saporis» на «Каабе Зороастра» в начале 244 года рим. и сасанидская армии встретились близ города Массис (совр. Эль-Фаллуджа в Ираке, в 64 км к западу от Багдада).","Согласно надписи Шапура I «Res Gestae Divi Saporis» на «Каабе Зороастра» в начале 244 года римская и сасанидская армии встретились близ города Массис (современная Эль-Фаллуджа в Ираке, в 64 километрах к западу от Багдада)."
"Гц Ильи́ч Лихтенште́йн (род. 27 мая 1934, Арзамас) — сов., израильский и рос. физико-химик, д. х. н. (1971), профессор Университета им. Бен Гуриона (Израиль, 1992)","Герц Ильи́ч Лихтенште́йн (род. 27 мая 1934, Арзамас) — советский, израильский и российский физико-химик, доктор химических наук (1971), профессор Университета им. Бен Гуриона (Израиль, 1992)"
"Сборная России вырвала серебро у хозяев соревнований лишь в заключительной дисциплине, мужском беге на 1500 м (итоговый проигрыш эстонцев составил всего 5 очков).","Сборная России вырвала серебро у хозяев соревнований лишь в заключительной дисциплине, мужском беге на 1500 метров (итоговый проигрыш эстонцев составил всего 5 очков)."
"По словам источника, аппарат рассчитывают вывести на геосинхронную орбиту наклонением 35-40 °, что обеспечит круглосуточную связь с обсерваторией.","По словам источника, аппарат рассчитывают вывести на геосинхронную орбиту наклонением 35-40 градусов, что обеспечит круглосуточную связь с обсерваторией."
"Использована схема Ричи-Кретьена, фокусное расстояние 17 м, поле зрения — 30 угловых минут.","Использована схема Ричи-Кретьена, фокусное расстояние 17 метров, поле зрения — 30 угловых минут."
"При этом производились выстрелы металлическими частицами весом 0,3 г со скоростью 8 км в с из легкогазовой пушки по разрабатываемым преградам.","При этом производились выстрелы металлическими частицами весом 0,3 грамма со скоростью 8 км в секунду из легкогазовой пушки по разрабатываемым преградам."
"Обсерватория будет работать на гораздо большем удалении от Земли, чем телескоп «Хаббл» — на геосинхронной орбите с высотой ок. 35 тыс. км.","Обсерватория будет работать на гораздо большем удалении от Земли, чем телескоп «Хаббл» — на геосинхронной орбите с высотой около 35 тысяч километров."
"Игра отображается в 1080p со скоростью 30 кадров в с.","Игра отображается в 1080p со скоростью 30 кадров в секунду."
"В 2008 г он был вызван на Турнир в Тулоне, и забил там свой первый гол ударом с 30 м в ворота сборной Турции.","В 2008 году он был вызван на Турнир в Тулоне, и забил там свой первый гол ударом с 30 метров в ворота сборной Турции."
"Данки расположены в 12 км к востоку от Серпухова и в 4 км от федеральной трассы M2 «Крым» (98-й км).","Данки расположены в 12 километрах к востоку от Серпухова и в 4 километрах от федеральной трассы M2 «Крым» (98-й км)."
"Н — город в штате Айова, США.","Ньютон — город в штате Айова, США."
"Находится в центральной Айове, в 48 км восточнее столицы штата, города Де-Мойн.","Находится в центральной Айове, в 48 километрах восточнее столицы штата, города Де-Мойн."
"По данным Бюро переписи населения США Н имеет общую пл. в 28,98 квадратных км, водных ресурсов в черте населённого пункта не имеется.","По данным Бюро переписи населения США Ньютон имеет общую площадь в 28,98 квадратных километров, водных ресурсов в черте населённого пункта не имеется."
"Город расположен на высоте 290 м над уровнем моря.","Город расположен на высоте 290 метров над уровнем моря."
"Н был основан в 1850 г и получил статус города семь лет спустя.","Ньютон был основан в 1850 году и получил статус города семь лет спустя."
"Рост Н в конце XIX вв. был вызван развитием угольных шахт в регионе.","Рост Ньютона в конце XIX века был вызван развитием угольных шахт в регионе."
"Увольнения продолжались четыре года, а поглощение «Мэйтэга» компанией «Уирпул» поставило под вопрос дальнейшее пребывание корпорации в Н.","Увольнения продолжались четыре года, а поглощение «Мэйтэга» компанией «Уирпул» поставило под вопрос дальнейшее пребывание корпорации в Ньютоне."
"После закрытия производства 25 октября 2007 года, местное пр-во нач. разработку плана по диверсификации экономики Н.","После закрытия производства 25 октября 2007 года, местное правительство начало разработку плана по диверсификации экономики Ньютона."
"Но за следующие четыре года безработица в Н упала до 5 %.","Но за следующие четыре года безработица в Ньютоне упала до 5 %."
"В 2012 г гор. совет Н утвердил комплексный план «Будущее Н».","В 2012 году городской совет Ньютона утвердил комплексный план «Будущее Ньютона»."
"Каждое лето Н принимает фестиваль блюза «Bowlful of Blues», на котором выступают артисты со всей страны.","Каждое лето Ньютон принимает фестиваль блюза «Bowlful of Blues», на котором выступают артисты со всей страны."
"В Н располагается гоночная трасса «Айова Спидвей», ежегодно принимающая гонки серий NASCAR, IRL IndyCar и других.","В Ньютоне располагается гоночная трасса «Айова Спидвей», ежегодно принимающая гонки серий NASCAR, IRL IndyCar и других."
"На чемпионате мира 2019 принял участие в забеге в составе американского эстафетного квартета 4×100 м.","На чемпионате мира 2019 принял участие в забеге в составе американского эстафетного квартета 4×100 метров."
"с. находится в юго-восточной части Нижегородской области, в зоне хвойно-широколиственных лесов, к востоку от реки Шковерки, к западу от автодороги 22К-0046, на расстоянии приблизительно 15 км (по прямой) к северу от города Сергача, административного центра района.","Село находится в юго-восточной части Нижегородской области, в зоне хвойно-широколиственных лесов, к востоку от реки Шковерки, к западу от автодороги 22К-0046, на расстоянии приблизительно 15 километров (по прямой) к северу от города Сергача, административного центра района."
"Абсолютная выс. — 169 м над уровнем моря.","Абсолютная высота — 169 метров над уровнем моря."
"пл. муниципалитета равна 756,4 км², что составляет 1 % от общей площади штата, а наиб. высоко располож. поселение Лас-Сьенегас находится на высоте 1452 м.","Площадь муниципалитета равна 756,4 км², что составляет 1 % от общей площади штата, а наиболее высоко расположенное поселение Лас-Сьенегас находится на высоте 1452 метра."
"От количества повреждений, которые нанесли Думсдэю, зависит период времени его регенерации: если он был убит с минимальными повреждениями, то регенерировать будет всего пару с; если получит серьёзный ущерб, то регенерация может проходить неск. минут, а то и неск. часов; если же его убили, подобно тому, как это сделал Империекс, когда от него остался один скелет, то восстановление будет занимать тыс. лет.","От количества повреждений, которые нанесли Думсдэю, зависит период времени его регенерации: если он был убит с минимальными повреждениями, то регенерировать будет всего пару секунд; если получит серьёзный ущерб, то регенерация может проходить несколько минут, а то и несколько часов; если же его убили, подобно тому, как это сделал Империекс, когда от него остался один скелет, то восстановление будет занимать тысячи лет."
"д. находится на 135-м км автодороги М4 «Дон», практически на границе Тульской и Московской областей.","Деревня находится на 135-м километре автодороги М4 «Дон», практически на границе Тульской и Московской областей."
"1985 — с на подвиг — Сергей (нет в титрах)","1985 — Секунда на подвиг — Сергей (нет в титрах)"
"д. находится в южной части Псковской области, в зоне хвойно-широколиственных лесов, на юго-западном берегу озера Язно, на расстоянии примерно 42 км (по прямой) к западу от города Невеля, административного центра района.","Деревня находится в южной части Псковской области, в зоне хвойно-широколиственных лесов, на юго-западном берегу озера Язно, на расстоянии примерно 42 километров (по прямой) к западу от города Невеля, административного центра района."
"Абсолютная выс. — 156 м над уровнем моря.","Абсолютная высота — 156 метров над уровнем моря."
"В свои «виртуозные» берлинские гг. он играл сочинения Листа, Шопена и Вб.","В свои «виртуозные» берлинские годы он играл сочинения Листа, Шопена и Вебера."
"По воспоминаниям К. Аррау и В. Горовица, слушавших Шнабеля в 1920-е, он играл Первый концерт и Вторую сонату Шопена, Концертштюк фа минор, Вторую сонату и «Приглашение на танец» Вб.","По воспоминаниям К. Аррау и В. Горовица, слушавших Шнабеля в 1920-е, он играл Первый концерт и Вторую сонату Шопена, Концертштюк фа минор, Вторую сонату и «Приглашение на танец» Вебера."
"Самый быстрый гол: Андрей Егорычев («Урал») в матче с «Рубином», 24-й тур, 12-я с (21 апреля 2019 года)","Самый быстрый гол: Андрей Егорычев («Урал») в матче с «Рубином», 24-й тур, 12-я секунда (21 апреля 2019 года)"
"выс. аппарата — 3,12 м, размах развёрнутых солнечных батарей составляет 5,18 м.","Высота аппарата — 3,12 метров, размах развёрнутых солнечных батарей составляет 5,18 метров."
"с. Киргишаны расположено на реке Киргишан, в 6 км на в. от окружного центра — посёлка городского типа Бисерть.","Село Киргишаны расположено на реке Киргишан, в 6 километрах на восток от окружного центра — посёлка городского типа Бисерть."
"В 1 км южнее села проходит автодорога федерального значения Р242 Пермь – Екатеринбург.","В 1 километре южнее села проходит автодорога федерального значения Р242 Пермь – Екатеринбург."
"При этом, в первой дисциплине (нормальный трамплин/10 км) Спиллейн лидировал ещё за неск. сот м до финиша, но уже на последней прямой мощным спуртом его опередил Джейсон Лами-Шаппюи.","При этом, в первой дисциплине (нормальный трамплин/10 км) Спиллейн лидировал ещё за несколько сот метров до финиша, но уже на последней прямой мощным спуртом его опередил Джейсон Лами-Шаппюи."
"дл. моста - 330 м.","Длина моста - 330 метров."
"Жозеф Па Франсуа, 1908—1910","Жозеф Паскаль Франсуа, 1908—1910"
"В результате того, что самолёт одновременно отклонился от курса посадки и шёл ниже глиссады, при заходе на посадку в аэропорт города Белграда он столкнулся с горой Авала в 180 м от её вершины.","В результате того, что самолёт одновременно отклонился от курса посадки и шёл ниже глиссады, при заходе на посадку в аэропорт города Белграда он столкнулся с горой Авала в 180 метрах от её вершины."
"Для горшочных растений рекомендуется внесение полного удобрения (с микроэлементами) каждый полив (чайная ложка на 4,5 л).","Для горшочных растений рекомендуется внесение полного удобрения (с микроэлементами) каждый полив (чайная ложка на 4,5 литра)."
"За 23 дня гонщики преодолели 3034 км.","За 23 дня гонщики преодолели 3034 километра."
