question,answer
"Флаг утверждён 30 марта 2009 года и подлежит внесению в гос. геральдический регистр Российской Федерации.","Флаг утверждён 30 марта 2009 года и подлежит внесению в Государственный геральдический регистр Российской Федерации."
"«Флаг муниципального образования „Дахадаевский р-н“ Республики Дагестан представляет собой прямоугольное полотнище с соотношением ширины к длине 2:3, воспроизводящее сокращённую композицию герба района: в центре парит зол. орёл, удерживающий в лапах зол. кинжал в ножнах; левое верхнее поле синего цвета; правое нижнее поле зелёного цвета; с левого нижнего угла в направлении верхнего правого угла проходит белая полоса, равная 1/6 части полотнища».","«Флаг муниципального образования „Дахадаевский район“ Республики Дагестан представляет собой прямоугольное полотнище с соотношением ширины к длине 2:3, воспроизводящее сокращённую композицию герба района: в центре парит золотой орёл, удерживающий в лапах золотой кинжал в ножнах; левое верхнее поле синего цвета; правое нижнее поле зелёного цвета; с левого нижнего угла в направлении верхнего правого угла проходит белая полоса, равная 1/6 части полотнища»."
"Центральной фигурой флага является зол. орёл, держащий в лапах кинжал в ножнах.","Центральной фигурой флага является золотой орёл, держащий в лапах кинжал в ножнах."
"р-н славен мастерами — изготовителями кинжалов (Кубачи, Харбук, Амузги).","Район славен мастерами — изготовителями кинжалов (Кубачи, Харбук, Амузги)."
"Конвенция по сохранению мигрирующих видов диких животных (также изв. как CMS или Боннская конвенция , не путать с Боннским соглашением) ставит своей целью сохранение наземных и морских мигрирующих животных, а также мигрирующих птиц по всему их ареалу.","Конвенция по сохранению мигрирующих видов диких животных (также известная как CMS или Боннская конвенция , не путать с Боннским соглашением) ставит своей целью сохранение наземных и морских мигрирующих животных, а также мигрирующих птиц по всему их ареалу."
"Это междунар. договор, заключённый в рамках Программы ООН по окружающей среде, направленный на сохранение живой природы и ареалов животных в глобальном масштабе.","Это международный договор, заключённый в рамках Программы ООН по окружающей среде, направленный на сохранение живой природы и ареалов животных в глобальном масштабе."
"Со времени вступления Конвенции в силу кол-во её участников постепенно возрастало, и сейчас составляет более 100 стран Африки, Центральной и Южной Америки, Азии, Европы и Океании.","Со времени вступления Конвенции в силу количество её участников постепенно возрастало, и сейчас составляет более 100 стран Африки, Центральной и Южной Америки, Азии, Европы и Океании."
"Конвенция была подписана в 1979 г в городе Бонне, и вступила в силу в 1983 г.","Конвенция была подписана в 1979 году в городе Бонне, и вступила в силу в 1983 году."
"гос-ва Конвенции прилагают максимальные усилия по защите этих видов животных, сохранению и восстановлению мест их обитания, сокращению препятствий к миграции и контролю других факторов, могущих оказать негативное влияние на данные виды.","Государства Конвенции прилагают максимальные усилия по защите этих видов животных, сохранению и восстановлению мест их обитания, сокращению препятствий к миграции и контролю других факторов, могущих оказать негативное влияние на данные виды."
"Мигрирующие виды, которым нужно или которым было бы полезно междунар. сотр-во, опубликованы в Приложении II.","Мигрирующие виды, которым нужно или которым было бы полезно международное сотрудничество, опубликованы в Приложении II."
"Конвенция поддерживает гос-ва ареала данных видов к заключению региональных и глобальных Соглашений.","Конвенция поддерживает государства ареала данных видов к заключению региональных и глобальных Соглашений."
"неск. Соглашений было заключено в рамках Конвенции.","Несколько Соглашений было заключено в рамках Конвенции."
"ластоногие в Ваттовом м. (Соглашение по Ваттовому морю)","ластоногие в Ваттовом море (Соглашение по Ваттовому морю)"
"неск. Меморандумов о взаимопонимании (МоВ) было заключено в рамках Конвенции.","Несколько Меморандумов о взаимопонимании (МоВ) было заключено в рамках Конвенции."
"Органом, принимающим решения в рамках Конвенции, является конф. Сторон, пост. Комитет обеспечивает полит. и адм. рук-во между заседаниями Конференции Сторон.","Органом, принимающим решения в рамках Конвенции, является Конференция Сторон, Постоянный Комитет обеспечивает политическое и административное руководство между заседаниями Конференции Сторон."
"науч. Совет состоит из экспертов, назначаемых самими странами-участницами Конвенции и Конференцией Партий и даёт консультации по техническим и научным вопросам.","Научный Совет состоит из экспертов, назначаемых самими странами-участницами Конвенции и Конференцией Партий и даёт консультации по техническим и научным вопросам."
"В 2024 г конф. Сторон Боннской конвенции впервые пройдёт в Центральной Азии, в г. Самарканде (Узбекистан).","В 2024 году Конференция Сторон Боннской конвенции впервые пройдёт в Центральной Азии, в г. Самарканде (Узбекистан)."
"Общее кол-во курганов — ок. 70.","Общее количество курганов — около 70."
"Раскопки проводились в группах I и II в 1937 гг экспедицией Саратовского госуниверситета под руководством И. В. Синицына и в 1991—2001 гг экспедицией Волгоградского государственного университета под руководством И. В. Сергацкова.","Раскопки проводились в группах I и II в 1937 годах экспедицией Саратовского госуниверситета под руководством И. В. Синицына и в 1991—2001 годах экспедицией Волгоградского государственного университета под руководством И. В. Сергацкова."
"В них исследованы погребения эпохи ранней (ямная культурно-историч. общность), средней (катакомбная и полтавкинская культурно-историч. общность), поздней (срубная культурно-историч. общность) бронзы (III—II тысячелетия до нашей эры).","В них исследованы погребения эпохи ранней (ямная культурно-историческая общность), средней (катакомбная и полтавкинская культурно-историческая общность), поздней (срубная культурно-историческая общность) бронзы (III—II тысячелетия до нашей эры)."
"В одном из погребений I вв. нашей эры найдены бронз. италийская посуда и золотые украшения.","В одном из погребений I века нашей эры найдены бронзовая италийская посуда и золотые украшения."
"неск. курганов относились к эпохе раннего средневековья и зол. Орды, в одном из таких погребений найдены золотые украшения.","Несколько курганов относились к эпохе раннего средневековья и Золотой Орды, в одном из таких погребений найдены золотые украшения."
"Сергацков И. В. Авилов // археологич. энциклопедия Волгоградской области [Текст] / Волгогр. гос. ун-т ; редсовет: А. С. Скрипкин (гл. ред.) [и др.].","Сергацков И. В. Авилов // Археологическая энциклопедия Волгоградской области [Текст] / Волгогр. гос. ун-т ; редсовет: А. С. Скрипкин (гл. ред.) [и др.]."
"Синицын, И. В. Археологические памятники в низовьях р. Иловля // Учёные зап. СГУ.","Синицын, И. В. Археологические памятники в низовьях р. Иловля // Учёные записки СГУ."
"— Волгоград : изд-во ВолГУ, 2000.","— Волгоград : Издательство ВолГУ, 2000."
"Сергацков, И. В. Курганы у хутора Авилов в низовьях реки Иловли // мат-лы по археологии Волго-Донских степей : сб. ст. — Волгоград : ВолГУ, 2004.","Сергацков, И. В. Курганы у хутора Авилов в низовьях реки Иловли // Материалы по археологии Волго-Донских степей : сб. ст. — Волгоград : ВолГУ, 2004."
"Расположен в 63 км к западу от Лилля и в 38 км к юго-востоку от Кале, в 6 км от автомагистрали А26 «Англия», на берегу реки А. На правом берегу реки А находится ж.-д. станция Сент-Омер линии Лилль-Кале.","Расположен в 63 км к западу от Лилля и в 38 км к юго-востоку от Кале, в 6 км от автомагистрали А26 «Англия», на берегу реки А. На правом берегу реки А находится железнодорожная станция Сент-Омер линии Лилль-Кале."
"нас. (2018) — 14 726 чел.","Население (2018) — 14 726 человека."
"Пипин Короткий, сместив с престола последнего из Меровингов, Хильдерика III, отправил его доживать свой в. в Сент-Омере.","Пипин Короткий, сместив с престола последнего из Меровингов, Хильдерика III, отправил его доживать свой век в Сент-Омере."
"Из более ранних памятников уцелел быв. собор, ныне базилика Нотр-Дам; он возводился с XIII по XV вв. в готическом стиле.","Из более ранних памятников уцелел бывший собор, ныне базилика Нотр-Дам; он возводился с XIII по XV века в готическом стиле."
"В центре города установлен пам. отважной Жаклин Робен, к-рый доставляла горожанам провизию в 1711 г, когда Сент-Омер осаждали герцог Мальборо и Евгений Савойский.","В центре города установлен памятник отважной Жаклин Робен, которая доставляла горожанам провизию в 1711 году, когда Сент-Омер осаждали герцог Мальборо и Евгений Савойский."
"Монахи Сен-Бертенской обители в т. н. Бертинских анналах сохранили первое датированное упоминание о руси — народе, чьи представители посетили императорский двор в 839 г.","Монахи Сен-Бертенской обители в т. н. Бертинских анналах сохранили первое датированное упоминание о руси — народе, чьи представители посетили императорский двор в 839 году."
"ок. 1121 года учёный монах Сен-Бертенского аббатства Ламберт из Сент-Омера составил «Цветистую книгу» (лат. Liber Floridus) — универсальную энциклопедию, помимо богословских, естественнонаучных и географических знаний, заключающие в себе хронику по истории Фландрии.","Около 1121 года учёный монах Сен-Бертенского аббатства Ламберт из Сент-Омера составил «Цветистую книгу» (лат. Liber Floridus) — универсальную энциклопедию, помимо богословских, естественнонаучных и географических знаний, заключающие в себе хронику по истории Фландрии."
"Кафедральный собор Нотр-Дам XIII—XIV вв. с колоссальной статуей Христа и кенотафом Святого Омера, в честь которого назван город","Кафедральный собор Нотр-Дам XIII—XIV века с колоссальной статуей Христа и кенотафом Святого Омера, в честь которого назван город"
"Готическая церковь Святого Дионисия XIII вв.","Готическая церковь Святого Дионисия XIII века"
"Церковь Гроба Господня XIV вв.","Церковь Гроба Господня XIV века"
"Остатки крепостных стен и укреплений Вобана, снесенных в конце XIX вв.","Остатки крепостных стен и укреплений Вобана, снесенных в конце XIX века"
"Здание мэрии, в котором также располагается художеств. гал. и театр","Здание мэрии, в котором также располагается художественная галерея и театр"
"Отель Кольбер, в наст. время занятый археологическим музеем","Отель Кольбер, в настоящее время занятый археологическим музеем"
"Основанный иезуитами англ колледж, ныне ч. Лицея Александра Рибо","Основанный иезуитами Английский колледж, ныне часть Лицея Александра Рибо"
"В городе работают неск. предприятий пищевой и текстильной промышленности, в т. числе пивоварня, где производится фирменное пиво «Сент-Омер».","В городе работают несколько предприятий пищевой и текстильной промышленности, в том числе пивоварня, где производится фирменное пиво «Сент-Омер»."
"стр-во — 5,4 %","строительство — 5,4 %"
"Среднегодовой доход на 1 чел., евро (2018) — 16 730 (Франция в целом — 21 730, департамент Па-де-Кале — 19 200).","Среднегодовой доход на 1 человека, евро (2018) — 16 730 (Франция в целом — 21 730, департамент Па-де-Кале — 19 200)."
"Пост мэра Сент-Омера с 2014 года возглавляет чл. партии Союз демократов и независимых Франсуа Декостер (François Decoster), вице-президент Совета региона О-де-Франс.","Пост мэра Сент-Омера с 2014 года возглавляет член партии Союз демократов и независимых Франсуа Декостер (François Decoster), вице-президент Совета региона О-де-Франс."
"Жозеф Каванту (1795—1877) — франц. химик и фармацевт, один из основателей химии алкалоидов.","Жозеф Каванту (1795—1877) — французский химик и фармацевт, один из основателей химии алкалоидов."
"Жозеф Лиувилль (1809—1882) — франц. математик","Жозеф Лиувилль (1809—1882) — французский математик"
"Альфонс де Невиль (1836—1885) — франц. худ.-баталист","Альфонс де Невиль (1836—1885) — французский художник-баталист"
"Александр Рибо (1842—1923) — франц. политик и гос. деятель, неоднократно возглавлял кабинет министров Франции","Александр Рибо (1842—1923) — французский политик и государственный деятель, неоднократно возглавлял кабинет министров Франции"
"Лазар-Ипполит Карно (1801—1888) — франц. полит. деятель, брат знаменитого ученого, основателя термодинамики Сади Карно и отец будущего президента, также Сади Карно (назван в честь дяди)","Лазар-Ипполит Карно (1801—1888) — французский политический деятель, брат знаменитого ученого, основателя термодинамики Сади Карно и отец будущего президента, также Сади Карно (назван в честь дяди)"
"Фредерик Лодеон (1952) — франц. виолончелист, дирижёр и радиоведущий","Фредерик Лодеон (1952) — французский виолончелист, дирижёр и радиоведущий"
"Франсуа Шифляр (1825—1901) — франц. худ. и гравёр.","Франсуа Шифляр (1825—1901) — французский художник и гравёр."
"Убытки, нанесённые их нападениями помещикам, исчислялись в 12 млн руб.","Убытки, нанесённые их нападениями помещикам, исчислялись в 12 млн рублей."
"назв. движения появилось внутри него и впервые опубликовано в начале 1906 года в прессе, став общепринятым и понятным в обществе.","Название движения появилось внутри него и впервые опубликовано в начале 1906 года в прессе, став общепринятым и понятным в обществе."
"Были сформированы боевые технические группы, проявившие себя впосл. по всей Российской империи.","Были сформированы боевые технические группы, проявившие себя впоследствии по всей Российской империи."
"Всего этим движением было охвачено до 10 тыс. чел.","Всего этим движением было охвачено до 10 тыс. человек."
"Движение «лесных братьев» в латышской части генерал-губернаторства возглавлял назначенный ЦК ЛСДРП быв. учитель Юлиан Кажмер.","Движение «лесных братьев» в латышской части генерал-губернаторства возглавлял назначенный ЦК ЛСДРП бывший учитель Юлиан Кажмер."
"Восставшие руководствовались «Уставом „лесных братьев“» (по данным полиции напечатано 10 тыс. экз.) и для пропаганды своих взглядов в массах использовали «Извещение о целях движения „лесных братьев“».","Восставшие руководствовались «Уставом „лесных братьев“» (по данным полиции напечатано 10 тыс. экземпляров) и для пропаганды своих взглядов в массах использовали «Извещение о целях движения „лесных братьев“»."
"По официальным данным весной—осенью участниками партизанского движения было совершено 211 убийств и покушений, 57 поджогов имений, 372 нападения на волостные управления, почту, казённые учреждения, повреждения телефонных и телеграфных линий, разрушения железнодорожного полотна и крушения поездов, ок. 500 экспроприаций.","По официальным данным весной—осенью участниками партизанского движения было совершено 211 убийств и покушений, 57 поджогов имений, 372 нападения на волостные управления, почту, казённые учреждения, повреждения телефонных и телеграфных линий, разрушения железнодорожного полотна и крушения поездов, около 500 экспроприаций."
"Иногда взломанные сейфы оказывались пустыми, но случались и крупные удачи: так, по сообщению окружному прокурору от 11 января 1906 года в управе Леневардена было украдено 20 тыс. руб. (средняя зарплата подённого рабочего в то время составляла 7-15 руб. в месяц).","Иногда взломанные сейфы оказывались пустыми, но случались и крупные удачи: так, по сообщению окружному прокурору от 11 января 1906 года в управе Леневардена было украдено 20 тысяч рублей (средняя зарплата подённого рабочего в то время составляла 7-15 рублей в месяц)."
"«Лесные бр.» также грабили кабаки, дома старост, лесников, священников, при этом не слишком отличаясь от банд обычных преступников и наводя ужас на нас.","«Лесные братья» также грабили кабаки, дома старост, лесников, священников, при этом не слишком отличаясь от банд обычных преступников и наводя ужас на население."
"Одним из наиб. активных в Лифляндии был отряд из 30 чел. под руководством Яниса Лиепиньша (псевд. Стенька), действовавший в окрестностях Леневардена и Мадлиены летом и осенью 1905 года.","Одним из наиболее активных в Лифляндии был отряд из 30 человек под руководством Яниса Лиепиньша (псевдоним Стенька), действовавший в окрестностях Леневардена и Мадлиены летом и осенью 1905 года."
"мат-лы следственного дела говорят о т., что по предложению Лиепиньша были застрелены взятые в плен 27 ноября 1905 года пом. уездного предводителя Рижского уезда фон Петерсон, писарь Максимович и три черкеса.","Материалы следственного дела говорят о том, что по предложению Лиепиньша были застрелены взятые в плен 27 ноября 1905 года помощник уездного предводителя Рижского уезда фон Петерсон, писарь Максимович и три черкеса."
"Осенью 1906 года Лиепиньш отправился в Петербург, оттуда в вел. княжество Финляндское и в конце концов в США, где принимал участие в учредительном съезде Компартии США.","Осенью 1906 года Лиепиньш отправился в Петербург, оттуда в Великое княжество Финляндское и в конце концов в США, где принимал участие в учредительном съезде Компартии США."
"Отряды «лесных братьев» активно действовали до дек. 1906 года, когда они были ликвидированы по решению социал-демократов.","Отряды «лесных братьев» активно действовали до декабря 1906 года, когда они были ликвидированы по решению социал-демократов."
"Днем нельзя было никуда показаться, а если куда-то выходили что купить, мн. толстые мамаши не хотели дать нам еды.","Днем нельзя было никуда показаться, а если куда-то выходили что купить, многие толстые мамаши не хотели дать нам еды."
"В 1906-08 гг на Урале также действовали боевые группы, называвшие себя «лесными братьями», но они, как правило, носили внепартийный характер, хотя и имели в своих рядах членов революционных партий.","В 1906-08 годах на Урале также действовали боевые группы, называвшие себя «лесными братьями», но они, как правило, носили внепартийный характер, хотя и имели в своих рядах членов революционных партий."
"наиб. известными из «лесных братьев» Урала были лбовцы и давыдовцы, ставшие впосл. героями повестей А. Гайдара «Жизнь ни во что (Лбовщина)» — 1926 года и «Лесные бр. (Давыдовщина)» — 1927 года.","Наиболее известными из «лесных братьев» Урала были лбовцы и давыдовцы, ставшие впоследствии героями повестей А. Гайдара «Жизнь ни во что (Лбовщина)» — 1926 года и «Лесные братья (Давыдовщина)» — 1927 года."
"Известны так же малочисленные группы с подобным самоназванием и в других регионах Российской империи, напр., в Орловской губернии.","Известны так же малочисленные группы с подобным самоназванием и в других регионах Российской империи, например, в Орловской губернии."
"рев. 1905 года в Латвии","Революция 1905 года в Латвии"
"Лесные бр.","Лесные братья"
"27 апреля 1972, Баотоу, Внутренняя Монголия) — австр. игрок в настольный теннис китайского происхождения, призёр чемпионатов Европы.","27 апреля 1972, Баотоу, Внутренняя Монголия) — австрийский игрок в настольный теннис китайского происхождения, призёр чемпионатов Европы."
"род. в 1972 г в Автономном районе Внутренняя Монголия (КНР).","Родился в 1972 году в Автономном районе Внутренняя Монголия (КНР)."
"В 2002 г на чемпионате Европы стал обладателем бронзовых медалей в смешанном парном разряде и в составе команды.","В 2002 году на чемпионате Европы стал обладателем бронзовых медалей в смешанном парном разряде и в составе команды."
"В 2004 г принял участие в Олимпийских играх в Афинах, но наград не завоевал.","В 2004 году принял участие в Олимпийских играх в Афинах, но наград не завоевал."
"В 2008 г принял участие в Олимпийских играх в Пекине, где австр. мужская сборная по настольному теннису заняла 4-е место.","В 2008 году принял участие в Олимпийских играх в Пекине, где австрийская мужская сборная по настольному теннису заняла 4-е место."
"В 2012 г принял участие в Олимпийских играх в Лондоне, но наград не завоевал.","В 2012 году принял участие в Олимпийских играх в Лондоне, но наград не завоевал."
"Андрей Вячеславович Саврасов (род. 30 ноября 2000, Оренбург, Россия) — рос. профессиональный баскетболист, играющий на позиции тяжёлого форварда.","Андрей Вячеславович Саврасов (род. 30 ноября 2000, Оренбург, Россия) — российский профессиональный баскетболист, играющий на позиции тяжёлого форварда."
"бронз. призёр ДЮБЛ: 2016/2017","Бронзовый призёр ДЮБЛ: 2016/2017"
"По оценкам разработчиков, в течение ближайших двух лет прибор проработает в общей сложности ок. 10 часов.","По оценкам разработчиков, в течение ближайших двух лет прибор проработает в общей сложности около 10 часов."
"На первом этапе будет проверяться функционирование прибора, на втором этапе прибор будет работать в различных атмосферных условиях, напр., в разное время суток и в разные сезоны.","На первом этапе будет проверяться функционирование прибора, на втором этапе прибор будет работать в различных атмосферных условиях, например, в разное время суток и в разные сезоны."
"Результаты работы прибора на Марсе включают период с февраля по дек. 2021 года, за это время было проведено семь рабочих сеансов, общей продолжительностью 8,81 часа.","Результаты работы прибора на Марсе включают период с февраля по декабрь 2021 года, за это время было проведено семь рабочих сеансов, общей продолжительностью 8,81 часа."
"уч. предполагают, что прибор будет сохранять начальную скорость генерации кислорода как минимум 60 рабочих циклов на Марсе.","Ученые предполагают, что прибор будет сохранять начальную скорость генерации кислорода как минимум 60 рабочих циклов на Марсе."
"По оценкам НАСА, экипажу из 4 чел. потребуется 1 тонна кислорода на 1 г для дыхания и 25 тонн кислорода в качестве окислителя ракетного топлива.","По оценкам НАСА, экипажу из 4 человек потребуется 1 тонна кислорода на 1 год для дыхания и 25 тонн кислорода в качестве окислителя ракетного топлива."
"Ви́ктор Ива́нович Гри́шин (16 ноября 1936, Борисов, белорус. ССР, СССР — 22 мая 2018, Смоленск, Россия) — сов. и рос. военачальник, генерал-полковник (1987).","Ви́ктор Ива́нович Гри́шин (16 ноября 1936, Борисов, Белорусская ССР, СССР — 22 мая 2018, Смоленск, Россия) — советский и российский военачальник, генерал-полковник (1987)."
"Виктор Иванович Гришин род. в семье бывшего политрука эскадрона Первой Конной Армии С. М. Будённого.","Виктор Иванович Гришин родился в семье бывшего политрука эскадрона Первой Конной Армии С. М. Будённого."
"В 1954 г окончил Новгородскую среднюю школу № 2.","В 1954 году окончил Новгородскую среднюю школу № 2."
"Поступил и успешно окончил в 1957 г Саратовское танковое уч-ще с присвоением первичного офицерского звания «лейтенант».","Поступил и успешно окончил в 1957 году Саратовское танковое училище с присвоением первичного офицерского звания «лейтенант»."
