question,answer
"В сентябре 2009 года Tet объявил об увеличении пропускной способности своей оптоволоконной сети до 500 мегабит в с.","В сентябре 2009 года Tet объявил об увеличении пропускной способности своей оптоволоконной сети до 500 мегабит в секунду."
"с. находится в юго-восточной части края, на правом берегу реки Ирба (приток реки Туба), близи места впадения в неё реки Березовка, на расстоянии приблизительно 4 км (по прямой) к северо-востоку от посёлка городского типа Курагино, административного центра района.","Село находится в юго-восточной части края, на правом берегу реки Ирба (приток реки Туба), близи места впадения в неё реки Березовка, на расстоянии приблизительно 4 километров (по прямой) к северо-востоку от посёлка городского типа Курагино, административного центра района."
"Абсолютная выс. — 304 м над уровнем моря.","Абсолютная высота — 304 метра над уровнем моря."
"с. расположено в северо-западной части области, вблизи государственной границы с Казахстаном, на правом берегу одноимённой реки, на расстоянии приблизительно 18 км (по прямой) к северо-северо-западу (NNW) от города Каинды, административного центра района.","Село расположено в северо-западной части области, вблизи государственной границы с Казахстаном, на правом берегу одноимённой реки, на расстоянии приблизительно 18 километров (по прямой) к северо-северо-западу (NNW) от города Каинды, административного центра района."
"Абсолютная выс. — 626 м над уровнем моря.","Абсолютная высота — 626 метров над уровнем моря."
"Мэтисон была первой футболисткой североамериканской сборной, к-рый исполняла удар с 11 м.","Мэтисон была первой футболисткой североамериканской сборной, которая исполняла удар с 11 метров."
"Начиная с Олимпийских игр 1956 года, когда были добавлены соревнования по спортивной ходьбе на 20 км, изменений в программу соревнований по лёгкой атлетики на Олимпийских играх у мужчин не вносилось.","Начиная с Олимпийских игр 1956 года, когда были добавлены соревнования по спортивной ходьбе на 20 километров, изменений в программу соревнований по лёгкой атлетики на Олимпийских играх у мужчин не вносилось."
"Исключение составляет лишь спортивная ходьба на 50 км не проводимая в рамках Олимпийских игр 1976 года (ИААФ провела чемпионат мира по данной дисциплине в сентябре 1976 года, спортивная ходьба на 50 км вернулась в программу на Олимпийских играх 1980 года).","Исключение составляет лишь спортивная ходьба на 50 километров не проводимая в рамках Олимпийских игр 1976 года (ИААФ провела чемпионат мира по данной дисциплине в сентябре 1976 года, спортивная ходьба на 50 километров вернулась в программу на Олимпийских играх 1980 года)."
"Из различий: только мужчины соревнуются в ходьбе на 50 км, женщины соревнуются в семиборье, в то время как мужчины в десятиборье, женщины бегут дистанцию 100 м с барьерами, а мужчины — 110 м с барьерами.","Из различий: только мужчины соревнуются в ходьбе на 50 км, женщины соревнуются в семиборье, в то время как мужчины в десятиборье, женщины бегут дистанцию 100 метров с барьерами, а мужчины — 110 метров с барьерами."
"На играх он прыгнул на 8,90 м, установив как олимпийский, так и мир. рекорд, улучшив действующий рекорд на 54 см.","На играх он прыгнул на 8,90 метра, установив как олимпийский, так и мировой рекорд, улучшив действующий рекорд на 54 см."
"Обычно инкан представляет собой стержень диаметром от 25 до 75 мм.","Обычно инкан представляет собой стержень диаметром от 25 до 75 миллиметров."
"Монета изготовлена из серебра 925-й пробы тиражом 1500 экз. и весом 155,5 г.","Монета изготовлена из серебра 925-й пробы тиражом 1500 экземпляров и весом 155,5 грамма."
"с. расположено в юго-восточной части области, к югу от реки Чангет, на расстоянии приблизительно 12 км (по прямой) к востоко-юго-востоку от села Сузак, административного центра района.","Село расположено в юго-восточной части области, к югу от реки Чангет, на расстоянии приблизительно 12 километров (по прямой) к востоко-юго-востоку от села Сузак, административного центра района."
"Абсолютная выс. — 772 м над уровнем моря.","Абсолютная высота — 772 метра над уровнем моря."
"д. находится в южной части Тверской области, в зоне хвойно-широколиственных лесов, в пределах южной части Валдайской возвышенности, на левом берегу реки Марайки, при автодороге 28Н-1343, на расстоянии примерно 35 км (по прямой) к северо-западу от города Ржева, административного центра района.","Деревня находится в южной части Тверской области, в зоне хвойно-широколиственных лесов, в пределах южной части Валдайской возвышенности, на левом берегу реки Марайки, при автодороге 28Н-1343, на расстоянии примерно 35 километров (по прямой) к северо-западу от города Ржева, административного центра района."
"Максимальное сближение кораблей составило порядка 30 см.","Максимальное сближение кораблей составило порядка 30 сантиметров."
"На площади есть многолетние деревья, среди которых выделяется растение, которому больше чем сто лет — Eritrina falcata, чей ствол достигает ок. м в диаметре.","На площади есть многолетние деревья, среди которых выделяется растение, которому больше чем сто лет — Eritrina falcata, чей ствол достигает около метра в диаметре."
"с. расположено в юго-западной части области, в высокогорной зоне, на левом берегу реки Кек-Суу, на расстоянии приблизительно 10 км (по прямой) к западо-северо-западу от села Дараут-Курган, административного центра района.","Село расположено в юго-западной части области, в высокогорной зоне, на левом берегу реки Кек-Суу, на расстоянии приблизительно 10 километров (по прямой) к западо-северо-западу от села Дараут-Курган, административного центра района."
"д. находится в северо-восточной части области, в подзоне южной тайги, на правом берегу реки Еломзы, к западу от автодороги 78Н-0309, на расстоянии примерно 10 км (по прямой) к северо-востоку от города Любима, административного центра района.","Деревня находится в северо-восточной части области, в подзоне южной тайги, на правом берегу реки Еломзы, к западу от автодороги 78Н-0309, на расстоянии примерно 10 километров (по прямой) к северо-востоку от города Любима, административного центра района."
"Абсолютная выс. — 128 м над уровнем моря.","Абсолютная высота — 128 метров над уровнем моря."
"Годовое кол-во атмосферных осадков составляет 641 мм, из которых большая ч. (ок. 70 %) выпадает в тёплый период.","Годовое количество атмосферных осадков составляет 641 миллиметр, из которых большая часть (около 70 %) выпадает в тёплый период."
"Впервые прислали своих делегатов на крупнейший спортивный форум мира Албания, Верхняя В, Габон, Дагомея, Корейская Народно-демокр. респ. (её представители стартовали до этого на зимних Олимпийских играх 1964 и 1972 годов), Лесото, Малави, Саудовская Аравия, Свазиленд, Сомали и Того.","Впервые прислали своих делегатов на крупнейший спортивный форум мира Албания, Верхняя Вольта, Габон, Дагомея, Корейская Народно-Демократическая Республика (её представители стартовали до этого на зимних Олимпийских играх 1964 и 1972 годов), Лесото, Малави, Саудовская Аравия, Свазиленд, Сомали и Того."
"Он победил на дистанциях 100 и 200 м вольным стилем, 100 и 200 м баттерфляем и в трёх эстафетах: 4×100 м и 4×200 м вольным стилем и в комбинированной — 4×100 м причём во всех стартах были установлены мировые рекорды.","Он победил на дистанциях 100 и 200 метров вольным стилем, 100 и 200 метров баттерфляем и в трёх эстафетах: 4×100 метров и 4×200 метров вольным стилем и в комбинированной — 4×100 метров причём во всех стартах были установлены мировые рекорды."
"Две золотые медали завоевал фин. легкоатлет Лассе Вирен в беге на 5000 и 10 000 м.","Две золотые медали завоевал финский легкоатлет Лассе Вирен в беге на 5000 и 10 000 метров."
"Причём в беге на 10 000 м Вирен на половине дистанции упал, поднялся и смог финишировать первым, установив мир. рекорд — 27 мин 38,4 сек","Причём в беге на 10 000 метров Вирен на половине дистанции упал, поднялся и смог финишировать первым, установив мировой рекорд — 27 мин 38,4 сек"
"Последние, имея длину ок. 60 с, служили своего рода приквелами к соответствующей серии сезона и были доступны для скачивания на мобильное устройство, а также на официальном сайте сериала.","Последние, имея длину около 60 секунд, служили своего рода приквелами к соответствующей серии сезона и были доступны для скачивания на мобильное устройство, а также на официальном сайте сериала."
"Жуки длиной от двух до шести мм.","Жуки длиной от двух до шести миллиметров."
"После деревень Мале-Пияце и Велебит он поворачивает на в. севернее деревни Трешньевац и впадает в реку Тиса ок. Адоряна на высоте в 76 м.","После деревень Мале-Пияце и Велебит он поворачивает на восток севернее деревни Трешньевац и впадает в реку Тиса около Адоряна на высоте в 76 метров."
"Вторая по высоте точка находится в нескольких км к юго востоку и составляет 411 м.","Вторая по высоте точка находится в нескольких километрах к юго востоку и составляет 411 м."
"ГЭС Ломаум — гидроэлектростанция в центральной части западной Анголы, в сотне км восточнее Бенгелы.","ГЭС Ломаум — гидроэлектростанция в центральной части западной Анголы, в сотне километров восточнее Бенгелы."
"В рамках проекта реку перекрыли бетонной плотиной высотой 20 м и длиной 250 м, к-рый образовала небольшое водохранилище с площадью поверхности 0,28 км2 и объемом 0,7 млн м3.","В рамках проекта реку перекрыли бетонной плотиной высотой 20 метров и длиной 250 метров, которая образовала небольшое водохранилище с площадью поверхности 0,28 км2 и объемом 0,7 млн м3."
"По сравнению с предыдущими Играми, из программы была исключена самая продолжительная дисциплина, спортивная ходьба на 50 км у мужчин.","По сравнению с предыдущими Играми, из программы была исключена самая продолжительная дисциплина, спортивная ходьба на 50 километров у мужчин."
"За переход в наступление из района Ковеля, прорыв сильно укрепленной обороны немцев продвижение вперед на 50 км, выход к реке зап. Буг, и овладении более 400 населенных пунктов, в т. числе крупных населенных пунктов Ратно, Малорыта, Любомль, Опалин.","За переход в наступление из района Ковеля, прорыв сильно укрепленной обороны немцев продвижение вперед на 50 километров, выход к реке Западный Буг, и овладении более 400 населенных пунктов, в том числе крупных населенных пунктов Ратно, Малорыта, Любомль, Опалин."
"Позади в борьбе с Хюлькенбергом Чжоу заработал штраф в 5 с — выехав при обгоне за пределы трассы и не вернув позицию.","Позади в борьбе с Хюлькенбергом Чжоу заработал штраф в 5 секунд — выехав при обгоне за пределы трассы и не вернув позицию."
"Тем временем Чжоу, отбывая во время пит-стопа полученный штраф, из-за недопонимания с командой не отстоял положенные пять с, он не был зачтен и в результате китайскому гонщику назначили ещё и проезд по пит-лейн.","Тем временем Чжоу, отбывая во время пит-стопа полученный штраф, из-за недопонимания с командой не отстоял положенные пять секунд, он не был зачтен и в результате китайскому гонщику назначили ещё и проезд по пит-лейн."
"В лидирующей паре Ферстаппен пытался приблизиться к Леклеру, но тот всякий раз ускорялся и сохранял отрыв более одной с, необходимый для несрабатывания DRS.","В лидирующей паре Ферстаппен пытался приблизиться к Леклеру, но тот всякий раз ускорялся и сохранял отрыв более одной секунды, необходимый для несрабатывания DRS."
"д. находится в западной части Костромской области, в подзоне южной тайги, в пределах Галичско-Чухломской возвышенности, на правом берегу реки Костромы, при автодороге 34К-53, на расстоянии приблизительно 38 км (по прямой) к северо-западу от города Буй, административного центра района.","Деревня находится в западной части Костромской области, в подзоне южной тайги, в пределах Галичско-Чухломской возвышенности, на правом берегу реки Костромы, при автодороге 34К-53, на расстоянии приблизительно 38 километров (по прямой) к северо-западу от города Буй, административного центра района."
"Абсолютная выс. — 122 м над уровнем моря.","Абсолютная высота — 122 метра над уровнем моря."
"д. находится в юго-западной части Тульской области, в лесостепной зоне, в пределах Среднерусской возвышенности, к югу от автодороги 70К-381, на расстоянии примерно 8 км (по прямой) к востоко-северо-востоку от рабочего посёлка Чернь, административного центра района.","Деревня находится в юго-западной части Тульской области, в лесостепной зоне, в пределах Среднерусской возвышенности, к югу от автодороги 70К-381, на расстоянии примерно 8 километров (по прямой) к востоко-северо-востоку от рабочего посёлка Чернь, административного центра района."
"На это отводится 30 с.","На это отводится 30 секунд."
"с. находится в 26 км к западу от Апастово, расположено на реке Черемшан.","Село находится в 26 километрах к западу от Апастово, расположено на реке Черемшан."
"д. находится в северо-восточной части Могилёвской области, в пределах Оршанско-Могилёвской равнины, на берегах реки Чёрная Натопа, к северо-западу от республиканской автодороги Р73, на расстоянии примерно 22 км (по прямой) к юго-западу от Мстиславля, административного центра района.","Деревня находится в северо-восточной части Могилёвской области, в пределах Оршанско-Могилёвской равнины, на берегах реки Чёрная Натопа, к северо-западу от республиканской автодороги Р73, на расстоянии примерно 22 километров (по прямой) к юго-западу от Мстиславля, административного центра района."
"Абсолютная выс. — 189 м над уровнем моря.","Абсолютная высота — 189 метров над уровнем моря."
"выс. местности над уровнем моря — ок. 80 м.","Высота местности над уровнем моря — около 80 метров."
"с. расположено на высоте 43 м над уровнем моря.","Село расположено на высоте 43 метров над уровнем моря."
"В плане замок прямоугольный, его размеры 103 на 88 м, толщина внешних стен достигает 5-6 м.","В плане замок прямоугольный, его размеры 103 на 88 м, толщина внешних стен достигает 5-6 метров."
"Хотя оно и имело в потенциале получение намного более реалистичных звуков, каждый семпл занимал много места в памяти, в то время как вся память, полупроводниковая (картриджи), магнитная (дискеты) или любая другая, всё ещё стоила очень дорого, и на счету был каждый кБ.","Хотя оно и имело в потенциале получение намного более реалистичных звуков, каждый семпл занимал много места в памяти, в то время как вся память, полупроводниковая (картриджи), магнитная (дискеты) или любая другая, всё ещё стоила очень дорого, и на счету был каждый килобайт."
"Максимальная скорость составляет 232 км/ч и разгон до 100 км/ч занимает 6,8 с, все благодаря массе в 1 060 кг и его распределением между осями 50:50.","Максимальная скорость составляет 232 км/ч и разгон до 100 км/ч занимает 6,8 секунды, все благодаря массе в 1 060 кг и его распределением между осями 50:50."
"По данным Бюро переписи населения США статистически обособленная местность Краун-Пойнт имеет общую пл. в 9,32 квадратных км, водных ресурсов в черте населённого пункта не имеется.","По данным Бюро переписи населения США статистически обособленная местность Краун-Пойнт имеет общую площадь в 9,32 квадратных километров, водных ресурсов в черте населённого пункта не имеется."
"Статистически обособленная местность Краун-Пойнт расположена на высоте 275 м над уровнем моря.","Статистически обособленная местность Краун-Пойнт расположена на высоте 275 метров над уровнем моря."
"Наделённый божественностью, Росомаха вытащил хрустальный осколок из лба Орды, и тиран быстро постарел и рассыпался в прах за считанные с.","Наделённый божественностью, Росомаха вытащил хрустальный осколок из лба Орды, и тиран быстро постарел и рассыпался в прах за считанные секунды."
"После этой резни остался только Росомаха и маленький Кл в форме сердца.","После этой резни остался только Росомаха и маленький кулон в форме сердца."
"До выхода в сеть оставалось всего 30 с, и, зная, что другого способа остановить это нет, Курт и Логан пожертвовали своими жизнями, телепортировавшись прямо в космос рядом с солнцем, где находилась Материнская Плесень.","До выхода в сеть оставалось всего 30 секунд, и, зная, что другого способа остановить это нет, Курт и Логан пожертвовали своими жизнями, телепортировавшись прямо в космос рядом с солнцем, где находилась Материнская Плесень."
"Эти котлы с подогревом воздуха и перегревом пара располагались параллельно диаметральной плоскости корабля, давая выигрыш в длине машинного отделения порядка двух с половиной м.","Эти котлы с подогревом воздуха и перегревом пара располагались параллельно диаметральной плоскости корабля, давая выигрыш в длине машинного отделения порядка двух с половиной метров."
"пос. находится в северо-восточной части Самарской области, в пределах Высокого Заволжья, в лесостепной зоне, на берегах реки Кутлугуш, на расстоянии примерно 9 км (по прямой) к северо-северо-западу от Похвистнева, административного центра района.","Посёлок находится в северо-восточной части Самарской области, в пределах Высокого Заволжья, в лесостепной зоне, на берегах реки Кутлугуш, на расстоянии примерно 9 километров (по прямой) к северо-северо-западу от Похвистнева, административного центра района."
"Абсолютная выс. — 113 м над уровнем моря.","Абсолютная высота — 113 метров над уровнем моря."
"Аэропорт находится примерно в 40 км к северо-западу от Хенриетты.","Аэропорт находится примерно в 40 километрах к северо-западу от Хенриетты."
"Рид отдыхал всего неск. с и решил продолжить бой.","Рид отдыхал всего несколько секунд и решил продолжить бой."
"За неск. с до конца раунда Тринидад провел атаку, после которой Рид решил опуститься на колено.","За несколько секунд до конца раунда Тринидад провел атаку, после которой Рид решил опуститься на колено."
"До конца раунда оставалось неск. с и чемпион смог продержаться до гонга.","До конца раунда оставалось несколько секунд и чемпион смог продержаться до гонга."
"д. расположена в 5 км от Дзержинска, 36 км от Минска и 7 км от железнодорожной станции Койданово.","Деревня расположена в 5 километрах от Дзержинска, 36 километрах от Минска и 7 километрах от железнодорожной станции Койданово."
