question,answer
"В 1946 г её муж возглавил кафедру в Институте перспективных исследований в Принстоне (Нью-Джерси), а Бёрр Томпсон исполняла обязанности директора Королевского музея Онтарио, пока она не переехала в Принстон в следующем г.","В 1946 году её муж возглавил кафедру в Институте перспективных исследований в Принстоне (Нью-Джерси), а Бёрр Томпсон исполняла обязанности директора Королевского музея Онтарио, пока она не переехала в Принстон в следующем году."
"В 1987 г она была награждена зол. медалью Археологического института США за выдающиеся исследования.","В 1987 году она была награждена Золотой медалью Археологического института США за выдающиеся исследования."
"Дороти Бёрр Томпсон ум. в городке Hightstown, (Нью-Джерси) и похоронена на кладбище West Laurel Hill Cemetery.","Дороти Бёрр Томпсон умерла в городке Hightstown, (Нью-Джерси) и похоронена на кладбище West Laurel Hill Cemetery."
"Бёрр запечатлела пейзажи Греции, сцены гор. и сельской жизни, традиции и ремёсла той эпохи.","Бёрр запечатлела пейзажи Греции, сцены городской и сельской жизни, традиции и ремёсла той эпохи."
"Свой фотогр. архив Бёрр подарила «Американской школе классических исследований в Афинах».","Свой фотографический архив Бёрр подарила «Американской школе классических исследований в Афинах»."
"10 мая 2016 года «амер. школа классических исследований в Афинах» открыла в «Лицее гречанок» в Афинах выставку фотографических работ Бёрр, под заголовком «Фотографируя пейзаж.","10 мая 2016 года «Американская школа классических исследований в Афинах» открыла в «Лицее гречанок» в Афинах выставку фотографических работ Бёрр, под заголовком «Фотографируя пейзаж."
"Составная ч. мезорегиона Президенти-Пруденти.","Составная часть мезорегиона Президенти-Пруденти."
"нас. составляет 3633 чел. на 2006 г.","Население составляет 3633 человека на 2006 год."
"Занимает пл. 482,506 км².","Занимает площадь 482,506 км²."
"Город основан в 1917 г.","Город основан в 1917 году."
"Валовой внутр. продукт на 2003 составляет 28 500 900,00 реалов (данные: Бразильский ин-т географии и статистики).","Валовой внутренний продукт на 2003 составляет 28 500 900,00 реалов (данные: Бразильский институт географии и статистики)."
"Валовой внутр. продукт на душу населения на 2003 составляет 8.001,38 реалов (данные: Бразильский ин-т географии и статистики).","Валовой внутренний продукт на душу населения на 2003 составляет 8.001,38 реалов (данные: Бразильский институт географии и статистики)."
"Вид назван по им. шведского ботаника и миколога Элиаса Мелина (1889—1979).","Вид назван по имени шведского ботаника и миколога Элиаса Мелина (1889—1979)."
"Noathrips prakashi (лат.) — вид трипсов, единств. в составе рода Noathrips Bhatti, 1967 из семейства Thripidae (Thysanoptera).","Noathrips prakashi (лат.) — вид трипсов, единственный в составе рода Noathrips Bhatti, 1967 из семейства Thripidae (Thysanoptera)."
"Описан из Индии, а впосл. зарегистрирован из Шри-Ланки и южного Китая.","Описан из Индии, а впоследствии зарегистрирован из Шри-Ланки и южного Китая."
"Вале-да-Аморейра (порт. Vale da Amoreira) — р-н (фрегезия) в Португалии, входит в округ Сетубал.","Вале-да-Аморейра (порт. Vale da Amoreira) — район (фрегезия) в Португалии, входит в округ Сетубал."
"Находится в составе крупной гор. агломерации б. Лиссабон.","Находится в составе крупной городской агломерации Большой Лиссабон."
"Входит в экономико-статистический субрегион п-ов Сетубал, к-рый входит в Лиссабонский регион.","Входит в экономико-статистический субрегион Полуостров Сетубал, который входит в Лиссабонский регион."
"нас. составляет 12 358 чел. на 2001 г.","Население составляет 12 358 человек на 2001 год."
"Занимает пл. 2,52 км².","Занимает площадь 2,52 км²."
"Амвросий Бларер (также Блаурер; нем. Ambrosius Bla(u)rer von Giersberg) — видный нем. теолог, активный сторонник идей церковной Реформации.","Амвросий Бларер (также Блаурер; нем. Ambrosius Bla(u)rer von Giersberg) — видный немецкий теолог, активный сторонник идей церковной Реформации."
"Получив прекрасное гуманистич. образование в Тюбингенском университете (с 1505 года), где он близко сошёлся с Меланхтоном, Бларер начал духовную карьеру в бенедиктинском монастыре Альпирсбах в Шварцвальде и с 1521 года был его приором, то есть своего рода заместителем аббата.","Получив прекрасное гуманистическое образование в Тюбингенском университете (с 1505 года), где он близко сошёлся с Меланхтоном, Бларер начал духовную карьеру в бенедиктинском монастыре Альпирсбах в Шварцвальде и с 1521 года был его приором, то есть своего рода заместителем аббата."
"Через своего брата Томаса, учившегося в университете Виттенберга, Амвросий Бларер познакомился с трудами Мартина Лютера, и под их влиянием покинул аббатство уже в 1522 г.","Через своего брата Томаса, учившегося в университете Виттенберга, Амвросий Бларер познакомился с трудами Мартина Лютера, и под их влиянием покинул аббатство уже в 1522 году."
"В 1525 г он принял приглашение городского совета Констанца стать проповедником в гор. церкви св. Стефана, и вместе со своим братом Томасом и кузеном Иоганном Цвикком (нем. Johannes Zwick) возглавлял проведение Реформации в городе.","В 1525 году он принял приглашение городского совета Констанца стать проповедником в городской церкви св. Стефана, и вместе со своим братом Томасом и кузеном Иоганном Цвикком (нем. Johannes Zwick) возглавлял проведение Реформации в городе."
"впосл. он некоторое время управлял земельной церковью в верхнем Вюртемберге с центром в Тюбингене.","Впоследствии он некоторое время управлял земельной церковью в верхнем Вюртемберге с центром в Тюбингене."
"В 1538 г из-за нараставших противоречий между строгими лютеранами и цвинглианцами, а ещё более из-за его собственной промежуточной позиции, приведшей к его постепенной изоляции, был вынужден вернуться в Констанц.","В 1538 году из-за нараставших противоречий между строгими лютеранами и цвинглианцами, а ещё более из-за его собственной промежуточной позиции, приведшей к его постепенной изоляции, был вынужден вернуться в Констанц."
"После поражения Шмалькальденского союза и занятия Констанца испанскими габсбургскими войсками в 1548 г, Амвросий Бларер был вынужден бежать в Тургау, где он продолжал свою реформаторскую деятельность, и вплоть до своей смерти руководил различными протестантскими общинами: в 1551—1553 гг в Биле, в 1563 г — в Лойтмеркене (в составе общины Амликон-Биссегг).","После поражения Шмалькальденского союза и занятия Констанца испанскими габсбургскими войсками в 1548 году, Амвросий Бларер был вынужден бежать в Тургау, где он продолжал свою реформаторскую деятельность, и вплоть до своей смерти руководил различными протестантскими общинами: в 1551—1553 годах в Биле, в 1563 году — в Лойтмеркене (в составе общины Амликон-Биссегг)."
"Они имели четырёх детей, из которых дет. возраст смог пережить лишь сын Гервиг.","Они имели четырёх детей, из которых детский возраст смог пережить лишь сын Гервиг."
"Дэйв Сабо (англ. Dave Sabo; род. 16 сентября 1964 года, Перт-Амбой, штат Нью-Джерси, США) — амер. гитарист, наиб. изв. как участник рок-групп Bon Jovi и Skid Row.","Дэйв Сабо (англ. Dave Sabo; род. 16 сентября 1964 года, Перт-Амбой, штат Нью-Джерси, США) — американский гитарист, наиболее известный как участник рок-групп Bon Jovi и Skid Row."
"Сабо род. 16 сентября 1964 года в городе Перт-Амбой, штате Нью-Джерси.","Сабо родился 16 сентября 1964 года в городе Перт-Амбой, штате Нью-Джерси."
"Вырос в соседнем городе Сейревилле, в т. же районе, что и его друг детства Джон Бон Джови.","Вырос в соседнем городе Сейревилле, в том же районе, что и его друг детства Джон Бон Джови."
"Вдохновленный Kiss, Aerosmith, Judas Priest, Van Halen, Black Sabbath и Rolling Stones, Сабо начал играть на гитаре в возрасте 14 лет на гитаре Sears, которую его мать купила за 40 долл. для его старшего брата несколькими годами ранее.","Вдохновленный Kiss, Aerosmith, Judas Priest, Van Halen, Black Sabbath и Rolling Stones, Сабо начал играть на гитаре в возрасте 14 лет на гитаре Sears, которую его мать купила за 40 долларов для его старшего брата несколькими годами ранее."
"Дружба Сабо с Бон Джови привела к тому, что в 1983 г он стал первым гитаристом Bon Jovi.","Дружба Сабо с Бон Джови привела к тому, что в 1983 году он стал первым гитаристом Bon Jovi."
"Сабо принял участие в коротком трехнедельном туре в поддержку демо-версии дебютного сингла Бон Джови "Runaway, к-рый стал для Нью-Йорка местным хитом 1983 года.","Сабо принял участие в коротком трехнедельном туре в поддержку демо-версии дебютного сингла Бон Джови "Runaway, который стал для Нью-Йорка местным хитом 1983 года."
"Во время работы в Томс-Ривер, штат Нью-Джерси , Сабо познакомился с местной басистом Рэйчелом Боланом, и пара согласилась создать группу, к-рый впосл. стала известной американской рок-группой Skid Row.","Во время работы в Томс-Ривер, штат Нью-Джерси , Сабо познакомился с местной басистом Рэйчелом Боланом, и пара согласилась создать группу, которая впоследствии стала известной американской рок-группой Skid Row."
"В 1989 г группа выпустила свой одноим. альбом, к-рый имел мгновенный успех.","В 1989 году группа выпустила свой одноимённый альбом, который имел мгновенный успех."
"Сото приписывают псевд. «Kryst the Conqueror», поскольку у него был контракт с Мальмстином, и он вынужден был оставаться анонимным.","Сото приписывают псевдоним «Kryst the Conqueror», поскольку у него был контракт с Мальмстином, и он вынужден был оставаться анонимным."
"нац. б-ка Аргентинской Республики (исп. Biblioteca Nacional de la República Argentina) — крупнейшая б-ка Аргентины и одна из важнейших в Америке.","Национальная библиотека Аргентинской Республики (исп. Biblioteca Nacional de la República Argentina) — крупнейшая библиотека Аргентины и одна из важнейших в Америке."
"В 1884 г б-ка пересмотрела свою миссию, официально сменив назв. на Национальную библиотеку Аргентины.","В 1884 году библиотека пересмотрела свою миссию, официально сменив название на Национальную библиотеку Аргентины."
"Первоначально же б-ка располагалась в старом особняке XVIII вв., принадлежавшем иезуитам, к-рый находился на углу улиц Морено и Перу в историческом здании иезуитов, известном как Мансана-де-Лас-Лусес.","Первоначально же библиотека располагалась в старом особняке XVIII века, принадлежавшем иезуитам, который находился на углу улиц Морено и Перу в историческом здании иезуитов, известном как Мансана-де-Лас-Лусес."
"Мариано Морено, первый дир. библиотеки, предложил её создание в рамках мер по созданию и росту публичной осведомлённости о происходящем в политической и общественной жизни страны.","Мариано Морено, первый директор библиотеки, предложил её создание в рамках мер по созданию и росту публичной осведомлённости о происходящем в политической и общественной жизни страны."
"Среди директоров библиотеки в XIX веке выделялись такие видные общ. деятели в Аргентине, как Маркос Састре, Карлос Техедор, Хосе Мармоль, Висенте Кесада, Мануэль Трельес и Хосе Антонио Уайльд.","Среди директоров библиотеки в XIX веке выделялись такие видные общественные деятели в Аргентине, как Маркос Састре, Карлос Техедор, Хосе Мармоль, Висенте Кесада, Мануэль Трельес и Хосе Антонио Уайльд."
"Когда Буэнос-Айрес стал столицей Республики, публич. б-ка Буэнос-Айреса стала Национальной библиотекой, а Уайльд был назначен её директором.","Когда Буэнос-Айрес стал столицей Республики, Публичная библиотека Буэнос-Айреса стала Национальной библиотекой, а Уайльд был назначен её директором."
"др. важной вехой в истории библиотеки стало открытие нового здания на улице Мексики (в районе Монсеррат) в 1901 г, к-рый первоначально предназначалось для проведения Национальных лотерей.","Другой важной вехой в истории библиотеки стало открытие нового здания на улице Мексики (в районе Монсеррат) в 1901 году, которое первоначально предназначалось для проведения Национальных лотерей."
"За время 40-летнего управления Груссака б-ка значительно пополнила свои фонды за счёт множества важных пожертвований, вкл. личную коллекцию Анхеля Хустиниано Каррансы, 18 600 томов от видного правоведа Амансио Алькорты и коллекцию Мартина Гарсии Мероу, со входившими в неё ценными документами о времени основания города Буэнос-Айрес.","За время 40-летнего управления Груссака библиотека значительно пополнила свои фонды за счёт множества важных пожертвований, включая личную коллекцию Анхеля Хустиниано Каррансы, 18 600 томов от видного правоведа Амансио Алькорты и коллекцию Мартина Гарсии Мероу, со входившими в неё ценными документами о времени основания города Буэнос-Айрес."
"Он оставил место директора библиотеки за неск. лет до своей смерти в 1929 г.","Он оставил место директора библиотеки за несколько лет до своей смерти в 1929 году."
"В 1931 г 18-м директором библиотеки стал видный писатель Густаво Мартинес Сувирия, к-рый поставил перед собой задачу модернизации услуг библиотеки и пополнению её собраний.","В 1931 году 18-м директором библиотеки стал видный писатель Густаво Мартинес Сувирия, который поставил перед собой задачу модернизации услуг библиотеки и пополнению её собраний."
"Следующим директором библиотеки стал всемирно изв. аргентинский писатель Хорхе Луис Борхес.","Следующим директором библиотеки стал всемирно известный аргентинский писатель Хорхе Луис Борхес."
"Он управлял делами библиотеки совместно с вице-директором Эдмундо Хосе Клементе с 1955 по 1973 г.","Он управлял делами библиотеки совместно с вице-директором Эдмундо Хосе Клементе с 1955 по 1973 год."
"Оно представляет собой Т-образную функциональную бетонную конструкцию в стиле брутализма, пользовавшегося популярностью в 1960-е гг..","Оно представляет собой Т-образную функциональную бетонную конструкцию в стиле брутализма, пользовавшегося популярностью в 1960-е годы."
"Дворец Перонов по политическим мотивам был снесён в 1958 г, в 1961-м был разработан проект.","Дворец Перонов по политическим мотивам был снесён в 1958 году, в 1961-м был разработан проект."
"Однако стр-во началось лишь в 1971 г, а открыто новое здание библиотеки было и вовсе 10 апреля 1992 года.","Однако строительство началось лишь в 1971 году, а открыто новое здание библиотеки было и вовсе 10 апреля 1992 года."
"Генрих Луис Теодор Гу́рлитт, также Людвиг Гурлитт (нем. Heinrich Louis Theodor Gurlitt; 8 марта 1812, Альтона, Гамбург, тогда Дания — 19 сентября 1897, Наундорф, Диппольдисвальде) — нем. и датский худ., представитель романтизма.","Генрих Луис Теодор Гу́рлитт, также Людвиг Гурлитт (нем. Heinrich Louis Theodor Gurlitt; 8 марта 1812, Альтона, Гамбург, тогда Дания — 19 сентября 1897, Наундорф, Диппольдисвальде) — немецкий и датский художник, представитель романтизма."
"Л. Гурлитт род. в семье золотых дел мастера и впосл. фабриканта Иоганна Августа Вильгельма Гурлитта (1774—1855) и его супруги Элены Эбершейн (1784—1855) в пригороде Гамбурга Альтоне, находившимся тогда во владениях Дании.","Л. Гурлитт родился в семье золотых дел мастера и впоследствии фабриканта Иоганна Августа Вильгельма Гурлитта (1774—1855) и его супруги Элены Эбершейн (1784—1855) в пригороде Гамбурга Альтоне, находившимся тогда во владениях Дании."
"Талант художника у Луиса проявился уже в школьные гг., и тогда уже получил поддержку.","Талант художника у Луиса проявился уже в школьные годы, и тогда уже получил поддержку."
"Первым его учителем рисования был Гюнтер Генслер (в 1826 г), к-рый был другом семьи Гурлитов.","Первым его учителем рисования был Гюнтер Генслер (в 1826 году), который был другом семьи Гурлитов."
"В 1828—1832 гг. он был учеником и помощником художника Зигфрида Детлефа Бендиксена, в 1832—1834 — занимается в датской Королевской академии в Копенгагене, под руководством профессоров К. В. Эккерсберга и Й. Л. Лунда.","В 1828—1832 годы он был учеником и помощником художника Зигфрида Детлефа Бендиксена, в 1832—1834 — занимается в датской Королевской академии в Копенгагене, под руководством профессоров К. В. Эккерсберга и Й. Л. Лунда."
"После получения образования в академии худ. предпринимает многочисленные рабочие поездки практически во все европейские страны.","После получения образования в академии художник предпринимает многочисленные рабочие поездки практически во все европейские страны."
"В Готе худ. провёл 17 наиб. плодотворных лет своего творчества.","В Готе художник провёл 17 наиболее плодотворных лет своего творчества."
"У Луиса и Елизаветы родились 7 детей, в т. числе историк архитектуры Корнелиус Гурлитт, педагог Людвиг Гурлитт, антиквар Фриц Гурлитт, археолог Вильгельм Гурлитт.","У Луиса и Елизаветы родились 7 детей, в том числе историк архитектуры Корнелиус Гурлитт, педагог Людвиг Гурлитт, антиквар Фриц Гурлитт, археолог Вильгельм Гурлитт."
"худ. скончался через неск. дней после своей зол. свадьбы на летней даче в Наундорфе.","Художник скончался через несколько дней после своей золотой свадьбы на летней даче в Наундорфе."
"NQ Весов (лат. NQ Librae) — одиночная переменная звезда в созвездии Весов на расстоянии (вычисленном из значения параллакса) приблизительно 23964 световых лет (ок. 7348 парсеков) от Солнца.","NQ Весов (лат. NQ Librae) — одиночная переменная звезда в созвездии Весов на расстоянии (вычисленном из значения параллакса) приблизительно 23964 световых лет (около 7348 парсеков) от Солнца."
"Монасты́рь Свято́го Са́ввы (серб. Манастир Светог Саве у Либертивилу, англ. St. Sava Serbian Orthodox Monastery) — муж. мон. Новограчаницкой и Среднезападноамериканской епархии Сербской православной церкви, к-рый находится в городе Либертивилл, штат Иллинойс.","Монасты́рь Свято́го Са́ввы (серб. Манастир Светог Саве у Либертивилу, англ. St. Sava Serbian Orthodox Monastery) — мужской монастырь Новограчаницкой и Среднезападноамериканской епархии Сербской православной церкви, который находится в городе Либертивилл, штат Иллинойс."
"С 2011 по 2014 гг. был ставропигиальный монастырём.","С 2011 по 2014 годы был ставропигиальный монастырём."
"мон. основал первый сербский епископ в Америке Мардарий (Ускокович) и строился в период великой депрессии конца 20-х — начала 30-х годов.","Монастырь основал первый сербский епископ в Америке Мардарий (Ускокович) и строился в период великой депрессии конца 20-х — начала 30-х годов."
"стр-во монастыря требовало больших усилий и средств, и в это время возникла поговорка: «Церковь строят умиращие от голода» (серб. Цркву гради умире од глади).","Строительство монастыря требовало больших усилий и средств, и в это время возникла поговорка: «Церковь строят умиращие от голода» (серб. Цркву гради умире од глади)."
"В мон. на протяжении XX вв. находилась кафедра Американско-Канадской епархии (1927—1963), затем Среднезападноамериканской митрополии (1963—1991), Либертивиллско-Чикагской митрополии (2009—2011).","В монастырь на протяжении XX века находилась кафедра Американско-Канадской епархии (1927—1963), затем Среднезападноамериканской митрополии (1963—1991), Либертивиллско-Чикагской митрополии (2009—2011)."
