question,answer
"В финале приплыла шестой, с результатом 1 минута 6,81 с.","В финале приплыла шестой, с результатом 1 минута 6,81 секунды."
"В предварительном заплыве на 200 м брассом показала шестое время (2 минуты 24,65 с).","В предварительном заплыве на 200 метров брассом показала шестое время (2 минуты 24,65 секунды)."
"В полуфинале приплыла четвёртой, с результатом 2 минуты 24,19 с.","В полуфинале приплыла четвёртой, с результатом 2 минуты 24,19 секунды."
"В финале приплыла пятой, с результатом 2 минуты 23,01 с.","В финале приплыла пятой, с результатом 2 минуты 23,01 секунды."
"В августе 2013 года завоевала три медали на молодёжном чемпионате мира по плаванию: золотую (200 м брассом), серебряную (50 м брассом) и бронзовую(100 м брассом).","В августе 2013 года завоевала три медали на молодёжном чемпионате мира по плаванию: золотую (200 метров брассом), серебряную (50 метров брассом) и бронзовую(100 метров брассом)."
"Участвовала в следующих дисциплинах: 50 м брассом, 100 м брассом, 200 м брассом, эстафета 4×100 м комплексом.","Участвовала в следующих дисциплинах: 50 метров брассом, 100 метров брассом, 200 метров брассом, эстафета 4×100 метров комплексом."
"В полуфинальном заплыве на 200 м комплексом приплыла четвёртой, с результатом 2 минуты 11,46 с.","В полуфинальном заплыве на 200 метров комплексом приплыла четвёртой, с результатом 2 минуты 11,46 секунды."
"В предварительном заплыве комбинированной эстафеты 4×100 м команда Турции показала двадцать первое время и не смогла выйти в финал.","В предварительном заплыве комбинированной эстафеты 4×100 метров команда Турции показала двадцать первое время и не смогла выйти в финал."
"Зато турецкой сборной удалось установить нац. рекорд — 4 минуты 6,34 с.","Зато турецкой сборной удалось установить национальный рекорд — 4 минуты 6,34 секунды."
"Также участвовала в дисциплинах: 50 м брассом, 100 м брассом и 200 м брассом.","Также участвовала в дисциплинах: 50 метров брассом, 100 метров брассом и 200 метров брассом."
"В августе 2015 года завоевала четыре золотые медали на молодёжном чемпионате мира по плаванию: 50 м брассом, 100 м брассом, 200 м брассом, 200 м комплексом.","В августе 2015 года завоевала четыре золотые медали на молодёжном чемпионате мира по плаванию: 50 метров брассом, 100 метров брассом, 200 метров брассом, 200 метров комплексом."
"На дистанциях 200 м брассом и 200 м комплексом установила мировые рекорды среди юниоров.","На дистанциях 200 метров брассом и 200 метров комплексом установила мировые рекорды среди юниоров."
"Выиграла две бронзовые медали: 100 м брассом и 200 м брассом.","Выиграла две бронзовые медали: 100 метров брассом и 200 метров брассом."
"Также участвовала в соревнованиях: 50 м брассом, 100 м комплексом, эстафета 4x50 м комплексом.","Также участвовала в соревнованиях: 50 метров брассом, 100 метров комплексом, эстафета 4x50 метров комплексом."
"Участвовала в соревнованиях: 100 м брассом, 200 м брассом и эстафета 4×100 м комплексом.","Участвовала в соревнованиях: 100 метров брассом, 200 метров брассом и эстафета 4×100 метров комплексом."
"В предварительном заплыве на 100 м брассом приплыла пятой, с результатом 1 минута 7,14 с.","В предварительном заплыве на 100 метров брассом приплыла пятой, с результатом 1 минута 7,14 секунды."
"В полуфинале приплыла восьмой, с результатом 1 минута 7,41 с.","В полуфинале приплыла восьмой, с результатом 1 минута 7,41 секунды."
"В предварительном заплыве на 200 м брассом приплыла второй, с результатом 2 минуты 23,83 с.","В предварительном заплыве на 200 метров брассом приплыла второй, с результатом 2 минуты 23,83 секунды."
"В полуфинале приплыла пятой, с результатом 2 минуты 23,49 с.","В полуфинале приплыла пятой, с результатом 2 минуты 23,49 секунды."
"В предварительном заплыве на 400 м комплексом приплыла четвёртой, с результатом 4 минуты 41,79 с.","В предварительном заплыве на 400 метров комплексом приплыла четвёртой, с результатом 4 минуты 41,79 секунды."
"Локации в игре можно осмотреть, поворачиваясь на 360 °.","Локации в игре можно осмотреть, поворачиваясь на 360 градусов."
"В лёгкой атлетике Мариен специализировалась в беге на короткие дистанции (100 и 200 м).","В лёгкой атлетике Мариен специализировалась в беге на короткие дистанции (100 и 200 метров)."
"Победитель летних Олимпийских игр 2008 года в эстафете 4×100 м и бронз. призёр чемпионата мира 2007 года в эстафете 4×100 м, бронз. призёр летней Универсиады 2007 года на дистанции 200 м.","Победитель летних Олимпийских игр 2008 года в эстафете 4×100 метров и бронзовый призёр чемпионата мира 2007 года в эстафете 4×100 метров, бронзовый призёр летней Универсиады 2007 года на дистанции 200 метров."
"Она выступала на дистанциях 100 и 200 м, но не вышла в финал ни на одной из них.","Она выступала на дистанциях 100 и 200 метров, но не вышла в финал ни на одной из них."
"Ей не хватило тринадцати сотых с, чтобы выйти в финал.","Ей не хватило тринадцати сотых секунды, чтобы выйти в финал."
"На чемпионате Бельгии она заняла третье место на дистанциях 100 и 200 м.","На чемпионате Бельгии она заняла третье место на дистанциях 100 и 200 метров."
"На Чемпионате мира в Осаке бельг. эстафетная команда 4 х 100 м в составе Оливии Борле, Ханны Мариен, Элоди Уэдраого и Ким Геварт уже выиграла свой предварительный забег с рекордом Бельгии - 42,85.","На Чемпионате мира в Осаке бельгийская эстафетная команда 4 х 100 метров в составе Оливии Борле, Ханны Мариен, Элоди Уэдраого и Ким Геварт уже выиграла свой предварительный забег с рекордом Бельгии - 42,85."
"Это на 24 сотых с лучше, чем рекорд, установленный той же командой в прошлом г.","Это на 24 сотых секунды лучше, чем рекорд, установленный той же командой в прошлом году."
"Мариен не участвовала в финале, потому что она не хотела поставить под угрозу свое участие в эстафете 4 х 100 м на Чемпионате мира в Берлине, к-рый должен был пройти через две недели.","Мариен не участвовала в финале, потому что она не хотела поставить под угрозу свое участие в эстафете 4 х 100 метров на Чемпионате мира в Берлине, который должен был пройти через две недели."
"д. находится в 50 км на северо-восток от Столина, в 290 км от Бреста, в 40 км от железнодорожной станции Горынь на линии Лунинец-Сарны.","Деревня находится в 50 километрах на северо-восток от Столина, в 290 километрах от Бреста, в 40 километрах от железнодорожной станции Горынь на линии Лунинец-Сарны."
"Первого серьёзного успеха на взрослом международном уровне добилась в 1997 г, когда попала в основной состав венгерской национальной сборной и побывала на возобновлённом чемпионате Европы в болгарском Пловдиве, откуда привезла награду бронзового достоинства, выигранную в зачёте одиночных байдарок на дистанции 1000 м.","Первого серьёзного успеха на взрослом международном уровне добилась в 1997 году, когда попала в основной состав венгерской национальной сборной и побывала на возобновлённом чемпионате Европы в болгарском Пловдиве, откуда привезла награду бронзового достоинства, выигранную в зачёте одиночных байдарок на дистанции 1000 метров."
"Два года спустя впервые стала чемпионкой европейского первенства и дебютировала на мировом первенстве — на соревнованиях в Милане взяла бронзу в двойках на тысяче м.","Два года спустя впервые стала чемпионкой европейского первенства и дебютировала на мировом первенстве — на соревнованиях в Милане взяла бронзу в двойках на тысяче метрах."
"В 2001 г на чемпионате мира в польской Познани Бота одержала победу во всех трёх дисциплинах, в которых принимала участие: в двойках на пятистах м, а также в четвёрках на пятистах и тысяче м.","В 2001 году на чемпионате мира в польской Познани Бота одержала победу во всех трёх дисциплинах, в которых принимала участие: в двойках на пятистах метрах, а также в четвёрках на пятистах и тысяче метрах."
"В следующем сезоне на мировом первенстве в испанской Севилье четырежды поднималась на верхнюю ступень пьедестала почёта — среди байдарок-двоек выиграла километровую и полукилометровую гонки, тогда как в четвёрках была лучшей на двухстах и пятистах м.","В следующем сезоне на мировом первенстве в испанской Севилье четырежды поднималась на верхнюю ступень пьедестала почёта — среди байдарок-двоек выиграла километровую и полукилометровую гонки, тогда как в четвёрках была лучшей на двухстах и пятистах метрах."
"Ещё через г на аналогичных соревнованиях в американском Гейнсвилле добавила в послужной список три золотые медали, полученные в двойках на пятистах м, в четвёрках на двухстах и пятистах м.","Ещё через год на аналогичных соревнованиях в американском Гейнсвилле добавила в послужной список три золотые медали, полученные в двойках на пятистах метрах, в четвёрках на двухстах и пятистах метрах."
"Благодаря череде удачных выступлений удостоилась права защищать честь страны на летних Олимпийских играх 2004 года в Афинах — в составе четырёхместного экипажа, куда также вошли гребчихи Каталин Ковач, Сильвия Сабо и Эржебет Вишки, завоевала на дистанции 500 м серебряную медаль, проиграв на финише только экипажу из Германии.","Благодаря череде удачных выступлений удостоилась права защищать честь страны на летних Олимпийских играх 2004 года в Афинах — в составе четырёхместного экипажа, куда также вошли гребчихи Каталин Ковач, Сильвия Сабо и Эржебет Вишки, завоевала на дистанции 500 метров серебряную медаль, проиграв на финише только экипажу из Германии."
"Так, в 2005 г она выступила на чемпионате мира в Загребе, где в четвёрках взяла бронзу на пятистах м и золото на тысяче, став таким образом одиннадцатикратной чемпионкой мира.","Так, в 2005 году она выступила на чемпионате мира в Загребе, где в четвёрках взяла бронзу на пятистах метрах и золото на тысяче, став таким образом одиннадцатикратной чемпионкой мира."
"Связавшись со старыми друзьями Эккертов — пожилой парой Мэйсонов — они узнают, что находятся в самом центре Третьей мир. войны, в 60 км от линии фронта, а также, что отец Роберта расстрелян как антисоветский «партизан».","Связавшись со старыми друзьями Эккертов — пожилой парой Мэйсонов — они узнают, что находятся в самом центре Третьей мировой войны, в 60 километрах от линии фронта, а также, что отец Роберта расстрелян как антисоветский «партизан»."
"ок. 7 часов утра по местному времени 17 (30) июня 1908 года над территорией бассейна реки Подкаменная Тунгуска (Енисейская губерния, рос. империя) с юго-востока на северо-запад со стороны Солнца пролетел б. огненный шар — болид, зона видимости которого составляла ок. шестисот км.","Около 7 часов утра по местному времени 17 (30) июня 1908 года над территорией бассейна реки Подкаменная Тунгуска (Енисейская губерния, Российская империя) с юго-востока на северо-запад со стороны Солнца пролетел большой огненный шар — болид, зона видимости которого составляла около шестисот километров."
"В результате взрыва были повалены деревья на территории площадью 2150 км², произошёл огромный лесной пожар, более чем на тысячу км вокруг слышались оглушительные раскаты грома, оконные стёкла в домах были выбиты в нескольких сотнях км от эпицентра взрыва.","В результате взрыва были повалены деревья на территории площадью 2150 км², произошёл огромный лесной пожар, более чем на тысячу километров вокруг слышались оглушительные раскаты грома, оконные стёкла в домах были выбиты в нескольких сотнях километров от эпицентра взрыва."
"По мнению академика Российской академии космонавтики им. К. Э. Циолковского Ивана Никитьевича Мурзинова, высказанному в интервью корреспонденту «Новой газеты» 8 июня 2016 года, Тунгусский метеорит представлял собой чрезвычайно массивный кам. метеороид астероидного происхождения, к-рый вошёл в атмосферу Земли по очень пологой траектории, к-рый на высоте 100 км составляла угол ок. 7—9 ° с поверхностью, и имел скорость ок. 20 км в с.","По мнению академика Российской академии космонавтики им. К. Э. Циолковского Ивана Никитьевича Мурзинова, высказанному в интервью корреспонденту «Новой газеты» 8 июня 2016 года, Тунгусский метеорит представлял собой чрезвычайно массивный каменный метеороид астероидного происхождения, который вошёл в атмосферу Земли по очень пологой траектории, которая на высоте 100 км составляла угол около 7—9 градусов с поверхностью, и имел скорость около 20 километров в секунду."
"После пролёта в атмосфере Земли порядка 1000 км космическое тело разрушилось из-за высокого давления и температуры и взорвалось на высоте 30—40 км.","После пролёта в атмосфере Земли порядка 1000 км космическое тело разрушилось из-за высокого давления и температуры и взорвалось на высоте 30—40 километров."
"Тепловым излучением взрыва был подожжён лес, а ударная волна взрыва вызвала сплошной лесоповал в пятне диаметром ок. 60 км, а также вызвала землетрясение магнитудой до 5 баллов.","Тепловым излучением взрыва был подожжён лес, а ударная волна взрыва вызвала сплошной лесоповал в пятне диаметром около 60 километров, а также вызвала землетрясение магнитудой до 5 баллов."
"При этом мелкие осколки метеорита с размерами до 0,2 м сгорели или испарились во время взрыва, а более крупные осколки могли продолжить полёт по пологой траектории и упасть за сотни и тыс. км от эпицентра взрыва, в числе прочего наиб. крупные фрагменты метеороида могли достичь Атлантического океана и даже, отразившись от атмосферы Земли, уйти в космос.","При этом мелкие осколки метеорита с размерами до 0,2 метра сгорели или испарились во время взрыва, а более крупные осколки могли продолжить полёт по пологой траектории и упасть за сотни и тысячи километров от эпицентра взрыва, в числе прочего наиболее крупные фрагменты метеороида могли достичь Атлантического океана и даже, отразившись от атмосферы Земли, уйти в космос."
"В 1994 г группа итальянских геологов из Болонского университета под руководством Луки Гасперини (Luca Gasperini) выдвинула гипотезу о т., что кратером Тунгусского метеорита может быть оз. Чеко на реке Кимчу, располож. в 8 км на северо-запад от эпицентра взрыва.","В 1994 году группа итальянских геологов из Болонского университета под руководством Луки Гасперини (Luca Gasperini) выдвинула гипотезу о том, что кратером Тунгусского метеорита может быть озеро Чеко на реке Кимчу, расположенное в 8 километрах на северо-запад от эпицентра взрыва."
"В мае 2012 года появилась информация, что учёным удалось отыскать обломок легендарного метеорита в виде огромного куска скалы размером до 20 м на дне озера Чеко.","В мае 2012 года появилась информация, что учёным удалось отыскать обломок легендарного метеорита в виде огромного куска скалы размером до 20 метров на дне озера Чеко."
"оз. находится на высоте 153 м над уровнем моря.","Озеро находится на высоте 153 метра над уровнем моря."
"шир. до 390 м.","Ширина до 390 метров."
"Средний вес ягнёнка к отбивке составил 40,5 кг.","Средний вес ягнёнка к отбивке составил 40,5 килограмма."
"выс. — 147 м, 34 этажа.","Высота — 147 метров, 34 этажа."
"Вершину здания венчает надстройка высотой почти 30 м — ночью она подсвечивается красным, белым, зелёным и янтарным цветами.","Вершину здания венчает надстройка высотой почти 30 метров — ночью она подсвечивается красным, белым, зелёным и янтарным цветами."
"Из-за особенностей рельефа основание восточной стены на 3 с лишним м ниже основания северной стены.","Из-за особенностей рельефа основание восточной стены на 3 с лишним метра ниже основания северной стены."
"выс. — 146,6 м","Высота — 146,6 метров"
"Протяжённость улицы составляет ок. 2,5 км.","Протяжённость улицы составляет около 2,5 километра."
"К 2018 г в 150 м к югу от пересечения улиц Нагорной-Токарей планировалось открыть станцию 2-й линии Екатеринбургского метрополитена «Татищевскую», а приблизительно в 800 м к югу от пересечения с улицей Викулова — станцию «Металлургическую».","К 2018 году в 150 метрах к югу от пересечения улиц Нагорной-Токарей планировалось открыть станцию 2-й линии Екатеринбургского метрополитена «Татищевскую», а приблизительно в 800 метрах к югу от пересечения с улицей Викулова — станцию «Металлургическую»."
"Средние высоты сельского поселения составляют 330 м над уровнем моря.","Средние высоты сельского поселения составляют 330 метров над уровнем моря."
"Первые примерно 800 м он бежит с запада на в. по долине, пока не опускается примерно на 778 м над уровнем моря.","Первые примерно 800 метров он бежит с запада на восток по долине, пока не опускается примерно на 778 м над уровнем моря."
"Семье принадлежат 4 земельных участка общей площадью 6 тыс. квадратных м, жилой дом площадью 706 квадратных м, квартира, автомобили Bentley Continental Flying Spur, Porsche Cayenne и Mercedes-Benz.","Семье принадлежат 4 земельных участка общей площадью 6 тыс. квадратных метров, жилой дом площадью 706 квадратных метров, квартира, автомобили Bentley Continental Flying Spur, Porsche Cayenne и Mercedes-Benz."
"Линдгрен цитирует Гаудина, Гц и Росси (1964), а также Бусакера и Саати (1965) в качестве дополнительного материала по данной тематике.","Линдгрен цитирует Гаудина, Герца и Росси (1964), а также Бусакера и Саати (1965) в качестве дополнительного материала по данной тематике."
"Ещё одна ранняя работа — статья Гц, Дуби и Виге 1967 года.","Ещё одна ранняя работа — статья Герца, Дуби и Виге 1967 года."
"Гц, Дуби и Виге высказали гипотезу, что любой гипогамильтонов гр. имеет обхват 5 или более, но гипотеза была опровергнута Томассеном, нашедшим примеры с обхватом 3 и 4.","Герц, Дуби и Виге высказали гипотезу, что любой гипогамильтонов граф имеет обхват 5 или более, но гипотеза была опровергнута Томассеном, нашедшим примеры с обхватом 3 и 4."
"Полный список гипогамильтоновых графов с не более чем 17 вершинами известен — это гр. Петерсена с 10 вершинами, графы с 13 и 15 вершинами, найденные Гц с помощью компьютерного поиска, и четыре графа с 16 вершинами.","Полный список гипогамильтоновых графов с не более чем 17 вершинами известен — это граф Петерсена с 10 вершинами, графы с 13 и 15 вершинами, найденные Герцем с помощью компьютерного поиска, и четыре графа с 16 вершинами."
"Гц определил циклируемость графа как наибольшее число k, такое, что любые k вершин принадлежат циклу.","Герц определил циклируемость графа как наибольшее число k, такое, что любые k вершин принадлежат циклу."
"д. находится в северной части Новгородской области, в подзоне южной тайги, на берегах реки м. Вишерка, при автодороге 49К-13, на расстоянии примерно 2 км (по прямой) к югу от города м. Вишера, административного центра района.","Деревня находится в северной части Новгородской области, в подзоне южной тайги, на берегах реки Малая Вишерка, при автодороге 49К-13, на расстоянии примерно 2 километров (по прямой) к югу от города Малая Вишера, административного центра района."
"Абсолютная выс. — 56 м над уровнем моря.","Абсолютная высота — 56 метров над уровнем моря."
"Благодаря череде удачных выступлений удостоилась права защищать честь страны на зимних Олимпийских играх в Кортина-д’Ампеццо — по сумме двух попыток заняла в слаломе первое место, опередив ближайшую преследовательницу более чем на три с, и завоевала тем самым золотую олимпийскую медаль.","Благодаря череде удачных выступлений удостоилась права защищать честь страны на зимних Олимпийских играх в Кортина-д’Ампеццо — по сумме двух попыток заняла в слаломе первое место, опередив ближайшую преследовательницу более чем на три секунды, и завоевала тем самым золотую олимпийскую медаль."
"Джейсон выхватывает у Уитни Кл матери и его начинает затягивать внутрь дробилки.","Джейсон выхватывает у Уитни кулон матери и его начинает затягивать внутрь дробилки."
"Кроме того, три новые сцены продолжительностью 8 минут 17 с попали в раздел бонусов на DVD и Blu-Ray.","Кроме того, три новые сцены продолжительностью 8 минут 17 секунд попали в раздел бонусов на DVD и Blu-Ray."
"род. в Бостоне, в семье Эриха Голдхагена и Нормы Бахрах; вырос в Н.","Родился в Бостоне, в семье Эриха Голдхагена и Нормы Бахрах; вырос в Ньютоне."
"Общая дл. пещеры составляет 210 м.","Общая длина пещеры составляет 210 метров."
"С поворота на дороге поднимитесь по крутой тропе в гору и пройдите ок. 250 м до этой пещеры.","С поворота на дороге поднимитесь по крутой тропе в гору и пройдите около 250 метров до этой пещеры."
"До 1991 года функционировал пассажирский аэропорт «Лысьва» с взлётно-посадочной полосой 1500 м, способный принимать Як-40 и самолёты классами ниже, а также все виды вертолётов.","До 1991 года функционировал пассажирский аэропорт «Лысьва» с взлётно-посадочной полосой 1500 метров, способный принимать Як-40 и самолёты классами ниже, а также все виды вертолётов."
"В отсутствие Болта, победу одержал его соотечественник, 21-летний ямайский спринтер Йохан Блейк с результатом 9,92 с (рекорд Болта — 9,58).","В отсутствие Болта, победу одержал его соотечественник, 21-летний ямайский спринтер Йохан Блейк с результатом 9,92 секунды (рекорд Болта — 9,58)."
"У непрерывного спектра замечено хаотичное мерцание на временах меньше 20 с, характерное для систем с аккреционным диском.","У непрерывного спектра замечено хаотичное мерцание на временах меньше 20 секунд, характерное для систем с аккреционным диском."
"Все эмиссионные линии имеют значительное (сотни км в с) красное смещение; линии поглощения же, наоборот, имеют синее смешение со скоростью >500 км/с.","Все эмиссионные линии имеют значительное (сотни километров в секунду) красное смещение; линии поглощения же, наоборот, имеют синее смешение со скоростью >500 км/с."
"Средние высоты на территории аула составляют ок. 75 м над уровнем моря.","Средние высоты на территории аула составляют около 75 метров над уровнем моря."
"напр., в GPS ход времени часов спутников скорректирован на разницу с поверхностью Земли, составляющую суммарно 38 мкс в день.","Например, в GPS ход времени часов спутников скорректирован на разницу с поверхностью Земли, составляющую суммарно 38 микросекунд в день."
"Эффекты, обнаруженные в таких наземных экспериментах, чрезвычайно малы, а различия измеряются в нс.","Эффекты, обнаруженные в таких наземных экспериментах, чрезвычайно малы, а различия измеряются в наносекундах."
"Мяч получился очень красивым — заметив, что вратарь «Килмарнока», Алан Комби, вышел далеко из ворот, Уоллес ударом-«парашютом» примерно с 70 м поразил ворота противника, перекинув снаряд через голкипера.","Мяч получился очень красивым — заметив, что вратарь «Килмарнока», Алан Комби, вышел далеко из ворот, Уоллес ударом-«парашютом» примерно с 70 метров поразил ворота противника, перекинув снаряд через голкипера."
"дл. фьорда в неск. (чаще всего — в десятки) раз превосходит ширину; а берега в большинстве случаев образованы скалами высотой до 1000 м.","Длина фьорда в несколько (чаще всего — в десятки) раз превосходит ширину; а берега в большинстве случаев образованы скалами высотой до 1000 метров."
"В этом случае фьорд может иметь значительную глубину, в целые сотни м, а иногда — и более км.","В этом случае фьорд может иметь значительную глубину, в целые сотни метров, а иногда — и более километра."
"С января 2009 года скорость всех судов длиной более 20 м в водах Новой Англии ограничивается до 10 узлов (19 км/ч) на период ежегодной миграции китов.","С января 2009 года скорость всех судов длиной более 20 метров в водах Новой Англии ограничивается до 10 узлов (19 км/ч) на период ежегодной миграции китов."
"Эль-Юнке (исп. El Yunque) — гора высотой 575 м, располож. в 7 км на з. от города Баракоа и одноимённого залива в провинции Гуантанамо на Кубе.","Эль-Юнке (исп. El Yunque) — гора высотой 575 метров, расположенная в 7 километрах на запад от города Баракоа и одноимённого залива в провинции Гуантанамо на Кубе."
"Гора расположена между берегами рек Дуаба и Тоа, она имеет периметр длиной 1125 м и пл. в 461 000 м²","Гора расположена между берегами рек Дуаба и Тоа, она имеет периметр длиной 1125 метров и площадь в 461 000 м²"
"В нижней части течения р. огибает безымянную сопку высотой 75 м.","В нижней части течения река огибает безымянную сопку высотой 75 метров."
"Находится на расстоянии примерно 32 км по прямой на юго-запад от центра города Бугуруслан.","Находится на расстоянии примерно 32 километра по прямой на юго-запад от центра города Бугуруслан."
"Ирина Артемова впервые стартовала на этапе Кубка мира в 2003 г в гонке на 10 км классическим стилем в финском Куусамо; взойти на подиум ей тогда не удалось.","Ирина Артемова впервые стартовала на этапе Кубка мира в 2003 году в гонке на 10 километров классическим стилем в финском Куусамо; взойти на подиум ей тогда не удалось."
"серебр. призёр этапа Кубка мира в Куусамо (Финляндия) в гонке на 10 км классическим стилем","серебряный призёр этапа Кубка мира в Куусамо (Финляндия) в гонке на 10 километров классическим стилем"
"В ноябре 2014 года передовая технология бесконтактной оплаты проезда Pay@Gate банковскими картами Visa payWave и MasterCard PayPass в считанные с непосредственно на турникете, внедрённая компанией «Аэроэкспресс» при поддержке платёжной компании Visa в августе 2013 года, была отмечена премией Лучшие в России/Best.ru в категории «Транспорт».","В ноябре 2014 года передовая технология бесконтактной оплаты проезда Pay@Gate банковскими картами Visa payWave и MasterCard PayPass в считанные секунды непосредственно на турникете, внедрённая компанией «Аэроэкспресс» при поддержке платёжной компании Visa в августе 2013 года, была отмечена премией Лучшие в России/Best.ru в категории «Транспорт»."
