question,answer
"Один из руководителей Международного союза мусульманских ученых, рук. ведущей исламской партии Пакистана «Джамаат-и-Ислами».","Один из руководителей Международного союза мусульманских ученых, руководитель ведущей исламской партии Пакистана «Джамаат-и-Ислами»."
"Кади Хусейн Ахмад род. в 1938 г в Хайбер-Пахтунхве (Пакистан).","Кади Хусейн Ахмад родился в 1938 году в Хайбер-Пахтунхве (Пакистан)."
"Через три года покинул ун-т и перешёл в Торгово-промышленную палату провинции Хайбер-Пахтунхва.","Через три года покинул университет и перешёл в Торгово-промышленную палату провинции Хайбер-Пахтунхва."
"Шестого января 2013 года он ум. в исламабадской больнице.","Шестого января 2013 года он умер в исламабадской больнице."
"полит. карьера Ахмада началась рано.","Политическая карьера Ахмада началась рано."
"В школьные гг. он присоединился Ислами Джамиат-и-Талаба.","В школьные годы он присоединился Ислами Джамиат-и-Талаба."
"В 1970 г он стал членом Джамаат-и-Ислами.","В 1970 году он стал членом Джамаат-и-Ислами."
"В 1978 г стал Генеральным секретарём пакистанского отделения Джамаат-и-Ислами, а с 1987 года стал её руководителем.","В 1978 году стал Генеральным секретарём пакистанского отделения Джамаат-и-Ислами, а с 1987 года стал её руководителем."
"Был переизбран на эту должность четыре раза, в 1992, 1994, 1999 и 2003 г.","Был переизбран на эту должность четыре раза, в 1992, 1994, 1999 и 2003 году."
"В 2008 г он отказался избраться в пятый раз, после чего этот пост занял Сайед Мунаувар Хасан.","В 2008 году он отказался избраться в пятый раз, после чего этот пост занял Сайед Мунаувар Хасан."
"В 1986 г Хусейн Ахмад был впервые избран сенатором.","В 1986 году Хусейн Ахмад был впервые избран сенатором."
"В марте 1992 года переизбран на пост сенатор, но в 1996 г он ушел в отставку в знак протеста против коррумпированности политической системы. оппозиционной партии Муттахида меджлис-э-амаль.","В марте 1992 года переизбран на пост сенатор, но в 1996 году он ушел в отставку в знак протеста против коррумпированности политической системы. оппозиционной партии Муттахида меджлис-э-амаль."
"Благодаря этому кол-во членов пертии увеличилось на 4,5 млн чел.","Благодаря этому количество членов пертии увеличилось на 4,5 млн человек."
"В 2002 г Хусейн Ахмад стал членом Национальной ассамблеи — нижней палаты парламента, от двух округов.","В 2002 году Хусейн Ахмад стал членом Национальной ассамблеи — нижней палаты парламента, от двух округов."
"Герб муниципального образования города Борзя Забайкальского края Российской Федерации — офиц. символ муниципального образования.","Герб муниципального образования города Борзя Забайкальского края Российской Федерации — официальный символ муниципального образования."
"Герб внесён в гос. геральдический регистр Российской Федерации под регистрационным номером 648.","Герб внесён в Государственный геральдический регистр Российской Федерации под регистрационным номером 648."
"Здесь это также водные ресурсы района: р. Борзя, озера торейские.","Здесь это также водные ресурсы района: река Борзя, озера торейские."
"Желтый (зол.) — цвет Борзинского казачества.","Желтый (золотой) — цвет Борзинского казачества."
"худ.: Роберт Маланичев (м.); компьютерный дизайн: Сергей Исаев (м.).","художник: Роберт Маланичев (Москва); компьютерный дизайн: Сергей Исаев (Москва)."
"20 дек. 2005 года решением Совета муниципального района «Борзинский р-н» № 125 было принято ПОЛОЖЕНИЕ о гербе муниципального района «Борзинский р-н», в котором герб определялся, как офиц. символ только муниципального района.","20 декабря 2005 года решением Совета муниципального района «Борзинский район» № 125 было принято ПОЛОЖЕНИЕ о гербе муниципального района «Борзинский район», в котором герб определялся, как официальный символ только муниципального района."
"«Вальс на банановой кожуре» (венг. Banánhéjkeringö) — драматическо-комедийный фильм Петера Бачо и Тамаша Тольмара (венг. Tolmár Tamás), снятый в 1987 г.","«Вальс на банановой кожуре» (венг. Banánhéjkeringö) — драматическо-комедийный фильм Петера Бачо и Тамаша Тольмара (венг. Tolmár Tamás), снятый в 1987 году."
"Случилось так, что клубок событий объединил личную драму и важное офиц. мероприятие, незнакомых до этого людей.","Случилось так, что клубок событий объединил личную драму и важное официальное мероприятие, незнакомых до этого людей."
"гл. герой работает врачом, преуспевает в профессии быв. спортсмен.","Главный герой работает врачом, преуспевает в профессии бывший спортсмен."
"Дело происходит в центре города, вокруг масса репортеров, полиции и толпа людей, поскольку именно тут в разгаре офиц. мероприятие.","Дело происходит в центре города, вокруг масса репортеров, полиции и толпа людей, поскольку именно тут в разгаре официальное мероприятие."
"Герой не остановится в желании сделать свою жизнь др., даже когда его постигнет глубокое разочарование.","Герой не остановится в желании сделать свою жизнь другой, даже когда его постигнет глубокое разочарование."
"адм. центр — город Бхагалпур.","Административный центр — город Бхагалпур."
"пл. округа — 2570 км².","Площадь округа — 2570 км²."
"По данным всеиндийской переписи 2001 года нас. округа составляло 2 423 172 чел.","По данным всеиндийской переписи 2001 года население округа составляло 2 423 172 человека."
"Абдал Бек Талыш (также Дада Бек Талыш) — вождь (эмир) кызылбашей талышского происхождения, к-рый служил ордену Сафавийя, а затем династии Сефевидов, основанной этим орденом.","Абдал Бек Талыш (также Дада Бек Талыш) — вождь (эмир) кызылбашей талышского происхождения, который служил ордену Сафавийя, а затем династии Сефевидов, основанной этим орденом."
"Он присутствовал в 907/1501 гг, когда Исмаил I взошел на престол в Тебризе и таким образом основал династию Сефевидов.","Он присутствовал в 907/1501 годах, когда Исмаил I взошел на престол в Тебризе и таким образом основал династию Сефевидов."
"В 1505-1506 гг ему как курчибаши было поручено преследовать тех, кто участвовал в битве, в которой был убит отец Исмаила, Шейх Гейдар; так что вполне вероятно, что Абдал принимал участие в религиозных конфликтах того периода.","В 1505-1506 годах ему как курчибаши было поручено преследовать тех, кто участвовал в битве, в которой был убит отец Исмаила, Шейх Гейдар; так что вполне вероятно, что Абдал принимал участие в религиозных конфликтах того периода."
"В 1509 г без объяснения причин у него отняли чин эмира, а его отряд (лашкар) и феодальные территории Казвин, Шар и Рай были переданы Зайнал Беку Шамлу.","В 1509 году без объяснения причин у него отняли чин эмира, а его отряд (лашкар) и феодальные территории Казвин, Шар и Рай были переданы Зайнал Беку Шамлу."
"Почти в то же время Хусейн Бек Лала, др. верный эмир-кызылбаш, к-рый поддерживал Исмаила с детства и пользовался величайшей властью, потерял свои должности и феодальные владения.","Почти в то же время Хусейн Бек Лала, другой верный эмир-кызылбаш, который поддерживал Исмаила с детства и пользовался величайшей властью, потерял свои должности и феодальные владения."
"ч. систематиков относят его к подсемейству Prototroctinae семейства Retropinnidae.","Часть систематиков относят его к подсемейству Prototroctinae семейства Retropinnidae."
"дл. тела от 22 см (Prototroctes oxyrhynchus) до 33 см (Prototroctes maraena).","Длина тела от 22 см (Prototroctes oxyrhynchus) до 33 см (Prototroctes maraena)."
"Prototroctes oxyrhynchus считается исчезнувшим после 20-х годов XX вв.","Prototroctes oxyrhynchus считается исчезнувшим после 20-х годов XX века."
"Prototroctes maraena — австрал. прототрокт","Prototroctes maraena — Австралийский прототрокт"
"Бухта Ю́жная Глубо́кая — бухта западной части Олюторского залива в Беринговом м., находится на территории Олюторского района, на побережье полуострова Говена северо-восточного побережья Камчатского края.","Бухта Ю́жная Глубо́кая — бухта западной части Олюторского залива в Беринговом море, находится на территории Олюторского района, на побережье полуострова Говена северо-восточного побережья Камчатского края."
"В 1983 г Бухта юж. Глубокая была признана комплексным (ландшафтным) региональным памятником природного значения.","В 1983 году Бухта Южная Глубокая была признана комплексным (ландшафтным) региональным памятником природного значения."
"назв. бухте дал в 1885 г рос. мореход и китобой Фридольф Гек во время плавания на шхуне «Сибирь».","Название бухте дал в 1885 году российский мореход и китобой Фридольф Гек во время плавания на шхуне «Сибирь»."
"Определение «юж.» добавлено для отличия от похожей на неё бухты Глубокой, расположенной северо-восточнее мыса Олюторский.","Определение «Южная» добавлено для отличия от похожей на неё бухты Глубокой, расположенной северо-восточнее мыса Олюторский."
"На южном берегу бухты была построена рыбобаза № 1 Акционерного Камчатского общества, заготавливавшая треску, при базе возник пос. Новоолюторка.","На южном берегу бухты была построена рыбобаза № 1 Акционерного Камчатского общества, заготавливавшая треску, при базе возник посёлок Новоолюторка."
"Первый дрейф приобретенного в Японии деревянного дрифтера «Ударник» принес всего 80 штук сельди на 20 поставленных сетей, но букв. со следующих выходов лов наладился.","Первый дрейф приобретенного в Японии деревянного дрифтера «Ударник» принес всего 80 штук сельди на 20 поставленных сетей, но буквально со следующих выходов лов наладился."
"Во второй половине 1930-х годов обсуждался вопрос о строительстве закрытого порта для судов, обслуживающих вост. побережье Камчатки севернее Усть-Камчатска.","Во второй половине 1930-х годов обсуждался вопрос о строительстве закрытого порта для судов, обслуживающих восточное побережье Камчатки севернее Усть-Камчатска."
"В 1936 г экспедиция Народного комиссариата пищевой промышленности выбрала для этого бухту Южную Глубокую (как альтернатива рассматривался вариант с портом в бухте Сибирь и нефтебазой в соседней бухте Скобелева).","В 1936 году экспедиция Народного комиссариата пищевой промышленности выбрала для этого бухту Южную Глубокую (как альтернатива рассматривался вариант с портом в бухте Сибирь и нефтебазой в соседней бухте Скобелева)."
"Против этой идеи выступил изв. капитан флота АКО Е. Д. Бессмертный, считавшей бухту Южную Глубокую неудобной для такой цели, поскольку бухта не защищена от восточных ветров и опасной для судов зыби.","Против этой идеи выступил известный капитан флота АКО Е. Д. Бессмертный, считавшей бухту Южную Глубокую неудобной для такой цели, поскольку бухта не защищена от восточных ветров и опасной для судов зыби."
"кон. дискуссии положила вел. Отечественная война — порт вообще не был построен.","Конец дискуссии положила Великая Отечественная война — порт вообще не был построен."
"В 1955 г Новоолюторский рыбокомбинат был передан в подчинение Корфскому рыбокомбинату (пос. Корф).","В 1955 году Новоолюторский рыбокомбинат был передан в подчинение Корфскому рыбокомбинату (посёлок Корф)."
"В 1975 г, после запрета промысла олюторской сельди (из-за обвального снижения запасов), комбинат в Южной Глубокой и пос. были заброшены, сохранились развалины.","В 1975 году, после запрета промысла олюторской сельди (из-за обвального снижения запасов), комбинат в Южной Глубокой и посёлок были заброшены, сохранились развалины."
"В разное время в разных местах побережья бухты также возводились строения баз рыбколхоза им. Горького (центр. усадьба в селе Тиличики), рыбколхоза им. Ленина (центр. усадьба в селе Вывенка), Корфовского рыбокомбината (центр. усадьба в посёлке Корф).","В разное время в разных местах побережья бухты также возводились строения баз рыбколхоза им. Горького (центральная усадьба в селе Тиличики), рыбколхоза им. Ленина (центральная усадьба в селе Вывенка), Корфовского рыбокомбината (центральная усадьба в посёлке Корф)."
"историч. лоция.","Историческая лоция."
"— Петропавловск-Камчатский: Дальневосточное книжное изд-во, Камчатское отд., 1991.","— Петропавловск-Камчатский: Дальневосточное книжное издательство, Камчатское отделение, 1991."
"Паспорт муниципального образования «Олюторский муницип. р-н» // Администрация Олюторского муниципального района : офиц. сайт.","Паспорт муниципального образования «Олюторский муниципальный район» // Администрация Олюторского муниципального района : официальный сайт."
"Гаврилов С. В. База активного опытного лова - родоначальник камчатского тралового флота // вест. Камчатского государственного технического университета : науч. статья.","Гаврилов С. В. База активного опытного лова - родоначальник камчатского тралового флота // Вестник Камчатского государственного технического университета : научная статья."
"— Петропавловск-Камчатский: Камчатский гос. технич. ун-т, 2015. — № 34.","— Петропавловск-Камчатский: Камчатский государственный технический университет, 2015. — № 34."
"// Камчатский гос. технич. ун-т вопр. истории рыбной промышленности Камчатки : Историко-краеведч. сб.","// Камчатский государственный технический университет Вопросы истории рыбной промышленности Камчатки : Историко-краеведческий сборник."
"Мягких В. История 4 базы // Олюторский вест. : район. газ.","Мягких В. История 4 базы // Олюторский вестник : районная газета."
"Гаврилов С. В. неск. проектов устройства камчатского каботажа // Камчатский гос. технич. ун-т вопр. истории рыбной промышленности Камчатки : Историко-краеведч. сб.","Гаврилов С. В. Несколько проектов устройства камчатского каботажа // Камчатский государственный технический университет Вопросы истории рыбной промышленности Камчатки : Историко-краеведческий сборник."
"Ашот Андраникович Сафарян (арм. Աշոտ Սաֆարյան; род. 20 сентября 1954, Ереван) — армянский гос. деятель.","Ашот Андраникович Сафарян (арм. Աշոտ Սաֆարյան; род. 20 сентября 1954, Ереван) — армянский государственный деятель."
"1971 — окончил с зол. медалью среднюю школу, а в 1976 — с отличием окончил Ереванский политехнический ин-т, получив специальность электрика-инженера.","1971 — окончил с золотой медалью среднюю школу, а в 1976 — с отличием окончил Ереванский политехнический институт, получив специальность электрика-инженера."
"С 1980 — работал в Ереванском политехническом институте как старший лаборант, старший науч. сотр., зав. отделом научной лаборатории.","С 1980 — работал в Ереванском политехническом институте как старший лаборант, старший научный сотрудник, заведующий отделом научной лаборатории."
"1990—1991 — зам. председателя в комитете государственной экономики Армении.","1990—1991 — заместитель председателя в комитете государственной экономики Армении."
"Халту́ринский проезд — проезд от Халтуринской улицы до Открытого ш. на территории района Преображенское Восточного административного округа города Москвы.","Халту́ринский проезд — проезд от Халтуринской улицы до Открытого шоссе на территории района Преображенское Восточного административного округа города Москвы."
"Проезд получил своё назв. в 1950-х гг — по названию Халтуринской улицы, от которой он начинается.","Проезд получил своё название в 1950-х годах — по названию Халтуринской улицы, от которой он начинается."
"До 1922 года носил назв. Храмовый проезд, затем — Проектировочная улица.","До 1922 года носил название Храмовый проезд, затем — Проектировочная улица."
"Станция метро «Преображенская пл.» Сокольнической линии — юго-западнее проезда, на Преображенской площади на пересечении Преображенской и б. Черкизовской улиц с Краснобогатырской улицей и улицей Преображенский Вал.","Станция метро «Преображенская площадь» Сокольнической линии — юго-западнее проезда, на Преображенской площади на пересечении Преображенской и Большой Черкизовской улиц с Краснобогатырской улицей и улицей Преображенский Вал."
"Станция метро «бульв. Рокоссовского» Сокольнической линии — северо-восточнее проезда, на Ивантеевской улице.","Станция метро «Бульвар Рокоссовского» Сокольнической линии — северо-восточнее проезда, на Ивантеевской улице."
"Станция МЦК «бульв. Рокоссовского» — северо-восточнее проезда, на 6-м проезде Подбельского.","Станция МЦК «Бульвар Рокоссовского» — северо-восточнее проезда, на 6-м проезде Подбельского."
"Нет ни одного дома — что, в некотором роде, явление уник.","Нет ни одного дома — что, в некотором роде, явление уникальное."
"откр. ш.","Открытое шоссе"
"Храм нимф ― ныне утраченное древнеримское культовое сооружение, посв. нимфам, нимфеум.","Храм нимф ― ныне утраченное древнеримское культовое сооружение, посвящённое нимфам, нимфеум."
"С ним отождествляют руины, расположенные вдоль улицы Виа делле Боттеге Оскур . Храм должен был быть основан в IIII― начале II вв. до н.э.","С ним отождествляют руины, расположенные вдоль улицы Виа делле Боттеге Оскур . Храм должен был быть основан в IIII― начале II века до н.э."
"Скорее всего он пострадал во время пожара в городе в I веке до н.э. и во время пожара на Марсовом поле в 80 г н.э.","Скорее всего он пострадал во время пожара в городе в I веке до н.э. и во время пожара на Марсовом поле в 80 году н.э."
"Храм находился в эксцентричном положении относительно четырехстороннего портика, к-рый должен был быть построен вокруг него позднее.","Храм находился в эксцентричном положении относительно четырехстороннего портика, который должен был быть построен вокруг него позднее."
"Руины на улице Виа делле Боттеге Оскуре были найдены в 1938 г и оставлены видимыми на стороне современной улицы; две колонны были подняты в 1954 г.","Руины на улице Виа делле Боттеге Оскуре были найдены в 1938 году и оставлены видимыми на стороне современной улицы; две колонны были подняты в 1954 году."
"Развалины позволяют идентифицировать различные фазы здания: ядро римского бетона внутри подиума восходит ко II веку до нашей эры, база колонн и облом подиума, видимого в данный момент, датируются серединой I вв.","Развалины позволяют идентифицировать различные фазы здания: ядро римского бетона внутри подиума восходит ко II веку до нашей эры, база колонн и облом подиума, видимого в данный момент, датируются серединой I века."
"Архитектурные элементы из мрамора, всё ещё сохранившиеся до наших дней, в т. числе фризовая перемычка с жертвенными инструментами эпохи Домициана, возможно, свидетельствуют о реставрации после пожара 80-го года.","Архитектурные элементы из мрамора, всё ещё сохранившиеся до наших дней, в том числе фризовая перемычка с жертвенными инструментами эпохи Домициана, возможно, свидетельствуют о реставрации после пожара 80-го года."
"Новое Чамзино — д. в Большеигнатовском районе Мордовии.","Новое Чамзино — деревня в Большеигнатовском районе Мордовии."
"Впервые упоминается в 1624 г.","Впервые упоминается в 1624 году."
"Новая Чамзинка удельная д. из 24 дворов в Ардатовском уезде.","Новая Чамзинка удельная деревня из 24 дворов в Ардатовском уезде."
"Названа по им. владельца деревни Ростислава Петровича Бобоедова.","Названа по имени владельца деревни Ростислава Петровича Бобоедова."
"нац. состав","Национальный состав"
"Озерки (до 1948 — Патрики, фин. Patrikki) — пос. в Первомайском сельском поселении Выборгского района Ленинградской области.","Озерки (до 1948 — Патрики, фин. Patrikki) — посёлок в Первомайском сельском поселении Выборгского района Ленинградской области."
"В 1945 г в деревне Патрики разместилось подсобное хозяйство Военторга.","В 1945 году в деревне Патрики разместилось подсобное хозяйство Военторга."
"д. находилась на берегах двух маленьких озёр Суур и Пиени Патриккаярви, посреди большего из которых находится высокий о-в.","Деревня находилась на берегах двух маленьких озёр Суур и Пиени Патриккаярви, посреди большего из которых находится высокий остров."
"До 1939 года д. Патрики входила в состав волости Кивеннапа Выборгской губернии Финляндской республики.","До 1939 года деревня Патрики входила в состав волости Кивеннапа Выборгской губернии Финляндской республики."
"д. насчитывала 14 домов.","Деревня насчитывала 14 домов."
"Согласно данным 1966, 1973 и 1990 годов пос. Озерки входил в состав Первомайского сельсовета.","Согласно данным 1966, 1973 и 1990 годов посёлок Озерки входил в состав Первомайского сельсовета."
"В 1997 г в посёлке Озерки Первомайской волости проживали 7 чел., в 2002 г — постоянного населения не было.","В 1997 году в посёлке Озерки Первомайской волости проживали 7 человек, в 2002 году — постоянного населения не было."
"В 2007 г в посёлке Озерки Первомайского СП проживали 3 чел., в 2010 г — 8 чел.","В 2007 году в посёлке Озерки Первомайского СП проживали 3 человека, в 2010 году — 8 человек."
"пос. расположен в южной части района к западу от автодороги 41А-025 (Ушково — ур. Гравийное).","Посёлок расположен в южной части района к западу от автодороги 41А-025 (Ушково — ур. Гравийное)."
"пос. находится на берегах озёр Большое и м.","Посёлок находится на берегах озёр Большое и Малое."
"К западу от посёлка протекает р. Грязновка.","К западу от посёлка протекает река Грязновка."
"Береговая, Карельский проезд, Лесная, Озёрная, Полевая, Сосновая, Цветочная, центр.","Береговая, Карельский проезд, Лесная, Озёрная, Полевая, Сосновая, Цветочная, Центральная."
"За выборами следило ок. 10 000 наблюдателей.","За выборами следило около 10 000 наблюдателей."
"Согласно указанному закону первые выборы высших должностных лиц должны были состояться 14 октября 2012 года в тех субъектах Российской Федерации, где срок истечения полномочий действующих высших должностных лиц истекает с 1 июня по 31 дек. 2012 года.","Согласно указанному закону первые выборы высших должностных лиц должны были состояться 14 октября 2012 года в тех субъектах Российской Федерации, где срок истечения полномочий действующих высших должностных лиц истекает с 1 июня по 31 декабря 2012 года."
"А исполняющим обязанности губернатора Московской области через два дня, 8 ноября 2012 года, през. Владимир Путин назначил Андрея Воробьёва, к-рый до этого возглавлял фракцию «Единой России» в Госдуме.","А исполняющим обязанности губернатора Московской области через два дня, 8 ноября 2012 года, президент Владимир Путин назначил Андрея Воробьёва, который до этого возглавлял фракцию «Единой России» в Госдуме."
