question,answer
"Журнал «Власть» со ссылкой на неназванного министра Северной Осетии 25 августа 2008 года заявил, что бюджет Северной Осетии ежегодно получал из российской федеральной казны 2,5 млрд ₽ на «международную деятельность», которые сразу же перечислялись в распоряжение правительства Южной Осетии; никакой прозрачной отчётности о расходовании перечисленных средств не представлялось.","Журнал «Власть» со ссылкой на неназванного министра Северной Осетии 25 августа 2008 года заявил, что бюджет Северной Осетии ежегодно получал из российской федеральной казны 2,5 млрд рублей на «международную деятельность», которые сразу же перечислялись в распоряжение правительства Южной Осетии; никакой прозрачной отчётности о расходовании перечисленных средств не представлялось."
"В представленных грузинской стороной материалах фигурируют телефонные № грузинского сотового оператора, однако, как пишет «Коммерсантъ», по данным Южной Осетии, «в последнее время все чиновники и военнослужащие пользовались исключительно услугами российского оператора „МегаФон“».","В представленных грузинской стороной материалах фигурируют телефонные номера грузинского сотового оператора, однако, как пишет «Коммерсантъ», по данным Южной Осетии, «в последнее время все чиновники и военнослужащие пользовались исключительно услугами российского оператора „МегаФон“»."
"Также следует принять во внимание предшествовавшие обстоятельства: годы провокаций, взаимных обвинений, военного и политического давления и актов насилия как в зоне конфликта, так и вне её, = как и нарастание напряженности в последние месяцы и недели перед началом войны.","Также следует принять во внимание предшествовавшие обстоятельства: годы провокаций, взаимных обвинений, военного и политического давления и актов насилия как в зоне конфликта, так и вне её, равно как и нарастание напряженности в последние месяцы и недели перед началом войны."
"Таким образом общее число убитых, согласно официальным спискам, = 397, при этом 62 смерти официально не подтверждены.","Таким образом общее число убитых, согласно официальным спискам, равно 397, при этом 62 смерти официально не подтверждены."
"Финансовая помощь Южной Осетии со стороны России за 2008—2010 годы составила около 30 млрд ₽.","Финансовая помощь Южной Осетии со стороны России за 2008—2010 годы составила около 30 млрд рублей."
"Банк разместил 8 % своих акций (25,24 миллиарда акций класса H) на бирже в Гонконге по цене 3,2 гонконгских $ за акцию, а в Шанхае — 7 % (22,2 миллиарда акций класса A) по 2,68 ¥ за акцию.","Банк разместил 8 % своих акций (25,24 миллиарда акций класса H) на бирже в Гонконге по цене 3,2 гонконгских доллара за акцию, а в Шанхае — 7 процентов (22,2 миллиарда акций класса A) по 2,68 юаня за акцию."
"Выданные кредиты составляют более половины активов банка, 22,6 трлн из 39,9 трлн ¥ в 2023 году, из них 12,8 трлн приходится на корпоративные кредиты, а 8,1 трлн — на розничные, размер инвестиций составил 11,2 трлн.","Выданные кредиты составляют более половины активов банка, 22,6 трлн из 39,9 трлн юаней в 2023 году, из них 12,8 трлн приходится на корпоративные кредиты, а 8,1 трлн — на розничные, размер инвестиций составил 11,2 трлн."
"На принятые депозиты приходится основная часть пассивов, их размер в 2023 году составлял 28,9 трлн ¥ (из них 17,1 трлн — розничные).","На принятые депозиты приходится основная часть пассивов, их размер в 2023 году составлял 28,9 трлн юаней (из них 17,1 трлн — розничные)."
"Процентный доход в 2023 году составил 1,224 трлн ¥, расход — 652 млрд ¥, чистый процентный доход — 572 млрд ¥.","Процентный доход в 2023 году составил 1,224 трлн юаней, расход — 652 млрд юаней, чистый процентный доход — 572 млрд юаней."
"Комиссионный доход составил 80 млрд ¥.","Комиссионный доход составил 80 млрд юаней."
"Банком выпущено около 1,1 млрд дебетовых карт и 130 млн кредитных карт, объём транзакций по ним в 2020 году составлял 25,5 трлн ¥ и 2,1 трлн ¥ соответственно.","Банком выпущено около 1,1 млрд дебетовых карт и 130 млн кредитных карт, объём транзакций по ним в 2020 году составлял 25,5 трлн юаней и 2,1 трлн юаней соответственно."
"Банк осуществляет управление частным капиталом, размер активов под управлением на 2020 год составлял 1,7 трлн ¥.","Банк осуществляет управление частным капиталом, размер активов под управлением на 2020 год составлял 1,7 трлн юаней."
"Корпоративный банкинг — банковские услуги корпорациям, госучреждения и финансовым институтам, включая кредитование, финансирование торговли, приём депозитов; выручка — 272 млрд ¥, прибыль — 89 млрд ¥, активы — 14,0 трлн ¥.","Корпоративный банкинг — банковские услуги корпорациям, госучреждения и финансовым институтам, включая кредитование, финансирование торговли, приём депозитов; выручка — 272 млрд юаней, прибыль — 89 млрд юаней, активы — 14,0 трлн юаней."
"Розничный банкинг — обслуживание частных лиц, включая выдачу кредитов, приём депозитов, обслуживание кредитных карт, управление частным капиталом; выручка — 365 млрд ¥, прибыль — 193 млрд ¥, активы — 8,0 трлн ¥.","Розничный банкинг — обслуживание частных лиц, включая выдачу кредитов, приём депозитов, обслуживание кредитных карт, управление частным капиталом; выручка — 365 млрд юаней, прибыль — 193 млрд юаней, активы — 8,0 трлн юаней."
"Казначейские операции — торговля валютой, ценными бумагами и драгметаллами; выручка — 39 млрд ¥, прибыль — 16 млрд ¥, активы — 17,3 трлн ¥.","Казначейские операции — торговля валютой, ценными бумагами и драгметаллами; выручка — 39 млрд юаней, прибыль — 16 млрд юаней, активы — 17,3 трлн юаней."
"ABC-CA Fund Management Co., Ltd. — компания по управлению инвестиционными фондами; основана в 2008 году, доля 51,67 %; активы — 3,3 млрд ¥.","ABC-CA Fund Management Co., Ltd. — компания по управлению инвестиционными фондами; основана в 2008 году, доля 51,67 %; активы — 3,3 млрд юаней."
"ABC International Holdings Limited — дочерняя компания, созданная в Гонконге в 2009 году для операций с ценными бумагами и работе на рынках капитала; активы — 43,45 млрд гонконгских $.","ABC International Holdings Limited — дочерняя компания, созданная в Гонконге в 2009 году для операций с ценными бумагами и работе на рынках капитала; активы — 43,45 млрд гонконгских долларов."
"ABC Financial Leasing Co., Ltd. — лизинговая компания, основанная в 2010 году; активы — 45,6 млрд ¥.","ABC Financial Leasing Co., Ltd. — лизинговая компания, основанная в 2010 году; активы — 45,6 млрд юаней."
"ABC Life Insurance Co., Ltd. — страховая компания, 51 % акций которой принадлежит банку; активы — 84 млрд ¥.","ABC Life Insurance Co., Ltd. — страховая компания, 51 % акций которой принадлежит банку; активы — 84 млрд юаней."
"ABC Financial Asset Investment Company Limited — операции с ценными бумагами; активы — 33,45 млрд ¥.","ABC Financial Asset Investment Company Limited — операции с ценными бумагами; активы — 33,45 млрд юаней."
"Agricultural Bank of China (UK) Limited — дочерняя компания в Великобритании с активами 100 млн $ США.","Agricultural Bank of China (UK) Limited — дочерняя компания в Великобритании с активами 100 млн долларов США."
"Agricultural Bank of China (Luxembourg) Limited — дочерняя компания в Люксембурге с активами 25 млн $ США; предоставляет казначейские и оптовые банковские услуги.","Agricultural Bank of China (Luxembourg) Limited — дочерняя компания в Люксембурге с активами 25 млн долларов США; предоставляет казначейские и оптовые банковские услуги."
"Agricultural Bank of China (Moscow) Limited — дочерняя компания в России с активами 180 млн $ США; предоставляет оптовые банковские услуги.","Agricultural Bank of China (Moscow) Limited — дочерняя компания в России с активами 180 млн долларов США; предоставляет оптовые банковские услуги."
