question,answer
"Для октябрят ежегодно издавался календарь «Звёздочка», а также книжные серии «Пионеры-герои», «Дедушкины медали» и др..","Для октябрят ежегодно издавался календарь «Звёздочка», а также книжные серии «Пионеры-герои», «Дедушкины медали» и другие."
"Из этого «Детского мира» выплывали мы в б., взрослый мир.","Из этого «Детского мира» выплывали мы в большой, взрослый мир."
"Среди авторов издательства были Лев Толстой, Сергей Есенин, Самуил Маршак, Корней Чуковский, Сергей Михалков, Алексей Толстой, Михаил Булатов, Константин Ушинский, Валентин Берестов, Леонид Яхнин, Борис Заходер, Валентин Катаев, Вера Инбер, Елена Благинина, Вера Чаплина, Николай Сладков, Иван Соколов-Микитов, Юнна Мориц, Ольга Капица, Владимир Маяковский, Виктор Лунин, Елена Аксельрод, Казбек Мазаев, Геннадий Снегирёв, Михаил Хонинов и др..","Среди авторов издательства были Лев Толстой, Сергей Есенин, Самуил Маршак, Корней Чуковский, Сергей Михалков, Алексей Толстой, Михаил Булатов, Константин Ушинский, Валентин Берестов, Леонид Яхнин, Борис Заходер, Валентин Катаев, Вера Инбер, Елена Благинина, Вера Чаплина, Николай Сладков, Иван Соколов-Микитов, Юнна Мориц, Ольга Капица, Владимир Маяковский, Виктор Лунин, Елена Аксельрод, Казбек Мазаев, Геннадий Снегирёв, Михаил Хонинов и другие."
"Иллюстрировали книжки художники: Алиса Порет, Иван Бруни, Лев Збарский, Май Митурич, Евгений Монин, Эрик Беньяминсон, Николай Михайлович Кочергин, Лев Токмаков, Анатолий Елисеев, Виктор Пивоваров, Эрик Булатов и Олег Васильев, Илья Кабаков, Геннадий Целищев и др..","Иллюстрировали книжки художники: Алиса Порет, Иван Бруни, Лев Збарский, Май Митурич, Евгений Монин, Эрик Беньяминсон, Николай Михайлович Кочергин, Лев Токмаков, Анатолий Елисеев, Виктор Пивоваров, Эрик Булатов и Олег Васильев, Илья Кабаков, Геннадий Целищев и другие."
"В 1980-х гг изд-во «Малыш» было республиканским издательством непосредственного подчинения Госкомиздату РСФСР.","В 1980-х годах издательство «Малыш» было республиканским издательством непосредственного подчинения Госкомиздату РСФСР."
"В 1979—1990 гг показатели издательской деятельности издательства были следующие:","В 1979—1990 годах показатели издательской деятельности издательства были следующие:"
"В 1983 г младшим редактором пришла в изд-во Ольга Альбертовна Муравьёва.","В 1983 году младшим редактором пришла в издательство Ольга Альбертовна Муравьёва."
"Редактором стала в 1986 г, во время обучения на втором курсе МПИ.","Редактором стала в 1986 году, во время обучения на втором курсе МПИ."
"С 1993 по 1998 гг. была главным редактором «Малыша».","С 1993 по 1998 годы была главным редактором «Малыша»."
"За это время издательству пришлось уменьшить кол-во позиций выпускаемых книг и сократить их тиражи.","За это время издательству пришлось уменьшить количество позиций выпускаемых книг и сократить их тиражи."
"В 1998 г изд-во «Малыш» прекратило своё существование.","В 1998 году издательство «Малыш» прекратило своё существование."
"С 1999 года книги выходят с ISBN -префиксами издательств принадлежавших «АСТ», но с маркой «Малыш», так как изд-во на правах редакции было присоединено к холдингу «АСТ».","С 1999 года книги выходят с ISBN -префиксами издательств принадлежавших «АСТ», но с маркой «Малыш», так как издательство на правах редакции было присоединено к холдингу «АСТ»."
"«б-ка детского сада»;","«Библиотека детского сада»;"
"«Дедушкины медали» — книжная серия, выходившая с 1978 по 1984 гг..","«Дедушкины медали» — книжная серия, выходившая с 1978 по 1984 годы."
"«кн. знаний» — серия детских научно-фантастических книг, выходившая с 1962 по 1970 гг..","«Книга знаний» — серия детских научно-фантастических книг, выходившая с 1962 по 1970 годы."
"«рус. нар. сказка»;","«Русская народная сказка»;"
"Орден «Дружба народов» — награждён дир. издательства «Малыш» Игорь Николаевич Боронецкий за активную и плодотворную работу в печати, а также в связи с семидесятилетием.","Орден «Дружба народов» — награждён директор издательства «Малыш» Игорь Николаевич Боронецкий за активную и плодотворную работу в печати, а также в связи с семидесятилетием."
"Боронецкий И. Н. изд-во «Малыш»: равняясь на время // Учительская газ. : газ..","Боронецкий И. Н. Издательство «Малыш»: равняясь на время // Учительская газета : газета."
"Боронецкий И. Н. Малышам немало нужно [О работе изд-ва «Малыш»] // Книжное обозрение : газ..","Боронецкий И. Н. Малышам немало нужно [О работе изд-ва «Малыш»] // Книжное обозрение : газета."
"25 лет издательству «Малыш» // Начальная школа : ж..","25 лет издательству «Малыш» // Начальная школа : журнал."
"— М.: просв., 1982.","— М.: Просвещение, 1982."
"— М : сов. худ., 1980.","— М : Советский художник, 1980."
"сов. графика—78.","Советская графика—78."
"Михайлов М. «Малыш» шагает по планете: [О деятельности издательства «Малыш»] // Огонёк : ж..","Михайлов М. «Малыш» шагает по планете: [О деятельности издательства «Малыш»] // Огонёк : журнал."
"изд-во «Малыш» на сайте «Лаборатория Фантастики»","Издательство «Малыш» на сайте «Лаборатория Фантастики»"
"Об издательстве «дет. мир» и его главном редакторе","Об издательстве «Детский мир» и его главном редакторе"
"т. 2. 1996","Том 2. 1996"
"Во второй половине XIX вв. промышленная рев. охватила Россию, в т. числе и Эстонию.","Во второй половине XIX века промышленная революция охватила Россию, в том числе и Эстонию."
"Упразднение крепостной зоны Таллина в 1857 г и открытие Балтийской железной дороги в 1870 г обеспечили Таллину мощную торговую и промышленную базу.","Упразднение крепостной зоны Таллина в 1857 году и открытие Балтийской железной дороги в 1870 году обеспечили Таллину мощную торговую и промышленную базу."
"В 1872 г в Российской империи был издан закон о школе, согласно которому наряду с уже существующими школами был создан новый тип школы — средняя школа.","В 1872 году в Российской империи был издан закон о школе, согласно которому наряду с уже существующими школами был создан новый тип школы — средняя школа."
"Связав необходимость создания нового учебного заведения с 200-летием со дня рождения Петра I в т. же г, училищу было присвоено имя Tallinna Peetri Reaalkool (по-русски Ревельское Петровское реальное уч-ще).","Связав необходимость создания нового учебного заведения с 200-летием со дня рождения Петра I в том же году, училищу было присвоено имя Tallinna Peetri Reaalkool (по-русски Ревельское Петровское реальное училище)."
"Таллинская городская управа и гильдии пожертвовали на школу 1 700 серебряных руб..","Таллинская городская управа и гильдии пожертвовали на школу 1 700 серебряных рублей."
"Первоначально преподавание на немецком языке велось в трёхэтажном каменном здании у гор. стены по адресу Лай 49, но в 1883 г школа была переведена в только что постр. здание школы на бульваре Эстония.","Первоначально преподавание на немецком языке велось в трёхэтажном каменном здании у городской стены по адресу Лай 49, но в 1883 году школа была переведена в только что построенное здание школы на бульваре Эстония."
"В результате политики русификации, проводимой императором Александром III, мн. уроки стали проводить на русском языке.","В результате политики русификации, проводимой императором Александром III, многие уроки стали проводить на русском языке."
"Переход на рус. яз. обучения затянулся, но в 1890 г он был осуществлён.","Переход на русский язык обучения затянулся, но в 1890 году он был осуществлён."
"Ученики и учителя Таллинской средней школы, особенно учитель гимнастики Антон Ыунапуу, сыграли важную роль как в становлении независимого гос-ва, так и в его обороне во время Войны за независимость.","Ученики и учителя Таллинской средней школы, особенно учитель гимнастики Антон Ыунапуу, сыграли важную роль как в становлении независимого государства, так и в его обороне во время Войны за независимость."
"Конечно, не следует забывать, что мн. другие учителя Реальной школы во главе с директором Карлом Кольё, учителем гимнастики Вольдемаром Ресель-Ресевым и учителем рисования Романом Нюманом, также ушли на войну.","Конечно, не следует забывать, что многие другие учителя Реальной школы во главе с директором Карлом Кольё, учителем гимнастики Вольдемаром Ресель-Ресевым и учителем рисования Романом Нюманом, также ушли на войну."
"В 1917 г Ыунапу основал специальный отряд из учащихся (скаутский отряд), к-рый назвал Молодёжная дружина.","В 1917 году Ыунапу основал специальный отряд из учащихся (скаутский отряд), который назвал Молодёжная дружина."
"В 1917 г внутр. распад России продолжился из-за Первой мир. войны.","В 1917 году внутренний распад России продолжился из-за Первой мировой войны."
"Хотя большевики, пришедшие к власти в результате Октябрьской революции, поставили перед собой цель вывести Россию из Первой мир. войны, этот план не сразу был реализован.","Хотя большевики, пришедшие к власти в результате Октябрьской революции, поставили перед собой цель вывести Россию из Первой мировой войны, этот план не сразу был реализован."
"Уже на след. день Таллин оказался под немецкой оккупацией.","Уже на следующий день Таллин оказался под немецкой оккупацией."
"Большая ч. населения и уставшие от мир. войны солдаты не верили в смысл освободительной войны и возможность сохранения независимости.","Большая часть населения и уставшие от мировой войны солдаты не верили в смысл освободительной войны и возможность сохранения независимости."
"Нехватка мужчин и низкий боевой дух вынуждал военное рук-во делать решительные шаги, чтобы восполнить фронтовые военные части, особенно составы бронепоездов.","Нехватка мужчин и низкий боевой дух вынуждал военное руководство делать решительные шаги, чтобы восполнить фронтовые военные части, особенно составы бронепоездов."
"Изначально в составе бронепоезда номер 2 было только 10 вагонов, а в конце войны их кол-во увеличилось до 20.","Изначально в составе бронепоезда номер 2 было только 10 вагонов, а в конце войны их количество увеличилось до 20."
"Изначально бронепоезд базировался в Аэгвийду, откуда 28 дек. 1918 года отправился отбивать город Тапа, но попытка оказалась неудачной.","Изначально бронепоезд базировался в Аэгвийду, откуда 28 декабря 1918 года отправился отбивать город Тапа, но попытка оказалась неудачной."
"В декабре 1918 года по инициативе прапорщика Лепольда Тынсона было заложено нач. дружине Калевцев.","В декабре 1918 года по инициативе прапорщика Лепольда Тынсона было заложено начало дружине Калевцев."
"офиц. разрешение от Военного министерства было получено 16 дек. 1918 года.","Официальное разрешение от Военного министерства было получено 16 декабря 1918 года."
"Уже 20 дек. в канцелярии Реальной школы начался приём добровольцев, которым руководил Леопольд Тынсон.","Уже 20 декабря в канцелярии Реальной школы начался приём добровольцев, которым руководил Леопольд Тынсон."
"Уже 22 дек. было набрано более двух групп мужчин.","Уже 22 декабря было набрано более двух групп мужчин."
"орг-ция проходила обучение, но уже через неделю пришёл приказ Йохана Питка направить десант в сторону Локса, в котором приняло участие 60 мужчин.","Организация проходила обучение, но уже через неделю пришёл приказ Йохана Питка направить десант в сторону Локса, в котором приняло участие 60 мужчин."
"Во время Вируского фронта в Йыеляхтме в дружине насчитывалось 250 чел..","Во время Вируского фронта в Йыеляхтме в дружине насчитывалось 250 человек."
"Именно с участием дружины Калева и финской подмогой удалось положить кон. отступлению.","Именно с участием дружины Калева и финской подмогой удалось положить конец отступлению."
"Первый из учеников Реальной школы, к-рый погиб в Освободительной войне был Харальд Трийгель.","Первый из учеников Реальной школы, который погиб в Освободительной войне был Харальд Трийгель."
"Каждый г 8 дек. представители Реальной школы посещают могилу, чтобы почтить память героя- воина.","Каждый год 8 декабря представители Реальной школы посещают могилу, чтобы почтить память героя- воина."
"Спустя 13 дней 21 дек. 1918 года погиб ещё один реалист Гуннар Добка.","Спустя 13 дней 21 декабря 1918 года погиб ещё один реалист Гуннар Добка."
"В честь всех учащихся и учителей города Таллина, погибших в Освободительной войне, в 1927 г ок. Реальной школы был воздвигнут пам..","В честь всех учащихся и учителей города Таллина, погибших в Освободительной войне, в 1927 году около Реальной школы был воздвигнут памятник."
"пам. является старейшим памятником в Таллине, посвященным Освободительной войне.","Памятник является старейшим памятником в Таллине, посвященным Освободительной войне."
"Скульптор- Ферди Саннамеэс, архит. — выпускник Реальной школы Антон Соанс.","Скульптор- Ферди Саннамеэс, архитектор — выпускник Реальной школы Антон Соанс."
"Также 24 февраля 1923 года на стене в актовом зале Реальной школы была установлена мрам. мемор. доска с именами четырёх погибших учеников и учителя Ыунапу.","Также 24 февраля 1923 года на стене в актовом зале Реальной школы была установлена мраморная мемориальная доска с именами четырёх погибших учеников и учителя Ыунапу."
"Канн преподавал нем. яз. и историю.","Канн преподавал немецкий язык и историю."
"Осенью 1939 года Эстонию покинул и учитель математики, физики и космографии Пауль Эдерберг, по прозвищу Пуди, к-рый проработал в Таллинской Реальной школе с 1919 года.","Осенью 1939 года Эстонию покинул и учитель математики, физики и космографии Пауль Эдерберг, по прозвищу Пуди, который проработал в Таллинской Реальной школе с 1919 года."
"Помимо Пауля Эдерберга из Эстонии уехали и др. учителя и ученики.","Помимо Пауля Эдерберга из Эстонии уехали и другие учителя и ученики."
"Осенью 1940 года в Советской Эстонии учебный г начался со многих изменений: частично сменился преподавательский состав, произошло много изменений в преподавании.","Осенью 1940 года в Советской Эстонии учебный год начался со многих изменений: частично сменился преподавательский состав, произошло много изменений в преподавании."
"напр., Карл Кольо, к-рый был директором Таллинской реальной школы с 1936 года, был уволен в 1940 г.","Например, Карл Кольо, который был директором Таллинской реальной школы с 1936 года, был уволен в 1940 году."
"Ещё 25 января 1940 года дир. школы Карл Кольо призвал руководителей классов стойко защищать и прививать студентам благородную идею сохранения независимости Эстонии.","Ещё 25 января 1940 года директор школы Карл Кольо призвал руководителей классов стойко защищать и прививать студентам благородную идею сохранения независимости Эстонии."
"В 1940 г из зала убрали мраморную табличку.","В 1940 году из зала убрали мраморную табличку."
"Осенью 1940 года красные власти снесли также пам. учащимся и учителям, павшим в войне за независимость.","Осенью 1940 года красные власти снесли также памятник учащимся и учителям, павшим в войне за независимость."
"После смены власти в 1941 г немецкие оккупационные власти дали разрешение на реставрацию памятника, и в зале была вновь открыта мрам. табличка.","После смены власти в 1941 году немецкие оккупационные власти дали разрешение на реставрацию памятника, и в зале была вновь открыта мраморная табличка."
"Хотя здание Реальной школы сильно пострадало во время бомбежки, ущерб был не таким серьёзным, как у театра «Эстония», к-рый был полностью разрушен.","Хотя здание Реальной школы сильно пострадало во время бомбежки, ущерб был не таким серьёзным, как у театра «Эстония», который был полностью разрушен."
"Хотя вокруг было много разрушений, монумент «Reaali Poiss», посв. погибшим в Освободительной войне ученикам и учителям, чудом остался цел.","Хотя вокруг было много разрушений, монумент «Reaali Poiss», посвящённый погибшим в Освободительной войне ученикам и учителям, чудом остался цел."
"После того, как в 1945 г Эстония вновь стала частью СССР, мрам. доска в зале Реальной школы была снята, а в 1948 г был уничтожен и пам..","После того, как в 1945 году Эстония вновь стала частью СССР, мраморная доска в зале Реальной школы была снята, а в 1948 году был уничтожен и памятник."
"С 1945 по 1949 г дир. менялся пять раз.","С 1945 по 1949 год директор менялся пять раз."
"Затем в Таллинской средней школе № 2 появилась первая женщина-дир. — Эмиль Пертельс, к-рый руководила школой с 1949 по 1953 г.","Затем в Таллинской средней школе № 2 появилась первая женщина-директор — Эмиль Пертельс, которая руководила школой с 1949 по 1953 год."
"После Пертельс директором школы стал Алексей Цыганков (занимал должность с 1953 по 1970 г).","После Пертельс директором школы стал Алексей Цыганков (занимал должность с 1953 по 1970 год)."
"В его время школа была также преобразована в смешанную школу, а вспомогат. здание для начальных классов, названное Малым домом, было построено рядом с главным зданием.","В его время школа была также преобразована в смешанную школу, а вспомогательное здание для начальных классов, названное Малым домом, было построено рядом с главным зданием."
"Местом для строительства стала просторная пл. на углу бульвара Эстония и улицы Георга Отса.","Местом для строительства стала просторная площадь на углу бульвара Эстония и улицы Георга Отса."
"гл. здание построено в неоклассическом стиле и возведено в 1881—1883 гг по проекту, выбранному на международном архитектурном конкурсе.","Главное здание построено в неоклассическом стиле и возведено в 1881—1883 годах по проекту, выбранному на международном архитектурном конкурсе."
