question,answer
"Урочище находится в центральной части Костромской области, в подзоне южной тайги, вблизи истока реки Ержи, на расстоянии приблизительно 17 км (по прямой) к юго-западу от посёлка Антропово, административного центра района.","Урочище находится в центральной части Костромской области, в подзоне южной тайги, вблизи истока реки Ержи, на расстоянии приблизительно 17 километров (по прямой) к юго-западу от посёлка Антропово, административного центра района."
"Он расположен примерно в 1,5 км от Вигольтинген в деревне Хасли (нем. Hasli).","Он расположен примерно в 1,5 километров от Вигольтинген в деревне Хасли (нем. Hasli)."
"Хотя на территории США были запрещены произ-во, импорт, продажа и транспортировка алкоголя, статья 29 закона Волстеда разрешала изготавливать в домашних условиях вино и сидр (до 200 галлонов в г, или 757 л), и на некоторых виноградниках выращивался виноград для этих целей.","Хотя на территории США были запрещены производство, импорт, продажа и транспортировка алкоголя, статья 29 закона Волстеда разрешала изготавливать в домашних условиях вино и сидр (до 200 галлонов в год, или 757 литров), и на некоторых виноградниках выращивался виноград для этих целей."
"С 1945 года общее потребление алкоголя в стране постепенно росло, достигнув к 1980 г отметки 2,8 галлона (10,6 л) на душу взрослого населения в г, однако затем перешло к снижению и к концу 1990-х вернулось к 2,2 галлона.","С 1945 года общее потребление алкоголя в стране постепенно росло, достигнув к 1980 году отметки 2,8 галлона (10,6 литра) на душу взрослого населения в год, однако затем перешло к снижению и к концу 1990-х вернулось к 2,2 галлона."
"пос. находится в северо-восточной части края, на левом берегу реки Ангара, вблизи места впадения в неё реки Пинчуга, на расстоянии приблизительно 23 км (по прямой) к западу-юго-западу (WSW) от села Богучаны, административного центра района.","Посёлок находится в северо-восточной части края, на левом берегу реки Ангара, вблизи места впадения в неё реки Пинчуга, на расстоянии приблизительно 23 километров (по прямой) к западу-юго-западу (WSW) от села Богучаны, административного центра района."
"д. находится в юго-западной части Архангельской области, в подзоне средней тайги, в пределах северной части Восточно-Европейской равнины, на правом берегу реки Ухты, на расстоянии примерно 42 км (по прямой) к юго-западу от города Каргополя, административного центра района.","Деревня находится в юго-западной части Архангельской области, в подзоне средней тайги, в пределах северной части Восточно-Европейской равнины, на правом берегу реки Ухты, на расстоянии примерно 42 километра (по прямой) к юго-западу от города Каргополя, административного центра района."
"с. расположено в центральной части Юсьвинского муниципального округа на левом берегу реки Иньва на расстоянии примерно 9 км на з. по прямой от села Купрос.","Село расположено в центральной части Юсьвинского муниципального округа на левом берегу реки Иньва на расстоянии примерно 9 километров на запад по прямой от села Купрос."
"Корчась от боли, Пакьяо поднялся, но к тому времени уже прошло 10 с, и рефери зафиксировал нокаут.","Корчась от боли, Пакьяо поднялся, но к тому времени уже прошло 10 секунд, и рефери зафиксировал нокаут."
"Через неск. с Пакьяо загнал противника в угол и провёл двойку в челюсть, после чего мексиканец упал.","Через несколько секунд Пакьяо загнал противника в угол и провёл двойку в челюсть, после чего мексиканец упал."
"Последние 10 с раунда прошли в жёстком размене.","Последние 10 секунд раунда прошли в жёстком размене."
"На последних с Пакьяо бросился в атаку и встретил гонг, зажав Клотти у канатов.","На последних секундах Пакьяо бросился в атаку и встретил гонг, зажав Клотти у канатов."
"С первых с боя филиппинец занял центр ринга и навязал высокий темп более крупному и молодому сопернику.","С первых секунд боя филиппинец занял центр ринга и навязал высокий темп более крупному и молодому сопернику."
"В конце 1-го раунда Турман прижал Пакьяо к канатам и нанес хороший удар справа, Пакьяо улыбнулся в ответ и через 3 с отправил американца в нокдаун быстрой серией.","В конце 1-го раунда Турман прижал Пакьяо к канатам и нанес хороший удар справа, Пакьяо улыбнулся в ответ и через 3 секунды отправил американца в нокдаун быстрой серией."
"Пакьяо с первых с боя занял центр ринга и пытался контратаковать одноударные выпады Угаса сериями, однако точных попаданий со стороны филиппинца было немного.","Пакьяо с первых секунд боя занял центр ринга и пытался контратаковать одноударные выпады Угаса сериями, однако точных попаданий со стороны филиппинца было немного."
"Общая длительность символа составляет 36 или 40 мкс, что включает защитный интервал 4 или 8 мкс.","Общая длительность символа составляет 36 или 40 микросекунд, что включает защитный интервал 4 или 8 микросекунд."
"Абсолютная выс. — 795 м над уровнем моря.","Абсолютная высота — 795 метров над уровнем моря."
"д. находится в юго-восточной части Тульской области, в лесостепной зоне, к северу от автодороги 70К-123, на расстоянии примерно 34 км (по прямой) к востоко-северо-востоку от города Ефремова, административного центра округа.","Деревня находится в юго-восточной части Тульской области, в лесостепной зоне, к северу от автодороги 70К-123, на расстоянии примерно 34 километров (по прямой) к востоко-северо-востоку от города Ефремова, административного центра округа."
"Абсолютная выс. — 213 м над уровнем моря.","Абсолютная высота — 213 метров над уровнем моря."
"д. находится в северной части области, в подзоне южной тайги, на левом берегу реки Согожи, на расстоянии примерно 27 км (по прямой) к северо-востоку от города Пошехонье, административного центра района.","Деревня находится в северной части области, в подзоне южной тайги, на левом берегу реки Согожи, на расстоянии примерно 27 километров (по прямой) к северо-востоку от города Пошехонье, административного центра района."
"Годовое кол-во атмосферных осадков — 500—750 мм, из которых большая ч. выпадает в тёплый период.","Годовое количество атмосферных осадков — 500—750 миллиметров, из которых большая часть выпадает в тёплый период."
"Управление общественных работ выбрала проект Рибера, однако уменьшила ширину моста с 20 до 15 м и устранила мн. украшения, которые в случае их размещения должны были оплачиваться городским советом.","Управление общественных работ выбрала проект Рибера, однако уменьшила ширину моста с 20 до 15 метров и устранила многие украшения, которые в случае их размещения должны были оплачиваться городским советом."
"В 1962 г было принято решение о реконструкции моста для того, чтобы сделать его стационарным шириной 18 м (для 4-х полос движения) Проект был выполнен инженером Хосе Антонио Пуялом Лезкано.","В 1962 году было принято решение о реконструкции моста для того, чтобы сделать его стационарным шириной 18 метров (для 4-х полос движения) Проект был выполнен инженером Хосе Антонио Пуялом Лезкано."
"По заявлениям российских военных, «самолёты накрывали только военные объекты: военная база в Гори, аэродромы Вазиани и Марнеули, где базируются самолёты Су-25 и Л-39, а также РЛС в 40 км от Тбилиси».","По заявлениям российских военных, «самолёты накрывали только военные объекты: военная база в Гори, аэродромы Вазиани и Марнеули, где базируются самолёты Су-25 и Л-39, а также РЛС в 40 километрах от Тбилиси»."
"груз. полиция, которой генерал Вячеслав Борисов накануне передал контроль над городом Гори, по его распоряжению была снова оттуда выведена и расположилась в км от него.","Грузинская полиция, которой генерал Вячеслав Борисов накануне передал контроль над городом Гори, по его распоряжению была снова оттуда выведена и расположилась в километре от него."
"Однако Андрей Илларионов, побывавший, по своим словам, в октябре 2008 года на развалинах еврейского квартала, заявил, что эта ч. города производила впечатление давно заброшенного места: прямо посреди развалин росли кустарники и деревья высотой до нескольких м (квартал действительно был разрушен ещё в ходе войны 1991—1992 годов и уже тогда был покинут жителями).","Однако Андрей Илларионов, побывавший, по своим словам, в октябре 2008 года на развалинах еврейского квартала, заявил, что эта часть города производила впечатление давно заброшенного места: прямо посреди развалин росли кустарники и деревья высотой до нескольких метров (квартал действительно был разрушен ещё в ходе войны 1991—1992 годов и уже тогда был покинут жителями)."
"Размер знака — 45 мм в высоту и 25 мм в поперечнике.","Размер знака — 45 миллиметров в высоту и 25 миллиметров в поперечнике."
"д. находится в юго-западной части Новгородской области, в зоне хвойно-широколиственных лесов, на левом берегу реки Ловати, при автодороге 49К-1512, на расстоянии примерно 16 км (по прямой) к востоку-юго-востоку от села Поддорье, административного центра района.","Деревня находится в юго-западной части Новгородской области, в зоне хвойно-широколиственных лесов, на левом берегу реки Ловати, при автодороге 49К-1512, на расстоянии примерно 16 километров (по прямой) к востоку-юго-востоку от села Поддорье, административного центра района."
"Абсолютная выс. — 66 м над уровнем моря.","Абсолютная высота — 66 метров над уровнем моря."
