question,answer
"Алина Анатольевна Марущак (укр. Аліна Анатоліївна Марущак; род. 6 марта 1997, Пилипы-Хребтиевские, Хмельницкая область) — укр. тяжелоатлетка, выступающая в весовой категории до 81 кг.","Алина Анатольевна Марущак (укр. Аліна Анатоліївна Марущак; род. 6 марта 1997, Пилипы-Хребтиевские, Хмельницкая область) — украинская тяжелоатлетка, выступающая в весовой категории до 81 килограмма."
"Алина Марущак завоевала золотую медаль чемпионата Украины в весовой категории до 71 кг, подняв 217 кг: 99 в рывке и 118 в толчке.","Алина Марущак завоевала золотую медаль чемпионата Украины в весовой категории до 71 килограмма, подняв 217 килограммов: 99 в рывке и 118 в толчке."
"В октябре 2019 года Алина Марущак участвовала на чемпионате Европы по тяжёлой атлетике среди девушек до 23 лет в весовой категории до 71 кг.","В октябре 2019 года Алина Марущак участвовала на чемпионате Европы по тяжёлой атлетике среди девушек до 23 лет в весовой категории до 71 килограмма."
"укр. тяжелоатлетка выиграла соревнования в рывке, подняв 101 кг, а в толчке начала с более низкого веса, чем гл. соперница Анастасия Анзорова из России, и в итоге стала второй и в толчке, и в сумме.","Украинская тяжелоатлетка выиграла соревнования в рывке, подняв 101 килограмм, а в толчке начала с более низкого веса, чем главная соперница Анастасия Анзорова из России, и в итоге стала второй и в толчке, и в сумме."
"Марущак успешно подняла все три попытки на 111, 117 и 124 кг.","Марущак успешно подняла все три попытки на 111, 117 и 124 килограмма."
"В августе 2020 года во время пандемии коронавируса Марущак приняла участие в весовой категории до 81 кг на онлайн-чемпионате, организованным совместно федерацией тяжёлой атлетики Узбекистана и Международной федерацией.","В августе 2020 года во время пандемии коронавируса Марущак приняла участие в весовой категории до 81 килограмма на онлайн-чемпионате, организованным совместно федерацией тяжёлой атлетики Узбекистана и Международной федерацией."
"Марущак подняла 106 кг в рывке и 136 кг в толчке.","Марущак подняла 106 килограммов в рывке и 136 кг в толчке."
"С результатом 236 кг стала чемпионкой Европы.","С результатом 236 килограммов стала чемпионкой Европы."
"В упражнении «рывок» с весом на штанге 109 кг она завоевала малую золотую медаль, а в упражнении «толчок» с весом 127 кг она взяла малую бронзовую медаль.","В упражнении «рывок» с весом на штанге 109 кг она завоевала малую золотую медаль, а в упражнении «толчок» с весом 127 килограммов она взяла малую бронзовую медаль."
"На Олимпиаде в Пекине принял участие в соревнованиях вольным стилем среди мужчин на 100 м.","На Олимпиаде в Пекине принял участие в соревнованиях вольным стилем среди мужчин на 100 метров."
"Также принял участие в соревнованиях баттерфляем среди мужчин на 100 м.","Также принял участие в соревнованиях баттерфляем среди мужчин на 100 метров."
"На Олимпиаде в 2012 г принял участие в соревнованиях баттерфляем среди мужчин на 100 м.","На Олимпиаде в 2012 году принял участие в соревнованиях баттерфляем среди мужчин на 100 метров."
"Расположена в 1 км к югу от районного центра Юсьвы, входит в Юсьвинское сельское поселение","Расположена в 1 километре к югу от районного центра Юсьвы, входит в Юсьвинское сельское поселение"
"Встречается на высоте до 1300 м над уровнем моря.","Встречается на высоте до 1300 метров над уровнем моря."
"нас. 3500 жителей, пл. — 7,7 квадратного км.","Население 3500 жителей, площадь — 7,7 квадратного километра."
"Расположена в трёх км к востоку от зелёной линии.","Расположена в трёх километрах к востоку от зелёной линии."
"В этом же г сдал 83 % смушек первого сорта и настриг в среднем с каждой овцы по 2,8 кг шерсти.","В этом же году сдал 83 % смушек первого сорта и настриг в среднем с каждой овцы по 2,8 килограмма шерсти."
"В 1964 г получил от каждой сотни овцематок по 149 ягнят и настриг с каждой овцы в среднем по 3 кг шерсти.","В 1964 году получил от каждой сотни овцематок по 149 ягнят и настриг с каждой овцы в среднем по 3 килограмма шерсти."
"В 1966 г вырастил в среднем от каждой сотни овцематок по 151 ягнёнка при 807 овцематок в отаре на нач. года и настриг в среднем с каждой овцы по 5 кг шерсти.","В 1966 году вырастил в среднем от каждой сотни овцематок по 151 ягнёнка при 807 овцематок в отаре на начало года и настриг в среднем с каждой овцы по 5 килограмма шерсти."
"В другом цикле своих геометрических работ Николь стал продолжателем исследований Н, изложенных в его «Enumeratio linearum teitii ordinis».","В другом цикле своих геометрических работ Николь стал продолжателем исследований Ньютона, изложенных в его «Enumeratio linearum teitii ordinis»."
"Получил первый разряд и допуск на работу с напряжением до 1000 В[значимость факта?].","Получил первый разряд и допуск на работу с напряжением до 1000 вольт[значимость факта?]."
"Основной горизонт культурных остатков толщиной 0,35-0,50 м залегал на глубине 0,55-1,05 м., имел следы интенсивной обработки кремня (орудия, отходы производства) и нескольких очагов, содержал также морские и наземные моллюски, фрагменты костей бизонов.","Основной горизонт культурных остатков толщиной 0,35-0,50 метров залегал на глубине 0,55-1,05 м., имел следы интенсивной обработки кремня (орудия, отходы производства) и нескольких очагов, содержал также морские и наземные моллюски, фрагменты костей бизонов."
"Отличительной особенностью маршрута являются снежные стены по краям дороги, которые в момент открытия маршрута в апреле достигают в высоту 15-20 м, таким образом маршрут представляет собой снежный коридор.","Отличительной особенностью маршрута являются снежные стены по краям дороги, которые в момент открытия маршрута в апреле достигают в высоту 15-20 метров, таким образом маршрут представляет собой снежный коридор."
"дл. маршрута составляет почти 90 км, по ходу маршрута выс. над уровнем моря меняется на 2400 м.","Длина маршрута составляет почти 90 километров, по ходу маршрута высота над уровнем моря меняется на 2400 метров."
"Морозы немного смягчает м.; средняя температура января — −30 °, июля и августа (самых тёплых месяцев) — всего +7,6 и +7,7 ° соответственно.","Морозы немного смягчает море; средняя температура января — −30 градусов, июля и августа (самых тёплых месяцев) — всего +7,6 и +7,7 градусов соответственно."
"Каждое лето случаются короткие, но жаркие периоды с температурой более 25 °.","Каждое лето случаются короткие, но жаркие периоды с температурой более 25 градусов."
"февр. 2013 года в Тикси оказался самым холодным месяцем года из всех когда-либо наблюдавшихся по средней температуре, его средняя температура составила −39,2 °.","Февраль 2013 года в Тикси оказался самым холодным месяцем года из всех когда-либо наблюдавшихся по средней температуре, его средняя температура составила −39,2 градусов."
"Самая низкая температура в Тикси в феврале 2013 года (−49,5 °) была на градус выше абсолютного минимума температуры в Тикси (−50,5 °).","Самая низкая температура в Тикси в феврале 2013 года (−49,5 градусов) была на градус выше абсолютного минимума температуры в Тикси (−50,5 градусов)."
"Перепад между среднемесячной температурой самого холодного и самого тёплого месяца составляет 42,8 °.","Перепад между среднемесячной температурой самого холодного и самого тёплого месяца составляет 42,8 градусов."
"апр. в Тикси имеет самую низкую среднемесячную температуру в России, его средняя температура в 2006 г оказалась рекордно низкой для России — −27,6 °.","Апрель в Тикси имеет самую низкую среднемесячную температуру в России, его средняя температура в 2006 году оказалась рекордно низкой для России — −27,6 градусов."
"21-я: последовательное соединение шести двигателей, 500—700 В на двигатель;","21-я: последовательное соединение шести двигателей, 500—700 вольт на двигатель;"
"Цепи управления и освещения — двухпроводные (изолированные от корпуса), постоянного тока напряжением 110 В.","Цепи управления и освещения — двухпроводные (изолированные от корпуса), постоянного тока напряжением 110 вольт."
"Через неск. с в него врезался движущийся навстречу по первому пути ЭП2К и разнёс автомобиль на части, что также спровоцировало сход с рельс грузового поезда из-за выбивания частей грузовика.","Через несколько секунд в него врезался движущийся навстречу по первому пути ЭП2К и разнёс автомобиль на части, что также спровоцировало сход с рельс грузового поезда из-за выбивания частей грузовика."
"После удара поезд проехал ещё 200 м в режиме экстренного торможения, протащив при этом переднюю ч. автобуса, оторванную от основной, к-рый была отброшена от места столкновения на 30 м.","После удара поезд проехал ещё 200 метров в режиме экстренного торможения, протащив при этом переднюю часть автобуса, оторванную от основной, которая была отброшена от места столкновения на 30 метров."
"Рыба ок. 20 см в длину, покрытая большими квадратными чешуйками.","Рыба около 20 сантиметров в длину, покрытая большими квадратными чешуйками."
"пл. муниципалитета равна 194,6 км², что составляет 0,3 % от площади штата, а наиб. высоко располож. поселение Ялентай, находится на высоте 2493 м.","Площадь муниципалитета равна 194,6 км², что составляет 0,3 % от площади штата, а наиболее высоко расположенное поселение Ялентай, находится на высоте 2493 метра."
"пос. находится в восточной части Тамбовской области, в лесостепной зоне, в пределах Приволжской возвышенности, на левом берегу реки Вороны, при автодороге А298, на расстоянии примерно 10 км (по прямой) к северо-западу от рабочего посёлка Умёт, административного центра района.","Посёлок находится в восточной части Тамбовской области, в лесостепной зоне, в пределах Приволжской возвышенности, на левом берегу реки Вороны, при автодороге А298, на расстоянии примерно 10 километров (по прямой) к северо-западу от рабочего посёлка Умёт, административного центра района."
"ш. пересекает высочайшие перевалы в мире, вкл. Баралача-Ла 4892 м, Лачулунг-Ла 5059 м и Тангланг-Ла 5325 м.","Шоссе пересекает высочайшие перевалы в мире, включая Баралача-Ла 4892 метров, Лачулунг-Ла 5059 м и Тангланг-Ла 5325 метров."
"дл. процинозуха составляет 60 см.","Длина процинозуха составляет 60 сантиметров."
"д. находится в юго-западной части Калужской области, в зоне хвойно-широколиственных лесов, в пределах Барятинско-Сухиничской равнины, на правом берегу реки Шуицы, на расстоянии примерно 27 км (по прямой) к северо-западу от посёлка Бетлица, административного центра района.","Деревня находится в юго-западной части Калужской области, в зоне хвойно-широколиственных лесов, в пределах Барятинско-Сухиничской равнины, на правом берегу реки Шуицы, на расстоянии примерно 27 километров (по прямой) к северо-западу от посёлка Бетлица, административного центра района."
"Абсолютная выс. — 190 м над уровнем моря.","Абсолютная высота — 190 метров над уровнем моря."
"д. находится в северо-восточной части Орловской области, в лесостепной зоне, в пределах центральной части Среднерусской возвышенности, на правом берегу реки Любовши, на расстоянии примерно 13 км (по прямой) к северо-востоку от посёлка городского типа Хомутово, административного центра района.","Деревня находится в северо-восточной части Орловской области, в лесостепной зоне, в пределах центральной части Среднерусской возвышенности, на правом берегу реки Любовши, на расстоянии примерно 13 километров (по прямой) к северо-востоку от посёлка городского типа Хомутово, административного центра района."
"Абсолютная выс. — 208 м над уровнем моря.","Абсолютная высота — 208 метров над уровнем моря."
"1 четверик = 1⁄4 осьмины = 1⁄8 четверти = 8 гарнцам = 26,24 л.","1 четверик = 1⁄4 осьмины = 1⁄8 четверти = 8 гарнцам = 26,24 литра."
"Четверик был точно определён в указе от 11 октября 1835 года «О системе Российских мер и весов», как единица ёмкости для сыпучих тел, равная объёму 64 фунтов дистиллированной воды при температуре 131⁄3 °R (° Реомюра).","Четверик был точно определён в указе от 11 октября 1835 года «О системе Российских мер и весов», как единица ёмкости для сыпучих тел, равная объёму 64 фунтов дистиллированной воды при температуре 131⁄3 °R (градусов Реомюра)."
"Зеркало озера расположено на высоте 750 м над уровнем моря в пределах территории Хужирского муниципального образования.","Зеркало озера расположено на высоте 750 метров над уровнем моря в пределах территории Хужирского муниципального образования."
"Расположено на острове Ольхон, в межгорной ложбине, окружённой со всех сторон сопками и лесом, защищающими территорию вокруг озера от ветров, в 6 км к юго-востоку от деревни Ялга.","Расположено на острове Ольхон, в межгорной ложбине, окружённой со всех сторон сопками и лесом, защищающими территорию вокруг озера от ветров, в 6 километрах к юго-востоку от деревни Ялга."
"дл. озера составляет 360 м, шир. — 199 м.","Длина озера составляет 360 метров, ширина — 199 метров."
"В таком боевом порядке военнослужащие отделения, взвода или роты располагаются в линию по фронту с интервалами от 6 до 8 м (8 — 12 шагов).","В таком боевом порядке военнослужащие отделения, взвода или роты располагаются в линию по фронту с интервалами от 6 до 8 метров (8 — 12 шагов)."
"В гг. второй мир. войны она уже составляла 6 — 8 шагов (4 — 6 м).","В годы второй мировой войны она уже составляла 6 — 8 шагов (4 — 6 метров)."
"Таким образом, нам нужно всего неск. Б для их хранения, а проверки на пересечения и вычисления расстояний выполняются просто и быстро.","Таким образом, нам нужно всего несколько байтов для их хранения, а проверки на пересечения и вычисления расстояний выполняются просто и быстро."
"AABB для заданного набора объектов данных легко вычисляется, требуется всего неск. Б памяти, и надежные проверки на пересечения легко реализуются и выполняются очень быстро.","AABB для заданного набора объектов данных легко вычисляется, требуется всего несколько байт памяти, и надежные проверки на пересечения легко реализуются и выполняются очень быстро."
"«слав. бульв.» — односводчатая станция мелкого заложения, сооружённая из монолитного железобетона, с высотой свода 8,5 м от уровня платформы и шириной ок. 20 м.","«Славянский бульвар» — односводчатая станция мелкого заложения, сооружённая из монолитного железобетона, с высотой свода 8,5 метров от уровня платформы и шириной около 20 метров."
"На станции одна островная платформа длиной 162 м и шириной 10 м.","На станции одна островная платформа длиной 162 метра и шириной 10 метров."
"вост. вестибюль связан с платформой гранитной лестницей (шир. — 6 м), зап. — наклонным ходом с тремя лентами эскалаторов.","Восточный вестибюль связан с платформой гранитной лестницей (ширина — 6 метров), западный — наклонным ходом с тремя лентами эскалаторов."
"Итоговое спрямление линии сократило её протяжённость на 900 м и удешевило стр-во на 45 млн долл.","Итоговое спрямление линии сократило её протяжённость на 900 метров и удешевило строительство на 45 млн долларов."
"выс. главной вершины Оя-самбе (яп. 親三瓶, «самбе-родитель») — 1126 м, рядом расположены пики Косамбе (яп. 子三瓶, «самбе-ребёнок», 961 м) и Месамбе (яп. 女三瓶, 957 м).","Высота главной вершины Оя-самбе (яп. 親三瓶, «самбе-родитель») — 1126 метров, рядом расположены пики Косамбе (яп. 子三瓶, «самбе-ребёнок», 961 м) и Месамбе (яп. 女三瓶, 957 м)."
"Расстояние до райцентра — ок. 26 км (по ш.), ближайшая ж.-д. станция — Солёное оз. — примерно 9 км.","Расстояние до райцентра — около 26 километров (по шоссе), ближайшая железнодорожная станция — Солёное Озеро — примерно 9 километров."
"22 июня 1839 года Дагер заказал своему родственнику Альфонсу Жиру (фр. Alphonse Giroux) первую камеру для дагеротипии формата 16×22 см.","22 июня 1839 года Дагер заказал своему родственнику Альфонсу Жиру (фр. Alphonse Giroux) первую камеру для дагеротипии формата 16×22 сантиметра."
"Устройство комплектовалось перевёрнутым ахроматом Шевалье с фокусным расстоянием 40 см и светосилой f/15.","Устройство комплектовалось перевёрнутым ахроматом Шевалье с фокусным расстоянием 40 сантиметров и светосилой f/15."
"Первые регулируемые диафрагмы маркировались простым указанием диаметра отверстия в мм, предоставляя фотографу самостоятельно вычислять меру светопропускания.","Первые регулируемые диафрагмы маркировались простым указанием диаметра отверстия в миллиметрах, предоставляя фотографу самостоятельно вычислять меру светопропускания."
"Объектив оказался очень тяжёлым и громоздким: резьба для светофильтра имела диаметр 95 мм.","Объектив оказался очень тяжёлым и громоздким: резьба для светофильтра имела диаметр 95 миллиметров."
"Однако, громоздкая конструкция весом почти в 10 кг, и др. особенности сделали его пригодным лишь в прикладных целях.","Однако, громоздкая конструкция весом почти в 10 килограммов, и другие особенности сделали его пригодным лишь в прикладных целях."
"За счёт применения одного элемента, состоящего из двух обычных линз, склеенных с двумя дифракционными пластинками, длину объектива удалось уменьшить на 27% с 317 до 233 мм при улучшенном качестве изображения.","За счёт применения одного элемента, состоящего из двух обычных линз, склеенных с двумя дифракционными пластинками, длину объектива удалось уменьшить на 27% с 317 до 233 миллиметров при улучшенном качестве изображения."
"д. находится в южной части Псковской области, в зоне хвойно-широколиственных лесов, к северу от автодороги 58К-250, к югу от озера Вейно, на расстоянии примерно 34 км (по прямой) к северо-западу от города Новосокольники, административного центра района.","Деревня находится в южной части Псковской области, в зоне хвойно-широколиственных лесов, к северу от автодороги 58К-250, к югу от озера Вейно, на расстоянии примерно 34 километров (по прямой) к северо-западу от города Новосокольники, административного центра района."
"Абсолютная выс. — 212 м над уровнем моря.","Абсолютная высота — 212 метров над уровнем моря."
"Само селение располагалось на вершине холма, в 40 км от Каркассона.","Само селение располагалось на вершине холма, в 40 километрах от Каркассона."
"На юго-востоке, в нескольких км,","На юго-востоке, в нескольких километрах,"
"Впервые заявил о себе на взрослом всесоюзном уровне в сезоне 1972 года, когда выиграл серебряную медаль в беге на 600 м на зимнем чемпионате СССР в Москве и бронзовую медаль в беге на 800 м на летнем чемпионате СССР в Москве.","Впервые заявил о себе на взрослом всесоюзном уровне в сезоне 1972 года, когда выиграл серебряную медаль в беге на 600 метров на зимнем чемпионате СССР в Москве и бронзовую медаль в беге на 800 метров на летнем чемпионате СССР в Москве."
"В 1973 г одержал победу на дистанции 1000 м на зимнем чемпионате СССР в Москве, взял бронзу в дисциплине 800 м на летнем чемпионате СССР в Москве.","В 1973 году одержал победу на дистанции 1000 метров на зимнем чемпионате СССР в Москве, взял бронзу в дисциплине 800 метров на летнем чемпионате СССР в Москве."
"Попав в основной состав советской сборной, в 1974 г принял участие в чемпионате Европы в Риме, где в программе бега на 800 м финишировал четвёртым.","Попав в основной состав советской сборной, в 1974 году принял участие в чемпионате Европы в Риме, где в программе бега на 800 метров финишировал четвёртым."
"В 1975 г в дисциплине 800 м победил на чемпионате страны в рамках VI летней Спартакиады народов СССР в Москве, завоевал бронзовую медаль на чемпионате Европы в помещении в Катовице, был третьим в личном зачёте на Кубке Европы в Ницце.","В 1975 году в дисциплине 800 метров победил на чемпионате страны в рамках VI летней Спартакиады народов СССР в Москве, завоевал бронзовую медаль на чемпионате Европы в помещении в Катовице, был третьим в личном зачёте на Кубке Европы в Ницце."
"На чемпионате СССР 1976 года в Киеве получил бронзовую награду в беге на 800 м.","На чемпионате СССР 1976 года в Киеве получил бронзовую награду в беге на 800 метров."
"Благодаря череде удачных выступлений удостоился права защищать честь страны на летних Олимпийских играх в Монреале — стартовал здесь на дистанции 800 м и в эстафете 4 × 400 м, но в обоих случаях не смог пройти дальше предварительных квалификационных этапов.","Благодаря череде удачных выступлений удостоился права защищать честь страны на летних Олимпийских играх в Монреале — стартовал здесь на дистанции 800 метров и в эстафете 4 × 400 метров, но в обоих случаях не смог пройти дальше предварительных квалификационных этапов."
"Так, в 1977 г в беге на 800 м он победил на зимнем чемпионате СССР в Минске, тогда как на летнем чемпионате СССР в Москве был лучшим сразу в двух дисциплинах: 800 и 1500 м.","Так, в 1977 году в беге на 800 метров он победил на зимнем чемпионате СССР в Минске, тогда как на летнем чемпионате СССР в Москве был лучшим сразу в двух дисциплинах: 800 и 1500 метров."
"В 1978 г на зимнем чемпионате СССР в Москве стал серебряным призёром на дистанциях 800 и 1500 м.","В 1978 году на зимнем чемпионате СССР в Москве стал серебряным призёром на дистанциях 800 и 1500 метров."
"В 1979 г в дисциплине 1500 м выиграл зимний чемпионат СССР в Минске и летний чемпионат страны в рамках VII летней Спартакиады народов СССР в Москве, стал вторым в личном зачёте на Кубке мира в Монреале, взял бронзу на турнире военнослужащих «Дружба» в Потсдаме.","В 1979 году в дисциплине 1500 метров выиграл зимний чемпионат СССР в Минске и летний чемпионат страны в рамках VII летней Спартакиады народов СССР в Москве, стал вторым в личном зачёте на Кубке мира в Монреале, взял бронзу на турнире военнослужащих «Дружба» в Потсдаме."
"В 1980 г добавил в послужной список серебряную награду, полученную в беге на 3000 м на зимнем чемпионате СССР в Москве.","В 1980 году добавил в послужной список серебряную награду, полученную в беге на 3000 метров на зимнем чемпионате СССР в Москве."
"По данным Бюро переписи населения США статистически обособленная местность Энсли имеет общую пл. в 31,86 квадратных км, водных ресурсов в черте населённого пункта не имеется.","По данным Бюро переписи населения США статистически обособленная местность Энсли имеет общую площадь в 31,86 квадратных километров, водных ресурсов в черте населённого пункта не имеется."
"Дани участвовал только в беге на 800 м.","Дани участвовал только в беге на 800 метров."
"На XIV чемпионате по вертолётному спорту, проходившем с 22 по 26 августа 2012 года на подмосковном аэродроме Дракино, лётчики-испытатели Московского вертолётного завода им. Миля на Ми-38 преодолели высотную планку в 8600 м и установили новый мир. рекорд высоты полёта для вертолётов, а также рекорд скороподъёмности без груза на высоту в 3000 м за 6 минут в классе E-1h (категория FAI для вертолётов взлётной массой от 10 до 20 тонн).","На XIV чемпионате по вертолётному спорту, проходившем с 22 по 26 августа 2012 года на подмосковном аэродроме Дракино, лётчики-испытатели Московского вертолётного завода им. Миля на Ми-38 преодолели высотную планку в 8600 метров и установили новый мировой рекорд высоты полёта для вертолётов, а также рекорд скороподъёмности без груза на высоту в 3000 м за 6 минут в классе E-1h (категория FAI для вертолётов взлётной массой от 10 до 20 тонн)."
