question,answer
"Кредитный риск связан с вероятностью неуплаты (задержки выплат) заёмщиком кредитору основного долга и %.","Кредитный риск связан с вероятностью неуплаты (задержки выплат) заёмщиком кредитору основного долга и процентов."
"Несмотря на важность развития данного направления, десятилетия разногласий между различными учреждениями и ведомствами США привели к провалу ряда важных проектов в сфере модернизации ИТ-инфраструктуры Вооруженных сил США и потерям в миллиарды $.","Несмотря на важность развития данного направления, десятилетия разногласий между различными учреждениями и ведомствами США привели к провалу ряда важных проектов в сфере модернизации ИТ-инфраструктуры Вооруженных сил США и потерям в миллиарды долларов."
"Наклонение орбиты Марса к плоскости эклиптики = 1,85°.","Наклонение орбиты Марса к плоскости эклиптики равно 1,85°."
"Ускорение свободного падения на экваторе = 3,711 м/с2 (0,378 земного), что практически столько же, сколько у планеты Меркурий, которая почти вдвое меньше Марса, но обладает массивным ядром и большей плотностью; первая космическая скорость составляет 3,6 км/с, вторая — 5,027 км/с.","Ускорение свободного падения на экваторе равно 3,711 м/с2 (0,378 земного), что практически столько же, сколько у планеты Меркурий, которая почти вдвое меньше Марса, но обладает массивным ядром и большей плотностью; первая космическая скорость составляет 3,6 км/с, вторая — 5,027 км/с."
"По данным посадочного зонда «Марс-6», средняя температура тропосферы Марса составляет 228 K, в тропосфере температура убывает в среднем на 2,5 ° на километр, а находящаяся выше тропопаузы (30 км) стратосфера имеет почти постоянную температуру 144 K.","По данным посадочного зонда «Марс-6», средняя температура тропосферы Марса составляет 228 K, в тропосфере температура убывает в среднем на 2,5 градуса на километр, а находящаяся выше тропопаузы (30 км) стратосфера имеет почти постоянную температуру 144 K."
"К 29 сентября она охватила двести ° по долготе от Аусонии до Таумазии, а 30 сентября закрыла южную полярную шапку.","К 29 сентября она охватила двести градусов по долготе от Аусонии до Таумазии, а 30 сентября закрыла южную полярную шапку."
"В юго-западном полушарии, в кратере Эберсвальде диаметром 65 км, обнаружена Δ реки площадью около 115 км².","В юго-западном полушарии, в кратере Эберсвальде диаметром 65 км, обнаружена дельта реки площадью около 115 км²."
"Орбитальный зонд «Марс Одиссей» в 2002 году обнаружил (с помощью спектрометра, регистрирующего γ-излучение), что под поверхностью планеты есть значительные залежи водяного льда.","Орбитальный зонд «Марс Одиссей» в 2002 году обнаружил (с помощью спектрометра, регистрирующего гамма-излучение), что под поверхностью планеты есть значительные залежи водяного льда."
"В 2024 году китайские биологи обнаружили, что пустынный мох вида Syntrichia caninervis способен переносить полное обезвоживание и при этом возвращаться к жизни после того, как провёл около пяти лет при температуре в - 80 °C или около месяца при температуре в - 196 °C.","В 2024 году китайские биологи обнаружили, что пустынный мох вида Syntrichia caninervis способен переносить полное обезвоживание и при этом возвращаться к жизни после того, как провёл около пяти лет при температуре в минус 80 °C или около месяца при температуре в минус 196 °C."
"Максимальная элонгация Земли на небе Марса составляет 38 °.","Максимальная элонгация Земли на небе Марса составляет 38 градусов."
"Игра вышла в сентябре 2011 года, но затем её вернули в стадию β и в декабре 2012 года закрыли полностью из-за недостаточной популярности.","Игра вышла в сентябре 2011 года, но затем её вернули в стадию бета и в декабре 2012 года закрыли полностью из-за недостаточной популярности."
"В первый день открытия торгов на Нью-Йоркской фондовой бирже стоимость акций компании составила 38,62 $, а капитализация — 23,2 миллиарда $.","В первый день открытия торгов на Нью-Йоркской фондовой бирже стоимость акций компании составила 38,62 доллара, а капитализация — 23,2 миллиарда долларов."
"По данным компании, на конец июня 2015 года у Slack было более 300 тысяч платящих клиентов и 25 миллионов $ годовой выручки.","По данным компании, на конец июня 2015 года у Slack было более 300 тысяч платящих клиентов и 25 миллионов долларов годовой выручки."
"Windows Phone (доступна β-версия).","Windows Phone (доступна бета-версия)."
"Правительство Аньцина ежегодно инвестировало 7 млн ¥ для поддержки аэропорта, однако, из-за серьёзной нехватки туристов, аэропорт терпел убытки год за годом.","Правительство Аньцина ежегодно инвестировало 7 млн юаней для поддержки аэропорта, однако, из-за серьёзной нехватки туристов, аэропорт терпел убытки год за годом."
"Муниципальное правительство Аньцина субсидирует около 4 миллионов ¥ за работу по преобразованию интерьера терминала аэропорта, а также оптимизации и улучшения условий безопасности в аэропорту.","Муниципальное правительство Аньцина субсидирует около 4 миллионов юаней за работу по преобразованию интерьера терминала аэропорта, а также оптимизации и улучшения условий безопасности в аэропорту."
"Об авторе «Дафниса и Хлои» (= как и об остальных авторах этих романов) не сохранилось никаких сведений.","Об авторе «Дафниса и Хлои» (равно как и об остальных авторах этих романов) не сохранилось никаких сведений."
"«Дафнис и Хлоя» является единственным образцом древнегреческого пасторального романа: в произведениях этого жанра все события, = как и переживания героев, развёртываются на фоне описаний природы, проникнутых искусственностью и обилием литературных реминисценций.","«Дафнис и Хлоя» является единственным образцом древнегреческого пасторального романа: в произведениях этого жанра все события, равно как и переживания героев, развёртываются на фоне описаний природы, проникнутых искусственностью и обилием литературных реминисценций."
"В сотрудничестве с Всемирным банком, Международным валютным фондом и Африканским банком развития, Турция собрала деньги для погашения внешнего долга Либерии в размере 3,4 млрд $ США и предоставила 75 млн $ США на реконструкцию и восстановление страны после двух гражданских войн.","В сотрудничестве с Всемирным банком, Международным валютным фондом и Африканским банком развития, Турция собрала деньги для погашения внешнего долга Либерии в размере 3,4 млрд долларов США и предоставила 75 млн долларов США на реконструкцию и восстановление страны после двух гражданских войн."
"Объём торговли между двумя странами в 2019 году составил 191,9 млн $ США","Объём торговли между двумя странами в 2019 году составил 191,9 млн долларов США"
"Вооруженные силы, = как и военизированные отряды национальной фашистской партии известные как «Черные бригады», формально, подчинялись республиканскому правительству, но фактически, исполняли приказы и подчинялись немецким военным властям под командованием генерала-фельдмаршала Альберта Кессельринга, а позднее генерала-полковника Генриха фон Фитингхофа, которые являлись командующими немецкими войсками в Италии в 1943—1944 и 1944—1945 годах.","Вооруженные силы, равно как и военизированные отряды национальной фашистской партии известные как «Черные бригады», формально, подчинялись республиканскому правительству, но фактически, исполняли приказы и подчинялись немецким военным властям под командованием генерала-фельдмаршала Альберта Кессельринга, а позднее генерала-полковника Генриха фон Фитингхофа, которые являлись командующими немецкими войсками в Италии в 1943—1944 и 1944—1945 годах."
"«Fuck wit Dre Day» вошёл в десятку лучших синглов в четырёх разных чартах, включая чарт Hot R&B Singles (№ 6) и Hot 100 (№ 8).","«Fuck wit Dre Day» вошёл в десятку лучших синглов в четырёх разных чартах, включая чарт Hot R&B Singles (номер 6) и Hot 100 (номер 8)."
"Премьера картины, получившей смешанные отзывы критиков, состоялась 17 октября 1997 года — общие сборы превысили 125 миллионов $ при бюджете $17 миллионов, фильм оставался лидером проката на протяжении трёх недель, а также получил номинации на несколько кино-наград.","Премьера картины, получившей смешанные отзывы критиков, состоялась 17 октября 1997 года — общие сборы превысили 125 миллионов долларов при бюджете $17 миллионов, фильм оставался лидером проката на протяжении трёх недель, а также получил номинации на несколько кино-наград."
"В 2008 году Гиллеспи отметил в интервью, что «самой приятной частью работы над проектом была возможность взять знакомые всем элементы жанра, и всё = заставить зрителей вздрагивать от происходящего на экране».","В 2008 году Гиллеспи отметил в интервью, что «самой приятной частью работы над проектом была возможность взять знакомые всем элементы жанра, и всё равно заставить зрителей вздрагивать от происходящего на экране»."
"Его бюджет составил 17 миллионов $, но уже в первые выходные он собрал 15 818 645 $ в 2 524 кинотеатрах в Соединённых Штатах и Канаде, возглавив прокат и оставаясь лидером ещё 2 недели.","Его бюджет составил 17 миллионов долларов, но уже в первые выходные он собрал 15 818 645 долларов в 2 524 кинотеатрах в Соединённых Штатах и Канаде, возглавив прокат и оставаясь лидером ещё 2 недели."
"К концу проката в декабре 1997 года он собрал 72 586 134 $ в США и Канаде и 53 миллиона $ в других странах; общие сборы составили почти $126 миллионов по всему миру.","К концу проката в декабре 1997 года он собрал 72 586 134 доллара в США и Канаде и 53 миллиона долларов в других странах; общие сборы составили почти $126 миллионов по всему миру."
"После первой встречи и знакомства с Ридом, Эванс обнаружил в своём номере отеля конверт с чеком на сумму 35000 $, для осуществления планов по постановке «Ричарда II», от самого Джозефа Рида.","После первой встречи и знакомства с Ридом, Эванс обнаружил в своём номере отеля конверт с чеком на сумму 35000 долларов, для осуществления планов по постановке «Ричарда II», от самого Джозефа Рида."
"В период между 1901 и 1923 годами Эндрю Карнеги, миллионер и филантроп, пожертвовал 1,6 миллиона $ на развитие 21 филиала.","В период между 1901 и 1923 годами Эндрю Карнеги, миллионер и филантроп, пожертвовал 1,6 миллиона долларов на развитие 21 филиала."
"Однажды Андрей Ерин, столяр маленькой мастерской приходит домой и сообщает своей жене Зое о том, что он потерял 120 ₽, тем самым вызывая её гнев.","Однажды Андрей Ерин, столяр маленькой мастерской приходит домой и сообщает своей жене Зое о том, что он потерял 120 рублей, тем самым вызывая её гнев."
"Из его слов Зоя понимает, что муж купил микроскоп на те самые 120 ₽.","Из его слов Зоя понимает, что муж купил микроскоп на те самые 120 рублей."
"В 1769 году купил у двоюродного деда, Петра Игнатьевича, за 121 тыс. ₽ Бизярский, Иргинский и Саранинский заводы.","В 1769 году купил у двоюродного деда, Петра Игнатьевича, за 121 тыс. рублей Бизярский, Иргинский и Саранинский заводы."
"В 1774 году купил с аукциона (у П. А. Келарева и И. Ф. Ляпина) за 25,8 тыс. ₽ Пудемский и Мешинский заводы.","В 1774 году купил с аукциона (у П. А. Келарева и И. Ф. Ляпина) за 25,8 тыс. рублей Пудемский и Мешинский заводы."
"В итоге Осокин заложил пять заводов за 730 500 ₽, а 4 апреля 1804 года продал их А. А. Кнауфу за 1,3 млн ₽ с выплатой ссуды банку, а разницы — продавцу наличными.","В итоге Осокин заложил пять заводов за 730 500 рублей, а 4 апреля 1804 года продал их А. А. Кнауфу за 1,3 млн рублей с выплатой ссуды банку, а разницы — продавцу наличными."
"Суммарные долги заводов в 1813 году достигли 740 600 ₽, предприятия закладывались в банках и сдавались в аренду, но наладить производство не удалось.","Суммарные долги заводов в 1813 году достигли 740 600 рублей, предприятия закладывались в банках и сдавались в аренду, но наладить производство не удалось."
"В результате он подписал новое, существенно более щедрое соглашение с командой, в соответствии с которым он получит 25,5 миллиона $ за 6 лет.","В результате он подписал новое, существенно более щедрое соглашение с командой, в соответствии с которым он получит 25,5 миллиона долларов за 6 лет."
"Давление газа в капилляре 1 до сжатия = измеряемому давлению","Давление газа в капилляре 1 до сжатия равно измеряемому давлению"
"В природных водоёмах необходимой толщины лёд образуется тогда, когда температура окружающей среды будет находиться в пределах -10 -15 ° в течение нескольких недель.","В природных водоёмах необходимой толщины лёд образуется тогда, когда температура окружающей среды будет находиться в пределах -10 -15 градусов в течение нескольких недель."
"Первый № газеты увидел свет 20 сентября 1990 года.","Первый номер газеты увидел свет 20 сентября 1990 года."
"С 2008 года автор прочитал лекции об истории символа (в сочетании с историей знаков $ и евро) в Центральном банке Республики Армения, в Американских уголках (библиотеках) Еревана и Гюмри, в Библиотеке им. Исаакяна в Ереване, в Армянском государственном университете экономики и его филиале в Ехегнадзоре, в офисе CRRC, в колледже Дилижана и учебном комплексе им. Анания Ширакаци.","С 2008 года автор прочитал лекции об истории символа (в сочетании с историей знаков доллара и евро) в Центральном банке Республики Армения, в Американских уголках (библиотеках) Еревана и Гюмри, в Библиотеке им. Исаакяна в Ереване, в Армянском государственном университете экономики и его филиале в Ехегнадзоре, в офисе CRRC, в колледже Дилижана и учебном комплексе им. Анания Ширакаци."
"В альбом вошли синглы «Humble», «Loyalty» и «Love», которые вошли в топ-15 американского чарта Billboard Hot 100, а «Humble» стал его первым синглом № один в США в качестве ведущего исполнителя.","В альбом вошли синглы «Humble», «Loyalty» и «Love», которые вошли в топ-15 американского чарта Billboard Hot 100, а «Humble» стал его первым синглом номер один в США в качестве ведущего исполнителя."
"может быть = размеру поля.","может быть равно размеру поля."
"12 апреля 2016 года сайт был куплен компанией «Е. В. Scripps» за 39 миллионов $.","12 апреля 2016 года сайт был куплен компанией «Е. В. Scripps» за 39 миллионов долларов."
"Crown Publishing Group приобрела права на рукопись О’Брайена «Как побить президента» на сумму свыше 60000 $.","Crown Publishing Group приобрела права на рукопись О’Брайена «Как побить президента» на сумму свыше 60000 долларов."
"А также № импровизацию с членом жюри Максимом Авериным.","А также номер импровизацию с членом жюри Максимом Авериным."
"В зависимости от концентрации водных растворов значение рН = 10-13.","В зависимости от концентрации водных растворов значение рН равно 10-13."
"Стандартные патроны .38 Special не обладают достаточной мощностью, чтобы полностью взвести курок лишь за счет отдачи, но оружие все = будет работать при ручном взведении стрелком.","Стандартные патроны .38 Special не обладают достаточной мощностью, чтобы полностью взвести курок лишь за счет отдачи, но оружие все равно будет работать при ручном взведении стрелком."
"В этот паз сначала вставляется оковка-«ошейник» (боюнлук) из цветного металла и края её заворачиваются на 45 ° в обратную сторону.","В этот паз сначала вставляется оковка-«ошейник» (боюнлук) из цветного металла и края её заворачиваются на 45 градусов в обратную сторону."
"По заявлению исполнительного директора «Международного Мемориала» Елены Жемковой и главы ПЦ «Мемориал» Александра Черкасова, общие затраты организации составляют около 100 млн ₽ ежегодно, большую часть из них предоставляют иностранные спонсоры.","По заявлению исполнительного директора «Международного Мемориала» Елены Жемковой и главы ПЦ «Мемориал» Александра Черкасова, общие затраты организации составляют около 100 млн рублей ежегодно, большую часть из них предоставляют иностранные спонсоры."
"6 октября 2009 года суд частично удовлетворил иск Кадырова, признав высказывания Орлова порочащими честь и достоинство президента, и постановил взыскать 20 тыс. ₽ с Орлова и 50 тыс. — с «Мемориала».","6 октября 2009 года суд частично удовлетворил иск Кадырова, признав высказывания Орлова порочащими честь и достоинство президента, и постановил взыскать 20 тыс. рублей с Орлова и 50 тыс. — с «Мемориала»."
"4 сентября 2015 года суд оштрафовал правозащитный центр «Мемориал» на 600 тыс. ₽ за нарушение порядка деятельности НКО, признанного иноагентом, по ст. 19.34 КоАП.","4 сентября 2015 года суд оштрафовал правозащитный центр «Мемориал» на 600 тыс. рублей за нарушение порядка деятельности НКО, признанного иноагентом, по ст. 19.34 КоАП."
"На тот момент закон не требовал маркировать посты в соцсетях, однако «Мемориал» всё = проставил везде отметки и устранил найденные ФСБ нарушения.","На тот момент закон не требовал маркировать посты в соцсетях, однако «Мемориал» всё равно проставил везде отметки и устранил найденные ФСБ нарушения."
"За период с октября 2019 по январь 2020 года «Мемориал» получил штрафы на сумму более 4,5 млн ₽ по 28 искам.","За период с октября 2019 по январь 2020 года «Мемориал» получил штрафы на сумму более 4,5 млн рублей по 28 искам."
"К 9 января 2020 года сумма штрафов за отсутствие маркировки иноагента достигла 4,2 млн ₽.","К 9 января 2020 года сумма штрафов за отсутствие маркировки иноагента достигла 4,2 млн рублей."
"15 декабря 2021 года Тверской районный суд оштрафовал ПЦ «Мемориал» на 500 тыс. ₽ за отсутствие маркировки иноагента на странице «ОВД-Инфо».","15 декабря 2021 года Тверской районный суд оштрафовал ПЦ «Мемориал» на 500 тыс. рублей за отсутствие маркировки иноагента на странице «ОВД-Инфо»."
"Суд постановил обратить этот офис в доход государства, а также взыскать с НИПЦ «Мемориал» 11 млн ₽.","Суд постановил обратить этот офис в доход государства, а также взыскать с НИПЦ «Мемориал» 11 млн рублей."
"Также поменялась моторная γ: автомобили оснащались двигателями внутреннего сгорания Hyundai-8DC9-0A.","Также поменялась моторная гамма: автомобили оснащались двигателями внутреннего сгорания Hyundai-8DC9-0A."
"Крыло поворачивалось в горизонтальной плоскости при помощи шарнирного соединения до 61 °.","Крыло поворачивалось в горизонтальной плоскости при помощи шарнирного соединения до 61 градуса."
"получена при измерении аномального магнитного момента или g-фактора g (произносится «g - 2») электрона.","получена при измерении аномального магнитного момента или g-фактора g (произносится «g минус 2») электрона."
"Позитроний распадается в результате аннигиляции электрона и позитрона на два или более фотона γ-излучения.","Позитроний распадается в результате аннигиляции электрона и позитрона на два или более фотона гамма-излучения."
"Максимальная протяжённость страны с востока на запад (в северной части), = как и с севера на юг составляет около 280 км.","Максимальная протяжённость страны с востока на запад (в северной части), равно как и с севера на юг составляет около 280 км."
"Страны ЕС — 64,0 % (10,7 млрд $);","Страны ЕС — 64,0 % (10,7 млрд долларов);"
"Россия — 5,5 % (0,9 млрд $);","Россия — 5,5 % (0,9 млрд долларов);"
"Китай — 5,5 % (0,9 млрд $);","Китай — 5,5 % (0,9 млрд долларов);"
"Турция — 3,3 % (0,6 млрд $);","Турция — 3,3 % (0,6 млрд долларов);"
"Страны Америки — 3,3 % (0,6 млрд $);","Страны Америки — 3,3 % (0,6 млрд долларов);"
"Страны Африки — 0,8 % (0,1 млрд $).","Страны Африки — 0,8 % (0,1 млрд долларов)."
"ВВП по ППС на душу населения за 2014 год составил 9833 $ США по данным МВФ или 9891 $ США по данным Всемирного банка (104-е и 102-е места среди стран мира соответственно).","ВВП по ППС на душу населения за 2014 год составил 9833 доллара США по данным МВФ или 9891 долларов США по данным Всемирного банка (104-е и 102-е места среди стран мира соответственно)."
"Форман получает отзыв у «Клосса», но не торопится его сдавать, требуя 10 000 $ и сведения, на кого тот работает.","Форман получает отзыв у «Клосса», но не торопится его сдавать, требуя 10 000 долларов и сведения, на кого тот работает."
"В ходе обыска, проводимого у Формана, «Клосс» находит 5 000 $, которые сам ему же и передал, и прячет письмо Формана к Эллерту.","В ходе обыска, проводимого у Формана, «Клосс» находит 5 000 долларов, которые сам ему же и передал, и прячет письмо Формана к Эллерту."
"Штурмбанфюрер Кнох пускается в погоню и узнаёт от постового жандарма № мотоцикла «Клосса».","Штурмбанфюрер Кнох пускается в погоню и узнаёт от постового жандарма номер мотоцикла «Клосса»."
"Барменша казино Симона видит, как «Клосс» стирает краску, закрывавшую его № и пытается его шантажировать, с целью добиться освобождения своего любовника лейтенанта Каллерта.","Барменша казино Симона видит, как «Клосс» стирает краску, закрывавшую его номера и пытается его шантажировать, с целью добиться освобождения своего любовника лейтенанта Каллерта."
"За первую половину 2007 года кампания Барака Обамы собрала 58 миллионов $.","За первую половину 2007 года кампания Барака Обамы собрала 58 миллионов долларов."
"Маленькие пожертвования (меньше чем 200 $) составляли 16,4 миллионов от этой суммы.","Маленькие пожертвования (меньше чем 200 долларов) составляли 16,4 миллионов от этой суммы."
"В январе 2008 года кампания установила другой рекорд со сбором 36,8 миллионов $ — наибольшее количество, когда-либо собранное кандидатом в президенты на предварительных выборах Демократической партии.","В январе 2008 года кампания установила другой рекорд со сбором 36,8 миллионов долларов — наибольшее количество, когда-либо собранное кандидатом в президенты на предварительных выборах Демократической партии."
"По информации CNN (21 января 2009 года), стоимость инаугурации Барака Обамы и инаугурационных торжеств — самая высокая в истории США: расходы на её проведение могут превысить 160 миллионов $.","По информации CNN (21 января 2009 года), стоимость инаугурации Барака Обамы и инаугурационных торжеств — самая высокая в истории США: расходы на её проведение могут превысить 160 миллионов долларов."
"10 февраля Сенат США одобрил план чрезвычайных антикризисных мер Обамы ценой в 838 миллиарда $.","10 февраля Сенат США одобрил план чрезвычайных антикризисных мер Обамы ценой в 838 миллиарда долларов."
"17 февраля Барак Обама направил в Афганистан дополнительно 17 тысяч военнослужащих, а также подписал в Денвере принятый Конгрессом США антикризисный план на 787 миллиардов $ (на фото).","17 февраля Барак Обама направил в Афганистан дополнительно 17 тысяч военнослужащих, а также подписал в Денвере принятый Конгрессом США антикризисный план на 787 миллиардов долларов (на фото)."
