question,answer
"В зависимости от оценок численности населения в 1519 году масштабы сокращения в XVI веке были примерно одинаковыми, колеблясь примерно от 50 до 90 %, при этом оценки Сандерса и Уитмора составляют около 90 %.","В зависимости от оценок численности населения в 1519 году масштабы сокращения в XVI веке были примерно одинаковыми, колеблясь примерно от 50 до 90 процентов, при этом оценки Сандерса и Уитмора составляют около 90 процентов."
"Каждый день имел своё название и № в обоих календарях.","Каждый день имел своё название и номер в обоих календарях."
"Вдоль улицы Расковой к существующему зданию пристроили новый корпус, где разместили гостиничные №.","Вдоль улицы Расковой к существующему зданию пристроили новый корпус, где разместили гостиничные номера."
"Евгений Дробышев: «Главное в жизни – ощущение чуда» журнал «Самара и Губерния», № 3, 2019 (октябрь)","Евгений Дробышев: «Главное в жизни – ощущение чуда» журнал «Самара и Губерния», номер 3, 2019 (октябрь)"
"Более не способный самостоятельно подниматься по лестнице, 20 июня 1809 года Ламберт снял себе № в первом этаже гостиницы «Повозка и лошади» (англ. Waggon & Horses) в доме № 47 по Стамфорд-хай-стрит, после чего направил в газету Stamford Mercury заказ на печать рекламных объявлений и листовок, извещавших о его приезде.","Более не способный самостоятельно подниматься по лестнице, 20 июня 1809 года Ламберт снял себе номер в первом этаже гостиницы «Повозка и лошади» (англ. Waggon & Horses) в доме № 47 по Стамфорд-хай-стрит, после чего направил в газету Stamford Mercury заказ на печать рекламных объявлений и листовок, извещавших о его приезде."
"Оже еси продало порты, а коупи Μ жита за 6 гривено.","Оже еси продало порты, а коупи ми жита за 6 гривено."
"А ли цего еси не продало, а посли Μ лицеме.","А ли цего еси не продало, а посли ми лицеме."
"А ли еси продало, а добро сътворя оукоупи Μ жита.","А ли еси продало, а добро сътворя оукоупи ми жита."
"Анны 3-й степени, кроме того он получил ещё 17 тысяч ₽ награды от государя.","Анны 3-й степени, кроме того он получил ещё 17 тысяч рублей награды от государя."
"В 2014 году Cheetah Mobile провела IPO, продав 12 миллионов американских депозитарных акций по 14 $ США за акцию, и таким образом привлекла 168 миллионов $ США.","В 2014 году Cheetah Mobile провела IPO, продав 12 миллионов американских депозитарных акций по 14 долларов США за акцию, и таким образом привлекла 168 миллионов долларов США."
"2 августа 2016 года Cheetah Mobile объявила о приобретении французского стартапа News Republic за 57 миллионов $.","2 августа 2016 года Cheetah Mobile объявила о приобретении французского стартапа News Republic за 57 миллионов долларов."
"Big Bang 2048 - Аналогично игре 2048, но № заменены животными.","Big Bang 2048 - Аналогично игре 2048, но номера заменены животными."
"В отличие от Motif (платная и проприетарная) и Open Motif (бесплатная, но всё = проприетарная), библиотека LessTif распространялась под свободной и открытой лицензией LGPL.","В отличие от Motif (платная и проприетарная) и Open Motif (бесплатная, но всё равно проприетарная), библиотека LessTif распространялась под свободной и открытой лицензией LGPL."
"Всеобщая популярность пришла к «Palast Orchester» в 1992 году после выхода комического № «Kein Schwein ruft mich an» («Ни одна свинья не звонит мне»), написанного самим Максом Раабе.","Всеобщая популярность пришла к «Palast Orchester» в 1992 году после выхода комического номера «Kein Schwein ruft mich an» («Ни одна свинья не звонит мне»), написанного самим Максом Раабе."
"Федера́льная автомоби́льная доро́га Р256 «Чу́йский тракт» (до 1 января 2018 года также применялся № М52) — автомобильная дорога федерального значения Новосибирск — Бийск — Горно-Алтайск — государственная граница с Монголией.","Федера́льная автомоби́льная доро́га Р256 «Чу́йский тракт» (до 1 января 2018 года также применялся номер М52) — автомобильная дорога федерального значения Новосибирск — Бийск — Горно-Алтайск — государственная граница с Монголией."
"В течение 1860—1890 годов рассматривалось несколько вариантов дороги, которая должна была заменить караванную тропу, но государство не решалось вкладывать сюда внушительные суммы: по разным оценкам, требовалось от 393 тысяч ₽ до 560 тысяч.","В течение 1860—1890 годов рассматривалось несколько вариантов дороги, которая должна была заменить караванную тропу, но государство не решалось вкладывать сюда внушительные суммы: по разным оценкам, требовалось от 393 тысяч рублей до 560 тысяч."
"В 1893 году Комитет Сибирской железной дороги выделил 45 тысяч ₽, ещё 35 тысяч собрали бийские купцы.","В 1893 году Комитет Сибирской железной дороги выделил 45 тысяч рублей, ещё 35 тысяч собрали бийские купцы."
"Оборот купцов-чуйцев вырос с 500 тысяч ₽ в 1870-е до 3 миллионов.","Оборот купцов-чуйцев вырос с 500 тысяч рублей в 1870-е до 3 миллионов."
"В 1924 году стоимость ремонта тракта оценивалась в 300 тысяч ₽.","В 1924 году стоимость ремонта тракта оценивалась в 300 тысяч рублей."
"— Барнаул: Пять +, 2010.","— Барнаул: Пять плюс, 2010."
"В расследовании, проводившемся Министерством юстиции США, фигурируют миллионы $ и евро, выплачивавшихся через подставные офшорные компании, некоторые из которых были напрямую связаны с чиновниками.","В расследовании, проводившемся Министерством юстиции США, фигурируют миллионы долларов и евро, выплачивавшихся через подставные офшорные компании, некоторые из которых были напрямую связаны с чиновниками."
"В 2022 году Банк России в серии «Исторические события» выпустил серебряную монету номиналом 3 ₽, посвященную 300-летнему юбилею прокуратуры России.","В 2022 году Банк России в серии «Исторические события» выпустил серебряную монету номиналом 3 рубля, посвященную 300-летнему юбилею прокуратуры России."
"Связь файлов друг с другом, = как и с библиотеками, требует описания прототипов используемых функций, внешних переменных и необходимых типов данных в каждом файле.","Связь файлов друг с другом, равно как и с библиотеками, требует описания прототипов используемых функций, внешних переменных и необходимых типов данных в каждом файле."
"1-й № газеты «Енисейские губернские ведомости» вышел 2 июля 1857 года.","1-й номер газеты «Енисейские губернские ведомости» вышел 2 июля 1857 года."
"На вопрос журналиста «Зачем тратить собственные 30 тысяч $ на съемки фильма?» он ответил следующим образом:","На вопрос журналиста «Зачем тратить собственные 30 тысяч долларов на съемки фильма?» он ответил следующим образом:"
"Карел Комарек (чеш. Karel Komárek; род. 15 марта 1969, Годонин, Чехословацкая Социалистическая Республика) — чешский олигарх с состоянием 9,4 млрд $ по состоянию на март 2024 года.","Карел Комарек (чеш. Karel Komárek; род. 15 марта 1969, Годонин, Чехословацкая Социалистическая Республика) — чешский олигарх с состоянием 9,4 млрд долларов по состоянию на март 2024 года."
"Ему, однако, более везёт с сиквелом своего предыдущего фильма «Афера 2», заработавшим в прокате около 6,4 млн $.","Ему, однако, более везёт с сиквелом своего предыдущего фильма «Афера 2», заработавшим в прокате около 6,4 млн долларов."
"В эти же годы Уорд впервые пробует свои силы в качестве режиссёра, сняв фильм «Консервный ряд» по одноимённому роману Стейнбека, также оказавшийся относительно коммерчески успешным и заработавший около 5,3 млн $.","В эти же годы Уорд впервые пробует свои силы в качестве режиссёра, сняв фильм «Консервный ряд» по одноимённому роману Стейнбека, также оказавшийся относительно коммерчески успешным и заработавший около 5,3 млн долларов."
"Успех картины позволил Дэвиду Уорду наконец запустить в производство сценарий бейсбольной комедии, который он предлагал продюсерам с 1982 года, и снять фильм «Высшая лига», собравший значительную кассу (порядка 50 млн при бюджете около 11 млн $), получивший одобрение аудитории и большинства критиков и отмеченный даже зарубежными киноинституциями, получив номинацию в категории «Лучший иностранный фильм» кинопремии Японской академии.","Успех картины позволил Дэвиду Уорду наконец запустить в производство сценарий бейсбольной комедии, который он предлагал продюсерам с 1982 года, и снять фильм «Высшая лига», собравший значительную кассу (порядка 50 млн при бюджете около 11 млн долларов), получивший одобрение аудитории и большинства критиков и отмеченный даже зарубежными киноинституциями, получив номинацию в категории «Лучший иностранный фильм» кинопремии Японской академии."
"Также в запуске споруляции играет роль Σ-фактор σH, контролирующий гены spoIIID и spoIIIM, их продукты участвуют в образовании споровой септы.","Также в запуске споруляции играет роль сигма-фактор σH, контролирующий гены spoIIID и spoIIIM, их продукты участвуют в образовании споровой септы."
"Далее в преспоре активируется Σ-фактор σF, а в спорангии — σE.","Далее в преспоре активируется сигма-фактор σF, а в спорангии — σE."
"Также в преспоре синтезируется σG, который активируется только при завершении поглощения, а в спорангии на финальных стадиях спорообразования синтезируется Σ-фактор σK.","Также в преспоре синтезируется σG, который активируется только при завершении поглощения, а в спорангии на финальных стадиях спорообразования синтезируется сигма-фактор σK."
"Совместно Σ-факторы преспоры и спорангия активируют экспрессию генов, необходимых для формирования эндоспоры.","Совместно сигма-факторы преспоры и спорангия активируют экспрессию генов, необходимых для формирования эндоспоры."
"Во время аграрных беспорядков крестьяне сожгли у Здановского в арендуемом у графини Браницкой селе Янковка амбары с рожью на более чем 6 тысяч ₽.","Во время аграрных беспорядков крестьяне сожгли у Здановского в арендуемом у графини Браницкой селе Янковка амбары с рожью на более чем 6 тысяч рублей."
"в 2012 году компания Symantec вышла из совместного предприятия с компанией Huawei, продав 49 % акций за 530 млн $ США","в 2012 году компания Symantec вышла из совместного предприятия с компанией Huawei, продав 49 % акций за 530 млн долларов США"
"2012: компания Symantec вышла из совместного предприятия с компанией Huawei, продав 49% акций за 530 млн. $ США","2012: компания Symantec вышла из совместного предприятия с компанией Huawei, продав 49% акций за 530 млн. долларов США"
"Создание Final Fantasy X началось в 1999 году; бюджет составил 32,3 миллиона $, а команда разработчиков включала более 100 человек.","Создание Final Fantasy X началось в 1999 году; бюджет составил 32,3 миллиона долларов, а команда разработчиков включала более 100 человек."
"Юна и её телохранители решают отказаться от призыва Последнего Эона — Грех всё = переродится, и жертва будет напрасной.","Юна и её телохранители решают отказаться от призыва Последнего Эона — Грех всё равно переродится, и жертва будет напрасной."
"На создание ушло около 4 миллиардов иен (около 32,3 миллиона $).","На создание ушло около 4 миллиардов иен (около 32,3 миллиона долларов)."
"В 2023 году российские правоохранительные и судебные органы начали разбирательства по делу обанкротившегося алкогольного завода «Ракурс» во Владикавказе, который недоплатил госбюджету налоги на 1,4 млрд ₽.","В 2023 году российские правоохранительные и судебные органы начали разбирательства по делу обанкротившегося алкогольного завода «Ракурс» во Владикавказе, который недоплатил госбюджету налоги на 1,4 млрд рублей."
"Общая сумма, на которую был наложен арест, превышает 3,4 миллиарда ₽.","Общая сумма, на которую был наложен арест, превышает 3,4 миллиарда рублей."
"В числе прочего поправки вводят понятие «перечень лиц с неудовлетворительной деловой репутацией» и повышают требования к размеру уставного капитала производителей алкоголя (с 10 до 100 млн ₽).","В числе прочего поправки вводят понятие «перечень лиц с неудовлетворительной деловой репутацией» и повышают требования к размеру уставного капитала производителей алкоголя (с 10 до 100 млн рублей)."
"В 1871 году прихожанами Засвирской Свято-Троицкой церкви пожертвовано 45 ₽ на семисвечник.","В 1871 году прихожанами Засвирской Свято-Троицкой церкви пожертвовано 45 рублей на семисвечник."
"Псаломщику дополнительного жалованья 23 ₽ 52 копейки.","Псаломщику дополнительного жалованья 23 рубля 52 копейки."
"— Имеются вакансии учителей: при Засвирской двухклассной церковно-приходской школе, Свенцянскорго уезда Виленской губернии — младшего учителя с жалованьем в триста ₽; требуется окончивший курс духовной семинарии».","— Имеются вакансии учителей: при Засвирской двухклассной церковно-приходской школе, Свенцянскорго уезда Виленской губернии — младшего учителя с жалованьем в триста рублей; требуется окончивший курс духовной семинарии»."
"В 1957 году один из историков подсчитал, что количество камней Каабы, имеющих разную форму, = 1614, однако не были учтены камни, которые находились внутри стены.","В 1957 году один из историков подсчитал, что количество камней Каабы, имеющих разную форму, равно 1614, однако не были учтены камни, которые находились внутри стены."
"Первоначально задуманный и предложенный аниматором Disney Гленом Кином в 2001 году, мультфильм провёл шесть лет в производстве по бюджету, который оценивается в 260 миллионов $, что делает его самым дорогим мультфильмом всех времён и одним из самых дорогих фильмов всех времён.","Первоначально задуманный и предложенный аниматором Disney Гленом Кином в 2001 году, мультфильм провёл шесть лет в производстве по бюджету, который оценивается в 260 миллионов долларов, что делает его самым дорогим мультфильмом всех времён и одним из самых дорогих фильмов всех времён."
"Фильм заработал 592 миллиона $, 200 миллионов $ из которых были заработаны в США и Канаде, что сделало его восьмым кассовым фильмом 2010 года.","Фильм заработал 592 миллиона долларов, 200 миллионов долларов из которых были заработаны в США и Канаде, что сделало его восьмым кассовым фильмом 2010 года."
"Сообщается, что производство фильма обошлось более чем в 260 миллионов $.","Сообщается, что производство фильма обошлось более чем в 260 миллионов долларов."
"Предыдущий мультфильм Disney «Принцесса и лягушка», который был хорошо принят различными критиками и заработал почти 270 миллионов $ по всему миру, был не таким успешным, как надеялась Disney, и Катмулл позже признал в письменной форме, что вера Disney Animation в то, что отличное качество «Принцессы и лягушки» привлечёт всех зрителей, несмотря на слово «принцесса» в названии, было их версией «глупой таблетки».","Предыдущий мультфильм Disney «Принцесса и лягушка», который был хорошо принят различными критиками и заработал почти 270 миллионов долларов по всему миру, был не таким успешным, как надеялась Disney, и Катмулл позже признал в письменной форме, что вера Disney Animation в то, что отличное качество «Принцессы и лягушки» привлечёт всех зрителей, несмотря на слово «принцесса» в названии, было их версией «глупой таблетки»."
"Продажи фильма в США и Канаде превысили 95 миллионов $ в виде продаж DVD и Blu-ray, установив рекорд самого кассового DVD 2011 года; продажи домашнего видео превысили доходы фильма в первую неделю в кинотеатрах.","Продажи фильма в США и Канаде превысили 95 миллионов долларов в виде продаж DVD и Blu-ray, установив рекорд самого кассового DVD 2011 года; продажи домашнего видео превысили доходы фильма в первую неделю в кинотеатрах."
"Он доминировал в течение двух недель в чарте продаж DVD, по состоянию на 18 июля 2012 года было продано 6 657 331 копий (102 154 692 $).","Он доминировал в течение двух недель в чарте продаж DVD, по состоянию на 18 июля 2012 года было продано 6 657 331 копий (102 154 692 долларов)."
"К 29 мая 2011 года было продано 2 518 522 копий Blu-ray (59 220 275 $).","К 29 мая 2011 года было продано 2 518 522 копий Blu-ray (59 220 275 долларов)."
"По состоянию на 20 января 2016 года фильм заработал в общей сложности 215 миллионов $ от продаж домашнего видео в США и Канаде (155 миллионов $ от продаж DVD и 60 миллионов $ от продаж Blu-ray).","По состоянию на 20 января 2016 года фильм заработал в общей сложности 215 миллионов долларов от продаж домашнего видео в США и Канаде (155 миллионов долларов от продаж DVD и 60 миллионов долларов от продаж Blu-ray)."
"Мультфильм заработал в первые выходные 86,1 миллиона $ и однажды достиг вершины мирового проката, в одиннадцатый уик-энд (4-6 февраля 2011 года), с 24,9 миллиона $.","Мультфильм заработал в первые выходные 86,1 миллиона долларов и однажды достиг вершины мирового проката, в одиннадцатый уик-энд (4-6 февраля 2011 года), с 24,9 миллиона долларов."
"Фильм заработал 200,8 миллиона $ в Северной Америке и 391,6 миллиона $ в других странах, на общую сумму 592,5 миллиона $, что делает его третьим кассовым мультфильмом 2010 года после мультфильмов «Шрек навсегда» и «История игрушек: Большой побег» и восьмым кассовым фильмом 2010 года.","Фильм заработал 200,8 миллиона долларов в Северной Америке и 391,6 миллиона долларов в других странах, на общую сумму 592,5 миллиона долларов, что делает его третьим кассовым мультфильмом 2010 года после мультфильмов «Шрек навсегда» и «История игрушек: Большой побег» и восьмым кассовым фильмом 2010 года."
"Мультфильм заработал 11,9 миллиона $ в день выхода, побив рекорд по крупнейшему открытию в среду перед Днём благодарения, ранее принадлежавший «Истории игрушек 2».","Мультфильм заработал 11,9 миллиона долларов в день выхода, побив рекорд по крупнейшему открытию в среду перед Днём благодарения, ранее принадлежавший «Истории игрушек 2»."
"В первые выходные он заработал 48,8 миллиона $ (самое высокое открытие для Walt Disney Animation Studios, превзойдя «Короля Льва» (40,9 миллиона $), пока его не превзошли «Ральф» (49 миллионов $) и «Холодное сердце» (67,4 миллиона $)), заняв второе место за период после фильма «Гарри Поттер и Дары Смерти.","В первые выходные он заработал 48,8 миллиона долларов (самое высокое открытие для Walt Disney Animation Studios, превзойдя «Короля Льва» (40,9 миллиона долларов), пока его не превзошли «Ральф» (49 миллионов долларов) и «Холодное сердце» (67,4 миллиона долларов)), заняв второе место за период после фильма «Гарри Поттер и Дары Смерти."
"За традиционный период празднования Дня благодарения со среды по воскресенье его сборы составили 68,7 миллиона $, снова заняв второе место.","За традиционный период празднования Дня благодарения со среды по воскресенье его сборы составили 68,7 миллиона долларов, снова заняв второе место."
"Во время второго уик-энда (после Дня благодарения) сборы упали на 56% до 21,6 миллиона $, хотя и подскочили на первое место в прокате.","Во время второго уик-энда (после Дня благодарения) сборы упали на 56% до 21,6 миллиона долларов, хотя и подскочили на первое место в прокате."
"С окончательными сборами в 200,8 миллиона $, это десятый кассовый фильм 2010 года и десятый фильм 2010 года, преодолевший отметку в 200 миллионов $; это был четвертый медленный фильм, преодолевший эту отметку.","С окончательными сборами в 200,8 миллиона долларов, это десятый кассовый фильм 2010 года и десятый фильм 2010 года, преодолевший отметку в 200 миллионов долларов; это был четвертый медленный фильм, преодолевший эту отметку."
