question,answer
"Они обвинили местное руководство партии в коррупции (за участие в муниципальных выборах вымогали по 50 тысяч ₽), а также заявили о своём недоверии к лидеру партии Сергею Миронову:","Они обвинили местное руководство партии в коррупции (за участие в муниципальных выборах вымогали по 50 тысяч рублей), а также заявили о своём недоверии к лидеру партии Сергею Миронову:"
"Он не имеет никакого отношения к партии, но у него есть 120 млн ₽, которые он пообещал занести или уже занес высшему партийному руководству.","Он не имеет никакого отношения к партии, но у него есть 120 млн рублей, которые он пообещал занести или уже занес высшему партийному руководству."
"Введение прогрессивной шкалы подоходного налога: доход до 10 тысяч ₽ в месяц не облагается налогом, при доходе 5 миллионов ₽ в месяц — налог 30 %.","Введение прогрессивной шкалы подоходного налога: доход до 10 тысяч рублей в месяц не облагается налогом, при доходе 5 миллионов рублей в месяц — налог 30 %."
"Введение налога на роскошь, то есть на транспортные средства стоимостью свыше 2 миллионов ₽, недвижимость дороже 20 миллионов ₽.","Введение налога на роскошь, то есть на транспортные средства стоимостью свыше 2 миллионов рублей, недвижимость дороже 20 миллионов рублей."
"Нанесенный ущерб оценивается в 1 миллион ₽.","Нанесенный ущерб оценивается в 1 миллион рублей."
"В 2009 году партия получила по этой статье доходов 233,7 миллиона ₽ (58,1 % доходов) от юридических лиц и 43,6 миллиона ₽ (10,8 % доходов) от физических лиц.","В 2009 году партия получила по этой статье доходов 233,7 миллиона рублей (58,1 % доходов) от юридических лиц и 43,6 миллиона рублей (10,8 % доходов) от физических лиц."
"В 2015 году «Справедливая Россия» получила 1 107 334,5 тысячи ₽ (четвёртое место среди политических партий России), а потратила 1 070 972,9 тысячи ₽.","В 2015 году «Справедливая Россия» получила 1 107 334,5 тысячи рублей (четвёртое место среди политических партий России), а потратила 1 070 972,9 тысячи рублей."
"Столь высокая доля государственного финансирования в доходах партии в значительной мере связана с тем, что в 2014 году в России было резко увеличено финансирование политических партий из федерального бюджета — теперь за каждый голос, полученный на выборах, партия стала получать не 50, а 110 ₽.","Столь высокая доля государственного финансирования в доходах партии в значительной мере связана с тем, что в 2014 году в России было резко увеличено финансирование политических партий из федерального бюджета — теперь за каждый голос, полученный на выборах, партия стала получать не 50, а 110 рублей."
"Наиболее крупным негосударственным спонсором партии в 2015 году стала компания «Русс-Инвест», выделившая 19,4 миллиона ₽.","Наиболее крупным негосударственным спонсором партии в 2015 году стала компания «Русс-Инвест», выделившая 19,4 миллиона рублей."
"В этот период «Справедливая Россия» позиционировалась как «партия власти № два»;","В этот период «Справедливая Россия» позиционировалась как «партия власти номер два»;"
"Официальным органом партии является выходящая без строгой периодичности газета «Справедливая Россия», первый № которой вышел в мае 2007 года в период предвыборной кампании.","Официальным органом партии является выходящая без строгой периодичности газета «Справедливая Россия», первый номер которой вышел в мае 2007 года в период предвыборной кампании."
"После того как первый № сборной в супертяжёлом весе Сергей Кузьмин неудачно выступил на чемпионате мира в Баку, Омаров временно стал лидером команды в этой категории.","После того как первый номер сборной в супертяжёлом весе Сергей Кузьмин неудачно выступил на чемпионате мира в Баку, Омаров временно стал лидером команды в этой категории."
"Нормализованный индикатор прибыли до вычета налогов, %, износа и амортизации (EBITDA) Tet в 2011 году составил LVL 47,5 млн (LVL 45,6 млн — в 2010 году), норма прибыли EBITDA составила 35 %.","Нормализованный индикатор прибыли до вычета налогов, процентов, износа и амортизации (EBITDA) Tet в 2011 году составил LVL 47,5 млн (LVL 45,6 млн — в 2010 году), норма прибыли EBITDA составила 35 %."
"Флаг утверждён 23 марта 2010 года решением Собрания депутатов муниципального образования село Находка № 12 и 23 апреля 2010 года внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 6035.","Флаг утверждён 23 марта 2010 года решением Собрания депутатов муниципального образования село Находка № 12 и 23 апреля 2010 года внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 6035."
"Средний годовой доход домохозяйства составлял 60 536 $, а средний годовой доход семьи — 68 068 $.","Средний годовой доход домохозяйства составлял 60 536 долларов, а средний годовой доход семьи — 68 068 долларов."
"Средний доход мужчин — 41 389 $, в то время как у женщин — 29 375.","Средний доход мужчин — 41 389 долларов, в то время как у женщин — 29 375."
"Доход на душу населения составил 22 319 $.","Доход на душу населения составил 22 319 долларов."
"Nakayoshi является одним из старейших журналов, посвящённый манге, первый № вышел в декабре 1954.","Nakayoshi является одним из старейших журналов, посвящённый манге, первый номер вышел в декабре 1954."
"В команде взял 16 №.","В команде взял 16 номер."
"Строительство завершилось в 1811 году, расходы составили 4,7 млн ₽.","Строительство завершилось в 1811 году, расходы составили 4,7 млн рублей."
"1 сентября 2011 года Банк России выпустил в обращение памятную монету номиналом 25 ₽ с изображением Казанского собора в Санкт-Петербурге в серии «Памятники архитектуры России».","1 сентября 2011 года Банк России выпустил в обращение памятную монету номиналом 25 рублей с изображением Казанского собора в Санкт-Петербурге в серии «Памятники архитектуры России»."
"Согласно информационному бюллетеню, его силы включали 3-тысячную кавалерию + дополнительный 2-тысячный контингент из Биджапура.","Согласно информационному бюллетеню, его силы включали 3-тысячную кавалерию плюс дополнительный 2-тысячный контингент из Биджапура."
"Школе – 90 лет! (неопр.) ТРК МТВ-+ (17 сентября 2013).","Школе – 90 лет! (неопр.) ТРК МТВ-плюс (17 сентября 2013)."
"К 1860 году он содержал 5000 голов крупного рогатого скота, оценив их в 35000 $ США, владел шестью рабами и считался крупным скотоводом в Северном Техасе.","К 1860 году он содержал 5000 голов крупного рогатого скота, оценив их в 35000 долларов США, владел шестью рабами и считался крупным скотоводом в Северном Техасе."
"В течение трёх лет он ежегодно доставлял 10 000 голов Гуднайту в Боске-Гранде по цене за голову на один $ выше, чем в Техасе.","В течение трёх лет он ежегодно доставлял 10 000 голов Гуднайту в Боске-Гранде по цене за голову на один доллар выше, чем в Техасе."
"Общие потери его акций в 1874 году достигли 150 000 $ США и были рекордными в стране.","Общие потери его акций в 1874 году достигли 150 000 долларов США и были рекордными в стране."
"В ноябре 1875 года он передал свой скот, насчитывавший уже более 60 000 голов, компании «Хантер, Эванс и компания», комиссионному дому Сент-Луиса, который взял на себя его долг в размере более 200 000 $ США.","В ноябре 1875 года он передал свой скот, насчитывавший уже более 60 000 голов, компании «Хантер, Эванс и компания», комиссионному дому Сент-Луиса, который взял на себя его долг в размере более 200 000 долларов США."
"Кид, сбежав из тюрьмы, явился к Чизуму и потребовал от него выплаты в размере 500 $ США за своё участие в Войне в округе Линкольн.","Кид, сбежав из тюрьмы, явился к Чизуму и потребовал от него выплаты в размере 500 долларов США за своё участие в Войне в округе Линкольн."
"Своё ранчо стоимостью 500 000 $ США он завещал своим братьям.","Своё ранчо стоимостью 500 000 долларов США он завещал своим братьям."
"В октябре 2008 года в ЦСКА был выведен из обращения 24-й №, под которым играл Макаров.","В октябре 2008 года в ЦСКА был выведен из обращения 24-й номер, под которым играл Макаров."
"(меньше или =) со следующими свойствами:","(меньше или равно) со следующими свойствами:"
"Отношение больше или =:","Отношение больше или равно:"
"18 января 1983 повстанческая организация УНИТА осуществила нападение на ГЭС Ломаум, после которой ГЭС потребовался серьёзный ремонт, на который в 1987 Португалия пообещала выделить 140 млн $ США.","18 января 1983 повстанческая организация УНИТА осуществила нападение на ГЭС Ломаум, после которой ГЭС потребовался серьёзный ремонт, на который в 1987 Португалия пообещала выделить 140 млн долларов США."
"Голова каждого иностранца, согласно их содержанию, стоила 25 лян, но головы русских оценивались в 50 лян, то есть приблизительно 70 ₽.","Голова каждого иностранца, согласно их содержанию, стоила 25 лян, но головы русских оценивались в 50 лян, то есть приблизительно 70 рублей."
"Но петух всё = сказал, чтобы его, в мешке, притащили хотя бы к псу Полкану, сторожу курятника.","Но петух всё равно сказал, чтобы его, в мешке, притащили хотя бы к псу Полкану, сторожу курятника."
"Размеры грантов составляют 150, 100 и 50 тысяч ₽.","Размеры грантов составляют 150, 100 и 50 тысяч рублей."
"В 2010 году был разработан проект стоимостью 1,9 миллиарда ₽, согласно которому на территории рощи должны были расположиться торговый комплекс, парк аттракционов, зоопарк, физкультурно-оздоровительный комплекс, детская железная дорога.","В 2010 году был разработан проект стоимостью 1,9 миллиарда рублей, согласно которому на территории рощи должны были расположиться торговый комплекс, парк аттракционов, зоопарк, физкультурно-оздоровительный комплекс, детская железная дорога."
"В 2011 году был опубликован инвестиционный план, предусматривающий затраты в размере 6 миллиардов ₽, в том числе, 400 миллионов бюджетных инвестиций.","В 2011 году был опубликован инвестиционный план, предусматривающий затраты в размере 6 миллиардов рублей, в том числе, 400 миллионов бюджетных инвестиций."
"Спонсор за 9 миллионов $ получал: изображение торговой марки на официальном логотипе чемпионата, наибольшее количество рекламных щитов на всех матчах турнира, определённые льготы при телерекламе в матчах.","Спонсор за 9 миллионов долларов получал: изображение торговой марки на официальном логотипе чемпионата, наибольшее количество рекламных щитов на всех матчах турнира, определённые льготы при телерекламе в матчах."
"Тогда был заключён пятилетний контракт на 50 млн $.","Тогда был заключён пятилетний контракт на 50 млн долларов."
"Контракт между организацией и лигой был рассчитан на 4 года, за которые «СОГАЗ» выплатила 60 миллионов $.","Контракт между организацией и лигой был рассчитан на 4 года, за которые «СОГАЗ» выплатила 60 миллионов долларов."
"Финансовые условия актуальной сделки — 1,98 млрд ₽ за сезон, полмиллиона из них расходуются на производство контента.","Финансовые условия актуальной сделки — 1,98 млрд рублей за сезон, полмиллиона из них расходуются на производство контента."
"Суммарная прибыль членов лиги — 3,2 млрд ₽.","Суммарная прибыль членов лиги — 3,2 млрд рублей."
"Суммарный убыток четырёх предыдущих лет — 24,7 млрд ₽.","Суммарный убыток четырёх предыдущих лет — 24,7 млрд рублей."
"Суммарная выручка клубов в сезоне 2016/17 составила 1,96 млрд ₽.","Суммарная выручка клубов в сезоне 2016/17 составила 1,96 млрд рублей."
"От продажи телеправ на футбольный ТВ-рынок лига получает примерно 1,6 миллиарда ₽ за каждый сезон.","От продажи телеправ на футбольный ТВ-рынок лига получает примерно 1,6 миллиарда рублей за каждый сезон."
"Это 25 млн $ на всех, или по полтора миллиона $ на каждого.","Это 25 млн долларов на всех, или по полтора миллиона долларов на каждого."
"К турниру построили и реконструировали 11 футбольных стадионов, потратив на это около 170 млрд ₽.","К турниру построили и реконструировали 11 футбольных стадионов, потратив на это около 170 млрд рублей."
"Фильм был снят с бюджетом в 3 миллиона $, который включал инвестиции Cinecom в США, а также от Goldcrest Films, Национальной финансовой корпорации и дистрибьюторов фильмов Керзона в Великобритании.","Фильм был снят с бюджетом в 3 миллиона долларов, который включал инвестиции Cinecom в США, а также от Goldcrest Films, Национальной финансовой корпорации и дистрибьюторов фильмов Керзона в Великобритании."
"Фильм заработал 4,4 миллиона $ в США за первые 12 недель проката.","Фильм заработал 4,4 миллиона долларов в США за первые 12 недель проката."
"В 2017 году впервые выиграла первенство России и в качестве первого № сборной удачно выступила на первенстве мира в Сербии.","В 2017 году впервые выиграла первенство России и в качестве первого номера сборной удачно выступила на первенстве мира в Сербии."
"Как следствие, в его картинах преобладал (или был существенным) тёплый коричневый тон, которого ожидали = и зрители, и заказчики.","Как следствие, в его картинах преобладал (или был существенным) тёплый коричневый тон, которого ожидали равно и зрители, и заказчики."
"Одно из заданий (№ 5) базируется на основе одной из двух книг, предложенной к прочтению экзаменуемым.","Одно из заданий (номер 5) базируется на основе одной из двух книг, предложенной к прочтению экзаменуемым."
"Ориентировочная стоимость строительства ледовой арены — 2,5 млрд. ₽.","Ориентировочная стоимость строительства ледовой арены — 2,5 млрд. рублей."
"Стоимость постройки здания оценивается в сумму от 2,4 до 4,5 млрд $.","Стоимость постройки здания оценивается в сумму от 2,4 до 4,5 млрд долларов."
"Конус фасада, текстура и асимметрия, работая совместно, снижают ветровую нагрузку на здание на 24 % по сравнению с обычными параллелепипедными зданиями, что дало уменьшение на четверть количества стальных конструкций, позволив сэкономить около 58 млн $, и уменьшение количества стеклянных панелей на 14 %.","Конус фасада, текстура и асимметрия, работая совместно, снижают ветровую нагрузку на здание на 24 % по сравнению с обычными параллелепипедными зданиями, что дало уменьшение на четверть количества стальных конструкций, позволив сэкономить около 58 млн долларов, и уменьшение количества стеклянных панелей на 14 %."
"Четырнадцать пулемётно-артиллерийских батальонов народного ополчения формировались за номерами с 5 по 18, позднее им были присвоены другие № (см.)","Четырнадцать пулемётно-артиллерийских батальонов народного ополчения формировались за номерами с 5 по 18, позднее им были присвоены другие номера (см.)"
"В 2012 году на проектно-сметную документацию для реставрации музейного комплекса запланировано пять миллионов ₽, еще четыре миллиона — на экспозицию и оборудование.","В 2012 году на проектно-сметную документацию для реставрации музейного комплекса запланировано пять миллионов рублей, еще четыре миллиона — на экспозицию и оборудование."
"В октябре 2023 года Депутаты Законодательного собрания Ростовской области приняли изменения в областной бюджет на 2023 год и на плановый период 2024 и 2025 годов, согласно которым на создание музея Раневской выделено 108 миллионов ₽.","В октябре 2023 года Депутаты Законодательного собрания Ростовской области приняли изменения в областной бюджет на 2023 год и на плановый период 2024 и 2025 годов, согласно которым на создание музея Раневской выделено 108 миллионов рублей."
"Подобно саундтрекам к аниме, саундтреки к играм, а = и их музыкальные партитуры, продавались обычно только в Японии.","Подобно саундтрекам к аниме, саундтреки к играм, а равно и их музыкальные партитуры, продавались обычно только в Японии."
"Князь Родослав Ольгович, сын великого рязанского князя Олега Ивановича, был выкуплен из литовского плена своим братом, великим князем рязанским Федором Ольговичем за 3000 ₽.","Князь Родослав Ольгович, сын великого рязанского князя Олега Ивановича, был выкуплен из литовского плена своим братом, великим князем рязанским Федором Ольговичем за 3000 рублей."
"Средний доход на одно домашнее хозяйство в статистически обособленной местности составил 59 063 $ США, а средний доход на одну семью — 59 063 $.","Средний доход на одно домашнее хозяйство в статистически обособленной местности составил 59 063 доллара США, а средний доход на одну семью — 59 063 доллара."
"При этом мужчины имели средний доход в 36 250 $ США в год против 41 250 $ среднегодового дохода у женщин.","При этом мужчины имели средний доход в 36 250 долларов США в год против 41 250 долларов среднегодового дохода у женщин."
"Доход на душу населения в статистически обособленной местности составил 17 498 $ в год.","Доход на душу населения в статистически обособленной местности составил 17 498 долларов в год."
"На следующий день Мэтт Мёрдок сказал Кейду Килгору (лидеру Клуба), что Росомаха предъявил ему иск на сумму 879 миллионов $ за ущерб, который он нанёс высшей школе Джин Грей, и если он не заплатит, Росомаха и Школа получат контроль над его компанией.","На следующий день Мэтт Мёрдок сказал Кейду Килгору (лидеру Клуба), что Росомаха предъявил ему иск на сумму 879 миллионов долларов за ущерб, который он нанёс высшей школе Джин Грей, и если он не заплатит, Росомаха и Школа получат контроль над его компанией."
"Открытое β-тестирование началось 2 сентября 2010 года.","Открытое бета-тестирование началось 2 сентября 2010 года."
"Согласно данным пятилетнего опроса 2018 года, средний доход домохозяйства в Хенриетте составляет 45 469 $ США в год, средний доход семьи — 61 585 $.","Согласно данным пятилетнего опроса 2018 года, средний доход домохозяйства в Хенриетте составляет 45 469 долларов США в год, средний доход семьи — 61 585 долларов."
"Доход на душу населения в городе составляет 23 728 $.","Доход на душу населения в городе составляет 23 728 долларов."
"Они никак не могут определится и соглашаются, что чтобы они не выбрали, Нана все = была бы не довольна.","Они никак не могут определится и соглашаются, что чтобы они не выбрали, Нана все равно была бы не довольна."
"Он отправился на чемпионат мира в Италию, вместе с 8-ю другими игроками «Ботафого», но как и в клубе, все игры оставался в запасе, потому что первый № принадлежал одноклубнику Педрозе.","Он отправился на чемпионат мира в Италию, вместе с 8-ю другими игроками «Ботафого», но как и в клубе, все игры оставался в запасе, потому что первый номер принадлежал одноклубнику Педрозе."
"Первый № был выпущен в Киеве в сентябре 1861 года.","Первый номер был выпущен в Киеве в сентябре 1861 года."
"Основными причинами разногласий между владельцами клубов и профсоюзом во время переговоров о новом коллективном соглашении стали требования игроков изменить правила учёта стажа игры в лиге, сокращение срока выхода в арбитраж о сумме заработной платы, повышение минимальной заработной платы, которая в 2021 году составляла 570,5 тысяч $, повышение потолка «налога на роскошь» с 210 до 245 млн $, принятие мер для принуждения клубов повышать свою конкурентоспособность.","Основными причинами разногласий между владельцами клубов и профсоюзом во время переговоров о новом коллективном соглашении стали требования игроков изменить правила учёта стажа игры в лиге, сокращение срока выхода в арбитраж о сумме заработной платы, повышение минимальной заработной платы, которая в 2021 году составляла 570,5 тысяч долларов, повышение потолка «налога на роскошь» с 210 до 245 млн долларов, принятие мер для принуждения клубов повышать свою конкурентоспособность."
"Средняя зарплата на момент начала сезона 2021 года составляла 4,17 млн $, что было на 6,4 % ниже уровня 2017 года.","Средняя зарплата на момент начала сезона 2021 года составляла 4,17 млн долларов, что было на 6,4 % ниже уровня 2017 года."
"Позже лига предложенила повысить минимальную заработную плату до 700 тысяч $, а также увеличить объём доарбитражного фонда для молодых игроков до 30 млн $.","Позже лига предложенила повысить минимальную заработную плату до 700 тысяч долларов, а также увеличить объём доарбитражного фонда для молодых игроков до 30 млн долларов."
"Объём средств доарбитражного фонда, по мнению игроков, должен был составить 85 млн $.","Объём средств доарбитражного фонда, по мнению игроков, должен был составить 85 млн долларов."
"По условиям соглашения минимальная зарплата игроков в 2022 году составила 700 тысяч $, на 23 % больше, чем в предыдущем сезоне.","По условиям соглашения минимальная зарплата игроков в 2022 году составила 700 тысяч долларов, на 23 % больше, чем в предыдущем сезоне."
"Потолок «налога на роскошь» был увеличен до 230 млн $, к 2026 году его сумма составит 244 млн.","Потолок «налога на роскошь» был увеличен до 230 млн долларов, к 2026 году его сумма составит 244 млн."
"Объём доарбитражного фонда выплат для игроков был установлен на уровне 50 млн $.","Объём доарбитражного фонда выплат для игроков был установлен на уровне 50 млн долларов."
"Таким образом, эта сумма в десятки раз больше, чем 300 тыс. $ США, вложенные инвесторами в фонд AddVenture I.","Таким образом, эта сумма в десятки раз больше, чем 300 тыс. долларов США, вложенные инвесторами в фонд AddVenture I."
"AddVenture I на сумму 300 тысяч $ США,","AddVenture I на сумму 300 тысяч долларов США,"
"AddVenture II — 530 тысяч $ США,","AddVenture II — 530 тысяч долларов США,"
"AddVenture III — 7 миллионов $ США.","AddVenture III — 7 миллионов долларов США."
"Личность автора, = как и Гая Геренния (C. Herennius), которому посвящён труд, неизвестны.","Личность автора, равно как и Гая Геренния (C. Herennius), которому посвящён труд, неизвестны."
"В абсолютном большинстве вузов столицы средние зарплаты ассистентов, старших преподавателей и доцентов (имеющих степени кандидатов наук) — не дотягивают даже до 18 тысяч ₽»В 2015 году подписала открытое письмо театральных критиков России, призывающее распустить экспертный совет «Золотой маски» в связи со скандалом вокруг премии.","В абсолютном большинстве вузов столицы средние зарплаты ассистентов, старших преподавателей и доцентов (имеющих степени кандидатов наук) — не дотягивают даже до 18 тысяч рублей»В 2015 году подписала открытое письмо театральных критиков России, призывающее распустить экспертный совет «Золотой маски» в связи со скандалом вокруг премии."
"При селе работал завод Зороховича, который вырабатывал спирта больше чем на 40 тысяч ₽ в год(?).","При селе работал завод Зороховича, который вырабатывал спирта больше чем на 40 тысяч рублей в год(?)."
"Первый прототип танка Т25 (регистрационный № 30103053) был собран на заводе Chrysler и доставлен в Detroit Tank Arsenal, где его 21 января 1944 года переправили на Абердинский полигон.","Первый прототип танка Т25 (регистрационный номер 30103053) был собран на заводе Chrysler и доставлен в Detroit Tank Arsenal, где его 21 января 1944 года переправили на Абердинский полигон."
"Предлагалось создать государственную страховую компанию для внутренних и внешних инвестиций объёмом свыше 5 млн $.","Предлагалось создать государственную страховую компанию для внутренних и внешних инвестиций объёмом свыше 5 млн долларов."
