question,answer
"Главная цель центра научных данных в Бразилии (BSDC) — предоставление данных всех международных космических миссий в диапазоне γ- и рентгеновских лучей, а позже и по всему электромагнитному спектру, обо всех галактических и экстрагалактических источниках во Вселенной.","Главная цель центра научных данных в Бразилии (BSDC) — предоставление данных всех международных космических миссий в диапазоне гамма- и рентгеновских лучей, а позже и по всему электромагнитному спектру, обо всех галактических и экстрагалактических источниках во Вселенной."
"В письмах Амарны XIV века до н. э. (в районе 1400 года до н. э.) — найденных при раскопках в Эль-Амарне древнеегипетских клинописных архивах переписки ханаанских царей — также упоминается место, называемое Акка; = как и в предшествующих по времени «текстах проклятий».","В письмах Амарны XIV века до н. э. (в районе 1400 года до н. э.) — найденных при раскопках в Эль-Амарне древнеегипетских клинописных архивах переписки ханаанских царей — также упоминается место, называемое Акка; равно как и в предшествующих по времени «текстах проклятий»."
"Министерство туризма Израиля инвестирует миллионы $ в реставрацию старых кварталов в Акко.","Министерство туризма Израиля инвестирует миллионы долларов в реставрацию старых кварталов в Акко."
"В 1933 году супруги Мачабели расстались и через три года продали компанию за 250 тысяч $.","В 1933 году супруги Мачабели расстались и через три года продали компанию за 250 тысяч долларов."
"В январе 2015 года Временное правительство Сирии получило от США 6 миллионов $-первое финансирование такого рода.","В январе 2015 года Временное правительство Сирии получило от США 6 миллионов долларов-первое финансирование такого рода."
"Он также управляло крупным пограничным переходом между Сирией и Турцией, который приносило примерно 1 миллион $ дохода каждый месяц","Он также управляло крупным пограничным переходом между Сирией и Турцией, который приносило примерно 1 миллион долларов дохода каждый месяц"
"Вошёл в историю США как идеолог «республиканской революции» — в 1994 году Республиканская партия впервые за четыре десятилетия получила контроль над Палатой представителей США (+ 54 места в палате представителей — итого 230, при минимуме большинства — 218 мест и 53 места в Сенате при минимуме большинства — 51 место), используя в качестве собственной программы манифест политика «Контракт с Америкой».","Вошёл в историю США как идеолог «республиканской революции» — в 1994 году Республиканская партия впервые за четыре десятилетия получила контроль над Палатой представителей США (плюс 54 места в палате представителей — итого 230, при минимуме большинства — 218 мест и 53 места в Сенате при минимуме большинства — 51 место), используя в качестве собственной программы манифест политика «Контракт с Америкой»."
"Размер годового жалованья зависел от квалификации мастера и составлял 1—2,5 тыс. ₽, что было примерно в 10 раз больше годовой зарплаты русских мастеров и намного больше зарплаты оружейников в Золингене.","Размер годового жалованья зависел от квалификации мастера и составлял 1—2,5 тыс. рублей, что было примерно в 10 раз больше годовой зарплаты русских мастеров и намного больше зарплаты оружейников в Золингене."
"Дополнительно в размере 500 ₽ в год оплачивалось обучение русского ученика.","Дополнительно в размере 500 рублей в год оплачивалось обучение русского ученика."
"«Подобного громадного магазина, — отмечали газеты в 1888 году, — по внутреннему помещению, = и по обилию и разнообразию продающихся в нём товаров, определенно нигде нет в России».","«Подобного громадного магазина, — отмечали газеты в 1888 году, — по внутреннему помещению, равно и по обилию и разнообразию продающихся в нём товаров, определенно нигде нет в России»."
"В 2016 году администрация ввела плату в 100 ₽ за посещение туалетов — фэшн-директор магазина Алла Вербер объяснила это «участившимися случаями использования места общего пользования не клиентами магазина».","В 2016 году администрация ввела плату в 100 рублей за посещение туалетов — фэшн-директор магазина Алла Вербер объяснила это «участившимися случаями использования места общего пользования не клиентами магазина»."
"В 1765—1767 годах Алопеус оказал помощь мастеру Пилючину из Экспедиции строений Императорской академии художеств, посланного в Выборгскую губернию для поиска подходящих каменных материалов, за что князь Иван Иванович Бецкой приказал выдать Алопеусу награду размером в 300 ₽.","В 1765—1767 годах Алопеус оказал помощь мастеру Пилючину из Экспедиции строений Императорской академии художеств, посланного в Выборгскую губернию для поиска подходящих каменных материалов, за что князь Иван Иванович Бецкой приказал выдать Алопеусу награду размером в 300 рублей."
"Полный поворот (то есть ∫ ориентированной кривизны) простой плоской замкнутой гладкой регулярной кривой равен","Полный поворот (то есть интеграл ориентированной кривизны) простой плоской замкнутой гладкой регулярной кривой равен"
"Депутатская от центра возрастает до 158 №, затем снова начинается с первых номеров, а через несколько кварталов нечётная сторона прервавшись на номере 173, продолжается с 157-го).","Депутатская от центра возрастает до 158 номера, затем снова начинается с первых номеров, а через несколько кварталов нечётная сторона прервавшись на номере 173, продолжается с 157-го)."
"Дома на перекрёстках имеют два №, относящиеся к обоим геонимам.","Дома на перекрёстках имеют два номера, относящиеся к обоим геонимам."
"Если на пересечении главной и второстепенной улицы в числитель попадает № по главной улице, то на пересечении равнозначных улиц чёткая зависимость не прослеживается.","Если на пересечении главной и второстепенной улицы в числитель попадает номер по главной улице, то на пересечении равнозначных улиц чёткая зависимость не прослеживается."
"Экспорт товаров в 2003 году — 219,3 млн $ США.","Экспорт товаров в 2003 году — 219,3 млн долларов США."
"Прямые иностранные инвестиции на 2003 год — 7,4 млн $ США.","Прямые иностранные инвестиции на 2003 год — 7,4 млн долларов США."
"Приказом НКО СССР № 381 от 8 декабря 1942 года, за проявленные личным составом в боях с немецко-фашистскими захватчиками отвагу, стойкость, мужество и героизм 133-й отдельной танковой бригаде было присвоено почётное звание «Гвардейская» и новый войсковой № «11».","Приказом НКО СССР № 381 от 8 декабря 1942 года, за проявленные личным составом в боях с немецко-фашистскими захватчиками отвагу, стойкость, мужество и героизм 133-й отдельной танковой бригаде было присвоено почётное звание «Гвардейская» и новый войсковой номер «11»."
"Обстоятельства смерти были весьма странными: водоём Сэнфорд-Пул был действительно опасным местом для купания и там были установлены предупредительные знаки, о которых Дэвис и Бакстон прекрасно знали, но всё = плавали там и прежде.","Обстоятельства смерти были весьма странными: водоём Сэнфорд-Пул был действительно опасным местом для купания и там были установлены предупредительные знаки, о которых Дэвис и Бакстон прекрасно знали, но всё равно плавали там и прежде."
"Более 7 млрд ₽ или почти 40 % было привлечено из внебюджетных источников, порядка 55 % — из областной казны.","Более 7 млрд рублей или почти 40 % было привлечено из внебюджетных источников, порядка 55 % — из областной казны."
"Памятник культуры Малопольского воеводства: регистрационный № 510 от 25 июня 1987 года.","Памятник культуры Малопольского воеводства: регистрационный номер 510 от 25 июня 1987 года."
"Милостыня, которую человек стремится дать бедняку, но впоследствии она попадает в руки другого, который не нуждается в ней, то его награда всё = достигает полного размера.","Милостыня, которую человек стремится дать бедняку, но впоследствии она попадает в руки другого, который не нуждается в ней, то его награда всё равно достигает полного размера."
"Средний годовой доход домохозяйства составлял 55 714 $, а средний годовой доход семьи — 65 000 $.","Средний годовой доход домохозяйства составлял 55 714 долларов, а средний годовой доход семьи — 65 000 долларов."
"Средний доход мужчин — 48 125 $, в то время как у женщин — 26 528.","Средний доход мужчин — 48 125 долларов, в то время как у женщин — 26 528."
"Доход на душу населения составил 26 150 $.","Доход на душу населения составил 26 150 долларов."
"Первый № вышел в печать 18 марта (31 марта) 1917 года.","Первый номер вышел в печать 18 марта (31 марта) 1917 года."
"Первый № газеты «Социал-демократ», которая считается предшественником «Якутии», вышел 18 марта (31 марта) 1917 года.","Первый номер газеты «Социал-демократ», которая считается предшественником «Якутии», вышел 18 марта (31 марта) 1917 года."
"Сравнительно стабильными оказалась партия Центра и Баварская народная партия, чьи потери не были больше полутора %.","Сравнительно стабильными оказалась партия Центра и Баварская народная партия, чьи потери не были больше полутора процентов."
"Среди левых политических сил можно было наблюдать две тенденции: марксистские партии, которые находились в разногласиях друг с другом, потеряли большую часть поддержки — до двух миллионов избирателей отвернулись от левых сил и даже с объединением НСДПГ и СДПГ, партия потеряла полтора % избирателей.","Среди левых политических сил можно было наблюдать две тенденции: марксистские партии, которые находились в разногласиях друг с другом, потеряли большую часть поддержки — до двух миллионов избирателей отвернулись от левых сил и даже с объединением НСДПГ и СДПГ, партия потеряла полтора процента избирателей."
"Отколовшиеся от СДПГ и НСДПГ силы, как например Социалистическая лига, также были разгромлены и получали менее % голосов.","Отколовшиеся от СДПГ и НСДПГ силы, как например Социалистическая лига, также были разгромлены и получали менее процента голосов."
"Капиллярно-сорбционное давление будет = давлению воздуха с поправкой на давление столба воды в приборе, влажность находят методом обратного пересчёта.","Капиллярно-сорбционное давление будет равно давлению воздуха с поправкой на давление столба воды в приборе, влажность находят методом обратного пересчёта."
"Занимает на небе площадь в 386,5 квадратного ° и содержит 64 звезды, видимые невооружённым глазом, из них ярче 6m — 50.","Занимает на небе площадь в 386,5 квадратного градуса и содержит 64 звезды, видимые невооружённым глазом, из них ярче 6m — 50."
"У южной границы созвездия начинается крупное скопление галактик Девы, удалённое от нас «всего» на 42 млн световых лет и потому имеющее большой угловой диаметр (около 16 °).","У южной границы созвездия начинается крупное скопление галактик Девы, удалённое от нас «всего» на 42 млн световых лет и потому имеющее большой угловой диаметр (около 16 градусов)."
"13 июля 2009 года был официально представлен как игрок «Металлурга», Мхитарян взял 22 №.","13 июля 2009 года был официально представлен как игрок «Металлурга», Мхитарян взял 22 номер."
"В новой команде взял 10-й №","В новой команде взял 10-й номер"
"В новой команде взял 7-й №, ранее принадлежавший Санчесу.","В новой команде взял 7-й номер, ранее принадлежавший Санчесу."
"В новом клубе Генрих взял 77-й №, под которым он выступал в «Арсенале» в розыгрыше Лиги Европы сезона 2017/18.","В новом клубе Генрих взял 77-й номер, под которым он выступал в «Арсенале» в розыгрыше Лиги Европы сезона 2017/18."
"Отбраковка поступающих электрорадиоэлементов на допроизводственном контроле могла достигать десятков %.","Отбраковка поступающих электрорадиоэлементов на допроизводственном контроле могла достигать десятков процентов."
"Корпус ракеты вафельно-сварной конструкции из сплава АМг6НПП (магналий), введена защита аппаратуры системы управления от γ-излучения, в 2 раза повышено быстродействие исполнительных органов автомата стабилизации системы управления, отделение головного обтекателя осуществляется после прохождения зоны высотных блокирующих ядерных взрывов, двигатели первой и второй ступеней ракеты форсированы по тяге.","Корпус ракеты вафельно-сварной конструкции из сплава АМг6НПП (магналий), введена защита аппаратуры системы управления от гамма-излучения, в 2 раза повышено быстродействие исполнительных органов автомата стабилизации системы управления, отделение головного обтекателя осуществляется после прохождения зоны высотных блокирующих ядерных взрывов, двигатели первой и второй ступеней ракеты форсированы по тяге."
"В результате радиус зоны поражения ракеты блокирующим ядерном взрывом, по сравнению с ракетой 15А18, уменьшен в 20 раз, стойкость к рентгеновскому излучению повышена в 10 раз, γ-нейтронному излучению — в 100 раз.","В результате радиус зоны поражения ракеты блокирующим ядерном взрывом, по сравнению с ракетой 15А18, уменьшен в 20 раз, стойкость к рентгеновскому излучению повышена в 10 раз, гамма-нейтронному излучению — в 100 раз."
"На эти цели планировалось потратить 19 трлн ₽ ($613 млрд) в период 2011—2020 гг.","На эти цели планировалось потратить 19 трлн рублей ($613 млрд) в период 2011—2020 гг."
"К 1907 году он уже восемнадцать лет практиковал в самом Оренбурге и окрестностях, имея годовое жалованье около 12 тысяч ₽.","К 1907 году он уже восемнадцать лет практиковал в самом Оренбурге и окрестностях, имея годовое жалованье около 12 тысяч рублей."
"Кроме того, Наум Варлаамович являлся также и домовладельцем: принадлежащее ему недвижимое имущество было оценёно в 8 тысяч ₽ (на 1907 год).","Кроме того, Наум Варлаамович являлся также и домовладельцем: принадлежащее ему недвижимое имущество было оценёно в 8 тысяч рублей (на 1907 год)."
"Армия имела свой №, исключая Приморскую, которая в двух формированиях имела только территориальное наименование, а также Ленинградскую армию народного ополчения.","Армия имела свой номер, исключая Приморскую, которая в двух формированиях имела только территориальное наименование, а также Ленинградскую армию народного ополчения."
"Одиннадцать армий за мужество и героизм их личного состава получили почётное звание «Гвардейская», и поменяли свои №.","Одиннадцать армий за мужество и героизм их личного состава получили почётное звание «Гвардейская», и поменяли свои номера."
"Знаком обозначены управления армий, которые за боевые отличия получили почётное звание «Гвардейская» и преобразованы в гвардейские с изменением войскового №.","Знаком обозначены управления армий, которые за боевые отличия получили почётное звание «Гвардейская» и преобразованы в гвардейские с изменением войскового номера."
"Знаком обозначены переименованные управления армий, получившие в ходе организационно-штатных мероприятий другой № и в основном сохранившие личный состав.","Знаком обозначены переименованные управления армий, получившие в ходе организационно-штатных мероприятий другой номер и в основном сохранившие личный состав."
"Средняя температура Января составляет -16,6 °.","Средняя температура Января составляет -16,6 градусов."
"Средняя температура Июля составляет +19 °.","Средняя температура Июля составляет +19 градусов."
"Кинескоп: чёрно-белый, с углом отклонения луча 70 °, с электростатической фокусировкой и магнитным отклонением луча, с плоским экраном, модель 16ЛК1Б.","Кинескоп: чёрно-белый, с углом отклонения луча 70 градусов, с электростатической фокусировкой и магнитным отклонением луча, с плоским экраном, модель 16ЛК1Б."
"Цена билетов, раскупленных за полчаса, колебалась от пятидесяти до полутора тысяч $ США, благодаря чему Стрейзанд вошла в число самых высокооплачиваемых исполнителей в истории.","Цена билетов, раскупленных за полчаса, колебалась от пятидесяти до полутора тысяч долларов США, благодаря чему Стрейзанд вошла в число самых высокооплачиваемых исполнителей в истории."
"В феврале 2008 года журнал Forbes поместил Стрейзанд на второе место в списке самых богатых певиц 2007 года (её доход за предыдущий год составил шестьдесят миллионов $).","В феврале 2008 года журнал Forbes поместил Стрейзанд на второе место в списке самых богатых певиц 2007 года (её доход за предыдущий год составил шестьдесят миллионов долларов)."
"Этот фильм стал самой успешной комедией в истории, заработав 516 642 939 $.","Этот фильм стал самой успешной комедией в истории, заработав 516 642 939 долларов."
"В 1986 году певица основала благотворительную организацию Фонд Стрейзанд (англ. The Streisand Foundation), которому в последующие годы пожертвовала почти 25 миллионов $.","В 1986 году певица основала благотворительную организацию Фонд Стрейзанд (англ. The Streisand Foundation), которому в последующие годы пожертвовала почти 25 миллионов долларов."
"В 2009 году Стрейзанд пожертвовала 5 миллионов $ на финансирование программ исследований сердечно-сосудистых заболеваний в женском кардиологическом отделении Медицинского центра Сидарс-Синай.","В 2009 году Стрейзанд пожертвовала 5 миллионов долларов на финансирование программ исследований сердечно-сосудистых заболеваний в женском кардиологическом отделении Медицинского центра Сидарс-Синай."
"В 2003 году Стрейзанд обратилась в суд с требованием взыскать с фотографа Кеннета Аделмана и сайта Pictopia.com 50 млн $, так как фотография её дома была доступна среди двенадцати тысяч других фотографий побережья Калифорнии.","В 2003 году Стрейзанд обратилась в суд с требованием взыскать с фотографа Кеннета Аделмана и сайта Pictopia.com 50 млн долларов, так как фотография её дома была доступна среди двенадцати тысяч других фотографий побережья Калифорнии."
"Его вина заключалась в том, что при подписании капитуляции Мадраса Ла Бурдонне оставил британцам право выкупить город за 2 миллиона $.","Его вина заключалась в том, что при подписании капитуляции Мадраса Ла Бурдонне оставил британцам право выкупить город за 2 миллиона долларов."
"Но правда все = когда-нибудь раскроется, и тогда Роксане придется сделать выбор…","Но правда все равно когда-нибудь раскроется, и тогда Роксане придется сделать выбор…"
"Фильм собрал в прокате 40 100 000 $ и принёс Мартину премию за лучшую роль от Лос-Анджелесской киноассоциации критиков, награду за лучший сценарий от Писательской Гильдии Америки и номинацию как Лучшему актеру комедии на «Золотой глобус».","Фильм собрал в прокате 40 100 000 долларов и принёс Мартину премию за лучшую роль от Лос-Анджелесской киноассоциации критиков, награду за лучший сценарий от Писательской Гильдии Америки и номинацию как Лучшему актеру комедии на «Золотой глобус»."
"При увеличении % илистых частиц склонность к эрозии возрастает.","При увеличении процента илистых частиц склонность к эрозии возрастает."
"Он мечтал вернуться в США, — что и сумел сделать в 1952 году, имея всего 40 $.","Он мечтал вернуться в США, — что и сумел сделать в 1952 году, имея всего 40 долларов."
"BBC Sport сообщила о том, что Ford продал команду за символический один $ в обмен на обязательство инвестировать в команду 400 миллионов $ в течение следующих трёх сезонов.","BBC Sport сообщила о том, что Ford продал команду за символический один доллар в обмен на обязательство инвестировать в команду 400 миллионов долларов в течение следующих трёх сезонов."
"Red Bull сохранила свой пилотский состав на сезон-2008 и получила № 9 и 10 на своих болидах благодаря финишу на пятой позиции кубка конструкторов 2007 года.","Red Bull сохранила свой пилотский состав на сезон-2008 и получила номера 9 и 10 на своих болидах благодаря финишу на пятой позиции кубка конструкторов 2007 года."
"В частности, после пересечения финишной черты Марк Уэббер спросил команду по радио: «Неплохо для второго №?», а на послегоночной пресс-конференции прозвучало заявление гонщика о том, что он не стал бы продлевать контракт с Red Bull, если бы знал, что в команде возникнет подобная ситуация.","В частности, после пересечения финишной черты Марк Уэббер спросил команду по радио: «Неплохо для второго номера?», а на послегоночной пресс-конференции прозвучало заявление гонщика о том, что он не стал бы продлевать контракт с Red Bull, если бы знал, что в команде возникнет подобная ситуация."
