question,answer
"Елецкий Знаменский мон. был вновь открыт в 2004 г.","Елецкий Знаменский монастырь был вновь открыт в 2004 году."
"В 2006 г по проекту елецкого архитектора А. В. Новосельцева, в древней части монастыря, там, где до пожара 1769 года стояла церковь святителя Николая, был заложен новый дерев. храм.","В 2006 году по проекту елецкого архитектора А. В. Новосельцева, в древней части монастыря, там, где до пожара 1769 года стояла церковь святителя Николая, был заложен новый деревянный храм."
"стр-во церкви заняло менее года, и 31 дек. она была освящена епископом Липецким и Елецким Никоном.","Строительство церкви заняло менее года, и 31 декабря она была освящена епископом Липецким и Елецким Никоном."
"историч. описание Елецкого Знаменского девичьего монастыря, что на каменной горе.","Историческое описание Елецкого Знаменского девичьего монастыря, что на каменной горе."
"— Елец: тип. А.А. Сланской, 1895.","— Елец: Типография А.А. Сланской, 1895."
"— Липецк: Липецкое областное краеведч. об-во, 2006.","— Липецк: Липецкое областное краеведческое общество, 2006."
"нас. составляет 2169 чел., плотность населения составляет 181 чел./км².","Население составляет 2169 человек, плотность населения составляет 181 чел./км²."
"Занимает пл. 12 км².","Занимает площадь 12 км²."
"Покровителями коммуны почитаются Пресвятая Богородица и святой Антоний вел., празднование в понедельник после второго воскресения октября.","Покровителями коммуны почитаются Пресвятая Богородица и святой Антоний Великий, празднование в понедельник после второго воскресения октября."
"Аркадий Иванович Якобий (1827—1907) — рус. медик, педагог.","Аркадий Иванович Якобий (1827—1907) — русский медик, педагог."
"род. 22 сентября (4 октября) 1827 года в Казани в семье потомственного дворянина Симбирской губернии Ивана Карловича Якобия.","Родился 22 сентября (4 октября) 1827 года в Казани в семье потомственного дворянина Симбирской губернии Ивана Карловича Якобия."
"Получив домашнее образование, весной 1843 года он держал при первой казанской гимназии вступительный экзамен в ун-т; его экзаменатором по математике был Н. И. Лобачевский.","Получив домашнее образование, весной 1843 года он держал при первой казанской гимназии вступительный экзамен в университет; его экзаменатором по математике был Н. И. Лобачевский."
"В т. же г он поступил на физико-математический ф-т Казанского университета, к-рый окончил в 1847 г со степенью кандидата физико-математических наук.","В том же году он поступил на физико-математический факультет Казанского университета, который окончил в 1847 году со степенью кандидата физико-математических наук."
"Вернувшись в Россию, А. И. Якобий получил в 1863 г докторскую степень и в Медико-хирургической академии, куда представил диссертацию «О раздражении химическими веществами чувствительных нервных нитей лягушки» — иссл., проведенное им в лаборатории известного в Европе профессора Э. Дюбуа-Реймона.","Вернувшись в Россию, А. И. Якобий получил в 1863 году докторскую степень и в Медико-хирургической академии, куда представил диссертацию «О раздражении химическими веществами чувствительных нервных нитей лягушки» — исследование, проведенное им в лаборатории известного в Европе профессора Э. Дюбуа-Реймона."
"В лаборатории профессора И. М. Сеченова выполнил «иссл. физиологических явлений смерти животных при охлаждении».","В лаборатории профессора И. М. Сеченова выполнил «Исследование физиологических явлений смерти животных при охлаждении»."
"В ноябре 1871 года в числе семи прогрессивных профессоров подал прошение об увольнении из казанского университета (уволен 18 дек. 1871 года), протестуя против изгнания из него П. Ф. Лесгафта, публично критиковавшего порядки в университете и попечителя Казанского учебного округа.","В ноябре 1871 года в числе семи прогрессивных профессоров подал прошение об увольнении из казанского университета (уволен 18 декабря 1871 года), протестуя против изгнания из него П. Ф. Лесгафта, публично критиковавшего порядки в университете и попечителя Казанского учебного округа."
"С 8 мая 1872 года был экстраординарным профессором Императорского Харьковского университета по кафедре общей терапии и врачебной диагностики; 6 января 1873 года был перемещён на кафедру гигиены; с 4 дек. 1875 года — ординарный профессор.","С 8 мая 1872 года был экстраординарным профессором Императорского Харьковского университета по кафедре общей терапии и врачебной диагностики; 6 января 1873 года был перемещён на кафедру гигиены; с 4 декабря 1875 года — ординарный профессор."
"В 1885 г вернулся в Казанский ун-т — на кафедру гигиены медицинского факультета; 4 мая 1890 года получил звание заслуженного профессора.","В 1885 году вернулся в Казанский университет — на кафедру гигиены медицинского факультета; 4 мая 1890 года получил звание заслуженного профессора."
"С 28 дек. 1886 года состоял в чине действительного статского советника.","С 28 декабря 1886 года состоял в чине действительного статского советника."
"Математическое иссл.» (Харьков : Унив. тип., 1877) и «Методика исследования пористости хлеба» широко использовались в гигиенической практике.","Математическое исследование» (Харьков : Унив. тип., 1877) и «Методика исследования пористости хлеба» широко использовались в гигиенической практике."
"Ряд его касался изучения причин вымирания различных народностей, населявших с. России и сев. Кавказ: «Угасание инородческих племен Севера» (1893); «О миссионерском стане в стране Надыма и о возможной постановке христианской миссии в странах русского инородческого севера» (1895); «Угасание инородческих племен Тобольского Севера» (1900); «Тюрки степей Северного Кавказа» (1901).","Ряд его касался изучения причин вымирания различных народностей, населявших Север России и Северный Кавказ: «Угасание инородческих племен Севера» (1893); «О миссионерском стане в стране Надыма и о возможной постановке христианской миссии в странах русского инородческого севера» (1895); «Угасание инородческих племен Тобольского Севера» (1900); «Тюрки степей Северного Кавказа» (1901)."
"Его публич. лекция 16 марта 1869 года «О счастьи с точки зрения гигиены» получила неодобрительную оценку архиепископа Казанского Антония в письме к попечителю учебного округа П. Д. Шестакову, поскольку лектор указывал «единств. путь к счастью человечества в гигиене».","Его публичная лекция 16 марта 1869 года «О счастьи с точки зрения гигиены» получила неодобрительную оценку архиепископа Казанского Антония в письме к попечителю учебного округа П. Д. Шестакову, поскольку лектор указывал «единственный путь к счастью человечества в гигиене»."
"ум. в Казани 15 (28) апреля 1907 года.","Умер в Казани 15 (28) апреля 1907 года."
"До брака, 2 ноября 1861 года у них род. сын Максим.","До брака, 2 ноября 1861 года у них родился сын Максим."
"биогр. словарь профессоров и преподавателей Императорского Казанского университета : За сто лет (1804—1904)","Биографический словарь профессоров и преподавателей Императорского Казанского университета : За сто лет (1804—1904)"
"Большое Шастово — упразднённая д., располагавшаяся на территории городского округа Черноголовка Московской области России.","Большое Шастово — упразднённая деревня, располагавшаяся на территории городского округа Черноголовка Московской области России."
"Годовое кол-во атмосферных осадков — 560…600 мм, из которых ок. 70 % выпадает в период с апреля по окт.","Годовое количество атмосферных осадков — 560…600 мм, из которых около 70 % выпадает в период с апреля по октябрь."
"В «Списке населенных мест Московской губернии по сведениям 1859 года» населённый пункт упомянут как владельческая д. Шастово Богородского уезда, располож. при колодце, в 25 верстах от уездного города.","В «Списке населенных мест Московской губернии по сведениям 1859 года» населённый пункт упомянут как владельческая деревня Шастово Богородского уезда, расположенная при колодце, в 25 верстах от уездного города."
"В деревне насчитывалось 4 двора и проживало 23 чел. (12 мужчин и 11 женщин).","В деревне насчитывалось 4 двора и проживало 23 человека (12 мужчин и 11 женщин)."
"По состоянию на 1913 г, в Шастове имелось 7 дворов.","По состоянию на 1913 год, в Шастове имелось 7 дворов."
"В административном отношении д. входила в состав Аксёновской волости.","В административном отношении деревня входила в состав Аксёновской волости."
"По данным 1926 года в деревне имелось 10 хозяйств и проживало 54 чел. (26 мужчин и 28 женщин).","По данным 1926 года в деревне имелось 10 хозяйств и проживало 54 человека (26 мужчин и 28 женщин)."
"м. Шастово","Малое Шастово"
"Гумны — с., центр сельской администрации в Краснослободском районе.","Гумны — село, центр сельской администрации в Краснослободском районе."
"нас. 775 чел. (2001), в основном русские.","Население 775 чел. (2001), в основном русские."
"В «Списке населённых мест Пензенской губернии» (1869) Гумны — с. казённое из 165 дворов (913 чел.) Краснослободского уезда.","В «Списке населённых мест Пензенской губернии» (1869) Гумны — село казённое из 165 дворов (913 чел.) Краснослободского уезда."
"посл., освященный в память Рождества Христова, кам., с приделами во имя Авраамия-затворника и в память Усекновения Главы Иоанна Предтечи, был возведён в 1815 г., реконструирован в конце 19 в.","Последний, освященный в память Рождества Христова, каменный, с приделами во имя Авраамия-затворника и в память Усекновения Главы Иоанна Предтечи, был возведён в 1815 г., реконструирован в конце 19 в."
"В современной инфраструктуре села — средняя школа, Дом культуры, б-ка, 3 магазина, столовая, медпункт, отд. связи, действующий храм Рождества Христова фото 2010г.","В современной инфраструктуре села — средняя школа, Дом культуры, библиотека, 3 магазина, столовая, медпункт, отделение связи, действующий храм Рождества Христова фото 2010г."
"Первый появился в 1641, когда на средства прихожан была срублена дерев. Христорождественская церковь.","Первый появился в 1641, когда на средства прихожан была срублена деревянная Христорождественская церковь."
"В 1809-13 краснослободский купец Абрам Муромцев на свои средства построил второй храм, кам. трехпрестольный, с колокольней.","В 1809-13 краснослободский купец Абрам Муромцев на свои средства построил второй храм, каменный трехпрестольный, с колокольней."
"Наконец, в 1898 по приговору сельского схода было решено выделить на новую церковь 50 десятин принадлежавшего общине леса, средства от продажи которого пошли на строительные мат-лы.","Наконец, в 1898 по приговору сельского схода было решено выделить на новую церковь 50 десятин принадлежавшего общине леса, средства от продажи которого пошли на строительные материалы."
"Далее возникли споры о месте храма: ч. гуменцев ратовали за сохранении церкви на прежнем месте, в отдалении от двух третей села, другие настаивали на т., чтобы церковь построить на месте первого храма XVII в.","Далее возникли споры о месте храма: часть гуменцев ратовали за сохранении церкви на прежнем месте, в отдалении от двух третей села, другие настаивали на том, чтобы церковь построить на месте первого храма XVII в."
"Нашлись и благотворители: купец С. П. Иванов пожертвовал 25 тыс. кирпичей, поступили денежные средства от архимандрита Московского Покровского монастыря Аристарха, архимандрита Краснослободского Спасо-Преображенского монастыря Григория, архимандрита Больше-Вьясской Владимирской пустыни Гедеона (из с.б. Вьяс)и др.","Нашлись и благотворители: купец С. П. Иванов пожертвовал 25 тыс. кирпичей, поступили денежные средства от архимандрита Московского Покровского монастыря Аристарха, архимандрита Краснослободского Спасо-Преображенского монастыря Григория, архимандрита Больше-Вьясской Владимирской пустыни Гедеона (из с.Большой Вьяс)и др."
"Перед Первой мир. войной появился второй придел в память Усекновения главы Иоанна Предтечи.","Перед Первой мировой войной появился второй придел в память Усекновения главы Иоанна Предтечи."
"До закрытия это кирп. церковь в русском эклектичном стиле, построена вместо прежней каменной(1815) трёхпрестольной с тёплыми приделами (Авраамиевский и Предтеченский).","До закрытия это кирпичная церковь в русском эклектичном стиле, построена вместо прежней каменной(1815) трёхпрестольной с тёплыми приделами (Авраамиевский и Предтеченский)."
"В сов. время храм, конфиск. властью под хозяйственные нужды, утратил трапезную (придельные церкви), колокольню и главу.","В советское время храм, конфискованный властью под хозяйственные нужды, утратил трапезную (придельные церкви), колокольню и главу."
"В наст. время церковь восстанавливается приходом, возобновившимся после учреждения Саранской епархии.","В настоящее время церковь восстанавливается приходом, возобновившимся после учреждения Саранской епархии."
"В 2019 г он был включён в состав дублёров последних.","В 2019 году он был включён в состав дублёров последних."
"В 2020 г Селтон перешёл в клуб «Витория Гимарайнш».","В 2020 году Селтон перешёл в клуб «Витория Гимарайнш»."
"В 2019 г в составе юношеской сборной Португалии до 19 лет Биаи завоевал серебряные медали юношеского чемпионата Европы в Армении.","В 2019 году в составе юношеской сборной Португалии до 19 лет Биаи завоевал серебряные медали юношеского чемпионата Европы в Армении."
"В 2023 г в составе молодёжной сборной Португалии Биаи принял участие в молодёжном чемпионате Европы в Румынии и Грузии.","В 2023 году в составе молодёжной сборной Португалии Биаи принял участие в молодёжном чемпионате Европы в Румынии и Грузии."
"«Раскалённая лагуна» — телефильм режиссёра Саймона Лэнгтона по заказу канала HBO, вышедший на экран в 1987 г.","«Раскалённая лагуна» — телефильм режиссёра Саймона Лэнгтона по заказу канала HBO, вышедший на экран в 1987 году."
"т. во всём винит себя — именно он не нашёл в себе силы вовремя пристрелить малолетнего убийцу.","Том во всём винит себя — именно он не нашёл в себе силы вовремя пристрелить малолетнего убийцу."
"т., у которого завязывается роман с дочерью одного из убитых, скоро обнаруживает, что прошлое дотянулось и до него.","Том, у которого завязывается роман с дочерью одного из убитых, скоро обнаруживает, что прошлое дотянулось и до него."
"Гарри Хэмлин — т. Шефард","Гарри Хэмлин — Том Шефард"
"реж. — Саймон Лэнгтон","Режиссёр — Саймон Лэнгтон"
"лит. основа — Т. Джефферсон Паркер","Литературная основа — Т. Джефферсон Паркер"
"наиб. существенным отклонением, с точки зрения писателя, был перенос сцены схватки Тома Шефарда и убийцы: в книге после долгой и «почти мистической» погони они встречаются лицом к лицу в номере пустой мексиканской гостиницы, тогда как в фильме это происходит в полном народа роскошном дансинге в Лагуна-Бич.","Наиболее существенным отклонением, с точки зрения писателя, был перенос сцены схватки Тома Шефарда и убийцы: в книге после долгой и «почти мистической» погони они встречаются лицом к лицу в номере пустой мексиканской гостиницы, тогда как в фильме это происходит в полном народа роскошном дансинге в Лагуна-Бич."
"На обилие клише в сюжете указывает также обозреватель Sun-Sentinel Билл Келли, к-рый, однако, признаёт, что в исполнении Гарри Хэмлина гл. герой картины получился привлекательным донкихотом.","На обилие клише в сюжете указывает также обозреватель Sun-Sentinel Билл Келли, который, однако, признаёт, что в исполнении Гарри Хэмлина главный герой картины получился привлекательным донкихотом."
"Эту оценку разделяет и Джефф Джарвис из журнала People: сюжет, с его точки зрения, перенасыщен действием, но гл. герой — «Дон Джонсон для бедных» — определённо привлекательней того, что предлагают другие каналы.","Эту оценку разделяет и Джефф Джарвис из журнала People: сюжет, с его точки зрения, перенасыщен действием, но главный герой — «Дон Джонсон для бедных» — определённо привлекательней того, что предлагают другие каналы."
"«Солисты балета» — серия монографий о выдающихся артистах балета, советских балеринах и танцовщиках разных поколений, созд. в 1970-1990-х гг московским и ленинградским отделениями издательства «иск-во» при участии ведущих балетных критиков СССР.","«Солисты балета» — серия монографий о выдающихся артистах балета, советских балеринах и танцовщиках разных поколений, созданная в 1970-1990-х годах московским и ленинградским отделениями издательства «Искусство» при участии ведущих балетных критиков СССР."
"— М.: иск-во, 1978.","— М.: Искусство, 1978."
"— Л.: иск-во, 1979.","— Л.: Искусство, 1979."
"— М.: иск-во, 1980.","— М.: Искусство, 1980."
"— М.: иск-во, 1982.","— М.: Искусство, 1982."
"— М.: иск-во, 1983.","— М.: Искусство, 1983."
"— Л.: иск-во, 1984.","— Л.: Искусство, 1984."
"— Л.: иск-во, 1985.","— Л.: Искусство, 1985."
"— 2. — Л.: иск-во, 1986.","— 2. — Л.: Искусство, 1986."
"— Л.: иск-во, 1987.","— Л.: Искусство, 1987."
"— Л.: иск-во, 1988.","— Л.: Искусство, 1988."
"— М.: иск-во, 1990.","— М.: Искусство, 1990."
"— М.: иск-во, 2001.","— М.: Искусство, 2001."
"Луцкая Е. Призвание — выбор — судьба // муз. жизнь : ж.","Луцкая Е. Призвание — выбор — судьба // Музыкальная жизнь : журнал."
"метал. робот-рыцарь Расти живёт вместе с девушкой-человеком Бо.","Металлический робот-рыцарь Расти живёт вместе с девушкой-человеком Бо."
"т. Герхардт","Том Герхардт"
"Были разыграны 5 комплектов наград у мужчин, в т. числе только на этих олимпийских играх были разыграны медали по конькобежному классическому многоборью.","Были разыграны 5 комплектов наград у мужчин, в том числе только на этих олимпийских играх были разыграны медали по конькобежному классическому многоборью."
"Наибольшее кол-во медалей (8) завоевали спортсмены из Финляндии, а норвежцы выиграли 7 наград, тогда как конькобежцам из США досталась всего одна награда.","Наибольшее количество медалей (8) завоевали спортсмены из Финляндии, а норвежцы выиграли 7 наград, тогда как конькобежцам из США досталась всего одна награда."
"Лу́на Блэйз Бойд (англ. Luna Blaise Boyd, род. 1 октября 2001, Лос-Анджелес, Калифорния, США) — амер. актриса и певица, наиб. изв. ролями в сериалах «Манифест» и «Трудности ассимиляции».","Лу́на Блэйз Бойд (англ. Luna Blaise Boyd, род. 1 октября 2001, Лос-Анджелес, Калифорния, США) — американская актриса и певица, наиболее известная ролями в сериалах «Манифест» и «Трудности ассимиляции»."
"Луна Блэйз Бойд род. 1 октября 2001 года в Лос-Анджелесе, Калифорния, в семье Пола Бойда, шотландского режиссёра музыкальных видео и фильмов из Глазго, и американской актрисы мексиканского происхождения Анджелины Мартинез-Бойд из Сан-Антонио, Техас.","Луна Блэйз Бойд родилась 1 октября 2001 года в Лос-Анджелесе, Калифорния, в семье Пола Бойда, шотландского режиссёра музыкальных видео и фильмов из Глазго, и американской актрисы мексиканского происхождения Анджелины Мартинез-Бойд из Сан-Антонио, Техас."
"В 2013 г она получила роль юной Нины в художественном инди-фильме «Память», исполнительным продюсером и автором сценария которого выступил Джеймс Франко, к-рый также снялся в фильме.","В 2013 году она получила роль юной Нины в художественном инди-фильме «Память», исполнительным продюсером и автором сценария которого выступил Джеймс Франко, который также снялся в фильме."
"В 2014 г Блэйз получила роль Николь в телесериале ABC «Трудности ассимиляции» с Рэндаллом Парком и Констанс Ву в главных ролях.","В 2014 году Блэйз получила роль Николь в телесериале ABC «Трудности ассимиляции» с Рэндаллом Парком и Констанс Ву в главных ролях."
"В начале 2017 года Блэйз выпустила свой первый сингл «Over You», а в декабре 2017 года объявила, что выпустит ещё музыку в новом г.","В начале 2017 года Блэйз выпустила свой первый сингл «Over You», а в декабре 2017 года объявила, что выпустит ещё музыку в новом году."
"В 2018 г Блэйз получила роль Олив Стоун в мистической драме NBC «Манифест».","В 2018 году Блэйз получила роль Олив Стоун в мистической драме NBC «Манифест»."
"В 2022 г Блэйз публично объявила, что больше не будет выпускать музыку.","В 2022 году Блэйз публично объявила, что больше не будет выпускать музыку."
"— М.: сов. энциклопедия, 1990.","— М.: Советская энциклопедия, 1990."
"Первый опытный обр. был изготовлен в 1986 г, в дальнейшем, к 1988 г все 53 датских танка этого типа были переоборудованы по стандарту M41DK.","Первый опытный образец был изготовлен в 1986 году, в дальнейшем, к 1988 году все 53 датских танка этого типа были переоборудованы по стандарту M41DK."
"Танки M41DK были сняты с вооружения в 1998 г.","Танки M41DK были сняты с вооружения в 1998 году."
"Талалихино — с. в Вольском районе Саратовской области, адм. центр Талалихинского муниципального образования.","Талалихино — село в Вольском районе Саратовской области, административный центр Талалихинского муниципального образования."
"с. было основано в период коллективизации в 1930 г.","Село было основано в период коллективизации в 1930 году."
"нас. составляло 461 чел. в 2002 г (82% русские), 348 в 2010.","Население составляло 461 человек в 2002 году (82% русские), 348 в 2010."
"Нябыяха (устар. Нябы-Яха) — р. в России, протекает по Ямало-Ненецкому АО.","Нябыяха (устар. Нябы-Яха) — река в России, протекает по Ямало-Ненецкому АО."
"дл. реки составляет 12 км.","Длина реки составляет 12 км."
"Саутуэст-Мирамиши (англ. Southwest Miramichi River) — канадская р. в провинции Нью-Брансуик.","Саутуэст-Мирамиши (англ. Southwest Miramichi River) — канадская река в провинции Нью-Брансуик."
"В переводе на рус. яз. англоязычное назв. «Southwest Miramichi River» переводится как «Юго-Западная Мирамиши».","В переводе на русский язык англоязычное название «Southwest Miramichi River» переводится как «Юго-Западная Мирамиши»."
"Истоки реки расположены в графстве Карлтон, р. берёт своё нач. из вод озера Мирамиши, в нагорье Мирамиши (которые являются частью горной цепи Аппалачи).","Истоки реки расположены в графстве Карлтон, река берёт своё начало из вод озера Мирамиши, в нагорье Мирамиши (которые являются частью горной цепи Аппалачи)."
"Два водотока соединяются на территории холмов, расположенных ок. деревни Джунипер.","Два водотока соединяются на территории холмов, расположенных около деревни Джунипер."
"В окрестностях коммуны Кверривилл р. становится приливной.","В окрестностях коммуны Кверривилл река становится приливной."
"А на территории прихода Ньюкасл происходит её слияние с Нортуэст-Мирамиши, в результате чего формируется собственно р. Мирамиши.","А на территории прихода Ньюкасл происходит её слияние с Нортуэст-Мирамиши, в результате чего формируется собственно река Мирамиши."
