question,answer
"20 мая 2015 года новым главным тренером «Мейпл Лифс» стал бывший наставник «Детройта» и сборной Канады Майк Бэбкок, который подписал восьмилетний контракт на 50 миллионов $, а 1 июля, в день открытия рынка свободных агентов, Фила Кессела обменяли в «Питтсбург Пингвинз».","20 мая 2015 года новым главным тренером «Мейпл Лифс» стал бывший наставник «Детройта» и сборной Канады Майк Бэбкок, который подписал восьмилетний контракт на 50 миллионов долларов, а 1 июля, в день открытия рынка свободных агентов, Фила Кессела обменяли в «Питтсбург Пингвинз»."
"Летом 2018 года «Торонто» подписал 7-летний контракт на 77 млн $ с 27-летним капитаном «Нью-Йорк Айлендерс» Джоном Таваресом, который родился в пригороде Торонто Миссиссоге.","Летом 2018 года «Торонто» подписал 7-летний контракт на 77 млн долларов с 27-летним капитаном «Нью-Йорк Айлендерс» Джоном Таваресом, который родился в пригороде Торонто Миссиссоге."
"Таким образом, в «Торонто» в сезоне 2018/19 выступают сразу два первых № драфта — Таварес (2009) и Остон Мэттьюс (2016).","Таким образом, в «Торонто» в сезоне 2018/19 выступают сразу два первых номера драфта — Таварес (2009) и Остон Мэттьюс (2016)."
"Ранее в «Торонто» были выведены из обращения два №: № 5 Билла Барилко, который погиб, будучи игроком «Мейпл Лифс», и № 6 Ирвина «Эйса» Бейли, который был вынужден досрочно завершить карьеру из-за полученной травмы, а в честь выдающихся игроков команды было решено не выводить № из обращения, а присваивать ему звание «заслуженный» (англ. Honoured).","Ранее в «Торонто» были выведены из обращения два номера: № 5 Билла Барилко, который погиб, будучи игроком «Мейпл Лифс», и № 6 Ирвина «Эйса» Бейли, который был вынужден досрочно завершить карьеру из-за полученной травмы, а в честь выдающихся игроков команды было решено не выводить номер из обращения, а присваивать ему звание «заслуженный» (англ. Honoured)."
"На форме хоккеиста, носящего такой №, должна быть специальная нашивка с именем игрока, в честь которого № и стал «заслуженным».","На форме хоккеиста, носящего такой номер, должна быть специальная нашивка с именем игрока, в честь которого номер и стал «заслуженным»."
"16 октября 2016 года, перед первым домашним матчем сезона 2016/17, в котором «Торонто» отмечает свой столетний юбилей, все памятные № были выведены из обращения.","16 октября 2016 года, перед первым домашним матчем сезона 2016/17, в котором «Торонто» отмечает свой столетний юбилей, все памятные номера были выведены из обращения."
"В марте 2020 года в целях борьбы с распространением пандемии КОВИД-19 правительством Азербайджанской Республики было принято решение о предоставлении финансовой помощи Исламской Республике Иран на гуманитарных основах в размере 5 миллионов $ США.","В марте 2020 года в целях борьбы с распространением пандемии КОВИД-19 правительством Азербайджанской Республики было принято решение о предоставлении финансовой помощи Исламской Республике Иран на гуманитарных основах в размере 5 миллионов долларов США."
"За вырубку «Барнаулкапстрой» должен возместить в городской бюджет в сумме 3 млн. 330 тыс. 546 ₽ 20 копеек.","За вырубку «Барнаулкапстрой» должен возместить в городской бюджет в сумме 3 млн. 330 тыс. 546 рублей 20 копеек."
"Сумма причиненного ущерба городу Барнаулу составила более 56 миллионов ₽.","Сумма причиненного ущерба городу Барнаулу составила более 56 миллионов рублей."
"вещественно и не =","вещественно и не равно"
"Объём отгруженных товаров собственного производства, выполнено работ и услуг собственными силами по обрабатывающим производствам за 2009 год 19,26 млрд ₽.","Объём отгруженных товаров собственного производства, выполнено работ и услуг собственными силами по обрабатывающим производствам за 2009 год 19,26 млрд рублей."
