"Благодаря успешной продаже акций, компания смогла привлечь дополнительные 200 000 £, которые будут использованы на развитие и модернизацию производственных мощностей.", "Благодаря успешной продаже акций, компания смогла привлечь дополнительные 200 000 фунтов стерлингов, которые будут использованы на развитие и модернизацию производственных мощностей."
"Бюджет на рекламную кампанию составляет примерно 50 000 £, что позволяет провести масштабную маркетинговую акцию.", "Бюджет на рекламную кампанию составляет примерно 50 000 фунтов стерлингов, что позволяет провести масштабную маркетинговую акцию."
"Их последняя сделка принесла прибыль в размере 70 001 £, что позволило значительно увеличить оборот компании.", "Их последняя сделка принесла прибыль в размере 70 001 фунта стерлингов, что позволило значительно увеличить оборот компании."
"Стоимость аренды офисного помещения в центре Лондона составляет около 10 000 £ в месяц, что является довольно высокой ценой по сравнению с другими районами.", "Стоимость аренды офисного помещения в центре Лондона составляет около 10 000 фунтов стерлингов в месяц, что является довольно высокой ценой по сравнению с другими районами."
"Стоимость импорта товаров из Великобритании в этом квартале составила 2 млн £, что вызвало рост цен на продукцию в местных магазинах.", "Стоимость импорта товаров из Великобритании в этом квартале составила 2 млн фунтов стерлингов, что вызвало рост цен на продукцию в местных магазинах."
"Компания подписала контракт на поставку оборудования стоимостью 5 млн £, что поможет укрепить её позиции на европейском рынке.", "Компания подписала контракт на поставку оборудования стоимостью 5 млн фунтов стерлингов, что поможет укрепить её позиции на европейском рынке."
"Инвестиции в научные исследования были увеличены на 1,5 млн £, что позволило провести уникальные опыты.", "Инвестиции в научные исследования были увеличены на 1,5 млн фунтов стерлингов, что позволило провести уникальные опыты."
"Британский фонд выделил грант в размере 500 000 £ на поддержку молодых предпринимателей.", "Британский фонд выделил грант в размере 500 000 фунтов стерлингов на поддержку молодых предпринимателей."
"Для развития компании на международном рынке было выделено дополнительно 2 млн £, что позволило расширить производство.", "Для развития компании на международном рынке было выделено дополнительно 2 млн фунтов стерлингов, что позволило расширить производство."
"Для покрытия долговых обязательств компании было привлечено финансирование в размере 3 млн £.", "Для покрытия долговых обязательств компании было привлечено финансирование в размере 3 млн фунтов стерлингов."
"Стоимость сырья на бирже выросла до 800 £ за тонну, что отразилось на конечной цене продукции.", "Стоимость сырья на бирже выросла до 800 фунтов стерлингов за тонну, что отразилось на конечной цене продукции."
"Новый контракт на поставку оборудования в Европу был оценен в 1 млн £, что стало крупнейшей сделкой компании.", "Новый контракт на поставку оборудования в Европу был оценен в 1 млн фунтов стерлингов, что стало крупнейшей сделкой компании."
"На развитие экологических проектов было выделено 1,2 млн £, что позволит внедрить инновационные решения.", "На развитие экологических проектов было выделено 1,2 млн фунтов стерлингов, что позволит внедрить инновационные решения."
"Стоимость лицензии на использование программного обеспечения составила 5000 £.", "Стоимость лицензии на использование программного обеспечения составила 5000 фунтов стерлингов."
