question,answer
"В 1950—1955 годах в обращении находился $ США (формально не имевший статус законного платёжного средства), а с июля 1955 по июль 1964 года — вест-индский $ (4,80 вест-индского $ = 1 фунт).","В 1950—1955 годах в обращении находился доллар США (формально не имевший статус законного платёжного средства), а с июля 1955 по июль 1964 года — вест-индский доллар (4,80 вест-индского доллара = 1 фунт)."
"8 сентября 1969 года был осуществлён переход на десятичную систему, и введена новая денежная единица — ямайский $, обмен производился в соотношении: 1 фунт = 2 $.","8 сентября 1969 года был осуществлён переход на десятичную систему, и введена новая денежная единица — ямайский доллар, обмен производился в соотношении: 1 фунт = 2 доллара."
"Колониального банка: 1 фунт 5 шиллингов — 6 $, 5 фунтов — 24 $, 1, 5, 10 фунтов;","Колониального банка: 1 фунт 5 шиллингов — 6 долларов, 5 фунтов — 24 доллара, 1, 5, 10 фунтов;"
"Генсбур договорился о заключении контракта с Major Minor Records, и после переиздания он достиг первого места, став первым запрещенным синглом № один в Великобритании и первым синглом на иностранном языке, который возглавил чарт.","Генсбур договорился о заключении контракта с Major Minor Records, и после переиздания он достиг первого места, став первым запрещенным синглом номер один в Великобритании и первым синглом на иностранном языке, который возглавил чарт."
"Отмечалось, что фирма пользовалась «невероятной государственной поддержкой»: к 2011 году ООО получило более 8 миллиардов ₽ по кредитам и национальной программе «Развитие АПК».","Отмечалось, что фирма пользовалась «невероятной государственной поддержкой»: к 2011 году ООО получило более 8 миллиардов рублей по кредитам и национальной программе «Развитие АПК»."
"Цапок-старшая обвинялась в том, что будучи учредителем ОАО «Артекс-Агро», она получила бюджетные субсидии в сумме 15 миллионов ₽.","Цапок-старшая обвинялась в том, что будучи учредителем ОАО «Артекс-Агро», она получила бюджетные субсидии в сумме 15 миллионов рублей."
"15 ноября 2013 года Кущёвский районный суд приговорил Надежду Цапок к трём годам лишения свободы с отбыванием в колонии общего режима и штрафу в размере 500 тысяч ₽.","15 ноября 2013 года Кущёвский районный суд приговорил Надежду Цапок к трём годам лишения свободы с отбыванием в колонии общего режима и штрафу в размере 500 тысяч рублей."
"17 декабря 2014 года Кущёвский суд за мошеннические операции с землёй на сумму в 19 млн руб. приговорил Надежду Цапок к 6 годам и 6 месяцам лишения свободы с учётом части не отбытого по предыдущему делу срока лишения свободы, а также штрафу в 500 тысяч ₽.","17 декабря 2014 года Кущёвский суд за мошеннические операции с землёй на сумму в 19 млн руб. приговорил Надежду Цапок к 6 годам и 6 месяцам лишения свободы с учётом части не отбытого по предыдущему делу срока лишения свободы, а также штрафу в 500 тысяч рублей."
"Жена Сергея Цапка, Анжела-Мария Цапок, в 2011 году была осуждена по делу о взятке сотруднику ГИБДД и оштрафована на 75 тыс. ₽.","Жена Сергея Цапка, Анжела-Мария Цапок, в 2011 году была осуждена по делу о взятке сотруднику ГИБДД и оштрафована на 75 тыс. рублей."
"По оценке украинского делового еженедельника «Контракты» стоимость бренда UMC в 2007 году составила 2352,715 млн $ — 2-я позиция рейтинга.","По оценке украинского делового еженедельника «Контракты» стоимость бренда UMC в 2007 году составила 2352,715 млн долларов — 2-я позиция рейтинга."
"2006 год — 9,7 млн $,","2006 год — 9,7 млн долларов,"
"2007 год — 14,5 млн $,","2007 год — 14,5 млн долларов,"
"2008 год — 14,7 млн $.","2008 год — 14,7 млн долларов."
"ЗАО «УМС» как дочернее предприятие ОАО «МТС» после ребрендинга тоже стало вносить свою часть платы за бренд — порядка 5 млн $ в год.","ЗАО «УМС» как дочернее предприятие ОАО «МТС» после ребрендинга тоже стало вносить свою часть платы за бренд — порядка 5 млн долларов в год."
"В расширенном делюксовом издании есть кавер на «Boys», которую написала Эндресс и которая изначально была записана Charli XCX; «переосмысленная» версия «The Stranger»; новая версия «More Hearts Than Mine» с участием Карен Файрчилд и Кимберли Шлапман из группы Little Big Town; ранее выпущенный трек «Waste of Lime»; + один новый трек («Feeling Things»).","В расширенном делюксовом издании есть кавер на «Boys», которую написала Эндресс и которая изначально была записана Charli XCX; «переосмысленная» версия «The Stranger»; новая версия «More Hearts Than Mine» с участием Карен Файрчилд и Кимберли Шлапман из группы Little Big Town; ранее выпущенный трек «Waste of Lime»; плюс один новый трек («Feeling Things»)."
"Она вместе со своим мужем держалась вдали ото всех, к тому же не говорила по-английски, но всё = чем-то неудержимо влекла.","Она вместе со своим мужем держалась вдали ото всех, к тому же не говорила по-английски, но всё равно чем-то неудержимо влекла."
"Со времён античности астрономы постепенно совершенствовали определение тропического года и в настоящее время определяют его как время, необходимое для того, чтобы средняя тропическая долгота Солнца (угловая координата вдоль эклиптики относительно положения на момент весеннего равноденствия) увеличилась на 360 ° (то есть чтобы завершился один полный сезонный цикл).","Со времён античности астрономы постепенно совершенствовали определение тропического года и в настоящее время определяют его как время, необходимое для того, чтобы средняя тропическая долгота Солнца (угловая координата вдоль эклиптики относительно положения на момент весеннего равноденствия) увеличилась на 360 градусов (то есть чтобы завершился один полный сезонный цикл)."
"где Т — время в юлианских столетиях (1 юлианское столетие = в точности 36 525 суток СИ), отсчитываемое от полудня 1 января 2000 года.","где Т — время в юлианских столетиях (1 юлианское столетие равно в точности 36 525 суток СИ), отсчитываемое от полудня 1 января 2000 года."
"Летом 1831 года Михаил Андреевич, заплатив около 30 тысяч ₽ ассигнациями из скопленных и взятых взаймы средств, приобрёл село Даровое в Каширском уезде Тульской губернии в 150 км от Москвы.","Летом 1831 года Михаил Андреевич, заплатив около 30 тысяч рублей ассигнациями из скопленных и взятых взаймы средств, приобрёл село Даровое в Каширском уезде Тульской губернии в 150 км от Москвы."
"Кроме того, весной 1832 года по вине одного из крестьян в Даровом случился пожар, общие убытки от которого составили около 9 тысяч ₽.","Кроме того, весной 1832 года по вине одного из крестьян в Даровом случился пожар, общие убытки от которого составили около 9 тысяч рублей."
"Во время короткого пребывания в Тобольске с 9 по 20 января 1850 года на пути к месту каторги жёны сосланных декабристов Ж. А. Муравьёва, П. Е. Анненкова и Н. Д. Фонвизина устроили встречу писателя с другими этапируемыми петрашевцами и через капитана Смолькова передали каждому Евангелие с незаметно вклеенными в переплёт деньгами (10 ₽).","Во время короткого пребывания в Тобольске с 9 по 20 января 1850 года на пути к месту каторги жёны сосланных декабристов Ж. А. Муравьёва, П. Е. Анненкова и Н. Д. Фонвизина устроили встречу писателя с другими этапируемыми петрашевцами и через капитана Смолькова передали каждому Евангелие с незаметно вклеенными в переплёт деньгами (10 рублей)."
"Первые главы отсылались М. Н. Каткову прямо в набор консервативного журнала «Русский вестник», где вышли в январе и феврале 1866 года, последующие печатались из № в №.","Первые главы отсылались М. Н. Каткову прямо в набор консервативного журнала «Русский вестник», где вышли в январе и феврале 1866 года, последующие печатались из номера в номер."
"Последний подписанный Достоевским как редактором № «Гражданина» вышел 15 апреля 1874 года.","Последний подписанный Достоевским как редактором номер «Гражданина» вышел 15 апреля 1874 года."
"При горении топлива воздух, служащий рабочим телом, нагревается до 1500-2000 ° Цельсия.","При горении топлива воздух, служащий рабочим телом, нагревается до 1500-2000 градусов Цельсия."
"В результате максимальная скорость истечения реактивной струи у ТРД меньше, чем у ПВРД, что в соответствии с формулой для реактивной тяги ВРД на расчётном режиме, когда давление на срезе сопла = давлению окружающей среды,","В результате максимальная скорость истечения реактивной струи у ТРД меньше, чем у ПВРД, что в соответствии с формулой для реактивной тяги ВРД на расчётном режиме, когда давление на срезе сопла равно давлению окружающей среды,"
"Акции компании Spreadtrum некоторое время торговались на бирже NASDAQ, но в июле 2013 года компания была продана Tsinghua Unigroup (подразделению университета Цинхуа) за 1.78 млрд $ США; сделка завершилась 23 декабря 2013 года.","Акции компании Spreadtrum некоторое время торговались на бирже NASDAQ, но в июле 2013 года компания была продана Tsinghua Unigroup (подразделению университета Цинхуа) за 1.78 млрд долларов США; сделка завершилась 23 декабря 2013 года."
"В 2014 Tsinghua Unigroup также приобрела компанию RDA Microelectronics за 907 млн $ США.","В 2014 Tsinghua Unigroup также приобрела компанию RDA Microelectronics за 907 млн долларов США."
"8000 (заводской №) — советский пассажирский теплопаровоз типа 1-4-1, выпущенный в 1939 году Ворошиловградским паровозостроительным заводом.","8000 (заводской номер) — советский пассажирский теплопаровоз типа 1-4-1, выпущенный в 1939 году Ворошиловградским паровозостроительным заводом."
"В конструкции будущего пассажирского теплопаровоза (ему присвоен порядковый заводской № 8000) были применены элементы многих пассажирских паровозов того времени.","В конструкции будущего пассажирского теплопаровоза (ему присвоен порядковый заводской номер 8000) были применены элементы многих пассажирских паровозов того времени."
"14 мая 1920 года уже официально Постановлением Екатеринбургского уездно-городского исполкома был конфискован как дом стоимостью более 10 000 ₽ и передан в собственность Горкомхоза.","14 мая 1920 года уже официально Постановлением Екатеринбургского уездно-городского исполкома был конфискован как дом стоимостью более 10 000 рублей и передан в собственность Горкомхоза."
"В 2021 году Мюллер появился в качестве приглашенного вокалиста в «When You’re Out», продолжении Билленом Тедом их хита № один «Wellerman».","В 2021 году Мюллер появился в качестве приглашенного вокалиста в «When You’re Out», продолжении Билленом Тедом их хита номер один «Wellerman»."
"Регулярные экономические кризисы, присущие капитализму, девальвация ₽, инфляция, воровство в невиданных ранее размерах, проведенная в интересах избранных лиц приватизация укрепили эти воззрения.","Регулярные экономические кризисы, присущие капитализму, девальвация рубля, инфляция, воровство в невиданных ранее размерах, проведенная в интересах избранных лиц приватизация укрепили эти воззрения."
"Поверхностная гравитация, чьё значение = 2,0 СГС или 100 м/с2, то есть в 2,74 раза меньше, чем на Солнце (274,0 м/с2).","Поверхностная гравитация, чьё значение равно 2,0 СГС или 100 м/с2, то есть в 2,74 раза меньше, чем на Солнце (274,0 м/с2)."
"также указывает на то, что звезде есть куда эволюционировать, впереди у неё ещё несколько десятков миллионов лет жизни, поскольку у красных гигантов значение поверхностной гравитации = ~1,5 СГС.","также указывает на то, что звезде есть куда эволюционировать, впереди у неё ещё несколько десятков миллионов лет жизни, поскольку у красных гигантов значение поверхностной гравитации равно ~1,5 СГС."
"Было выделено 460 тыс. ₽ на проведение масштабной реконструкции замка.","Было выделено 460 тыс. рублей на проведение масштабной реконструкции замка."
"При бюджете более 10 млн $ кассовые сборы составили только десятую его часть.","При бюджете более 10 млн долларов кассовые сборы составили только десятую его часть."
"Зимой 2009 года перешёл в «Карпаты» (Львов), получил 55 №.","Зимой 2009 года перешёл в «Карпаты» (Львов), получил 55 номер."
"14 августа 2014 года перешёл в стан чемпиона Белоруссии — борисовского БАТЭ, получил 55 №.","14 августа 2014 года перешёл в стан чемпиона Белоруссии — борисовского БАТЭ, получил 55 номер."
"• 28 августа 2010 г. МФК Сибиряк ознакомила болельщиков с ценовой политикой на абонементы в предстоящем сезоне: от 1500 до 1700 ₽ в зависимости от категории мест.","• 28 августа 2010 г. МФК Сибиряк ознакомила болельщиков с ценовой политикой на абонементы в предстоящем сезоне: от 1500 до 1700 рублей в зависимости от категории мест."
"Двусторонний товарооборот в 2021 году составил 169,2 млн $.","Двусторонний товарооборот в 2021 году составил 169,2 млн долларов."
"В 1992—2015 годах объём экономической помощи, предоставленной Японией Узбекистану составил около 1 млрд $.","В 1992—2015 годах объём экономической помощи, предоставленной Японией Узбекистану составил около 1 млрд долларов."
"В 2021 году товарооборот составил 169,2 млн $.","В 2021 году товарооборот составил 169,2 млн долларов."
"В 1992—2000 годах Япония оказала Узбекистану экономическую помощь в объёме 396 млн $.","В 1992—2000 годах Япония оказала Узбекистану экономическую помощь в объёме 396 млн долларов."
"В 2001—2015 года объём экономической помощи Узбекистану со стороны Японии составил 609 млн $.","В 2001—2015 года объём экономической помощи Узбекистану со стороны Японии составил 609 млн долларов."
"Во время «черного понедельника» 19 октября 1987 года, когда индекс Dow Jones упал на 22,6 %, обрушив и другие котировки по всему миру, трейдер сыграл на переоценённости новозеландского $ («киви»).","Во время «черного понедельника» 19 октября 1987 года, когда индекс Dow Jones упал на 22,6 %, обрушив и другие котировки по всему миру, трейдер сыграл на переоценённости новозеландского доллара («киви»)."
"Кригер вычислил одну из наиболее переоценённых на тот момент национальных валют — новозеландский $ («киви»).","Кригер вычислил одну из наиболее переоценённых на тот момент национальных валют — новозеландский доллар («киви»)."
"Кригер вложил примерно 30-40 млн реальных $, а за счёт кредитного плеча 400:1 сумма вложений увеличилась до $15 млрд, превзойдя всю денежную массу Новой Зеландии.","Кригер вложил примерно 30-40 млн реальных долларов, а за счёт кредитного плеча 400:1 сумма вложений увеличилась до $15 млрд, превзойдя всю денежную массу Новой Зеландии."
"Центробанк, не готовый к подобному развитию событий, был вынужден опустить курс валюты на 5 %, далее в течение дня курс новозеландского $ падал до 10 %.","Центробанк, не готовый к подобному развитию событий, был вынужден опустить курс валюты на 5 %, далее в течение дня курс новозеландского доллара падал до 10 %."
"Кригер заработал в этот день $300 млн $.","Кригер заработал в этот день $300 млн долларов."
"На 1933 год при строительстве Псковского УР сложилась следующая ситуация: первые три литерных ДОТ (огневая точка — ОТ) были построены в 1930 году, 26 ОТ построены в 1931 году и 21 ДФС построен в 1932 году, для приведения в боеготовность Псковского укрепрайона необходимо 4 176 500 ₽.","На 1933 год при строительстве Псковского УР сложилась следующая ситуация: первые три литерных ДОТ (огневая точка — ОТ) были построены в 1930 году, 26 ОТ построены в 1931 году и 21 ДФС построен в 1932 году, для приведения в боеготовность Псковского укрепрайона необходимо 4 176 500 рублей."
"На 28 марта 1940 года в составе района были 82-й отдельный пулемётный батальон и два отдельных взвода капонирной артиллерии и + в Островском районе 83-й отдельный пулемётный батальон и 57-й отдельный артиллерийский дивизион.","На 28 марта 1940 года в составе района были 82-й отдельный пулемётный батальон и два отдельных взвода капонирной артиллерии и плюс в Островском районе 83-й отдельный пулемётный батальон и 57-й отдельный артиллерийский дивизион."
"По состоянию на октябрь 2017 года доля данных телефонов на рынке смартфонов США оценивалась в 0,7 %.","По состоянию на октябрь 2017 года доля данных телефонов на рынке смартфонов США оценивалась в 0,7 процента."
"Цена: 349 $, 350 евро (Pixel 4a), 449 $, 499 евро (Pixel 4a 5G).","Цена: 349 долларов, 350 евро (Pixel 4a), 449 долларов, 499 евро (Pixel 4a 5G)."
"Учился в школе № 12 до 9-го класса включительно, после чего поступил в ФМШ № 18 им. А. Н. Колмогорова.","Учился в школе номер 12 до 9-го класса включительно, после чего поступил в ФМШ номер 18 им. А. Н. Колмогорова."
"В одной из сцен серии «Знакомьтесь — Кевин Джонсон» Майкл приходит в гостиничный № к Тому и застаёт того с любовником — Артуром (Франческо Саймон).","В одной из сцен серии «Знакомьтесь — Кевин Джонсон» Майкл приходит в гостиничный номер к Тому и застаёт того с любовником — Артуром (Франческо Саймон)."
"В результате приватизации Правительство США получило около трех млрд $.","В результате приватизации Правительство США получило около трех млрд долларов."
"Однако в июле 2009 года Министерство энергетики не предоставило гарантию кредита в размере 2 миллиардов $ США, что привело к недостатку финансирования, в результате чего компания была вынуждена предпринять шаги для свёртывания проекта».","Однако в июле 2009 года Министерство энергетики не предоставило гарантию кредита в размере 2 миллиардов долларов США, что привело к недостатку финансирования, в результате чего компания была вынуждена предпринять шаги для свёртывания проекта»."
"Министерство также заявило, что если USEC отзовет свою заявку, она получит 45 миллионов $ в течение следующих 18 месяцев для проведения дальнейших исследований.","Министерство также заявило, что если USEC отзовет свою заявку, она получит 45 миллионов долларов в течение следующих 18 месяцев для проведения дальнейших исследований."
"В 2012 году большая часть энергосистемы TVA была произведена на угольных электростанциях, причем на три атомные электростанции приходилось около 30 % энергии TVA.","В 2012 году большая часть энергосистемы TVA была произведена на угольных электростанциях, причем на три атомные электростанции приходилось около 30 процентов энергии TVA."
"Оскорбленный скульптор подал иск в суд на музей с требованием выплаты компенсации в 200 000 $ за нарушение контракта использования.","Оскорбленный скульптор подал иск в суд на музей с требованием выплаты компенсации в 200 000 долларов за нарушение контракта использования."
"Фильм рассказывает о таком рекруте Брайане Дель Пизо (Гиль Беллоуз), имеющем порядковый № 195 и, как складывается ощущение, стремящийся к смерти.","Фильм рассказывает о таком рекруте Брайане Дель Пизо (Гиль Беллоуз), имеющем порядковый номер 195 и, как складывается ощущение, стремящийся к смерти."
"Сквозные темы художника — цветы, ν, которые сам художник расценивает как воплощение образа красоты; а также балет, как одну из форм красоты.","Сквозные темы художника — цветы, ню, которые сам художник расценивает как воплощение образа красоты; а также балет, как одну из форм красоты."
"Изображая цветы, я ощущаю больше свободы, чем, например, когда работаю с натуры — с балетом или с ν.","Изображая цветы, я ощущаю больше свободы, чем, например, когда работаю с натуры — с балетом или с ню."
"О его работах критики и журналисты пишут: «Лаврентий Бруни избрал для себя вожделенное кладбище мужских фантазий» (О. Шишкин, «НГ»), его называют «королем русского ν».","О его работах критики и журналисты пишут: «Лаврентий Бруни избрал для себя вожделенное кладбище мужских фантазий» (О. Шишкин, «НГ»), его называют «королем русского ню»."
"Бруни уходит в кажущийся академизм „ν“ от радикализма contemporary art, отрицающего ясность и выучку» (Н. Филатова, «Итоги»).","Бруни уходит в кажущийся академизм „ню“ от радикализма contemporary art, отрицающего ясность и выучку» (Н. Филатова, «Итоги»)."
"Граф взял на себя расходы на раненых, которые достигали 800 ₽ ежедневно.","Граф взял на себя расходы на раненых, которые достигали 800 рублей ежедневно."
"Перед выводом оккупационного корпуса Воронцов собрал сведения о долгах офицеров и солдат местным жителям и заплатил все долги, сумма которых составляла около 1,5 миллиона ₽, из собственных средств.","Перед выводом оккупационного корпуса Воронцов собрал сведения о долгах офицеров и солдат местным жителям и заплатил все долги, сумма которых составляла около 1,5 миллиона рублей, из собственных средств."
"Крым — развитием и усовершенствованием виноделия, устройством великолепного дворца в Алупке и превосходного шоссе, окаймляющего южный берег полуострова, разведением и умножением разных видов хлебных и других полезных растений, = как и первыми опытами лесоводства.","Крым — развитием и усовершенствованием виноделия, устройством великолепного дворца в Алупке и превосходного шоссе, окаймляющего южный берег полуострова, разведением и умножением разных видов хлебных и других полезных растений, равно как и первыми опытами лесоводства."
"Средняя температура января -20-25 °, июля +16-18 °.","Средняя температура января -20-25 градусов, июля +16-18 градусов."
"Эд Ниман находит девушку Лисбет в ночном клубе и отправляет с её № сообщение Саландер.","Эд Ниман находит девушку Лисбет в ночном клубе и отправляет с её номера сообщение Саландер."
"Данная формулировка поддерживается тем аргументом, что непристойные изображения не существующих в реальности детей всё = представляют их как сексуальные объекты, попустительствуя тем самым сексуальному насилию над детьми.","Данная формулировка поддерживается тем аргументом, что непристойные изображения не существующих в реальности детей всё равно представляют их как сексуальные объекты, попустительствуя тем самым сексуальному насилию над детьми."
"Хубилай оказывал покровительство буддизму, который сделал в Китае громадные успехи, а = буддийским проповедникам и учёным, например, Карма-бакши и Пагба-ламе, которые пользовались большим почётом и значительными льготами.","Хубилай оказывал покровительство буддизму, который сделал в Китае громадные успехи, а равно буддийским проповедникам и учёным, например, Карма-бакши и Пагба-ламе, которые пользовались большим почётом и значительными льготами."
"Однако в спешке при формировании состава оба прицепных вагона были сцеплены вместе, из-за чего состав имел композицию М—П—П—М—М (№ вагонов: 725—80—100—726—1064).","Однако в спешке при формировании состава оба прицепных вагона были сцеплены вместе, из-за чего состав имел композицию М—П—П—М—М (номера вагонов: 725—80—100—726—1064)."
"В 1901 году фабрик и заводов было 340, с производительностью 95505 тысяч ₽ в год, всего рабочих на них было 38372 человек.","В 1901 году фабрик и заводов было 340, с производительностью 95505 тысяч рублей в год, всего рабочих на них было 38372 человек."
"Это = плотности вероятности в","Это равно плотности вероятности в"
"На реализацию пилотных проектов Российский фонд прямых инвестиций зарезервировал 15 млрд ₽.","На реализацию пилотных проектов Российский фонд прямых инвестиций зарезервировал 15 млрд рублей."
"Призовой фонд составляет не менее 2 060 000 ₽.","Призовой фонд составляет не менее 2 060 000 рублей."
"В конце декабря этого же года, АСИ сообщило, что на создание технопарков будет выделено 925 миллионов ₽ из федерального бюджета.","В конце декабря этого же года, АСИ сообщило, что на создание технопарков будет выделено 925 миллионов рублей из федерального бюджета."
"Таким образом, общий бюджет на создание кванториумов в 2017 году составит более 2,5 миллиардов ₽.","Таким образом, общий бюджет на создание кванториумов в 2017 году составит более 2,5 миллиардов рублей."
"Возглавила ее эстрадная певица и предприниматель Илона Броневицкая, частная фирма которой в 2018 году на господрядах по отлову и возвращению бродячих собак на городские улицы в Московской области заработала свыше 22 миллионов ₽.","Возглавила ее эстрадная певица и предприниматель Илона Броневицкая, частная фирма которой в 2018 году на господрядах по отлову и возвращению бродячих собак на городские улицы в Московской области заработала свыше 22 миллионов рублей."
"Объем фонда составляет 1 млрд ₽, на один проект может быть выделено до 50 млн ₽.","Объем фонда составляет 1 млрд рублей, на один проект может быть выделено до 50 млн рублей."
