question,answer
"В марте 2023 года, по данным «МК Черноземье» и издания «Вёрстка», был заключён дополнит. контракт на 3,2 млрд руб..","В марте 2023 года, по данным «МК Черноземье» и издания «Вёрстка», был заключён дополнительный контракт на 3,2 млрд рублей."
"7 августа первый вице-премьер правительства РФ Денис Мантуров поручил министерству выделить на эвакуацию жителей Курской области 1,8 млрд руб..","7 августа первый вице-премьер правительства РФ Денис Мантуров поручил министерству выделить на эвакуацию жителей Курской области 1,8 млрд рублей."
"Фукурю-мару номер 5 (яп. 第五福龍丸 [дай-го́ фукурю̄-мару], рус.","Фукурю-мару номер 5 (яп. 第五福龍丸 [дай-го́ фукурю̄-мару], рус."
"постр. в марте 1947 года и спущенное на воду в городе Коза префектуры Вакаяма, судно сначала называлось Котосиро-мару номер 7 (яп. 第七事代丸, [дайнана котосиро-мару]).","Построенное в марте 1947 года и спущенное на воду в городе Коза префектуры Вакаяма, судно сначала называлось Котосиро-мару номер 7 (яп. 第七事代丸, [дайнана котосиро-мару])."
"Под именем Котойо-мару номер 7 это м. судно было приписано к рыболовецкому порту Мисаки префектуры Канагава.","Под именем Котойо-мару номер 7 это малое судно было приписано к рыболовецкому порту Мисаки префектуры Канагава."
"В 1953 г судно под новым именем Дайго Фукурю-мару, что означает «счастливый дракон номер 5» или «пятый счастливый дракон», отправилось в порт Яидзу префектуры Сидзуока.","В 1953 году судно под новым именем Дайго Фукурю-мару, что означает «счастливый дракон номер 5» или «пятый счастливый дракон», отправилось в порт Яидзу префектуры Сидзуока."
"Под новым именем, Счастливый дракон номер 5, судно пять раз выходило в океан.","Под новым именем, Счастливый дракон номер 5, судно пять раз выходило в океан."
"пр-во США отказалось раскрыть состав радиоактивных осадков в интересах «национальной безопасности», потому что из отношения числа радиоактивных изотопов — а конкретно процента изотопа урана-237 — при помощи радиохимического анализа могла быть раскрыта конструкция устройства «Браво».","Правительство США отказалось раскрыть состав радиоактивных осадков в интересах «национальной безопасности», потому что из отношения числа радиоактивных изотопов — а конкретно процента изотопа урана-237 — при помощи радиохимического анализа могла быть раскрыта конструкция устройства «Браво»."
"Льюис Штраус, глава КАЭ, выступил с серией опровержений, в которых предположил, что повреждения органов у рыбаков были вызваны не радиацией, а химическим воздействием негашёной извести, к-рый образовалась при кальцинации кораллов, когда рыбаки находились в опасной зоне, о чём он доложил пресс-секретарю президента Эйзенхауэра, что возможно, «Счастливый Дракон номер 5» был «красным шпионским нарядом» под командованием советских агентов, намеренно разоблачивших экипаж корабля, чтобы поставить США в неловкое положение и получить разведданные на месте проведения испытания «Браво».","Льюис Штраус, глава КАЭ, выступил с серией опровержений, в которых предположил, что повреждения органов у рыбаков были вызваны не радиацией, а химическим воздействием негашёной извести, которая образовалась при кальцинации кораллов, когда рыбаки находились в опасной зоне, о чём он доложил пресс-секретарю президента Эйзенхауэра, что возможно, «Счастливый Дракон номер 5» был «красным шпионским нарядом» под командованием советских агентов, намеренно разоблачивших экипаж корабля, чтобы поставить США в неловкое положение и получить разведданные на месте проведения испытания «Браво»."
"Сначала США утверждали, что степень загрязнения «Счастливого дракона номер 5» в результате испытания была незначительной.","Сначала США утверждали, что степень загрязнения «Счастливого дракона номер 5» в результате испытания была незначительной."
"Итоговое спрямление линии сократило её протяжённость на 900 м и удешевило стр-во на 45 млн долл..","Итоговое спрямление линии сократило её протяжённость на 900 метров и удешевило строительство на 45 млн долларов."
"Символьные имена сигналов используются вместо номеров, так как в разных реализациях номера сигналов могут различаться.","Символьные имена сигналов используются вместо номеров, так как в разных реализациях номера сигналов могут различаться."
"Бросив своих детей -«всё равно им прοпадать» — с металлическими с ломами деревянными кольями, сбрасывая камни на головы атаковавших турок, они пошли в атаку.","Бросив своих детей -«всё равно им прοпадать» — с металлическими с ломами деревянными кольями, сбрасывая камни на головы атаковавших турок, они пошли в атаку."
"Самолёт имел серийный номер «41-24301» и тактический номер «64», нанесённый на нос.","Самолёт имел серийный номер «41-24301» и тактический номер «64», нанесённый на нос."
"На месте крушения не были найдены останки членов экипажа, равно как и парашюты.","На месте крушения не были найдены останки членов экипажа, равно как и парашюты."
"Общий ВВП столицы составляет $86 млрд долл., что составляет четв. от ВВП всей Колумбии, на душу населения в среднем приходится 10 000 долл. и по этому показателю Богота находится на 6-м месте среди городов Южной Америки.","Общий ВВП столицы составляет $86 млрд долларов, что составляет четверть от ВВП всей Колумбии, на душу населения в среднем приходится 10 000 долларов и по этому показателю Богота находится на 6-м месте среди городов Южной Америки."
"Во время работы на телевидении Шер зарекомендовала себя как сольный исполнитель, выпустив синглы «Gypsys, Tramps & Thieves», «Half-Breed» и «Dark Lady», которые достигли вершины американских чартов, а после выпуска диско-альбома Take Me Home в 1979 г выступала в Лас-Вегасе в течение трёх лет с 1980 по 1982 г с гонораром 300 000 долл. в неделю.","Во время работы на телевидении Шер зарекомендовала себя как сольный исполнитель, выпустив синглы «Gypsys, Tramps & Thieves», «Half-Breed» и «Dark Lady», которые достигли вершины американских чартов, а после выпуска диско-альбома Take Me Home в 1979 году выступала в Лас-Вегасе в течение трёх лет с 1980 по 1982 год с гонораром 300 000 долларов в неделю."
"Мировое турне Living Proof: The Farewell Tour (2002—2005) было признано самым коммерчески успешным турне женщины-исполнителя того времени и до сих пор входит в список самых успешных турне со сборами более 250 млн долл..","Мировое турне Living Proof: The Farewell Tour (2002—2005) было признано самым коммерчески успешным турне женщины-исполнителя того времени и до сих пор входит в список самых успешных турне со сборами более 250 миллионов долларов."
"В 2008 г Шер подписала контракт на 180 млн долл. для выступлений в «Сизарс-пэласе» в Лас-Вегасе, где она выступала со своим шоу «Cher at the Colosseum» до 5 февраля 2011 года.","В 2008 году Шер подписала контракт на 180 миллионов долларов для выступлений в «Сизарс-пэласе» в Лас-Вегасе, где она выступала со своим шоу «Cher at the Colosseum» до 5 февраля 2011 года."
"В сентябре 2020 года Шер собрала ок. 2 млн долл. на президентскую кампанию Джо Байдена в виртуальном, ЛГБТ-тематическом, шоу.","В сентябре 2020 года Шер собрала около 2 миллионов долларов на президентскую кампанию Джо Байдена в виртуальном, ЛГБТ-тематическом, шоу."
"Датэмаки символизирует пожелание многих ясных дней (яп. 晴れの日 харэ но хи).","Датэмаки символизирует пожелание многих ясных дней (яп. 晴れの日 харэ но хи)."
"30 августа 1930 года — вышел первый номер газеты Заря Кубани","30 августа 1930 года — вышел первый номер газеты Заря Кубани"
"Средний годовой доход домохозяйства составлял 27 500 долл., а средний годовой доход семьи — 31 250 долл..","Средний годовой доход домохозяйства составлял 27 500 долларов, а средний годовой доход семьи — 31 250 долларов."
"Средний доход мужчин — 23 472 долл., в то время как у женщин — 20 972.","Средний доход мужчин — 23 472 доллара, в то время как у женщин — 20 972."
"Доход на душу населения составил 11 539 долл..","Доход на душу населения составил 11 539 долларов."
"Также один из работников сообщил, что во время уборки номера, где жил Могильный, были замечены мужчины, тоже американцы.","Также один из работников сообщил, что во время уборки номера, где жил Могильный, были замечены мужчины, тоже американцы."
"Материальный ущерб, причинённый Новгороду, согласно сообщению Чрезвычайной комиссии о злодеяниях фашистских захватчиков, составил св. 11 млрд руб..","Материальный ущерб, причинённый Новгороду, согласно сообщению Чрезвычайной комиссии о злодеяниях фашистских захватчиков, составил свыше 11 млрд рублей."
"Чина Гмелина — сорта ‘Уильям’, ‘Галакси’, ‘Руфлед’ и др — разл. цветовая гамма от кремового до синего, обладают сильным запахом;","Чина Гмелина — сорта ‘Уильям’, ‘Галакси’, ‘Руфлед’ и др — различная цветовая гамма от кремового до синего, обладают сильным запахом;"
"Цена на хлеб, отпускавшийся по карточкам, составляла 1,7 — 1,9 руб. за кг.","Цена на хлеб, отпускавшийся по карточкам, составляла 1,7 — 1,9 рубля за килограмм."
"На рынке хлеб стоил по 500 руб. за кг в конце дек. 1941 года, по 400 руб. в марте 1942 года, по 100—150 руб. в марте 1943 и по 50 руб. в декабре того же года.","На рынке хлеб стоил по 500 рублей за килограмм в конце декабря 1941 года, по 400 рублей в марте 1942 года, по 100—150 рублей в марте 1943 и по 50 рублей в декабре того же года."
"И всего уплатив за путёвки только 50 руб..","И всего уплатив за путёвки только 50 рублей."
"Валовой вып. промышленной продукции Ленинграда в 1942 г составлял ок. 1,4 млрд руб., в 1943 г — 2,5 млрд, руб., в 1944 г — 3,6 млрд руб.","Валовой выпуск промышленной продукции Ленинграда в 1942 году составлял около 1,4 млрд рублей, в 1943 году — 2,5 млрд, рублей, в 1944 году — 3,6 млрд руб."
"За время блокады сотрудники ОБХСС ленинградской милиции изъяли у спекулянтов: 23 млн руб. наличными, 4 млн руб. в облигациях госзайма, золотых монет на сумму 73 тыс. руб., золотых изделий и золота в слитках — 1255 кг, золотых часов — 3284 штуки.","За время блокады сотрудники ОБХСС ленинградской милиции изъяли у спекулянтов: 23 млн рублей наличными, 4 млн рублей в облигациях госзайма, золотых монет на сумму 73 тыс. рублей, золотых изделий и золота в слитках — 1255 килограммов, золотых часов — 3284 штуки."
"Как и в случае со знаком «Жителю блокадного Ленинграда», его, равно как и выплаты, не получили граждане, жившие в блокаде менее четырёх месяцев.","Как и в случае со знаком «Жителю блокадного Ленинграда», его, равно как и выплаты, не получили граждане, жившие в блокаде менее четырёх месяцев."
"Из регионального бюджета выделено более 1,7 млрд руб. на единовременную денежную выплату ветеранам, блокадникам, несовершеннолетним узникам немецких концлагерей и гражданам, родившимся до 3 сентября 1945 года.","Из регионального бюджета выделено более 1,7 млрд рублей на единовременную денежную выплату ветеранам, блокадникам, несовершеннолетним узникам немецких концлагерей и гражданам, родившимся до 3 сентября 1945 года."
"9 января 2019 года Банк России выпустил в обращение памятную серебряную монету номиналом 3 руб. и памятную монету из недрагоценных металлов номиналом 25 руб. серии «75-летие полного освобождения Ленинграда от фашистской блокады».","9 января 2019 года Банк России выпустил в обращение памятную серебряную монету номиналом 3 рубля и памятную монету из недрагоценных металлов номиналом 25 рублей серии «75-летие полного освобождения Ленинграда от фашистской блокады»."
"С 1945 года выставка была преобразована в Музей обороны Ленинграда, на к-рый были выделены 800 тыс. руб..","С 1945 года выставка была преобразована в Музей обороны Ленинграда, на который были выделены 800 тысяч рублей."
"Её райдер не отличался претенциозностью, но артистка всегда требовала от организаторов предоставить непрокуренный, хорошо отапливаемый гостиничный номер.","Её райдер не отличался претенциозностью, но артистка всегда требовала от организаторов предоставить непрокуренный, хорошо отапливаемый гостиничный номер."
"Неожиданно в клуб врывается наркополиция ФСКН с рейдом: у Ильи и Веры наркотиков не было, но Веру всё равно задерживает сотр. в штатском Пётр Хазин.","Неожиданно в клуб врывается наркополиция ФСКН с рейдом: у Ильи и Веры наркотиков не было, но Веру всё равно задерживает сотрудник в штатском Пётр Хазин."
"В январе 2018 года Wall Street Journal опубликовал статью, заявив о т., что през. США Дональд Трамп состоял в отношениях с Дэниелс в 2006 г и заплатил ей 130 тыс. долл. за молчание.","В январе 2018 года Wall Street Journal опубликовал статью, заявив о том, что президент США Дональд Трамп состоял в отношениях с Дэниелс в 2006 году и заплатил ей 130 тысяч долларов за молчание."
"В 1690 г Пахомий обращался с челобитьем к государям Иоанну V Алексеевичу и Петру Алексеевичу и получил от них, кроме «милостыни» братии (соболей на тридцать руб.), жалованную грамоту, подтверждавшую права обители на ее земельные имущества.","В 1690 году Пахомий обращался с челобитьем к государям Иоанну V Алексеевичу и Петру Алексеевичу и получил от них, кроме «милостыни» братии (соболей на тридцать рублей), жалованную грамоту, подтверждавшую права обители на ее земельные имущества."
"7 (20) марта 1906 года — совершено ограбление Московского общества взаимного кредита — партийная касса пополнилась на 875 тыс. руб..","7 (20) марта 1906 года — совершено ограбление Московского общества взаимного кредита — партийная касса пополнилась на 875 тысяч рублей."
"14 (27) октября 1906 года — ограбление в Фонарном переулке, в Петербурге атакована карета помощника казначея Петербургской портовой таможни С. П. Германа с эскортом жандармов, при которой боевая дружина максималистов экспроприировала 400 тыс. руб..","14 (27) октября 1906 года — ограбление в Фонарном переулке, в Петербурге атакована карета помощника казначея Петербургской портовой таможни С. П. Германа с эскортом жандармов, при которой боевая дружина максималистов экспроприировала 400 тысяч рублей."
"6 октября 1882 года архиепископ Евсевий был уволен на покой в могилёвский Братский Богоявленский мон. с оставлением в звании члена Святейшего Синода и пенсией 2000 руб. в г.","6 октября 1882 года архиепископ Евсевий был уволен на покой в могилёвский Братский Богоявленский монастырь с оставлением в звании члена Святейшего Синода и пенсией 2000 рублей в год."
"Внезапно автобус резко изменил направление движения, ударился об ограждение, накренился на 45 °, потом принял обычное положение и резко встал.","Внезапно автобус резко изменил направление движения, ударился об ограждение, накренился на 45 градусов, потом принял обычное положение и резко встал."
"Он отправился на чемпионат мира в Италию, вместе с 8-ю другими игроками «Ботафого», но как и в клубе, все игры оставался в запасе, потому что первый номер принадлежал одноклубнику Педрозе.","Он отправился на чемпионат мира в Италию, вместе с 8-ю другими игроками «Ботафого», но как и в клубе, все игры оставался в запасе, потому что первый номер принадлежал одноклубнику Педрозе."
"На стр-во и ремонт медицинских объектов (27 поликлиник, 15 стационаров, 81 ФАП) потрачено св. 1 млрд руб..","На строительство и ремонт медицинских объектов (27 поликлиник, 15 стационаров, 81 ФАП) потрачено свыше 1 миллиарда рублей."
"В течение 2016—2021 годов заключено 111 инвестиционных соглашений с общим объёмом инвестиций более 500 млрд руб., предусматривающих создание более 14600 новых рабочих мест.","В течение 2016—2021 годов заключено 111 инвестиционных соглашений с общим объёмом инвестиций более 500 миллиардов рублей, предусматривающих создание более 14600 новых рабочих мест."
"Инвестиции в автозавод Haval составили 500 млн долл. США, производительность нового предприятия — 150 тыс. машин в г.","Инвестиции в автозавод Haval составили 500 миллионов долларов США, производительность нового предприятия — 150 тысяч машин в год."
"В ходе Петербургского международного экономического форума—2021 Алексей Дюмин заключил 26 соглашений о реализации в Тульской области инвестпроектов на сумму более 150 млрд руб., что создаст в регионе почти 4000 новых рабочих мест.","В ходе Петербургского международного экономического форума—2021 Алексей Дюмин заключил 26 соглашений о реализации в Тульской области инвестпроектов на сумму более 150 миллиардов рублей, что создаст в регионе почти 4000 новых рабочих мест."
"В их числе — пять соглашений в агропромышленном комплексе (48 млрд руб., 2000 рабочих мест).","В их числе — пять соглашений в агропромышленном комплексе (48 миллиардов рублей, 2000 рабочих мест)."
"За г его доход составил 7,54 млн руб..","За год его доход составил 7,54 млн рублей."
"Средний годовой доход домохозяйства составлял 57 765 долл., а средний годовой доход семьи — 59 259 долл..","Средний годовой доход домохозяйства составлял 57 765 долларов, а средний годовой доход семьи — 59 259 долларов."
"Средний доход мужчин — 39 306 долл., в то время как у женщин — 26 042.","Средний доход мужчин — 39 306 долларов, в то время как у женщин — 26 042."
"Доход на душу населения составил 21 405 долл..","Доход на душу населения составил 21 405 долларов."
"С 1769 года полк получил именной 4-й номер и шефа в лице Гроссмейстера Немецкого ордена (его упоминание было упразднено в 1814 г после Наполеоновских войн), а с 1806 года покровителем полка стал эрцгерцог из семейства Габсбургов.","С 1769 года полк получил именной 4-й номер и шефа в лице Гроссмейстера Немецкого ордена (его упоминание было упразднено в 1814 году после Наполеоновских войн), а с 1806 года покровителем полка стал эрцгерцог из семейства Габсбургов."
"В январе 1915 года полки были лишены покровителей и почётных званий, сохранив только свои номера, но только 4-й пехотный полк стал исключением из правил (вероятно, из-за бюрократической путаницы).","В январе 1915 года полки были лишены покровителей и почётных званий, сохранив только свои номера, но только 4-й пехотный полк стал исключением из правил (вероятно, из-за бюрократической путаницы)."
"Императорский и королевский пехотный полк Гроссмейстера Немецкого (Тевтонского) Ордена, номер 4 (рус.)","Императорский и королевский пехотный полк Гроссмейстера Немецкого (Тевтонского) Ордена, номер 4 (рус.)"
"Предикатное маркирование — ближе к зависимостному, глагол согласуется с подлежащим по лицу и числу и приписывает ему, равно как и дополнениям (если глагол не одноместный), падеж.","Предикатное маркирование — ближе к зависимостному, глагол согласуется с подлежащим по лицу и числу и приписывает ему, равно как и дополнениям (если глагол не одноместный), падеж."
"Бригада «Кармели» также получила порядковый номер 2, а входящие в неё три батальона стали соответственно 21-м, 22-м и 23-м.","Бригада «Кармели» также получила порядковый номер 2, а входящие в неё три батальона стали соответственно 21-м, 22-м и 23-м."
"После войны Судного дня бригада, получившая номер 165, перестала быть региональной.","После войны Судного дня бригада, получившая номер 165, перестала быть региональной."
"В 2005 г бригаде был возвращён историч. номер 2.","В 2005 году бригаде был возвращён исторический номер 2."
"Согласно психоаналитической теории агрессивность биологически присуща человеку равно как и другим животным.","Согласно психоаналитической теории агрессивность биологически присуща человеку равно как и другим животным."
"кол-во аденина равно количеству тимина, а гуанина — цитозину: А=Т, Г=Ц.","Количество аденина равно количеству тимина, а гуанина — цитозину: А=Т, Г=Ц."
"кол-во пуринов равно количеству пиримидинов: А+Г=Т+Ц.","Количество пуринов равно количеству пиримидинов: А+Г=Т+Ц."
"кол-во оснований с аминогруппами в положении 6 равно количеству оснований с кетогруппами в положении 6: А+Ц=Т+Г.","Количество оснований с аминогруппами в положении 6 равно количеству оснований с кетогруппами в положении 6: А+Ц=Т+Г."
"В 1968 г Чаргафф выявил, что в каждой из нитей ДНК кол-во аденина приблизительно равно количеству тимина, а гуанина — цитозину: А~Т, Г~Ц.","В 1968 году Чаргафф выявил, что в каждой из нитей ДНК количество аденина приблизительно равно количеству тимина, а гуанина — цитозину: А~Т, Г~Ц."
"Агентство финансировало 50 млн долл. различным участникам в рамках пятилетней программы.","Агентство финансировало 50 млн долларов различным участникам в рамках пятилетней программы."
"Таким образом, топливо не касается стенок реактора, и температура может повышаться даже до нескольких десятков тыс. ° с удельными импульсами между 3000 и 5000 секундами.","Таким образом, топливо не касается стенок реактора, и температура может повышаться даже до нескольких десятков тысяч градусов с удельными импульсами между 3000 и 5000 секундами."
"Однако после того, как «Новый чел.-паук: Высокое напряжение» не смог собрать в прокате млрд долл., Sony «под огромным давлением», решила переосмыслить направление новой общей вселенной.","Однако после того, как «Новый Человек-паук: Высокое напряжение» не смог собрать в прокате миллиард долларов, Sony «под огромным давлением», решила переосмыслить направление новой общей вселенной."
"В сцене после титров фильма «Веном 2» (2021) Веном рассказывает Эдди Броку о знаниях симбиотов о других вселенных, после чего Эдди и Веном переносятся ослепительным светом из своего гостиничного номера в незнакомую комнату, где они смотрят по телевидению репортаж Джея Джоны Джеймсона, к-рый раскрывает, что чел.-паук — это Питер Паркер.","В сцене после титров фильма «Веном 2» (2021) Веном рассказывает Эдди Броку о знаниях симбиотов о других вселенных, после чего Эдди и Веном переносятся ослепительным светом из своего гостиничного номера в незнакомую комнату, где они смотрят по телевидению репортаж Джея Джоны Джеймсона, который раскрывает, что Человек-паук — это Питер Паркер."
