question,answer
"Иногородние участники, принимавшие очное участие в конференциях, — участники из МАИ, МГТУ им. Н. Э. Баумана, БГТУ им. Д. Ф. Устинова, ГУАП, ПВИРВ им. В. И. Чуйкова, ПГТУ, ПГУ, ТПУ, ТГУ, ТУСУР, ИрГУ, КГТУ им. А. Н. Туполева, РГАТУ им. П. А. Соловьёва, СГАУ им. С. П. Королёва, УГАТУ, АмГУ, СВИ РВ и др..","Иногородние участники, принимавшие очное участие в конференциях, — участники из МАИ, МГТУ им. Н. Э. Баумана, БГТУ им. Д. Ф. Устинова, ГУАП, ПВИРВ им. В. И. Чуйкова, ПГТУ, ПГУ, ТПУ, ТГУ, ТУСУР, ИрГУ, КГТУ им. А. Н. Туполева, РГАТУ им. П. А. Соловьёва, СГАУ им. С. П. Королёва, УГАТУ, АмГУ, СВИ РВ и другие."
"офиц. страница МНК «Решетнёвские чтения» на сайте СибГАУ (неопр.).","Официальная страница МНК «Решетнёвские чтения» на сайте СибГАУ (неопр.)."
"XI междунар. науч. конф. «Решетнёвские чтения» (неопр.).","XI Международная научная конференция «Решетнёвские чтения» (неопр.)."
"XIII междунар. науч. конф. «Решетнёвские чтения» (неопр.).","XIII Международная научная конференция «Решетнёвские чтения» (неопр.)."
"мат-лы XIV Международной научной конференции «Решетнёвские чтения» (неопр.).","Материалы XIV Международной научной конференции «Решетнёвские чтения» (неопр.)."
"XV междунар. науч. конф. «Решетнёвские чтения» (неопр.).","XV Международная научная конференция «Решетнёвские чтения» (неопр.)."
"Грег «Джоз» Джозвяк (англ. Greg "Joz" Jóswiak) — амер. топ-менеджер.","Грег «Джоз» Джозвяк (англ. Greg "Joz" Jóswiak) — американский топ-менеджер."
"В 1986 г он получил степень бакалавра по компьютерной инженерии в Мичиганском университете.","В 1986 году он получил степень бакалавра по компьютерной инженерии в Мичиганском университете."
"Он также сыграл ключевую роль в разработке и запуске некоторых из самых любимых потребительских продуктов компании Apple, вкл. оригинальные iPod и iPhone.","Он также сыграл ключевую роль в разработке и запуске некоторых из самых любимых потребительских продуктов компании Apple, включая оригинальные iPod и iPhone."
"Джоз имеет более чем 30-летний опыт работы в сфере маркетинга и менеджмента в Apple, посл. раз он занимал должность вице-президента по маркетингу продуктов Apple, где он руководил группами по маркетингу и управлению продуктами, отвечающими за всю линейку продуктов Apple.","Джоз имеет более чем 30-летний опыт работы в сфере маркетинга и менеджмента в Apple, последний раз он занимал должность вице-президента по маркетингу продуктов Apple, где он руководил группами по маркетингу и управлению продуктами, отвечающими за всю линейку продуктов Apple."
"Октябрьское (баш. Октябрьский) — с. в Стерлитамакском районе Башкортостана, адм. центр Октябрьского сельсовета.","Октябрьское (баш. Октябрьский) — село в Стерлитамакском районе Башкортостана, административный центр Октябрьского сельсовета."
"нац. состав","Национальный состав"
"Мэттью Джон Дэвид Хэнкок (англ. Matthew John David Hancock; род. 2 октября 1978, Честер, Чешир, Англия) — брит. политик, генеральный казначей и министр Кабинета во втором правительстве Кэмерона (2015—2016).","Мэттью Джон Дэвид Хэнкок (англ. Matthew John David Hancock; род. 2 октября 1978, Честер, Чешир, Англия) — британский политик, генеральный казначей и министр Кабинета во втором правительстве Кэмерона (2015—2016)."
"В 1996 г окончил Экзетер-колледж Оксфордского университета со степенью в области политики, философии и экономики, позднее окончил Колледж Христа Кембриджского университета.","В 1996 году окончил Экзетер-колледж Оксфордского университета со степенью в области политики, философии и экономики, позднее окончил Колледж Христа Кембриджского университета."
"С 2000 года занимался в Банке Англии кредитованием жилищного строительства, в 2005 г возглавил аппарат теневого канцлера Казначейства Джорджа Осборна.","С 2000 года занимался в Банке Англии кредитованием жилищного строительства, в 2005 году возглавил аппарат теневого канцлера Казначейства Джорджа Осборна."
"В 1999 г Мэттью Хэнкок вступил в Консервативную партию.","В 1999 году Мэттью Хэнкок вступил в Консервативную партию."
"6 мая 2010 года избран в Палату общин от избирательного округа зап. Суффолк.","6 мая 2010 года избран в Палату общин от избирательного округа Западный Суффолк."
"В 2012—2013 гг являлся парламентским помощником министра по делам бизнеса, инноваций и профессионального обучения, в 2013—2014 гг — младшим министром профобучения и предпринимательства.","В 2012—2013 годах являлся парламентским помощником министра по делам бизнеса, инноваций и профессионального обучения, в 2013—2014 годах — младшим министром профобучения и предпринимательства."
"8 января 2018 года Мэй произвела в своём втором кабинете серию кадровых перестановок, в ходе которых Хэнкок вернулся в пр-во, заменив Карен Брэдли в кресле министра цифровых технологий, культуры, СМИ и спорта.","8 января 2018 года Мэй произвела в своём втором кабинете серию кадровых перестановок, в ходе которых Хэнкок вернулся в правительство, заменив Карен Брэдли в кресле министра цифровых технологий, культуры, СМИ и спорта."
"12 дек. 2019 года одержал по итогам парламентских выборов очередную убедительную победу в своём округе с результатом 65,8 % против 20,7 % у сильнейшей из соперников — лейбористки Клэр Ануин (Claire Unwin).","12 декабря 2019 года одержал по итогам парламентских выборов очередную убедительную победу в своём округе с результатом 65,8 % против 20,7 % у сильнейшей из соперников — лейбористки Клэр Ануин (Claire Unwin)."
"В середине дек. 2019 года сохранил свою должность при формировании второго правительства Джонсона.","В середине декабря 2019 года сохранил свою должность при формировании второго правительства Джонсона."
"Ко 2 апреля 2020 года в число инфицированных попал и сам Хэнкок; после первой недели в карантине он объявил о планах довести кол-во ежедневных тестов на коронавирус до 100 тыс. (31 марта их было произведено 12 799).","Ко 2 апреля 2020 года в число инфицированных попал и сам Хэнкок; после первой недели в карантине он объявил о планах довести количество ежедневных тестов на коронавирус до 100 тысяч (31 марта их было произведено 12 799)."
"10 апреля 2020 года была зафиксирована гибель 980 больных за минувшие сутки, что поставило Великобританию по этому показателю на второе место в Европе после Франции, где максимальное кол-во жертв за день составило 1417 чел., но с учётом статистики домов ухода за престарелыми и инвалидами, к-рый до последнего времени не использовалась в Великобритании.","10 апреля 2020 года была зафиксирована гибель 980 больных за минувшие сутки, что поставило Великобританию по этому показателю на второе место в Европе после Франции, где максимальное количество жертв за день составило 1417 человек, но с учётом статистики домов ухода за престарелыми и инвалидами, которая до последнего времени не использовалась в Великобритании."
"1 мая 2020 года Хэнкок объявил о достижении поставленной цели — 100 тыс. тестов на коронавирус за сутки, но пресса обвинила его в искусственном завышении цифры, поскольку в число 122 тыс. тестов были включены 39 тыс. тестов, только разосланных по домам и местным медицинским лабораториям с неопределённым сроком их использования (30 апреля произведены 81 611 тестов).","1 мая 2020 года Хэнкок объявил о достижении поставленной цели — 100 тысяч тестов на коронавирус за сутки, но пресса обвинила его в искусственном завышении цифры, поскольку в число 122 тысяч тестов были включены 39 тысяч тестов, только разосланных по домам и местным медицинским лабораториям с неопределённым сроком их использования (30 апреля произведены 81 611 тестов)."
"9 сентября брит. фармакологическая компания AstraZeneca объявила о приостановке испытаний своей вакцины от коронавирусной инфекции из-за появления тяжёлых симптомов у одного из добровольцев, принявших в них участие.","9 сентября британская фармакологическая компания AstraZeneca объявила о приостановке испытаний своей вакцины от коронавирусной инфекции из-за появления тяжёлых симптомов у одного из добровольцев, принявших в них участие."
"18 сентября за сутки получено ок. 6 тыс. положительных тестов на коронавирус, что означало примерное удвоение этого показателя в течение одной недели.","18 сентября за сутки получено около 6 тыс. положительных тестов на коронавирус, что означало примерное удвоение этого показателя в течение одной недели."
"20 сентября Хэнкок объявил о повышении с 28 сентября на территории Англии штрафа на сумму от 1 тыс. до 10 тыс. фунтов стерлингов для инфицированных, нарушающих требование самоизоляции (по данным учёта, только в одном случае из пяти требование самоизоляции полностью соблюдается), и предупредил о возможности дальнейшего ужесточения мер воздействия в случае новых нарушений (по данным прокуратуры, были выписаны ок. 19 тыс. штрафов, но уплачены менее половины из них).","20 сентября Хэнкок объявил о повышении с 28 сентября на территории Англии штрафа на сумму от 1 тыс. до 10 тыс. фунтов стерлингов для инфицированных, нарушающих требование самоизоляции (по данным учёта, только в одном случае из пяти требование самоизоляции полностью соблюдается), и предупредил о возможности дальнейшего ужесточения мер воздействия в случае новых нарушений (по данным прокуратуры, были выписаны около 19 тыс. штрафов, но уплачены менее половины из них)."
"30 дек. 2020 года вакцина AZD1222, разработанная совместно Оксфордским университетом и компанией AstraZeneca, одобрена к применению на территории Великобритании.","30 декабря 2020 года вакцина AZD1222, разработанная совместно Оксфордским университетом и компанией AstraZeneca, одобрена к применению на территории Великобритании."
"к-рый нанял Оукшотт для редактирования своих мемуаров.","который нанял Оукшотт для редактирования своих мемуаров."
"нас. коммуны на 2008 г составляло 1058 чел..","Население коммуны на 2008 год составляло 1058 человек."
"В 2007 г среди 689 чел. в трудоспособном возрасте (15—64 лет) 476 были экономически активными, 213 — неактивными (показатель активности — 69,1 %, в 1999 г было 68,5 %).","В 2007 году среди 689 человек в трудоспособном возрасте (15—64 лет) 476 были экономически активными, 213 — неактивными (показатель активности — 69,1 %, в 1999 году было 68,5 %)."
"Из 476 активных работали 425 чел. (241 мужчина и 184 женщины), безработных было 51 (14 мужчин и 37 женщин).","Из 476 активных работали 425 человек (241 мужчина и 184 женщины), безработных было 51 (14 мужчин и 37 женщин)."
"Среди 213 неактивных 61 чел. были учениками или студентами, 75 — пенсионерами, 77 были неактивными по другим причинам.","Среди 213 неактивных 61 человек были учениками или студентами, 75 — пенсионерами, 77 были неактивными по другим причинам."
"нац. ин-т статистики — Тиле (фр.).","Национальный институт статистики — Тиле (фр.)."
"Выпущен в 2001 г.","Выпущен в 2001 году."
"В текстовую основу альбома легла дет. книжка «Все Наоборот», в которой изложены стихи Чуковского, Сапгира, Милна и некоторых другие детских поэтов, а муз. основа построена на музыке Deep Purple, Чака Берри и других известных рок-музыкантов.","В текстовую основу альбома легла детская книжка «Все Наоборот», в которой изложены стихи Чуковского, Сапгира, Милна и некоторых другие детских поэтов, а музыкальная основа построена на музыке Deep Purple, Чака Берри и других известных рок-музыкантов."
"В рец. Zvuki.ru отмечается оригинальность музыкального оформления известных детских стихов, а также удачное исполнение песни разными голосами в духе Олега Анофриева из Бременских Музыкантов.","В рецензии Zvuki.ru отмечается оригинальность музыкального оформления известных детских стихов, а также удачное исполнение песни разными голосами в духе Олега Анофриева из Бременских Музыкантов."
"В то же время Алексей Мажаев в своей рец. на InterMedia.ru отмечает наоборот слабость голоса («стесняется — поет тихо, осторожно»), скучное звучание музыкальных композиций, хмурые аранжировки и отсутствие сколь-нибудь запоминаемых мелодий.","В то же время Алексей Мажаев в своей рецензии на InterMedia.ru отмечает наоборот слабость голоса («стесняется — поет тихо, осторожно»), скучное звучание музыкальных композиций, хмурые аранжировки и отсутствие сколь-нибудь запоминаемых мелодий."
"Наконец, принеся воду, девушки замешивали на ней тесто, выпекали балабушки и, положив неск. на низкую скамейку, впускали голодную собаку.","Наконец, принеся воду, девушки замешивали на ней тесто, выпекали балабушки и, положив несколько на низкую скамейку, впускали голодную собаку."
"др. способ гадания заключался в т., чтобы съесть на ночь пересоленную балабушку, тогда приснится суженый, к-рый принесет девушке напиться.","Другой способ гадания заключался в том, чтобы съесть на ночь пересоленную балабушку, тогда приснится суженый, который принесет девушке напиться."
"род. 3 января 1960 г. в городе Ленинск-Кузнецкий; окончил Ленинск-Кузнецкий горнотехнический колледж в 2000 г.; с 1978 по 1979 г — водитель Ленинск-Кузнецкой автоколонны № 1337; с 1979 по 1980 г — подземный горнорабочий очистного забоя шахты «Комсомолец» (г. Ленинск-Кузнецкий); с 1980 по 1982 г — служба в рядах Советской армии; с 1982 по 1985 г — подземный горнорабочий очистного забоя шахты «Комсомолец»; с 1985 г. — подземный горнорабочий очистного забоя, бригадир горнорабочих очистного забоя шахты им. С. М. Кирова (ныне — ОАО «Шахта им. С. М. Кирова», г. Ленинск-Кузнецкий Кемеровской области).","Родился 3 января 1960 г. в городе Ленинск-Кузнецкий; окончил Ленинск-Кузнецкий горнотехнический колледж в 2000 г.; с 1978 по 1979 год — водитель Ленинск-Кузнецкой автоколонны № 1337; с 1979 по 1980 год — подземный горнорабочий очистного забоя шахты «Комсомолец» (г. Ленинск-Кузнецкий); с 1980 по 1982 год — служба в рядах Советской армии; с 1982 по 1985 год — подземный горнорабочий очистного забоя шахты «Комсомолец»; с 1985 г. — подземный горнорабочий очистного забоя, бригадир горнорабочих очистного забоя шахты им. С. М. Кирова (ныне — ОАО «Шахта имени С. М. Кирова», г. Ленинск-Кузнецкий Кемеровской области)."
