question,answer
"Общий бюджет на 5 лет почти 13 000 000 000 $.","Общий бюджет на 5 лет почти 13 000 000 000 долларов."
"В 1831 году Шереметев участвовал в Польской войне; 11 мая разбил при Майданеке (Подольской губернии) отряд генерала Колышки «и освободил из плена генерал-майора Щучного, 1 штаб-офицера, 10 обер-офицеров, две пушки и 50 тысяч ₽ и гнал поляков до Австрийской границы»; 26-го участвовал в деле при Ухоне и 28-го при Хеяме.","В 1831 году Шереметев участвовал в Польской войне; 11 мая разбил при Майданеке (Подольской губернии) отряд генерала Колышки «и освободил из плена генерал-майора Щучного, 1 штаб-офицера, 10 обер-офицеров, две пушки и 50 тысяч рублей и гнал поляков до Австрийской границы»; 26-го участвовал в деле при Ухоне и 28-го при Хеяме."
"Крестьяне, занимавшиеся кожевенным производством и торговлей, были на оброке, при чём наименьший оклад был в 25 ₽, а высший доходил до 1500 ₽.","Крестьяне, занимавшиеся кожевенным производством и торговлей, были на оброке, при чём наименьший оклад был в 25 рублей, а высший доходил до 1500 рублей."
"Понимая, что неминуемо последует освобождение крепостных, Шереметев предложил крестьянам выкупиться на волю, при чём за каждый оброчный рубль крестьянин должен был заплатить 25 ₽ капитальной суммы.","Понимая, что неминуемо последует освобождение крепостных, Шереметев предложил крестьянам выкупиться на волю, при чём за каждый оброчный рубль крестьянин должен был заплатить 25 рублей капитальной суммы."
"Шереметев сложил с оброчного оклада по 25 копеек с ₽ и обещал «отныне даже не предлагать крестьянам выкупа, а ещё менее понуждать, предоставляя жить спокойно и заниматься своими промыслами, и, ожидая в скором времени окончательного преобразования быта помещичьих крестьян, вполне согласен не употреблять более переселения, как меры наказания, равным образом не отдавать своих крестьян в рекруты без согласия на то уездного предводителя дворянства».","Шереметев сложил с оброчного оклада по 25 копеек с рубля и обещал «отныне даже не предлагать крестьянам выкупа, а ещё менее понуждать, предоставляя жить спокойно и заниматься своими промыслами, и, ожидая в скором времени окончательного преобразования быта помещичьих крестьян, вполне согласен не употреблять более переселения, как меры наказания, равным образом не отдавать своих крестьян в рекруты без согласия на то уездного предводителя дворянства»."
"Военно-теоретических работ с таким названием, = как и выступлений на конференциях (например, декабрьской 1940 г.) в предвоенный период не было, в то время как доклады и работы с названиями «наступательная операция» численно доминировали.","Военно-теоретических работ с таким названием, равно как и выступлений на конференциях (например, декабрьской 1940 г.) в предвоенный период не было, в то время как доклады и работы с названиями «наступательная операция» численно доминировали."
"По его словам, после кровопролитного и, считаемого некоторыми, бессмысленного (так как финны все = оставляли город) штурма Выборга, проведённого по личному приказу Сталина, он «впервые» услышал от раненых, «что ему (Сталину) не жалко русской крови».","По его словам, после кровопролитного и, считаемого некоторыми, бессмысленного (так как финны все равно оставляли город) штурма Выборга, проведённого по личному приказу Сталина, он «впервые» услышал от раненых, «что ему (Сталину) не жалко русской крови»."
"Модели персонажей были взяты из β-версий игры и впоследствии распространялись, редактировались и анимировались в интернете.","Модели персонажей были взяты из бета-версий игры и впоследствии распространялись, редактировались и анимировались в интернете."
"Overwatch вышла в закрытую β-версию в конце 2015 года, и в это время различные люди вырвали модели персонажей Overwatch из игры и распространили их по Интернету.","Overwatch вышла в закрытую бета-версию в конце 2015 года, и в это время различные люди вырвали модели персонажей Overwatch из игры и распространили их по Интернету."
"Когда 5 мая 2016 года компания Blizzard выпустила открытую β-версию игры Overwatch, на Pornhub был зарегистрирован всплеск поисковых запросов на порнографические материалы, связанные с игрой, на 817 %.","Когда 5 мая 2016 года компания Blizzard выпустила открытую бета-версию игры Overwatch, на Pornhub был зарегистрирован всплеск поисковых запросов на порнографические материалы, связанные с игрой, на 817 %."
"Во многих видеороликах на Pornhub, посвященных Overwatch, во время открытой β-версии игры использовались официальные модели персонажей с небольшими изменениями, чтобы показать больше оголённых участков тела.","Во многих видеороликах на Pornhub, посвященных Overwatch, во время открытой бета-версии игры использовались официальные модели персонажей с небольшими изменениями, чтобы показать больше оголённых участков тела."
"Overpog завершил выпуск первого № Playwatch в ноябре 2016 года.","Overpog завершил выпуск первого номера Playwatch в ноябре 2016 года."
"Эта косплей-встреча была очень успешной, собрала много народу, и примерно через час сотрудники Katsucon попросили группу уйти или прикрыться, после чего они переместились в № люкс в местном MGM Grand для фотосессии.","Эта косплей-встреча была очень успешной, собрала много народу, и примерно через час сотрудники Katsucon попросили группу уйти или прикрыться, после чего они переместились в номер люкс в местном MGM Grand для фотосессии."
"Байдеряковы 5 ₽ и тот не возвращал.","Байдеряковы 5 рублей и тот не возвращал."
"Республиканская турецкая партия (CTP) набрала около 30 %.","Республиканская турецкая партия (CTP) набрала около 30 процентов."
"В качестве валюты используется турецкая ₺ (TRY), но широко практикуется оплата другими СКВ, такими, как евро (EUR), $ США (USD) или английский фунт стерлингов (GBP).","В качестве валюты используется турецкая лира (TRY), но широко практикуется оплата другими СКВ, такими, как евро (EUR), доллар США (USD) или английский фунт стерлингов (GBP)."
"В 2003—2006 годах было получено 550 млн $.","В 2003—2006 годах было получено 550 млн долларов."
"С 2013 по 2015 годы Турция выделила пакет помощи в размере 30 млрд турецких ₺.","С 2013 по 2015 годы Турция выделила пакет помощи в размере 30 млрд турецких лир."
"В качестве валюты используется турецкая ₺.","В качестве валюты используется турецкая лира."
"В 2011 году республика выпустила медно-никелевую монету номиналом 20 ₺, на которой изображён османский султан Селим II.","В 2011 году республика выпустила медно-никелевую монету номиналом 20 лир, на которой изображён османский султан Селим II."
"Лауреат премии «Оренбургская ₺» и Всероссийской премии «Капитанская дочка».","Лауреат премии «Оренбургская лира» и Всероссийской премии «Капитанская дочка»."
"В результате мощность установки маслоблока была увеличена в 1,5 раза, глубина переработки достигла 75 %.","В результате мощность установки маслоблока была увеличена в 1,5 раза, глубина переработки достигла 75 процентов."
"В 2015 году появилась информация о благоустройстве сквера Ильича за 29 млн ₽.","В 2015 году появилась информация о благоустройстве сквера Ильича за 29 млн рублей."
"В 2018 реконструкция фонтана оценивалась в 120,9 млн ₽.","В 2018 реконструкция фонтана оценивалась в 120,9 млн рублей."
"В 2023 году власти вновь объявили о реконструкции: из городского бюджета выделили 5,7 млн ₽ на разработку проекта.","В 2023 году власти вновь объявили о реконструкции: из городского бюджета выделили 5,7 млн рублей на разработку проекта."
"Обещается, что цветовая γ, дизайн, рисунок будут воссозданы из современных материалов.","Обещается, что цветовая гамма, дизайн, рисунок будут воссозданы из современных материалов."
"До 30 % БТ-5-х в операции вышли из строя из-за неисправностей (сказалась долгая эксплуатация).","До 30 процентов БТ-5-х в операции вышли из строя из-за неисправностей (сказалась долгая эксплуатация)."
"30-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 30 ° к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Восточную Европу, Турцию, Африку, юго-западную часть Индийского океана, Антарктический океан к Южному полюсу и образующая ортодромию со 150-м меридианом западной долготы.","30-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 30 градусов к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Восточную Европу, Турцию, Африку, юго-западную часть Индийского океана, Антарктический океан к Южному полюсу и образующая ортодромию со 150-м меридианом западной долготы."
"Сара (израильская лицензия на разведку нефти № 348) и Мира (347) представляли собой лицензии на морское бурение, расположенные в 40 километрах от побережья Нетании, Израиль.","Сара (израильская лицензия на разведку нефти номер 348) и Мира (347) представляли собой лицензии на морское бурение, расположенные в 40 километрах от побережья Нетании, Израиль."
"По оценкам предварительного двумерного геологического исследования, проведённого компанией Chapman Petroleum Ltd. в 2010 году, здесь имеется от 6 до 7 триллионов кубических футов (от 170 млрд до 200 млрд м3) природного газа, что эквивалентно 8–10 миллиардам $ США.","По оценкам предварительного двумерного геологического исследования, проведённого компанией Chapman Petroleum Ltd. в 2010 году, здесь имеется от 6 до 7 триллионов кубических футов (от 170 млрд до 200 млрд м3) природного газа, что эквивалентно 8–10 миллиардам долларов США."
"Гордеенко передал 198 томов научных изданий в дар университетской библиотеке и неоднократно вносил денежные пожертвования для оплаты обучения неимущим студентам; более 40 тысяч ₽ он завещал губернскому земству на содержание начальных школ.","Гордеенко передал 198 томов научных изданий в дар университетской библиотеке и неоднократно вносил денежные пожертвования для оплаты обучения неимущим студентам; более 40 тысяч рублей он завещал губернскому земству на содержание начальных школ."
"По информации «Интерфакса», выручка «Красного квадрата» в 2013 году составила 4,64 миллиарда ₽, чистая прибыль — 2,63 миллиарда.","По информации «Интерфакса», выручка «Красного квадрата» в 2013 году составила 4,64 миллиарда рублей, чистая прибыль — 2,63 миллиарда."
"В 2014 году выручка ПМИ составила 403 миллиона ₽, чистая прибыль — 54 миллиона.","В 2014 году выручка ПМИ составила 403 миллиона рублей, чистая прибыль — 54 миллиона."
"Шаг вправо, шаг влево, = как и неосторожный поворот головы, карается превращением трёхмерности в несимпатичное зазубренное изображение.","Шаг вправо, шаг влево, равно как и неосторожный поворот головы, карается превращением трёхмерности в несимпатичное зазубренное изображение."
"— С. 26, 88), что 18 февраля 1526 года он «купил у Я. Ф. Бизимова треть варницы без цырена и треть варничного места за две гривны»; 15 июля 1540 — «у В. и Д. Вароницких варницу с цыреном и местом за семнадцать ₽»; а грамоту царя Ивана IV «на пустое место под варницу с податными льготами на шесть лет» — в 1550 году.","— С. 26, 88), что 18 февраля 1526 года он «купил у Я. Ф. Бизимова треть варницы без цырена и треть варничного места за две гривны»; 15 июля 1540 — «у В. и Д. Вароницких варницу с цыреном и местом за семнадцать рублей»; а грамоту царя Ивана IV «на пустое место под варницу с податными льготами на шесть лет» — в 1550 году."
"Только первые два из них обошлись в крупную по тем временам сумму — 20 тысяч ₽.","Только первые два из них обошлись в крупную по тем временам сумму — 20 тысяч рублей."
"Снаряжение дружины обошлось более чем в 10 тысяч ₽.","Снаряжение дружины обошлось более чем в 10 тысяч рублей."
"Строгановы незамедлительно выделили 1000 ₽.","Строгановы незамедлительно выделили 1000 рублей."
"Спустя некоторое время было выделено еще 1500 ₽.","Спустя некоторое время было выделено еще 1500 рублей."
"Грамотой царя Василия Шуйского Никита Григорьевич Строганов 23 февраля (5 марта) 1610 года, а Андрей и Петр Семёновичи Строгановы 29 мая (8 июня) 1610 года за усердную службу царю и Отечеству во время государственной смуты и за денежные ссуды (около 842 тысяч ₽), были пожалованы особым почётным званием именитых людей.","Грамотой царя Василия Шуйского Никита Григорьевич Строганов 23 февраля (5 марта) 1610 года, а Андрей и Петр Семёновичи Строгановы 29 мая (8 июня) 1610 года за усердную службу царю и Отечеству во время государственной смуты и за денежные ссуды (около 842 тысяч рублей), были пожалованы особым почётным званием именитых людей."
"В 1877 году Александр Григорьевич Строганов продал Пермскому майорату за 1 млн ₽ свои 150009 десятин земли с Ленвенскими соляными промыслами.","В 1877 году Александр Григорьевич Строганов продал Пермскому майорату за 1 млн рублей свои 150009 десятин земли с Ленвенскими соляными промыслами."
"Эти соболи, = как и медвежья голова, означают, что предки баронов Строгановых способствовали в приобретении Сибири и оказали важную помощь в сохранении городов Пермского края.","Эти соболи, равно как и медвежья голова, означают, что предки баронов Строгановых способствовали в приобретении Сибири и оказали важную помощь в сохранении городов Пермского края."
"Эти соболи, = как и медвежья голова, означают, что предки баронов Строгановых способствовали в приобретении Сибири и оказали важную помощь в сохранении городов Пермского края.","Эти соболи, равно как и медвежья голова, означают, что предки баронов Строгановых способствовали в приобретении Сибири и оказали важную помощь в сохранении городов Пермского края."
"Пальмитирование Δ катенина по-видимому координирует стимулируемые нейрональной активностью изменения в адгезии синаптических молекул, синаптической структуре и локализации рецепторов, которые участвуют в формировании памяти.","Пальмитирование дельта катенина по-видимому координирует стимулируемые нейрональной активностью изменения в адгезии синаптических молекул, синаптической структуре и локализации рецепторов, которые участвуют в формировании памяти."
"Средний доход семьи в районе составлял 46 523 $, а средний доход семьи — 54 948 $.","Средний доход семьи в районе составлял 46 523 доллара, а средний доход семьи — 54 948 долларов."
"Средний доход мужчин составлял 35 978 $ по сравнению с 27 246 долларами у женщин.","Средний доход мужчин составлял 35 978 долларов по сравнению с 27 246 долларами у женщин."
"Доход на душу населения в городке составлял 22 292 $.","Доход на душу населения в городке составлял 22 292 доллара."
"Гришина готовила музыкальные № местных КВНовских команд (в том числе «Земляков» — предшественников команды «Уездный город»), побеждавших с ними на престижных фестивалях.","Гришина готовила музыкальные номера местных КВНовских команд (в том числе «Земляков» — предшественников команды «Уездный город»), побеждавших с ними на престижных фестивалях."
"Первая промежуточная секция была выпущена в апреле 2020 года и поначалу была включена в состав электровоза 2ЭС6, получившего № 1080.","Первая промежуточная секция была выпущена в апреле 2020 года и поначалу была включена в состав электровоза 2ЭС6, получившего номер 1080."
"Вопреки сложившейся в России практике именования серий локомотивов, трёхсекционные электровозы поначалу не обозначались как 3ЭС6, сохранив первоначальное обозначение серии 2ЭС6 и № в пределах этой серии, как и электровозы 2ЭС10 с третьей промежуточной секцией.","Вопреки сложившейся в России практике именования серий локомотивов, трёхсекционные электровозы поначалу не обозначались как 3ЭС6, сохранив первоначальное обозначение серии 2ЭС6 и номер в пределах этой серии, как и электровозы 2ЭС10 с третьей промежуточной секцией."
"Электровозы 2ЭС6 и 3ЭС6 получают трёхзначные и четырёхзначные № по возрастанию в порядке выпуска, начиная с 001, при этом № с 001 по 999 указываются в трёхзначном формате, а с 1000 и выше — в четырёхзначном.","Электровозы 2ЭС6 и 3ЭС6 получают трёхзначные и четырёхзначные номера по возрастанию в порядке выпуска, начиная с 001, при этом номера с 001 по 999 указываются в трёхзначном формате, а с 1000 и выше — в четырёхзначном."
"Маркировка с обозначением серии и № наносится в виде металлических букв и цифр на лобовой части кабины электровоза по центру между буферными фонарями в формате 2ЭС6—XXX (по 999) либо 2ЭС6—XXXX (с 1000), или 3ЭС6—XXXX, где XXX либо XXXX — № электровоза.","Маркировка с обозначением серии и номера наносится в виде металлических букв и цифр на лобовой части кабины электровоза по центру между буферными фонарями в формате 2ЭС6—XXX (по 999) либо 2ЭС6—XXXX (с 1000), или 3ЭС6—XXXX, где XXX либо XXXX — номер электровоза."
"На электровозах 2ЭС6 раннего выпуска по правому борту каждой секции также указан сетевой №, нанесённый между окном и дверью кабины машиниста чуть ниже уровня окон кабины.","На электровозах 2ЭС6 раннего выпуска по правому борту каждой секции также указан сетевой номер, нанесённый между окном и дверью кабины машиниста чуть ниже уровня окон кабины."
"До сегодняшнего дня только банки, входящие в систему, имеют право осуществлять эмиссию $.","До сегодняшнего дня только банки, входящие в систему, имеют право осуществлять эмиссию долларов."
"Он задекларировал доход за 2009 год в размере 73 млн 89 тысяч ₽.","Он задекларировал доход за 2009 год в размере 73 млн 89 тысяч рублей."
"Поразившись «энтузиазму, с которым люди идут на референдум», отмечал, что «результаты голосования впечатляют» — «более 95 % населения республики проголосовали за вхождение Крыма в состав России».","Поразившись «энтузиазму, с которым люди идут на референдум», отмечал, что «результаты голосования впечатляют» — «более 95 процентов населения республики проголосовали за вхождение Крыма в состав России»."
"За 2016 год задекларировал годовой доход в размере 6 миллионов ₽, а также один земельный участок, два жилых дома, четыре квартиры, три машиноместа и три автомобиля — Lexus LS, Porsche Cayenne и Volkswagen Touareg.","За 2016 год задекларировал годовой доход в размере 6 миллионов рублей, а также один земельный участок, два жилых дома, четыре квартиры, три машиноместа и три автомобиля — Lexus LS, Porsche Cayenne и Volkswagen Touareg."
"Города Глазго, Эдинбург, Абердин и Данди обладают статусом отдельных округов, = как и Хайленд, который включает в себя территорию трети Шотландии, но имеет население всего чуть больше 200 000 человек.","Города Глазго, Эдинбург, Абердин и Данди обладают статусом отдельных округов, равно как и Хайленд, который включает в себя территорию трети Шотландии, но имеет население всего чуть больше 200 000 человек."
"В 2006 году генетические исследования показали, что более 50 % английских генов содержат германские Y хромосомы, хотя другие генетические анализы свидетельствуют о том, что «примерно 75 % прослеживаемых предков современного британского населения прибыло на Британские острова примерно 6200 лет назад, в начале британского Неолита или Каменного века», а также британцы имеют во многом общих предков с басками.","В 2006 году генетические исследования показали, что более 50 процентов английских генов содержат германские Y хромосомы, хотя другие генетические анализы свидетельствуют о том, что «примерно 75 % прослеживаемых предков современного британского населения прибыло на Британские острова примерно 6200 лет назад, в начале британского Неолита или Каменного века», а также британцы имеют во многом общих предков с басками."
"Фунт Стерлингов является третьей крупнейшей резервной валютой в мире (после $ США и евро).","Фунт Стерлингов является третьей крупнейшей резервной валютой в мире (после доллара США и евро)."
"В 2009 году британские фильмы собрали 2 миллиарда $ по всему миру, получив 7 % долю рынка в мире и 17 % внутри самой Великобритании.","В 2009 году британские фильмы собрали 2 миллиарда долларов по всему миру, получив 7 % долю рынка в мире и 17 % внутри самой Великобритании."
"Балмочных наряду с капитаном сборной Беларуси Олегом Антоненко стал лидером «Динамо», которое привел к золотым медалям, став с 13 очками (6 шайб + 7 результативных передач) лучшим бомбардиром плей-офф белорусской экстралиги.","Балмочных наряду с капитаном сборной Беларуси Олегом Антоненко стал лидером «Динамо», которое привел к золотым медалям, став с 13 очками (6 шайб плюс 7 результативных передач) лучшим бомбардиром плей-офф белорусской экстралиги."
"При первом посещении Митавы (ныне Елгавы) в 1887 году Высокопреосвященный Арсений осмотрел непредставительный кладбищенский храм, переделанный из часовни, и предложил настоятелю, причту и старосте немедленно позаботиться о постройке нового кладбищенского храма на средства, имевшиеся для этой цели у местного церковного попечительства (около 7000 ₽) и начать сбор пожертвований для этой цели.","При первом посещении Митавы (ныне Елгавы) в 1887 году Высокопреосвященный Арсений осмотрел непредставительный кладбищенский храм, переделанный из часовни, и предложил настоятелю, причту и старосте немедленно позаботиться о постройке нового кладбищенского храма на средства, имевшиеся для этой цели у местного церковного попечительства (около 7000 рублей) и начать сбор пожертвований для этой цели."
