question,answer
"Спасаясь от патруля, Вангелис находит приют в местной церкви, где исповедуется тамошнему священнику, который даёт Вангелису понять, что всё же осуждает его, потому что сам во время Второй Мировой войны убил множество гестаповцев, чтобы отомстить за смерть родителей, но в итоге не обрёл душевного покоя, так как убивать людей, по его мнению, всё = ужасно.","Спасаясь от патруля, Вангелис находит приют в местной церкви, где исповедуется тамошнему священнику, который даёт Вангелису понять, что всё же осуждает его, потому что сам во время Второй Мировой войны убил множество гестаповцев, чтобы отомстить за смерть родителей, но в итоге не обрёл душевного покоя, так как убивать людей, по его мнению, всё равно ужасно."
"Суббота — 19 июля выдалась для москвичей и гостей столицы жаркой — 22 ° тепла, солнечно.","Суббота — 19 июля выдалась для москвичей и гостей столицы жаркой — 22 градуса тепла, солнечно."
"Японцы извинились и выплатили неустойку в 30 тысяч $.","Японцы извинились и выплатили неустойку в 30 тысяч долларов."
"14 монет из серебра 900-й пробы номиналом 5 ₽","14 монет из серебра 900-й пробы номиналом 5 рублей"
"14 монет из серебра 900-й пробы номиналом 10 ₽","14 монет из серебра 900-й пробы номиналом 10 рублей"
"6 монет из золота 900-й пробы номиналом 100 ₽","6 монет из золота 900-й пробы номиналом 100 рублей"
"5 монет из платины 999-й пробы номиналом 150 ₽","5 монет из платины 999-й пробы номиналом 150 рублей"
"В скором времени, действительно, раздаются человеческие вопли и — люди с мечами в руках (англ. Soon you'll hear the sound of people shouting // you will see the claymores in their hands) выходят сражаться друг с другом — по причинам, которые, «даже если б вы знали, всё = бы не поняли» (англ. If you knew the reason for their fighting you would never understand).","В скором времени, действительно, раздаются человеческие вопли и — люди с мечами в руках (англ. Soon you'll hear the sound of people shouting // you will see the claymores in their hands) выходят сражаться друг с другом — по причинам, которые, «даже если б вы знали, всё равно бы не поняли» (англ. If you knew the reason for their fighting you would never understand)."
"В марте 2016 года китайские венчурные фонды вложили в её проект 12 млн ¥ (около 1,85 млн $).","В марте 2016 года китайские венчурные фонды вложили в её проект 12 млн юаней (около 1,85 млн долларов)."
"Шанхайский ретейлер Lily&Beauty заплатил ей 22 млн ¥ (около 3,4 млн $) за 30-секундный рекламный ролик.","Шанхайский ретейлер Lily&Beauty заплатил ей 22 млн юаней (около 3,4 млн долларов) за 30-секундный рекламный ролик."
"Официальное обоснование задержания — уголовное дело по обвинению в краже 85 тысяч ₽ у родственников.","Официальное обоснование задержания — уголовное дело по обвинению в краже 85 тысяч рублей у родственников."
"Символьные имена сигналов используются вместо номеров, так как в разных реализациях № сигналов могут различаться.","Символьные имена сигналов используются вместо номеров, так как в разных реализациях номера сигналов могут различаться."
"В случае если участник соревнований не смог завершить гонку ему начислялось количество очков, равное количеству участников + один.","В случае если участник соревнований не смог завершить гонку ему начислялось количество очков, равное количеству участников плюс один."
"Олег согласился, с условием, что заказчик заплатит ему 5 тысяч $, из них 600 авансом.","Олег согласился, с условием, что заказчик заплатит ему 5 тысяч долларов, из них 600 авансом."
"Вскоре Тарасов пошёл к Трудоношину чтобы забрать 4 400 $ и передать их исполнителям убийства, но тот выдал только 1300, а на следующий день оборвал с Тарасовым все контакты.","Вскоре Тарасов пошёл к Трудоношину чтобы забрать 4 400 долларов и передать их исполнителям убийства, но тот выдал только 1300, а на следующий день оборвал с Тарасовым все контакты."
"Когда люди в милицейской форме зашли в гараж Ронжина, бандиты как раз занимались перебивкой №.","Когда люди в милицейской форме зашли в гараж Ронжина, бандиты как раз занимались перебивкой номера."
"«В Воздушно-космических силах более 70 % зенитных ракетных полков перевооружены на современные системы С-400.","«В Воздушно-космических силах более 70 процентов зенитных ракетных полков перевооружены на современные системы С-400."
"12 сентября 2017 года было объявлено о подписании контракта на 2,5 млрд $ на поставку систем Турции.","12 сентября 2017 года было объявлено о подписании контракта на 2,5 млрд долларов на поставку систем Турции."
"В преддверии переговоров в Сочи между президентом Путиным и президентом Эрдоганом, которые прошли 22 октября, глава МИД РФ Сергей Лавров заявил, что цель российского руководства состоит в том, «чтобы достичь положения, когда все структуры курдов на сирийской территории будут прочно вписаны в правовое поле Сирийской Арабской Республики, в сирийскую Конституцию, чтобы на территории САР не было незаконных вооружённых формирований и с её территории не исходила какая-либо угроза безопасности Турецкой Республики, = как и других государств».","В преддверии переговоров в Сочи между президентом Путиным и президентом Эрдоганом, которые прошли 22 октября, глава МИД РФ Сергей Лавров заявил, что цель российского руководства состоит в том, «чтобы достичь положения, когда все структуры курдов на сирийской территории будут прочно вписаны в правовое поле Сирийской Арабской Республики, в сирийскую Конституцию, чтобы на территории САР не было незаконных вооружённых формирований и с её территории не исходила какая-либо угроза безопасности Турецкой Республики, равно как и других государств»."
"Его картины отличаются уточнённым подбором красок; широко известны работы ν кисти Я. ван Лоо.","Его картины отличаются уточнённым подбором красок; широко известны работы ню кисти Я. ван Лоо."
"9 августа 2007 года, а затем повторно 22 февраля 2008 года прокуратурой Республики Коми Савве было предъявлено обвинение по ч. 1 ст. 282 УК РФ «Возбуждение ненависти либо вражды, а = унижение человеческого достоинства… совершенные публично или с использованием средств массовой информации».","9 августа 2007 года, а затем повторно 22 февраля 2008 года прокуратурой Республики Коми Савве было предъявлено обвинение по ч. 1 ст. 282 УК РФ «Возбуждение ненависти либо вражды, а равно унижение человеческого достоинства… совершенные публично или с использованием средств массовой информации»."
"Похоронен 30 июля 2008 года на Ваганьковском кладбище (участок № 48).","Похоронен 30 июля 2008 года на Ваганьковском кладбище (участок номер 48)."
"Анна Уиллесс Уильямс (англ. Anna Willess Williams) — американская учительница, более известна как модель, которую английский гравёр Джорж Т. Морган изобразил на лицевой стороне Моргановского $.","Анна Уиллесс Уильямс (англ. Anna Willess Williams) — американская учительница, более известна как модель, которую английский гравёр Джорж Т. Морган изобразил на лицевой стороне Моргановского доллара."
"В начале 1876 года Казначейство США пригласило молодого английского гравёра Джоржа Т. Моргана для разработки дизайна нового серебряного $ США, который должен был заменить устаревшую к тому времени монету, изображавшую «сидящую Свободу», напоминающую английский символ — «Британию».","В начале 1876 года Казначейство США пригласило молодого английского гравёра Джоржа Т. Моргана для разработки дизайна нового серебряного доллара США, который должен был заменить устаревшую к тому времени монету, изображавшую «сидящую Свободу», напоминающую английский символ — «Британию»."
"Позже Морган добавил к профилю фригийский колпак и в 1877 году он сделал дизайн для монеты в полдоллара (вариант не чеканился), в с 1878 года стал чеканиться серебряный $.","Позже Морган добавил к профилю фригийский колпак и в 1877 году он сделал дизайн для монеты в полдоллара (вариант не чеканился), в с 1878 года стал чеканиться серебряный доллар."
"Хотя условием Уильямс было сохранение тайны её участия в дизайне $, в 1879 году филадельфийский репортёр узнал, что именно Уильямс — «девушка с серебряного $».","Хотя условием Уильямс было сохранение тайны её участия в дизайне доллара, в 1879 году филадельфийский репортёр узнал, что именно Уильямс — «девушка с серебряного доллара»."
"В 2002 году объём товарооборота между государствами составил сумму 760 000 $ США.","В 2002 году объём товарооборота между государствами составил сумму 760 000 долларов США."
"Помимо помощи правительству Коморских Островов в борьбе с малярией, Пекин также согласился предоставить 30 миллионов $ США на финансирование установки подводной оптоволоконной сети, связывающей Коморские Острова с остальной частью Восточной Африки.","Помимо помощи правительству Коморских Островов в борьбе с малярией, Пекин также согласился предоставить 30 миллионов долларов США на финансирование установки подводной оптоволоконной сети, связывающей Коморские Острова с остальной частью Восточной Африки."
"Название горы отличается большой вариативностью: Шахтау, Шах-тау, Шах-Тау, Шакетау, Шэкетау, Ашак-τ, Царь-гора.","Название горы отличается большой вариативностью: Шахтау, Шах-тау, Шах-Тау, Шакетау, Шэкетау, Ашак-тау, Царь-гора."
"Объём инвестиций в 2015 году составил 16,5 млн ₽.","Объём инвестиций в 2015 году составил 16,5 млн рублей."
"По его специальной резолюции, фельдмаршал был вынужден передать жене свой наследственный московский дом, на Большой Никитской, д. 44, и увеличить выдаваемое ей ежегодно содержание до 8000 ₽.","По его специальной резолюции, фельдмаршал был вынужден передать жене свой наследственный московский дом, на Большой Никитской, д. 44, и увеличить выдаваемое ей ежегодно содержание до 8000 рублей."
"Вестервальд имеет официальный № D39.","Вестервальд имеет официальный номер D39."
"К Октябрьской революции 1917 года Воронов отнёсся лояльно, продолжая издания «Русской Старины» (последний № за октябрь — декабрь 1918 года вышел 3 октября 1919 года), ведя преподавательскую работу в 1-й Петроградской пехотной школы и работая старшим архивариусом I отделения III секции Единого государственного архивного фонда (ЕГАФ).","К Октябрьской революции 1917 года Воронов отнёсся лояльно, продолжая издания «Русской Старины» (последний номер за октябрь — декабрь 1918 года вышел 3 октября 1919 года), ведя преподавательскую работу в 1-й Петроградской пехотной школы и работая старшим архивариусом I отделения III секции Единого государственного архивного фонда (ЕГАФ)."
"Ввиду этого Севпрос просит все учреждения и организации, а = и отдельных административных лиц оградить неприкосновенность его личности и без предварительного сношения с Севпросом не препятствовать его свободному проживанию, архивным работам и переездам"","Ввиду этого Севпрос просит все учреждения и организации, а равно и отдельных административных лиц оградить неприкосновенность его личности и без предварительного сношения с Севпросом не препятствовать его свободному проживанию, архивным работам и переездам""
