question,answer
"Значительный ущерб нанесла химатака 2 июля, когда за полтора часа отрава проникла более чем на 20 км в сторону Молодечно.","Значительный ущерб нанесла химатака 2 июля, когда за полтора часа отрава проникла более чем на 20 километров в сторону Молодечно."
"18–29 марта 1916 года, в 20-ти км севернее Сморгони, у посёлка Вишнево и озера Нарочь, наступала 2-я рос. армия.","18–29 марта 1916 года, в 20-ти километрах севернее Сморгони, у посёлка Вишнево и озера Нарочь, наступала 2-я российская армия."
"Ёмкость Первого городского пруда при создании составила один млн кубических м.","Ёмкость Первого городского пруда при создании составила один миллион кубических метров."
"Этот мост — пешеходный, дл. — 330 м, шир. — 6 м.","Этот мост — пешеходный, длина — 330 метров, ширина — 6 метров."
"На ней была только одна кольцевая линия длиной ок. км, а поезда состояли из двух сцепленных вместе трамвайных вагонов.","На ней была только одна кольцевая линия длиной около километра, а поезда состояли из двух сцепленных вместе трамвайных вагонов."
"В наст. время в парке работают аттракционы — колесо обозрения (появилось в начале 1950-х годов), «Ромашка», «Вихрь», «Колокольчик», «Орбита», «Весёлые горки», американские горки, башня свободного падения «Стелла» (выс. 32 м), два аттракциона «Клоун», башня свободного падения «Шторм» (выс. 12 м), «Глобус», скачущая лавка «Шалена гойдалка», горка «Отважные пилоты» и др.","В настоящее время в парке работают аттракционы — колесо обозрения (появилось в начале 1950-х годов), «Ромашка», «Вихрь», «Колокольчик», «Орбита», «Весёлые горки», американские горки, башня свободного падения «Стелла» (высота 32 метра), два аттракциона «Клоун», башня свободного падения «Шторм» (высота 12 метров), «Глобус», скачущая лавка «Шалена гойдалка», горка «Отважные пилоты» и другие."
"Первая очередь дельфинария площадью 4 тыс. квадратных м была из построена из сборных металлических конструкций, а через г на этом же месте построили стационарное здание большего размера.","Первая очередь дельфинария площадью 4 тысячи квадратных метров была из построена из сборных металлических конструкций, а через год на этом же месте построили стационарное здание большего размера."
"Одновременно дельфинарий смогут посетить 800—850 чел., бассейна глубиной 5 м и диаметром ок. 24 м, объём бассейна — 1400 м³.","Одновременно дельфинарий смогут посетить 800—850 человек, бассейна глубиной 5 метров и диаметром около 24 метров, объём бассейна — 1400 м³."
"Примерно в ста м от берега гвардейцы оставили лодку и, добравшись до берега, немедленно стали окапываться.","Примерно в ста метрах от берега гвардейцы оставили лодку и, добравшись до берега, немедленно стали окапываться."
"Устройство работает либо от четырёх батареек типа АА, либо от адаптера питания на 6 В.","Устройство работает либо от четырёх батареек типа АА, либо от адаптера питания на 6 вольт."
"д. находится в центральной части Нижегородской области, в зоне хвойно-широколиственных лесов, на левом берегу реки Поржмы, к северу от автодороги 22Н-0705, на расстоянии приблизительно 19 км (по прямой) к северо-востоку от города Бора, административного центра района.","Деревня находится в центральной части Нижегородской области, в зоне хвойно-широколиственных лесов, на левом берегу реки Поржмы, к северу от автодороги 22Н-0705, на расстоянии приблизительно 19 километров (по прямой) к северо-востоку от города Бора, административного центра района."
"Абсолютная выс. — 85 м над уровнем моря.","Абсолютная высота — 85 метров над уровнем моря."
"Особенности совокупления до конца не изучены, но некоторые случаи совокупления являются быстрыми и длятся менее 60 с.","Особенности совокупления до конца не изучены, но некоторые случаи совокупления являются быстрыми и длятся менее 60 секунд."
"д. находится в западной части района, в пределах восточной окраины Восточно-Европейской равнины, на левом берегу реки Юсьвы, на расстоянии приблизительно 6 км (по прямой) к юго-западу от села Юсьвы, административного центра округа.","Деревня находится в западной части района, в пределах восточной окраины Восточно-Европейской равнины, на левом берегу реки Юсьвы, на расстоянии приблизительно 6 километров (по прямой) к юго-западу от села Юсьвы, административного центра округа."
"Абсолютная выс. — 133 м над уровнем моря.","Абсолютная высота — 133 метра над уровнем моря."
"В наст. время пл. кладбища составляет 263 564 квадратных м.","В настоящее время площадь кладбища составляет 263 564 квадратных метров."
"8 дек. 2021 года дебютировал в КХЛ, сыграв 54 с в домашнем матче «Металлурга» против «Куньлуня» (6:4).","8 декабря 2021 года дебютировал в КХЛ, сыграв 54 секунды в домашнем матче «Металлурга» против «Куньлуня» (6:4)."
"Одна из сильнейших пловчих мира на дистанциях 800 и 1500 м вольным стилем с конца 1990-х до конца 2000-х годов.","Одна из сильнейших пловчих мира на дистанциях 800 и 1500 метров вольным стилем с конца 1990-х до конца 2000-х годов."
"Она выиграла первую золотую медаль в международных соревнованиях на чемпионате Европы 2000 года в плавании на 800 м.","Она выиграла первую золотую медаль в международных соревнованиях на чемпионате Европы 2000 года в плавании на 800 метров."
"В Олимпийских играх 2000 года она была четвёртой в плавании на 800 м вольным стилем (1,62 сек от третьего результата).","В Олимпийских играх 2000 года она была четвёртой в плавании на 800 метров вольным стилем (1,62 сек от третьего результата)."
"Также она участвовала в плавании на 400 м, но не прошла в финал.","Также она участвовала в плавании на 400 метров, но не прошла в финал."
"В Олимпийских играх 2004 года она участвовала в двух соревнованиях, плавании на 800 м и эстафете 4×200, но ни в одном не вышла в финал.","В Олимпийских играх 2004 года она участвовала в двух соревнованиях, плавании на 800 метров и эстафете 4×200, но ни в одном не вышла в финал."
"В третий раз она участвовала Олимпийских играх в Пекине, в плавании вольным стилем на 400 и на 800 м.","В третий раз она участвовала Олимпийских играх в Пекине, в плавании вольным стилем на 400 и на 800 метров."
"Врангельсбург находится приблизительно в 5 км северо-восточнее Цюссова и в 15 км юго-восточнее Грайфсвальда.","Врангельсбург находится приблизительно в 5 километрах северо-восточнее Цюссова и в 15 километрах юго-восточнее Грайфсвальда."
"Одним километром западнее посёлка проходит федеральная дорога 109 (нем. Bundesstraße 109 (B 109)), а 1,5 км южнее федеральная дорога 111 (нем. Bundesstraße 111 (B 111)).","Одним километром западнее посёлка проходит федеральная дорога 109 (нем. Bundesstraße 109 (B 109)), а 1,5 километрами южнее федеральная дорога 111 (нем. Bundesstraße 111 (B 111))."
"Естественное русло р. Нерской заключено в канал длиной 8,5 км и шириной 40 м в обход заболоченной низкой поймы.","Естественное русло р. Нерской заключено в канал длиной 8,5 км и шириной 40 метров в обход заболоченной низкой поймы."
"2-й вице-президент (террит. планирование и развитие) — Па Боен (Разные правые, кантон Айи-сюр-Нуа)","2-й вице-президент (территориальное планирование и развитие) — Паскаль Боен (Разные правые, кантон Айи-сюр-Нуа)"
"Абсолютная выс. 132 м над уровнем моря.","Абсолютная высота 132 метра над уровнем моря."
"Каждый пробег был протяженностью не меньше 1 200 км.","Каждый пробег был протяженностью не меньше 1 200 километров."
"Самые длинные пробеги: через пустыню Каракумы в апреле 1992 года (1 200 км за 20 дней), Сахару с 25 февраля по 23 марта 1993 года (1700 км за 24 дня), пустыню Большая Виктория (Австралия) с 24 ноября по 15 дек. 1993 года (1600 км за 22 дня), пустыню Невада (США) с 1 по 19 апреля 1994 года (1 218 км за 17 дней).","Самые длинные пробеги: через пустыню Каракумы в апреле 1992 года (1 200 км за 20 дней), Сахару с 25 февраля по 23 марта 1993 года (1700 километров за 24 дня), пустыню Большая Виктория (Австралия) с 24 ноября по 15 декабря 1993 года (1600 км за 22 дня), пустыню Невада (США) с 1 по 19 апреля 1994 года (1 218 км за 17 дней)."
"С 1 по 15 июня 1991 года за 15 дней пробежал 30 классических марафонов (по 2 марафона в день) с результатом в среднем за марафон-4 часа 00 минут 54 с.","С 1 по 15 июня 1991 года за 15 дней пробежал 30 классических марафонов (по 2 марафона в день) с результатом в среднем за марафон-4 часа 00 минут 54 секунды."
