question,answer
"Из-за чрезмерного выпуска к концу 1780-х годов стоимость ассигнаций по отношению к серебряным монетам уменьшилась, в результате чего рубль серебром перестал быть единственной денежной единицей, его дополнил рубль ассигнациями (по мнению И. И. Кауфмана, рождение новой денежной единицы в виде ₽ ассигнациями относится к 1810 году).","Из-за чрезмерного выпуска к концу 1780-х годов стоимость ассигнаций по отношению к серебряным монетам уменьшилась, в результате чего рубль серебром перестал быть единственной денежной единицей, его дополнил рубль ассигнациями (по мнению И. И. Кауфмана, рождение новой денежной единицы в виде рубля ассигнациями относится к 1810 году)."
"Курс ассигнационного ₽ к серебру непрерывно понижался из-за избыточного количества ассигнаций в обороте и вызванной этим инфляции.","Курс ассигнационного рубля к серебру непрерывно понижался из-за избыточного количества ассигнаций в обороте и вызванной этим инфляции."
"В период с 1769 года по 1840 год серебряный рубль оставался вспомогательной денежной единицей, реализованной в виде ограниченного набора серебряных монет (от 5 копеек до 1 ₽), имевших рыночный курс обмена с ассигнационным рублём.","В период с 1769 года по 1840 год серебряный рубль оставался вспомогательной денежной единицей, реализованной в виде ограниченного набора серебряных монет (от 5 копеек до 1 рубля), имевших рыночный курс обмена с ассигнационным рублём."
"Безудержная инфляция привела к повышению закупочных цен на медь, что по предложению Платона Зубова, фаворита императрицы, можно было исправить снижением монетной стопы с 16 до 32 ₽.","Безудержная инфляция привела к повышению закупочных цен на медь, что по предложению Платона Зубова, фаворита императрицы, можно было исправить снижением монетной стопы с 16 до 32 рублей."
"Первая попытка остановить инфляцию ассигнационного ₽ и уравнять его с серебряным была предпринята императором Павлом I в ходе его денежной реформы 1796—1798 годов.","Первая попытка остановить инфляцию ассигнационного рубля и уравнять его с серебряным была предпринята императором Павлом I в ходе его денежной реформы 1796—1798 годов."
"Во время войны из-за изготовления Францией фальшивых ассигнаций, а также из-за их дополнительной эмиссии Российской империей, курс бумажного ₽ сильно упал.","Во время войны из-за изготовления Францией фальшивых ассигнаций, а также из-за их дополнительной эмиссии Российской империей, курс бумажного рубля сильно упал."
"В числе прочего, в 1861 году рассматривался проект девальвации серебряного ₽ с четырёхкратным снижением его веса чистого металла, составлявшего в то время 18 грамм, что уравняло бы его с французским франком, на тот момент одной из основных европейских валют.","В числе прочего, в 1861 году рассматривался проект девальвации серебряного рубля с четырёхкратным снижением его веса чистого металла, составлявшего в то время 18 грамм, что уравняло бы его с французским франком, на тот момент одной из основных европейских валют."
"Главной целью реформы, которой она не смогла достичь, было повышение официального курса кредитного ₽ до его заявленного номинала.","Главной целью реформы, которой она не смогла достичь, было повышение официального курса кредитного рубля до его заявленного номинала."
"1 мая 1862 года было объявлено о начале его обмена на золотые монеты достоинством в 5 ₽ и серебряные монеты номиналом 1 рубль, 50 и 25 копеек по курсу, устанавливаемому Государственным банком.","1 мая 1862 года было объявлено о начале его обмена на золотые монеты достоинством в 5 рублей и серебряные монеты номиналом 1 рубль, 50 и 25 копеек по курсу, устанавливаемому Государственным банком."
"Параметры ₽ и остальной линейки разменных монет соответствовали стандартам имперской чеканки.","Параметры рубля и остальной линейки разменных монет соответствовали стандартам имперской чеканки."
"Со сворачиванием реформы и нарастанием экономического кризиса, валютный курс ₽ был девальвирован.","Со сворачиванием реформы и нарастанием экономического кризиса, валютный курс рубля был девальвирован."
"На этом закончилась история серебряного ₽ в стране, как монеты, последние пробные экземпляры были отчеканены в незначительном количестве в 1928 году.","На этом закончилась история серебряного рубля в стране, как монеты, последние пробные экземпляры были отчеканены в незначительном количестве в 1928 году."
"Полное истощение казны из-за длительных войн, а также почти полное выпадение серебра из оборота внутри страны привели к появлению ассигнационного ₽, с обменом исключительно на медь.","Полное истощение казны из-за длительных войн, а также почти полное выпадение серебра из оборота внутри страны привели к появлению ассигнационного рубля, с обменом исключительно на медь."
"Сейчас, в связи с сокращением объёмов производства, эта проблема практически отсутствует, но народная память всё = связывает бронхиты и кашель с «выбросами».","Сейчас, в связи с сокращением объёмов производства, эта проблема практически отсутствует, но народная память всё равно связывает бронхиты и кашель с «выбросами»."
"Бейкер продавал бисквиты по два $ за штуку, в то время как средний заработок в США не достигал 150 $ в месяц.","Бейкер продавал бисквиты по два доллара за штуку, в то время как средний заработок в США не достигал 150 долларов в месяц."
"В декабре 2009 года ЕС предоставил Марокко пожертвование в размере 771 млн марокканских дирхамов (100 млн $ США) для поощрения инвестиций и экспорта, а также для финансирования проекта трамвайной линии Рабат-Сале.","В декабре 2009 года ЕС предоставил Марокко пожертвование в размере 771 млн марокканских дирхамов (100 млн долларов США) для поощрения инвестиций и экспорта, а также для финансирования проекта трамвайной линии Рабат-Сале."
"Почтовая марка «Минни и Дональд в ролях Катарины и Петручио», Сент-Винсент и Гренадины, 1990 год; номинал: 5 $ США.","Почтовая марка «Минни и Дональд в ролях Катарины и Петручио», Сент-Винсент и Гренадины, 1990 год; номинал: 5 долларов США."
"Поначалу переписывался с Акари, но в какой-то момент перестал отправлять письма и сообщения, однако это все = породило волну слухов в школе о том, что у него есть девушка в Токио.","Поначалу переписывался с Акари, но в какой-то момент перестал отправлять письма и сообщения, однако это все равно породило волну слухов в школе о том, что у него есть девушка в Токио."
"Исследованные отдельные образцы одежды содержат несколько завышенные количества радиоактивных веществ или радиоактивного вещества, являющегося β-излучателем.","Исследованные отдельные образцы одежды содержат несколько завышенные количества радиоактивных веществ или радиоактивного вещества, являющегося бета-излучателем."
"Обнаруженные радиоактивные вещества или радиоактивное вещество при промывке образцов одежды проявляют тенденцию к смыванию, то есть вызваны не нейтронным потоком и наведённой радиоактивностью, а радиоактивным загрязнением β-частицами.","Обнаруженные радиоактивные вещества или радиоактивное вещество при промывке образцов одежды проявляют тенденцию к смыванию, то есть вызваны не нейтронным потоком и наведённой радиоактивностью, а радиоактивным загрязнением бета-частицами."
"Измеренная на этих участках интенсивность β-распада после пересчёта результата на площадь 150 см² составила:","Измеренная на этих участках интенсивность бета-распада после пересчёта результата на площадь 150 см² составила:"
"Из ответов эксперта на дополнительные вопросы следует, что загрязнение β-излучателем до 5000 распадов в минуту со 150 см² считалось нормальным для людей, работающих с радиоактивными материалами.","Из ответов эксперта на дополнительные вопросы следует, что загрязнение бета-излучателем до 5000 распадов в минуту со 150 см² считалось нормальным для людей, работающих с радиоактивными материалами."
"Некоторые исследователи считают подозрительным отсутствие на обложке и в сопутствующей переписке регистрационного № дела, однако в ходе проверки дела Генпрокуратурой РФ выяснилось, что это было типично для прекращённых дел соответствующего периода.","Некоторые исследователи считают подозрительным отсутствие на обложке и в сопутствующей переписке регистрационного номера дела, однако в ходе проверки дела Генпрокуратурой РФ выяснилось, что это было типично для прекращённых дел соответствующего периода."
"В начале 2010-х годов тур, включая доставку на вездеходе, обходился не менее чем в 24 тысячи ₽.","В начале 2010-х годов тур, включая доставку на вездеходе, обходился не менее чем в 24 тысячи рублей."
"Награждение Аннинской медалью производилось одновременно с назначением единовременной денежной суммы, от 10 до 100 ₽ в зависимости от заслуги.","Награждение Аннинской медалью производилось одновременно с назначением единовременной денежной суммы, от 10 до 100 рублей в зависимости от заслуги."
"В 2022 году журнал Forbes оценил его состояние в 1 миллиард $, что сделало его вторым самым богатым хип-хоп исполнителем после Jay-Z (1,5 млрд).","В 2022 году журнал Forbes оценил его состояние в 1 миллиард долларов, что сделало его вторым самым богатым хип-хоп исполнителем после Jay-Z (1,5 млрд)."
"В 2003 году Комбс участвовал в Нью-Йоркском марафоне, собрав 2 миллиона $ для системы образования города Нью-Йорка.","В 2003 году Комбс участвовал в Нью-Йоркском марафоне, собрав 2 миллиона долларов для системы образования города Нью-Йорка."
"Журнал Forbes подсчитал, что за год, заканчивающийся в мае 2017 года, Комбс заработал 130 миллионов $, поместив его на первое место среди артистов.","Журнал Forbes подсчитал, что за год, заканчивающийся в мае 2017 года, Комбс заработал 130 миллионов долларов, поместив его на первое место среди артистов."
"В 2019 году его предполагаемый собственный капитал составлял 740 миллионов $.","В 2019 году его предполагаемый собственный капитал составлял 740 миллионов долларов."
"Калифорнийский миллиардер Роналд Бёркл инвестировал в компанию 100 миллионов $ в 2003 году.","Калифорнийский миллиардер Роналд Бёркл инвестировал в компанию 100 миллионов долларов в 2003 году."
"21 октября 2008 года Комбс приобрёл линию одежды Enyce у Лиз Клэйборн за 20 миллионов $.","21 октября 2008 года Комбс приобрёл линию одежды Enyce у Лиз Клэйборн за 20 миллионов долларов."
"На 16-й день рождения Джастина Комбс подарил ему автомобиль за 360 тысяч $ Maybach.","На 16-й день рождения Джастина Комбс подарил ему автомобиль за 360 тысяч долларов Maybach."
"Комбсу принадлежит дом в Алпайн, Нью-Джерси, который он купил за 7 миллионов $.","Комбсу принадлежит дом в Алпайн, Нью-Джерси, который он купил за 7 миллионов долларов."
"Вместе с Jay-Z он выделил 1 миллион $, чтобы помочь поддержать жертв урагана Катрина в 2005 году, и подарил жертвам одежду из своей линии одежды Sean John.","Вместе с Jay-Z он выделил 1 миллион долларов, чтобы помочь поддержать жертв урагана Катрина в 2005 году, и подарил жертвам одежду из своей линии одежды Sean John."
"В 2016 году Комбс пожертвовал 1 миллион $ Говардскому университету для создания стипендиального фонда Шона Комбса, чтобы помочь студентам, которые не в состоянии оплатить их обучение.","В 2016 году Комбс пожертвовал 1 миллион долларов Говардскому университету для создания стипендиального фонда Шона Комбса, чтобы помочь студентам, которые не в состоянии оплатить их обучение."
"Адвокаты рэпера предложили залог в размере 50 миллионов $, но 18 сентября второй судья Эндрю Л. Картер-младший отклонил залог, поскольку он обеспокоен угрозами или запугиванием потенциальных свидетелей.","Адвокаты рэпера предложили залог в размере 50 миллионов долларов, но 18 сентября второй судья Эндрю Л. Картер-младший отклонил залог, поскольку он обеспокоен угрозами или запугиванием потенциальных свидетелей."
"Первый № «Казанского Телеграфа» увидел свет 11 (23) апреля 1893 г. в типографии "Товарищества «А. А. Печёнкина и Ко».","Первый номер «Казанского Телеграфа» увидел свет 11 (23) апреля 1893 г. в типографии "Товарищества «А. А. Печёнкина и Ко»."
"Всего было издано 7103 №, в том числе: в 1893 г. — 247, в 1894 г. — 326, в 1895 г. — 324, в 1896 г. — 293, в 1897—1898 гг. — по 322, в 1899 г. — 321, в 1900 г. — 286, в 1901 г. — 282, в 1902 г. — 279, в 1903 г. — 282, в 1904 г. — 324, в 1905 г. — 269, в 1906—1907 гг. — по 287, в 1908 г. — 290, в 1909 г. — 287, в 1910 г. — 290, в 1911 г. — 288, в 1912 г. — 289, в 1913 г. — 286, в 1914 г. — 290, в 1915—1916 гг. — по 288, в 1917 г. — 56.","Всего было издано 7103 номера, в том числе: в 1893 г. — 247, в 1894 г. — 326, в 1895 г. — 324, в 1896 г. — 293, в 1897—1898 гг. — по 322, в 1899 г. — 321, в 1900 г. — 286, в 1901 г. — 282, в 1902 г. — 279, в 1903 г. — 282, в 1904 г. — 324, в 1905 г. — 269, в 1906—1907 гг. — по 287, в 1908 г. — 290, в 1909 г. — 287, в 1910 г. — 290, в 1911 г. — 288, в 1912 г. — 289, в 1913 г. — 286, в 1914 г. — 290, в 1915—1916 гг. — по 288, в 1917 г. — 56."
"Последний № (7103) вышел 11 марта 1917 г.","Последний номер (7103) вышел 11 марта 1917 г."
"Однако уже в апреле 1917 г. пятнадцать типографских наборщиков, припомнив в открытом обращении к Н. А. Ильяшенко его «погромную, черносотенную деятельность», отказались работать на «одного из врагов народа», после чего издание «Голоса Казани» прекратилось (всего известны 22 № газеты).","Однако уже в апреле 1917 г. пятнадцать типографских наборщиков, припомнив в открытом обращении к Н. А. Ильяшенко его «погромную, черносотенную деятельность», отказались работать на «одного из врагов народа», после чего издание «Голоса Казани» прекратилось (всего известны 22 номера газеты)."
"Сири́йский фунт, иногда ₺ (сири́йская ли́ра; араб. الليرة السورية‎ — al-Līra as-Sūriyya) — денежная единица Сирии, выпускается Центральным банком Сирии (араб. مصرف سورية المركزي‎).","Сири́йский фунт, иногда лира (сири́йская ли́ра; араб. الليرة السورية‎ — al-Līra as-Sūriyya) — денежная единица Сирии, выпускается Центральным банком Сирии (араб. مصرف سورية المركزي‎)."
"До Первой мировой войны Сирия была частью Османской империи, и официальным платежным средством являлась османская ₺.","До Первой мировой войны Сирия была частью Османской империи, и официальным платежным средством являлась османская лира."
"Депортация производилась согласно трём принципам: 1) «принцип десяти %», согласно которому армяне не должны были превышать 10 % от мусульман в регионе, 2) количество домов депортированных не должно было превышать пятидесяти, 3) депортированным запрещалось менять места их назначения.","Депортация производилась согласно трём принципам: 1) «принцип десяти процентов», согласно которому армяне не должны были превышать 10 % от мусульман в регионе, 2) количество домов депортированных не должно было превышать пятидесяти, 3) депортированным запрещалось менять места их назначения."
"По свидетельству торговца Мехмета Али (тур. Mehmed Ali), Асент Мустафа и губернатор Трапезунда Джемаль Азми присвоили армянских драгоценностей стоимостью от 300 000 до 400 000 турецких золотых фунтов (на тот момент около 1 500 000 $ США).","По свидетельству торговца Мехмета Али (тур. Mehmed Ali), Асент Мустафа и губернатор Трапезунда Джемаль Азми присвоили армянских драгоценностей стоимостью от 300 000 до 400 000 турецких золотых фунтов (на тот момент около 1 500 000 долларов США)."
"Средняя продолжительность летнего времени (с периодом среднесуточных температур выше +15 °) составляет 82 дня.","Средняя продолжительность летнего времени (с периодом среднесуточных температур выше +15 градусов) составляет 82 дня."
"Однако кризис 1998 года и связанное с ним снижение курса ₽ вновь сделали добычу угля и чёрную металлургию доходными.","Однако кризис 1998 года и связанное с ним снижение курса рубля вновь сделали добычу угля и чёрную металлургию доходными."
"Средняя зарплата в 2024 году составляет 59 677 тысяч ₽.","Средняя зарплата в 2024 году составляет 59 677 тысяч рублей."
"Стоимость проезда в общественном транспорте в 2015 году: троллейбус, трамвай, автобус (муниципальный заказ) 16 ₽; коммерческий автобус (маршрутное такси) 18-22 ₽ (для некоторых автобусных маршрутов в данное время стоимость проезда составляет 22 ₽ (по транспортной карте 19 ₽).","Стоимость проезда в общественном транспорте в 2015 году: троллейбус, трамвай, автобус (муниципальный заказ) 16 рублей; коммерческий автобус (маршрутное такси) 18-22 рублей (для некоторых автобусных маршрутов в данное время стоимость проезда составляет 22 рубля (по транспортной карте 19 рублей)."
