question,answer
"«Троице-Лыково» представляет собой платформу длиной в 26 м (то есть чуть более одного вагона) с лестницей по первому пути (на втором пути имеется только небольшой мостик с переходом на первый и со спуском в тоннель), ведущей в своеобразную центральную камеру, где находятся тягово-понизительная подстанция, блок технических помещений (для обслуживания расположенного в соединённых тоннелях участка) и аварийный выход на поверхность.","«Троице-Лыково» представляет собой платформу длиной в 26 метров (то есть чуть более одного вагона) с лестницей по первому пути (на втором пути имеется только небольшой мостик с переходом на первый и со спуском в тоннель), ведущей в своеобразную центральную камеру, где находятся тягово-понизительная подстанция, блок технических помещений (для обслуживания расположенного в соединённых тоннелях участка) и аварийный выход на поверхность."
"Периметр Мохенджо-Даро достигает пяти км.","Периметр Мохенджо-Даро достигает пяти километров."
"терр. города разделена на кварталы («острова») одинакового размера (384 м с севера на ю. и 228 м с запада на в.).","Территория города разделена на кварталы («острова») одинакового размера (384 метра с севера на юг и 228 метров с запада на восток)."
"За 4500 лет уровень воды поднялся на 7 м.","За 4500 лет уровень воды поднялся на 7 метров."
"Кристина Шаяхметова — серебр. призёр Сурдлимпийских игр 2017 года на дистанции 200 м брассом,","Кристина Шаяхметова — серебряный призёр Сурдлимпийских игр 2017 года на дистанции 200 метров брассом,"
"Они доходят до высоты 1270—1280 м над у. м.","Они доходят до высоты 1270—1280 метров над у. м."
"пл. озера составляла 2250—2300 км², объем воды — 450 км³, максимальная глубина — 435 м.","Площадь озера составляла 2250—2300 км², объем воды — 450 км³, максимальная глубина — 435 метров."
"дол. состоит, в основном, из озерных отложений средне-позднего неоплейстоценовго возраста, представленных супесями, суглинками с дресвой и гравийниками с супесчаным заполнителем мощностью до 23 м, а также аллювиальными отложениями реки Катунь и аллювиально-пролювиальными шлейфами ее притоков — Кастахты, Курунды, б. Теректы, Чендека и других.","Долина состоит, в основном, из озерных отложений средне-позднего неоплейстоценовго возраста, представленных супесями, суглинками с дресвой и гравийниками с супесчаным заполнителем мощностью до 23 метров, а также аллювиальными отложениями реки Катунь и аллювиально-пролювиальными шлейфами ее притоков — Кастахты, Курунды, Большой Теректы, Чендека и других."
"К первым работам, посвящённым понятию вероятности, можно отнести переписку французских учёных Б. Па, П. Ферма (1654 г) и нидерландского учёного X. Гюйгенса (1657 г), давшего самую раннюю из известных научных трактовок вероятности.","К первым работам, посвящённым понятию вероятности, можно отнести переписку французских учёных Б. Паскаля, П. Ферма (1654 год) и нидерландского учёного X. Гюйгенса (1657 год), давшего самую раннюю из известных научных трактовок вероятности."
"В общем случае, единица информации может быть и иной, поэтому логарифм теоретически можно использовать с любым основанием (напр., если мы хотим изменять информацию в Б, то нужно использовать логарифм по основанию 256).","В общем случае, единица информации может быть и иной, поэтому логарифм теоретически можно использовать с любым основанием (например, если мы хотим изменять информацию в байтах, то нужно использовать логарифм по основанию 256)."
"До этих исследований высокочастотные свойства диэлектриков и ферромагнетиков изучались с помощью затухающих колебаний, создаваемых вибраторами Гц, что усложняло эксперимент и не давало требуемой точности.","До этих исследований высокочастотные свойства диэлектриков и ферромагнетиков изучались с помощью затухающих колебаний, создаваемых вибраторами Герца, что усложняло эксперимент и не давало требуемой точности."
"Находится на расстоянии менее 2 км по прямой на северо-восток от районного центра поселка Чамзинка.","Находится на расстоянии менее 2 километров по прямой на северо-восток от районного центра поселка Чамзинка."
"д. находится в юго-восточной части Архангельской области, в подзоне средней тайги, на расстоянии примерно 19 км (по прямой) к юго-востоку от города Котласа, административного центра района.","Деревня находится в юго-восточной части Архангельской области, в подзоне средней тайги, на расстоянии примерно 19 километров (по прямой) к юго-востоку от города Котласа, административного центра района."
"выс. центра над уровнем моря — 198 м","Высота центра над уровнем моря — 198 метров"
"выс. колеблется от 88 до 405 м над уровнем моря.","Высота колеблется от 88 до 405 метров над уровнем моря."
"Естественное известняковое образование высотой до 238 м над уровнем моря имеет обзорную площадку примерно на 60 м ниже пика, с которой открывается красивый вид на оз. Остин и дома, стоящие на его берегах.","Естественное известняковое образование высотой до 238 метров над уровнем моря имеет обзорную площадку примерно на 60 метров ниже пика, с которой открывается красивый вид на озеро Остин и дома, стоящие на его берегах."
"Самое высокое здание города, Остониан (The Austonian), достигло своей нынешней высоты (208 м) 17 сентября 2009 года, его ввели в эксплуатацию в июне 2010.","Самое высокое здание города, Остониан (The Austonian), достигло своей нынешней высоты (208 метров) 17 сентября 2009 года, его ввели в эксплуатацию в июне 2010."
"В данный момент в Остине продолжается бум небоскрёбов, помимо Остониан, в городе завершено стр-во Austin 360 Condominiums Tower (172 м), Спринг и нескольких других небоскрёбов.","В данный момент в Остине продолжается бум небоскрёбов, помимо Остониан, в городе завершено строительство Austin 360 Condominiums Tower (172 метра), Спринг и нескольких других небоскрёбов."
"Трасса находится примерно в 7 км к юго-востоку от аэропорта Остин Бергстром, первая гонка на ней прошла 18 ноября 2012 года.","Трасса находится примерно в 7 километрах к юго-востоку от аэропорта Остин Бергстром, первая гонка на ней прошла 18 ноября 2012 года."
"В ноябре 2012 было открыто продление магистрали 130 на ю. до пересечения с I-10 в Сегине, в 50 км от Сан-Антонио.","В ноябре 2012 было открыто продление магистрали 130 на юг до пересечения с I-10 в Сегине, в 50 километрах от Сан-Антонио."
"сев. участок длиной примерно 6 км является полностью платным.","Северный участок длиной примерно 6 километров является полностью платным."
"В восьми км к юго-востоку от города расположен аэропорт Остин Бергсторм (Код аэропорта ИАТА: AUS).","В восьми километрах к юго-востоку от города расположен аэропорт Остин Бергсторм (Код аэропорта ИАТА: AUS)."
"Город расположен в северной части департамента, в пределах Прикарибской низменности, на расстоянии приблизительно 27 км к северо-востоку от города Картахена, административного центра департамента.","Город расположен в северной части департамента, в пределах Прикарибской низменности, на расстоянии приблизительно 27 километров к северо-востоку от города Картахена, административного центра департамента."
"Абсолютная выс. — 46 м над уровнем моря.","Абсолютная высота — 46 метров над уровнем моря."
"д. Стрий расположена в 7 км к юго-востоку от агрогородка Крайск.","Деревня Стрий расположена в 7 километрах к юго-востоку от агрогородка Крайск."
"Примечательно, что за все время существования системы не было демонтировано ни одного м рельсов и контактных сетей, за исключением небольшого тупика в районе кольца «БСИ».","Примечательно, что за все время существования системы не было демонтировано ни одного метра рельсов и контактных сетей, за исключением небольшого тупика в районе кольца «БСИ»."
"В августе 2012 года при реконструкции автодороги Старый Оскол — ОЭМК была частично (ок. 100 м) разобрана служебная соединительная ветвь к железной дороге в районе промзоны «Котёл», остальная ч. ССВ (4 км) сохранена и находится в рабочем состоянии, используется только для доставки нефтепродуктов на близлежащую нефтебазу.","В августе 2012 года при реконструкции автодороги Старый Оскол — ОЭМК была частично (около 100 метров) разобрана служебная соединительная ветвь к железной дороге в районе промзоны «Котёл», остальная часть ССВ (4 км) сохранена и находится в рабочем состоянии, используется только для доставки нефтепродуктов на близлежащую нефтебазу."
"Флагманом компании является двухэтажный 24-тонный туристический автобус из серии Lexia,длиной 11,3 м.","Флагманом компании является двухэтажный 24-тонный туристический автобус из серии Lexia,длиной 11,3 метра."
"Циклопический форт, постр. с помощью техники сухой кладки, расположен на южном склоне горы Патара-Абули, на высоте 2670 м над уровнем моря, в горах Малого Кавказа, к юго-востоку от озера Паравани.","Циклопический форт, построенный с помощью техники сухой кладки, расположен на южном склоне горы Патара-Абули, на высоте 2670 метров над уровнем моря, в горах Малого Кавказа, к юго-востоку от озера Паравани."
"Она состоит из центрального укреплённого района, в состав которого входит «цитадель» площадью 60 на 40 м.","Она состоит из центрального укреплённого района, в состав которого входит «цитадель» площадью 60 на 40 метров."
"д. находится в восточной части Тверской области, в подзоне южной тайги, к востоку от автодороги 28К-0822, на расстоянии примерно 9 км (по прямой) к северо-востоку от посёлка городского типа Сонково, административного центра района.","Деревня находится в восточной части Тверской области, в подзоне южной тайги, к востоку от автодороги 28К-0822, на расстоянии примерно 9 километров (по прямой) к северо-востоку от посёлка городского типа Сонково, административного центра района."
"Абсолютная выс. — 164 м над уровнем моря.","Абсолютная высота — 164 метра над уровнем моря."
"Маневрируя, она вышла к намеченному пункту и с высоты 600 м сбросила бомбы.","Маневрируя, она вышла к намеченному пункту и с высоты 600 метров сбросила бомбы."
"На узлах подвески самолёта могло располагаться до 350 кг боевого оружия, что составляло почти треть веса пустого самолёта.","На узлах подвески самолёта могло располагаться до 350 килограммов боевого оружия, что составляло почти треть веса пустого самолёта."
"Диетологи советуют обязательно добавлять в рацион больше овощей, фруктов, рыбы и цельнозерновых продуктов, избегать растительных жиров с высоким содержим Омега-6 (подсолнечное, рапсовое, пальмовое, арахисовое, миндальное, горчичное, соевое, виноградной косточки, кукурузное масло) и трансжиров (майонез, маргарин, фаст-фуд, чипсы, плавленые сырки, сухие завтраки, печенье, колбасы), большого количества соли (не более 5-6 г в день) и сахара (не больше 30 г).","Диетологи советуют обязательно добавлять в рацион больше овощей, фруктов, рыбы и цельнозерновых продуктов, избегать растительных жиров с высоким содержим Омега-6 (подсолнечное, рапсовое, пальмовое, арахисовое, миндальное, горчичное, соевое, виноградной косточки, кукурузное масло) и трансжиров (майонез, маргарин, фаст-фуд, чипсы, плавленые сырки, сухие завтраки, печенье, колбасы), большого количества соли (не более 5-6 граммов в день) и сахара (не больше 30 граммов)."
"В 1977 г в нескольких км северо-восточнее села началось стр-во Балаковской АЭС.","В 1977 году в нескольких километрах северо-восточнее села началось строительство Балаковской АЭС."
"Позднее в той же дисциплине завоевала серебряную награду на чемпионате мира в Риме, установив при этом свой личный рекорд — 21,21 м.","Позднее в той же дисциплине завоевала серебряную награду на чемпионате мира в Риме, установив при этом свой личный рекорд — 21,21 метра."
"Благодаря череде удачных выступлений удостоилась права защищать честь страны на летних Олимпийских играх в Сеуле — в финале толкнула ядро на 21,07 м, выиграв серебряную олимпийскую медаль — уступила только советской толкательнице Наталье Лисовской.","Благодаря череде удачных выступлений удостоилась права защищать честь страны на летних Олимпийских играх в Сеуле — в финале толкнула ядро на 21,07 метра, выиграв серебряную олимпийскую медаль — уступила только советской толкательнице Наталье Лисовской."
"Принимала участие в Олимпийских играх 1996 года в Атланте — на сей раз толкнула ядро на 18,92 м, расположившись в итоговом протоколе соревнований на седьмой строке.","Принимала участие в Олимпийских играх 1996 года в Атланте — на сей раз толкнула ядро на 18,92 метра, расположившись в итоговом протоколе соревнований на седьмой строке."
"Дом венчает башня с часами, на которой находится остроконечный шпиль (ок. 15 м) и флюгер.","Дом венчает башня с часами, на которой находится остроконечный шпиль (около 15 метров) и флюгер."
"Вместе со шпилем выс. дома составляет 46 м.","Вместе со шпилем высота дома составляет 46 метров."
"Находится на расстоянии примерно 3 км по прямой на юго-восток от районного центра города Балашов.","Находится на расстоянии примерно 3 километра по прямой на юго-восток от районного центра города Балашов."
"Второй компонент обладает видимой звёздной величиной 11,4 и отделён от главного компонента угловым расстоянием 3,9 угловых с.","Второй компонент обладает видимой звёздной величиной 11,4 и отделён от главного компонента угловым расстоянием 3,9 угловых секунд."
"Выступал в плавании на 50 м вольным стилем.","Выступал в плавании на 50 метров вольным стилем."
"В предварительном заплыве показал 66-й результат (26,41 с) и не попал в число 16 участников полуфинала, уступив 3,67 с худшему из квалифицировавшихся — Денису Пиманкову из России.","В предварительном заплыве показал 66-й результат (26,41 секунды) и не попал в число 16 участников полуфинала, уступив 3,67 секунды худшему из квалифицировавшихся — Денису Пиманкову из России."
"Выступал в плавании на 50 м вольным стилем.","Выступал в плавании на 50 метров вольным стилем."
"В предварительном заплыве показал 70-й результат (27,49) и не попал в число 16 участников полуфинала, уступив 4,98 с худшему из квалифицировавшихся — Карелу Новы из Швейцарии.","В предварительном заплыве показал 70-й результат (27,49) и не попал в число 16 участников полуфинала, уступив 4,98 секунды худшему из квалифицировавшихся — Карелу Новы из Швейцарии."
"Расположена в 35 км к юго-западу от районного центра, города Невеля.","Расположена в 35 километрах к юго-западу от районного центра, города Невеля."
"Эффективная температура — ок. 9325 K. Удалён на 97,4 угловых с.","Эффективная температура — около 9325 K. Удалён на 97,4 угловых секунды."
"Эффективная температура — ок. 4106 K. Удалён на 103,4 угловых с.","Эффективная температура — около 4106 K. Удалён на 103,4 угловых секунды."
"Эффективная температура — ок. 8216 K. Удалён на 108,6 угловых с.","Эффективная температура — около 8216 K. Удалён на 108,6 угловых секунды."
"Эффективная температура — ок. 4649 K. Удалён на 10,1 угловых с.","Эффективная температура — около 4649 K. Удалён на 10,1 угловых секунды."
"Эффективная температура — ок. 5327 K. Удалён от второго компонента на 15,7 угловых с.","Эффективная температура — около 5327 K. Удалён от второго компонента на 15,7 угловых секунды."
"Прямоугольная пластмассовая кассета VHS имеет размеры 188×104×25 мм.","Прямоугольная пластмассовая кассета VHS имеет размеры 188×104×25 миллиметров."
"К военной осени 1914-го на протяжении 38 км (до Мартышкина) было уложено двухпутное ж.-д. полотно, возведены искусственные сооружения и от Нарвских ворот до Стрельны подвешена контактная сеть.","К военной осени 1914-го на протяжении 38 километров (до Мартышкина) было уложено двухпутное железнодорожное полотно, возведены искусственные сооружения и от Нарвских ворот до Стрельны подвешена контактная сеть."
"д. находится в юго-восточной части Рязанской области, в лесостепной зоне, в пределах Окско-Донской равнины, к западу от автодороги 61К-015, на расстоянии примерно 26 км (по прямой) к северо-востоку от посёлка городского типа Сараи, административного центра района.","Деревня находится в юго-восточной части Рязанской области, в лесостепной зоне, в пределах Окско-Донской равнины, к западу от автодороги 61К-015, на расстоянии примерно 26 километров (по прямой) к северо-востоку от посёлка городского типа Сараи, административного центра района."
"Абсолютная выс. — 164 м над уровнем моря.","Абсолютная высота — 164 метра над уровнем моря."
"острова Палаван и Каламианес отделены от Калимантана водой, глубина которой нигде не превышает 100 м,","острова Палаван и Каламианес отделены от Калимантана водой, глубина которой нигде не превышает 100 метров,"
"к югу от линии, проведенной между Хошимином (Сайгоном) и Брунеем глубина Южнокитайского моря нигде не превышает 100 м,","к югу от линии, проведенной между Хошимином (Сайгоном) и Брунеем глубина Южнокитайского моря нигде не превышает 100 метров,"
"Малаккский пролив имеет (максимальную) глубину 50 м только в одном месте.","Малаккский пролив имеет (максимальную) глубину 50 метров только в одном месте."
"Миндоро и Каламианы отделены проливом более 500 м глубиной","Миндоро и Каламианы отделены проливом более 500 метров глубиной"
"Кроме того, есть сотни км грунтовых дорог, связывающих другие населённые пункты Эритреи.","Кроме того, есть сотни километров грунтовых дорог, связывающих другие населённые пункты Эритреи."
"Расстояние от деревни м. Падерь до города Слуцка составляет 8 км, а по трассе Слуцк — Минск 11 км.","Расстояние от деревни Малая Падерь до города Слуцка составляет 8 километров, а по трассе Слуцк — Минск 11 километров."
"Расстояние от деревни м. Падерь до города Минска составляет 100 км, а по трассе Слуцк — Минск 114 км.","Расстояние от деревни Малая Падерь до города Минска составляет 100 километров, а по трассе Слуцк — Минск 114 километров."
"Старец Ипполит, никогда не посещавший Осетию, с точностью до км указал место строительства будущего монастыря, предсказал Нонне (Багаевой), на тот момент режиссёру северо-осетинского телевидения, что она станет первой игуменией этой обители.","Старец Ипполит, никогда не посещавший Осетию, с точностью до километра указал место строительства будущего монастыря, предсказал Нонне (Багаевой), на тот момент режиссёру северо-осетинского телевидения, что она станет первой игуменией этой обители."
"Вероятно, он предполагал использовать эффект внезапности и при западном ветре прорваться в Лилибей, к-рый находился от Гиеры на расстоянии всего лишь 45 км.","Вероятно, он предполагал использовать эффект внезапности и при западном ветре прорваться в Лилибей, который находился от Гиеры на расстоянии всего лишь 45 километров."
"Размеры крестово-купольный Покровского храма с колокольней составляли: дл. — 21,3 м, шир. — 12,8 м.","Размеры крестово-купольный Покровского храма с колокольней составляли: длина — 21,3 метра, ширина — 12,8 метров."
"Парусный линейный корабль, дл. корабля составляла 58,9 м, шир. — 15,9 м, а осадка — 6,6 м.","Парусный линейный корабль, длина корабля составляла 58,9 метра, ширина — 15,9 метра, а осадка — 6,6 метра."
"Она была построена размером 7х10 м.","Она была построена размером 7х10 метров."
"Так как вагоны имели небольшую длину — менее 8 м, то начиная с 1874 года для перевозки длинных брёвен использовались сцепы из двух коротких вагонов называемые турникеты.","Так как вагоны имели небольшую длину — менее 8 метров, то начиная с 1874 года для перевозки длинных брёвен использовались сцепы из двух коротких вагонов называемые турникеты."
"Ныне применяемые в России лесовозные вагоны имеют длину от 12,7 до 19 м.","Ныне применяемые в России лесовозные вагоны имеют длину от 12,7 до 19 метров."
"с. расположено в западной части области, на берегу канала Найман, на расстоянии приблизительно 9 км (по прямой) к западу от города Ноокат, административного центра района.","Село расположено в западной части области, на берегу канала Найман, на расстоянии приблизительно 9 километров (по прямой) к западу от города Ноокат, административного центра района."
"Абсолютная выс. — 1439 м над уровнем моря.","Абсолютная высота — 1439 метров над уровнем моря."
"Минимально обычно можно взять 15—30 с и продлевать, чтобы не осталось лишнего, неистраченного времени.","Минимально обычно можно взять 15—30 секунд и продлевать, чтобы не осталось лишнего, неистраченного времени."
"За один раз она способна выпить до 200 мг крови.","За один раз она способна выпить до 200 миллиграммов крови."
"Жертв не было, груз удалось спасти, но излом киля сделал само судно непригодным к восстановлению, и оно осталось на дне на глубине 6 м в точке с координатами51°8,02′ с. ш. 1°22,17′ в. д.","Жертв не было, груз удалось спасти, но излом киля сделал само судно непригодным к восстановлению, и оно осталось на дне на глубине 6 метров в точке с координатами51°8,02′ с. ш. 1°22,17′ в. д."
