question,answer
"В 1934 г секретаря парткома Назарова избрали делегатом XVII съезда ВКП(б), а затем отозвали на работу инструктором в Кировский райком ВКП(б)Москвы.","В 1934 году секретаря парткома Назарова избрали делегатом XVII съезда ВКП(б), а затем отозвали на работу инструктором в Кировский райком ВКП(б)Москвы."
"В 1935 г он был рекомендован на пост секретаря парткома завода «Красный богатырь».","В 1935 году он был рекомендован на пост секретаря парткома завода «Красный богатырь»."
"В 1937 г Р. К. Назаров возглавил Сокольнический райком партии, а 26 июня 1938 года был избран депутатом Верховного Совета РСФСР.","В 1937 году Р. К. Назаров возглавил Сокольнический райком партии, а 26 июня 1938 года был избран депутатом Верховного Совета РСФСР."
"На период его управления краем пришлась начавшаяся через полтора месяца война с Японией, во время которой необходимо было не только наращивать произ-во и убирать урожай, но и налаживать быстрое продвижение эшелонов с войсками, обеспечивать снабжение фронтов, разворачивать эвакогоспиталя.","На период его управления краем пришлась начавшаяся через полтора месяца война с Японией, во время которой необходимо было не только наращивать производство и убирать урожай, но и налаживать быстрое продвижение эшелонов с войсками, обеспечивать снабжение фронтов, разворачивать эвакогоспиталя."
"После окончания войны основными задачами стали решение проблем демобилизованных (до 1946 года в край вернулись 64 800 чел.), обеспечение их жильём и работой, ускоренная перестройка работы промышленности на продукцию мирного времени.","После окончания войны основными задачами стали решение проблем демобилизованных (до 1946 года в край вернулись 64 800 человек), обеспечение их жильём и работой, ускоренная перестройка работы промышленности на продукцию мирного времени."
"После проведения там полной национализации и налаживания работы местной промышленности, Южно-Сахалинская область была упразднена и 2 января 1947 года объед. Сахалинская область была выведена из состава Хабаровского края.","После проведения там полной национализации и налаживания работы местной промышленности, Южно-Сахалинская область была упразднена и 2 января 1947 года объединённая Сахалинская область была выведена из состава Хабаровского края."
"Уже в ноябре 1945 года по решению СНК СССР было намечено большое стр-во в Комсомольске-на-Амуре, Хабаровске, Николаевске-на-Амуре, Петропавловске-Камчатском и других городах края.","Уже в ноябре 1945 года по решению СНК СССР было намечено большое строительство в Комсомольске-на-Амуре, Хабаровске, Николаевске-на-Амуре, Петропавловске-Камчатском и других городах края."
"До 1948 года огромные средства были вложены в стр-во и реконструкцию судостроительных заводов, топливно-энергетических и горнорудных предприятий, в завершение строительства комбинатов «Амурсталь» и «Хинганолово» (Хинганск), в расширение сети железных дорог.","До 1948 года огромные средства были вложены в строительство и реконструкцию судостроительных заводов, топливно-энергетических и горнорудных предприятий, в завершение строительства комбинатов «Амурсталь» и «Хинганолово» (Хинганск), в расширение сети железных дорог."
"В 1946 г Р. К. Назаров обратился лично к возглавлявшему пр-во СССР И.В. Сталину с просьбой начать стр-во ТЭЦ в Хабаровске.","В 1946 году Р. К. Назаров обратился лично к возглавлявшему правительство СССР И.В. Сталину с просьбой начать строительство ТЭЦ в Хабаровске."
"В апреле 1948 года на III краевой партконференции Р. К. Назаров отметил, что партийная орг-ция выросла уже до 51 117 членов и заявил:","В апреле 1948 года на III краевой партконференции Р. К. Назаров отметил, что партийная организация выросла уже до 51 117 членов и заявил:"
"Назаров был утверждён слушателем курсов переподготовки при ЦК ВКП(б) (полное назв. курсов: «Курсы переподготовки первых секретарей обкомов, крайкомов и ЦК партий союзных республик, председателей областных, краевых исполкомов и советов министров союзных и автономных республик при ЦК ВКП(б)»).","Назаров был утверждён слушателем курсов переподготовки при ЦК ВКП(б) (полное название курсов: «Курсы переподготовки первых секретарей обкомов, крайкомов и ЦК партий союзных республик, председателей областных, краевых исполкомов и советов министров союзных и автономных республик при ЦК ВКП(б)»)."
"В 1950 г, после окончания курсов Р.К Назаров был оставлен в Москве на должности инспектора ЦК ВКП(б), однако проработал в этом качестве всего ок. года.","В 1950 году, после окончания курсов Р.К Назаров был оставлен в Москве на должности инспектора ЦК ВКП(б), однако проработал в этом качестве всего около года."
"В 1951 г его карьера неожиданно закончилась — Назаров был отправлен в качестве партийного организатора ЦК ВКП(б) секретарём партийного комитета ткацкой фабрики в Иваново.","В 1951 году его карьера неожиданно закончилась — Назаров был отправлен в качестве партийного организатора ЦК ВКП(б) секретарём партийного комитета ткацкой фабрики в Иваново."
"В 1961 г, в 56 лет, он был отправлен на пенсию.","В 1961 году, в 56 лет, он был отправлен на пенсию."
"Роман Капитонович Назаров скончался в 1984 г.","Роман Капитонович Назаров скончался в 1984 году."
"Навахо (англ. Navajo River) — р. в США, в штатах Колорадо и Нью-Мексико.","Навахо (англ. Navajo River) — река в США, в штатах Колорадо и Нью-Мексико."
"Левый приток реки Сан-Хуан, к-рый в свою очередь является притоком реки Колорадо.","Левый приток реки Сан-Хуан, которая в свою очередь является притоком реки Колорадо."
"дл. составляет ок. 87 км.","Длина составляет около 87 км."
"Берёт нач. в округе Корнехос, штат Колорадо и течёт сперва на ю., а затем поворачивает на з..","Берёт начало в округе Корнехос, штат Колорадо и течёт сперва на юг, а затем поворачивает на запад."
"Значительная ч. воды из реки отводится через континентальный водораздел, в бассейн реки Рио-Гранде, как ч. проекта Сан-Хуан-Чама.","Значительная часть воды из реки отводится через континентальный водораздел, в бассейн реки Рио-Гранде, как часть проекта Сан-Хуан-Чама."
"На 2000 г его нас. составило 444 чел..","На 2000 год его население составило 444 человека."
"По данным Бюро переписи населения США пл. тауншипа составляет 91,7 км², из которых 91,7 км² занимает суша, водоёмов нет.","По данным Бюро переписи населения США площадь тауншипа составляет 91,7 км², из которых 91,7 км² занимает суша, водоёмов нет."
"По данным переписи населения 2000 года здесь находились 444 чел., 175 домохозяйств и 119 семей.","По данным переписи населения 2000 года здесь находились 444 человека, 175 домохозяйств и 119 семей."
"На территории тауншипа расположено 192 постройки со средней плотностью 2,1 построек на один квадратный км.","На территории тауншипа расположено 192 постройки со средней плотностью 2,1 построек на один квадратный километр."
"28,6 % домохозяйств состояли из одного чел., при т. 10,3 % из — одиноких пожилых людей старше 65 лет.","28,6 % домохозяйств состояли из одного человека, при том 10,3 % из — одиноких пожилых людей старше 65 лет."
"Средний размер домохозяйства — 2,54, а семьи — 3,15 чел..","Средний размер домохозяйства — 2,54, а семьи — 3,15 человека."
"Средний возраст — 41 г.","Средний возраст — 41 год."
"Средний годовой доход домохозяйства составлял 32 083 долл., а средний годовой доход семьи — 39 286 долл..","Средний годовой доход домохозяйства составлял 32 083 доллара, а средний годовой доход семьи — 39 286 долларов."
"Средний доход мужчин — 25 278 долл., в то время как у женщин — 20 982.","Средний доход мужчин — 25 278 долларов, в то время как у женщин — 20 982."
"Доход на душу населения составил 16 960 долл..","Доход на душу населения составил 16 960 долларов."
"Джамбулат Эдуардович Кизинов (21 дек. 2003) — рос. борец вольного стиля.","Джамбулат Эдуардович Кизинов (21 декабря 2003) — российский борец вольного стиля."
"Иосиф Фадеевич Немерзелли (Немерзон) (1895 — 1938) — начальник Военно-политической академии им. Н. Г. Толмачёва, корпусной комиссар (1935).","Иосиф Фадеевич Немерзелли (Немерзон) (1895 — 1938) — начальник Военно-политической академии имени Н. Г. Толмачёва, корпусной комиссар (1935)."
"род. в еврейской семье рабочего (в документах также значится как уроженец Тифлиса, а по национальности грузин).","Родился в еврейской семье рабочего (в документах также значится как уроженец Тифлиса, а по национальности грузин)."
"Окончил городское начальное уч-ще в 1911, затем работал конторщиком.","Окончил городское начальное училище в 1911, затем работал конторщиком."
"В 1915 призван в армию, участник Первой мир. войны, рядовой.","В 1915 призван в армию, участник Первой мировой войны, рядовой."
"чл. РКП(б) в 1917—1937, делегат 17-го съезда ВКП(б).","Член РКП(б) в 1917—1937, делегат 17-го съезда ВКП(б)."
"В ходе войны занимал должности военкома штаба 4-й стрелковой дивизии и 10-й армии, военкома штаба 38-й стрелковой дивизии, военкома 1-й бригады той же дивизии, военкома 2-й (впосл. — 95-й) бригады 32-й стрелковой дивизии, военкома 82-й бригады 28-й стрелковой дивизии.","В ходе войны занимал должности военкома штаба 4-й стрелковой дивизии и 10-й армии, военкома штаба 38-й стрелковой дивизии, военкома 1-й бригады той же дивизии, военкома 2-й (впоследствии — 95-й) бригады 32-й стрелковой дивизии, военкома 82-й бригады 28-й стрелковой дивизии."
"До ноября 1922 пом. военкома 1-й Кавказской стрелковой дивизии, после чего военком 3-й Кавказской стрелковой дивизии.","До ноября 1922 помощник военкома 1-й Кавказской стрелковой дивизии, после чего военком 3-й Кавказской стрелковой дивизии."
"В 1925—1926 слушатель КУВНАС при Военной академии им. М. В. Фрунзе.","В 1925—1926 слушатель КУВНАС при Военной академии имени М. В. Фрунзе."
"С июля 1926 начальник организационного отдела политуправления Кавказской Краснознамённой армии, с июня 1927 зам. начальника политического управления той же армии.","С июля 1926 начальник организационного отдела политуправления Кавказской Краснознамённой армии, с июня 1927 заместитель начальника политического управления той же армии."
"С апреля 1937 начальник Военно-политической академии им. Н. Г. Толмачёва.","С апреля 1937 начальник Военно-политической академии имени Н. Г. Толмачёва."
"Арестован 5 дек. 1937.","Арестован 5 декабря 1937."
"Расстрелян на след. день после вынесения обвинительного приговора, 22 сентября 1938, на территории Ленинградской области.","Расстрелян на следующий день после вынесения обвинительного приговора, 22 сентября 1938, на территории Ленинградской области."
"Партийно-полит. работа на тактических занятиях и отрядных учениях (в роте).","Партийно-политическая работа на тактических занятиях и отрядных учениях (в роте)."
"— 480 с. — (Военные тайны XX вв.).","— 480 с. — (Военные тайны XX века)."
"Брановер Г. Г. рос. евр. энциклопедия в 9-ти томах.","Брановер Г. Г. Российская еврейская энциклопедия в 9-ти томах."
"рос. академия естественных наук РАЕН / Российско-израильский энциклопедический центр «Эпос», 1994—2011.","Российская академия естественных наук РАЕН / Российско-израильский энциклопедический центр «Эпос», 1994—2011."
"37-й и др. гг. Архивная копия от 14 января 2019 на Wayback Machine","37-й и другие годы Архивная копия от 14 января 2019 на Wayback Machine"
"Никола́й Ива́нович Тихоми́ров (имя при рождении — Слётов Николай Викторович; нояб. 1859, м. — 28 апреля 1930, л.) — химик, изобретатель, основатель Газодинамической лаборатории, специалист по ракетной технике.","Никола́й Ива́нович Тихоми́ров (имя при рождении — Слётов Николай Викторович; ноябрь 1859, Москва — 28 апреля 1930, Ленинград) — химик, изобретатель, основатель Газодинамической лаборатории, специалист по ракетной технике."
"Герой Социалистического Труда (1991 г, посмертно).","Герой Социалистического Труда (1991 год, посмертно)."
"род. в ноябре 1859 года в Москве, в дворянской семье действительного статского советника.","Родился в ноябре 1859 года в Москве, в дворянской семье действительного статского советника."
"В 1880-х гг взял себе псевд. — имя своего детского друга Николая, сына купца Ивана Тихомирова.","В 1880-х годах взял себе псевдоним — имя своего детского друга Николая, сына купца Ивана Тихомирова."
"впосл. псевд. стал его официальной фамилией.","Впоследствии псевдоним стал его официальной фамилией."
"На основании полученного опыта написал трёхтомный учебно-методич. труд.","На основании полученного опыта написал трёхтомный учебно-методический труд."
"В 1886 г моск. тип. Л. Ф. Снегирёва напечатала первый т. «Технологии шерстяного производства в VI частях с отдельным большим атласом машин и аппаратов», готовился к выпуску 2-й т. «Отделка суконного полотна» и 3-й т. «искусств. шерсть и карбонизация шерсти».","В 1886 году московская типография Л. Ф. Снегирёва напечатала первый том «Технологии шерстяного производства в VI частях с отдельным большим атласом машин и аппаратов», готовился к выпуску 2-й том «Отделка суконного полотна» и 3-й том «Искусственная шерсть и карбонизация шерсти»."
"бр. Бабкины узнав об этом, расценили изд. книг, как прямую угрозу их производству, уволили своего помощника и запретили вып. этих книг.","Братья Бабкины узнав об этом, расценили издание книг, как прямую угрозу их производству, уволили своего помощника и запретили выпуск этих книг."
"В 1893 г издал книги «Анализы сахаристых веществ.","В 1893 году издал книги «Анализы сахаристых веществ."
"Практическое рук-во к химическому исследованию материалов и продуктов свёклосахарного производства» и «справоч. книжка и рук-во по свеклосахарному производству».","Практическое руководство к химическому исследованию материалов и продуктов свёклосахарного производства» и «Справочная книжка и руководство по свеклосахарному производству»."
"В 1909 г статский советник Тихомиров вернулся в Москву для разработки «многочисленных изысканий и изобретений, накопившихся за мн. гг.… научной и практической работы».","В 1909 году статский советник Тихомиров вернулся в Москву для разработки «многочисленных изысканий и изобретений, накопившихся за многие годы… научной и практической работы»."
"В 1912 г представил на рассмотрение свой проект Морскому министру адмиралу А. А. Бирилёву.","В 1912 году представил на рассмотрение свой проект Морскому министру адмиралу А. А. Бирилёву."
"В ноябре 1915 года изобретатель подал прошение на получение привилегии в Комитет по техническим делам отдела промышленности Министерства торговли и промышленности, к-рый выдал ему охранительное свидетельство № 309 (без разглашения) на тип «самодвижущихся мин для воды и воздуха».","В ноябре 1915 года изобретатель подал прошение на получение привилегии в Комитет по техническим делам отдела промышленности Министерства торговли и промышленности, который выдал ему охранительное свидетельство № 309 (без разглашения) на тип «самодвижущихся мин для воды и воздуха»."
"Поверенным в делах Н. И. Тихомирова в те гг. был доктор Слётов, к-рый и подавал прошения об изобретении в разные инстанции.","Поверенным в делах Н. И. Тихомирова в те годы был доктор Слётов, который и подавал прошения об изобретении в разные инстанции."
"11 февраля 1916 года он получил положительное заключение экспертной комиссии, к-рый было подписано Председателем отдела изобретений Московского военно-промышленного комитета Н. Е. Жуковским.","11 февраля 1916 года он получил положительное заключение экспертной комиссии, которое было подписано Председателем отдела изобретений Московского военно-промышленного комитета Н. Е. Жуковским."
"Весной 1920 года Тихомиров и его ближайший пом. В. А. Артемьев оборудовали на Тихвинской улице в Москве небольшую механическую мастерскую, где проводили первые эксперименты с дымным порохом.","Весной 1920 года Тихомиров и его ближайший помощник В. А. Артемьев оборудовали на Тихвинской улице в Москве небольшую механическую мастерскую, где проводили первые эксперименты с дымным порохом."
"В т. же г изобретатели приступили к разработке реактивных снарядов для самолётов.","В том же году изобретатели приступили к разработке реактивных снарядов для самолётов."
"При содействии Главкома Вооружёнными силами Советской республики С. С. Каменева, к-рый поручил выделить финансирование для мастерской Тихомирова, 1 марта 1921 года при военном ведомстве начала свою работу первая в стране научно-исследовательская и опытно-конструкторская орг-ция по разработке снарядов на бездымном порохе — «Лаборатория по разработке изобретений Н. И. Тихомирова».","При содействии Главкома Вооружёнными силами Советской республики С. С. Каменева, который поручил выделить финансирование для мастерской Тихомирова, 1 марта 1921 года при военном ведомстве начала свою работу первая в стране научно-исследовательская и опытно-конструкторская организация по разработке снарядов на бездымном порохе — «Лаборатория по разработке изобретений Н. И. Тихомирова»."
"В 1924 г под руководством Н. И. Тихомирова была создана рецептура бездымного пироксилинового пороха на нелетучем растворителе — тротиле, отличающийся от чёрного дымного пороха мощным и стабильным горением.","В 1924 году под руководством Н. И. Тихомирова была создана рецептура бездымного пироксилинового пороха на нелетучем растворителе — тротиле, отличающийся от чёрного дымного пороха мощным и стабильным горением."
"В 1925 г лаборатория Тихомирова переехала в л..","В 1925 году лаборатория Тихомирова переехала в Ленинград."
"ум. Николай Иванович Тихомиров 28 апреля 1930 года в Ленинграде.","Умер Николай Иванович Тихомиров 28 апреля 1930 года в Ленинграде."
"Место захоронения было утеряно, в 1971 г на кладбище был установлен символический надгробный пам. Тихомирову.","Место захоронения было утеряно, в 1971 году на кладбище был установлен символический надгробный памятник Тихомирову."
"В 1970 г междунар. астрономический союз присвоил имя Н. И. Тихомирова кратеру на обратной стороне Луны.","В 1970 году Международный астрономический союз присвоил имя Н. И. Тихомирова кратеру на обратной стороне Луны."
"В 1987 г в Ленинграде на Невском проспекте, на стене дома 92, была установлена мемор. доска (архит. В. С. Васильковский) на которой написано: «В этом доме с 1926 по 1930 г жил и работал Николай Иванович Тихомиров, основатель газодинамической лаборатории, первой в СССР научно-исследовательской и опытно-конструкторской организации по разработке ракетной техники».","В 1987 году в Ленинграде на Невском проспекте, на стене дома 92, была установлена мемориальная доска (архитектор В. С. Васильковский) на которой написано: «В этом доме с 1926 по 1930 год жил и работал Николай Иванович Тихомиров, основатель газодинамической лаборатории, первой в СССР научно-исследовательской и опытно-конструкторской организации по разработке ракетной техники»."
"офиц. признание Н. И. Тихомиров и др. участники создания знаменитого реактивного оружия Второй мир. воины — реактивного миномёта «Катюша» — получили только в 1991 г.","Официальное признание Н. И. Тихомиров и другие участники создания знаменитого реактивного оружия Второй мировой воины — реактивного миномёта «Катюша» — получили только в 1991 году."
"Обслуживает р-н Куинс.","Обслуживает район Куинс."
"Линия ответвляется от линии Фултон-стрит после станции Рокавей-бульв., проходит над бухтой Джамейка на п-ов Рокавей.","Линия ответвляется от линии Фултон-стрит после станции Рокавей-бульвар, проходит над бухтой Джамейка на полуостров Рокавей."
"История линии восходит ещё к 1880 г, когда 26 августа Лонг-Айлендская жел. дорога открыла движение по этой ветке.","История линии восходит ещё к 1880 году, когда 26 августа Лонг-Айлендская железная дорога открыла движение по этой ветке."
"Кроме того, трамвайная компания Ocean Electric Railway использовала ч. линии для соединения с ветками на Фар-Рокавей (Far Rockaway) и на Рокавей-Бич (Rockaway Beach).","Кроме того, трамвайная компания Ocean Electric Railway использовала часть линии для соединения с ветками на Фар-Рокавей (Far Rockaway) и на Рокавей-Бич (Rockaway Beach)."
"Вместо ремонта моста, Лонг-Айлендская жел. дорога решила снести данную ветку и использовать сухопутный маршрут до Фар-Рокавея через округ Нассо.","Вместо ремонта моста, Лонг-Айлендская железная дорога решила снести данную ветку и использовать сухопутный маршрут до Фар-Рокавея через округ Нассо."
"Но город купил у Лонг-Айлендской железной дороги этот участок за 8 млн долл. и потратил ещё 47,5 млн на перестройку линии под стандарты метрополитена, что планировалось сделать ещё в конце 1920-х.","Но город купил у Лонг-Айлендской железной дороги этот участок за 8 миллионов долларов и потратил ещё 47,5 миллионов на перестройку линии под стандарты метрополитена, что планировалось сделать ещё в конце 1920-х."
"Все станции открылись заново 28 июня 1956 года, за исключением станции Фар-Рокавей — Мотт-авеню, к-рый открылась только 16 января 1958 года.","Все станции открылись заново 28 июня 1956 года, за исключением станции Фар-Рокавей — Мотт-авеню, которая открылась только 16 января 1958 года."
"Перегон между станциями Хауард-Бич — Аэропорт им. Джона Кеннеди и Брод-Чаннел, включающий пересечение бухты Джамейка, является самым длинным перегоном между двумя станциями во всей системе.","Перегон между станциями Хауард-Бич — Аэропорт имени Джона Кеннеди и Брод-Чаннел, включающий пересечение бухты Джамейка, является самым длинным перегоном между двумя станциями во всей системе."
