question,answer
"единств. населённый пункт у реки — д. Спирово Анисимовского сельского поселения стоит на берегу озера Гусино примерно в км от устья Невесели.","Единственный населённый пункт у реки — деревня Спирово Анисимовского сельского поселения стоит на берегу озера Гусино примерно в километре от устья Невесели."
"Высокое вечнозелёное дерево (выс. до 50 м).","Высокое вечнозелёное дерево (высота до 50 метров)."
"На самом деле все 200 км между этими городами жел. дорога проходит через весьма населённые сельскохозяйственные районы и нигде не поднимается выше 100 м.","На самом деле все 200 км между этими городами железная дорога проходит через весьма населённые сельскохозяйственные районы и нигде не поднимается выше 100 метров."
"Учреждена в память лорда К.","Учреждена в память лорда Кельвина."
"д. находится в северной части Курской области, в пределах северо-западной части Тимско-Щигровской гряды, в лесостепной зоне, на правом берегу реки Сухая Неполка, на расстоянии примерно 8 км (по прямой) к юго-западу от Золотухина, административного центра района.","Деревня находится в северной части Курской области, в пределах северо-западной части Тимско-Щигровской гряды, в лесостепной зоне, на правом берегу реки Сухая Неполка, на расстоянии примерно 8 километров (по прямой) к юго-западу от Золотухина, административного центра района."
"Абсолютная выс. — 199 м над уровнем моря.","Абсолютная высота — 199 метров над уровнем моря."
"Наивысшего успеха на всесоюзном уровне добился в сезоне 1966 года, когда на чемпионате СССР по эстафетному бегу в Ленинакане вместе с партнёрами по сборной Профсоюзов Аркадием Липшеевым, Валентином Подлесных и Тариэлом Бахтадзе завоевал бронзовую награду в зачёте эстафеты 4 × 400 м, уступив лишь двум командам Вооружённых сил.","Наивысшего успеха на всесоюзном уровне добился в сезоне 1966 года, когда на чемпионате СССР по эстафетному бегу в Ленинакане вместе с партнёрами по сборной Профсоюзов Аркадием Липшеевым, Валентином Подлесных и Тариэлом Бахтадзе завоевал бронзовую награду в зачёте эстафеты 4 × 400 метров, уступив лишь двум командам Вооружённых сил."
"В мае 1967 года отметился победой в беге на 200 м на соревнованиях в Москве, показав 11-й лучший результат сезона в СССР.","В мае 1967 года отметился победой в беге на 200 метров на соревнованиях в Москве, показав 11-й лучший результат сезона в СССР."
"2799 м","2799 метров"
"пос. Вагранская муниципального образования «Серовский гор. округ» Свердловской области расположен в 26 км (по автотрассе в 28 км) к югу от города Серова, на левом берегу реки Моховой (правый приток реки Красноярки, бассейн реки Сосьвы).","Посёлок Вагранская муниципального образования «Серовский городской округ» Свердловской области расположен в 26 километрах (по автотрассе в 28 километрах) к югу от города Серова, на левом берегу реки Моховой (правый приток реки Красноярки, бассейн реки Сосьвы)."
"Обитает на высоте 700—1000 м, окрасом очень похож на гадюку Динника.","Обитает на высоте 700—1000 метров, окрасом очень похож на гадюку Динника."
"В городе есть две элитные беговые группы, the Nike Oregon Project и Oregon Track Club, в состав которых входят обладатель рекорда США в беге на 10 000 м Гален Рапп, двукратный олимпийский чемпион из Великобритании Мо Фарах и бронз. призёрка олимпийских игр 2008 года в беге на 10 000 м Шалан Фланаган.","В городе есть две элитные беговые группы, the Nike Oregon Project и Oregon Track Club, в состав которых входят обладатель рекорда США в беге на 10 000 метров Гален Рапп, двукратный олимпийский чемпион из Великобритании Мо Фарах и бронзовая призёрка олимпийских игр 2008 года в беге на 10 000 метров Шалан Фланаган."
"В августе 1943 года во время «рельсовой войны» бригада уничтожила 21,7 км железнодорожных путей.","В августе 1943 года во время «рельсовой войны» бригада уничтожила 21,7 километра железнодорожных путей."
"От истока попадает в Завьяловский р-н, протекает в км от села Азино.","От истока попадает в Завьяловский район, протекает в километре от села Азино."
"Патрик Зунди (фр. Patrick Zoundi; род. 19 июля 1982, Кудугу, Булькиемде, респ. Верхняя В) — буркинийский футболист, полузащитник.","Патрик Зунди (фр. Patrick Zoundi; род. 19 июля 1982, Кудугу, Булькиемде, Республика Верхняя Вольта) — буркинийский футболист, полузащитник."
"Самой высокой вершиной края является гора Аник высотой 1933 м, располож. на северо-востоке края на границе с Хабаровским краем.","Самой высокой вершиной края является гора Аник высотой 1933 метра, расположенная на северо-востоке края на границе с Хабаровским краем."
"д. находится в северо-восточной части Калужской области, в зоне хвойно-широколиственных лесов, на правом берегу реки Протвы, на расстоянии примерно 2 км (по прямой) к юго-западу от города Жукова, административного центра района.","Деревня находится в северо-восточной части Калужской области, в зоне хвойно-широколиственных лесов, на правом берегу реки Протвы, на расстоянии примерно 2 километров (по прямой) к юго-западу от города Жукова, административного центра района."
"Аллентон тогда был деревней в 5 км от Дерби.","Аллентон тогда был деревней в 5 километрах от Дерби."
"Местная пожарная станция находится всего в нескольких сотнях м от рынка, что обеспечивает м. время реагирования.","Местная пожарная станция находится всего в нескольких сотнях метров от рынка, что обеспечивает малое время реагирования."
"Абсолютная выс. — 137 м над уровнем моря.","Абсолютная высота — 137 метров над уровнем моря."
"Доплеровский сдвиг частоты измеряется на борту спутника каждые 10 с.","Доплеровский сдвиг частоты измеряется на борту спутника каждые 10 секунд."
"выс. центра населённого пункта - 45 м над уровнем моря.","Высота центра населённого пункта - 45 метров над уровнем моря."
"Мэнгналла приняли на работу в качестве третьего секретаря футбольного клуба «Н Хит», а после изменения названия клуба на «Манчестер Юнайтед» он стал вторым секретарём клуба (термин «гл. тренер» (англ. manager) не использовался до прихода Джека Робсона).","Мэнгналла приняли на работу в качестве третьего секретаря футбольного клуба «Ньютон Хит», а после изменения названия клуба на «Манчестер Юнайтед» он стал вторым секретарём клуба (термин «главный тренер» (англ. manager) не использовался до прихода Джека Робсона)."
"д. находится на юго-востоке центральной части Псковской области, в пределах Бежаницкой возвышенности, на правом берегу реки Ашевки, на расстоянии примерно 5 км (по прямой) к северо-северо-востоку (NNE) от посёлка городского типа Бежаницы, административного центра района.","Деревня находится на юго-востоке центральной части Псковской области, в пределах Бежаницкой возвышенности, на правом берегу реки Ашевки, на расстоянии примерно 5 километров (по прямой) к северо-северо-востоку (NNE) от посёлка городского типа Бежаницы, административного центра района."
"д. находится в центральной части Калужской области, в зоне хвойно-широколиственных лесов, в пределах Барятинско-Сухиничской равнины, на левом берегу реки Течи, на расстоянии примерно 17 км (по прямой) к северо-востоку от города Мещовска, административного центра района.","Деревня находится в центральной части Калужской области, в зоне хвойно-широколиственных лесов, в пределах Барятинско-Сухиничской равнины, на левом берегу реки Течи, на расстоянии примерно 17 километров (по прямой) к северо-востоку от города Мещовска, административного центра района."
"Абсолютная выс. — 176 м над уровнем моря.","Абсолютная высота — 176 метров над уровнем моря."
"хут. находится в южной части Саратовского Левобережья, в пределах низменной Сыртовой равнины, в степной зоне, на расстоянии примерно 15 км (по прямой) к юго-юго-востоку (SSE) от села Питерки.","Хутор находится в южной части Саратовского Левобережья, в пределах низменной Сыртовой равнины, в степной зоне, на расстоянии примерно 15 километров (по прямой) к юго-юго-востоку (SSE) от села Питерки."
"В тот день над Львовом погода была облачной, с верхней границей 5-6 км.","В тот день над Львовом погода была облачной, с верхней границей 5-6 километров."
"В 12:05:45 с Львовским РЦ УВД вышел на связь экипаж рейса 8381 (Ту-134А) и доложил о входе в зону на эшелоне FL255 (7750 м).","В 12:05:45 с Львовским РЦ УВД вышел на связь экипаж рейса 8381 (Ту-134А) и доложил о входе в зону на эшелоне FL255 (7750 метров)."
"Диспетчером на восточном секторе в тот день был В. В. Шевченко; он передал экипажу удаление от Львовского аэропорта 122 км с азимутом 45° и разрешил снижение до эшелона FL140 (4250 м) на ОПРС Золочев.","Диспетчером на восточном секторе в тот день был В. В. Шевченко; он передал экипажу удаление от Львовского аэропорта 122 километра с азимутом 45° и разрешил снижение до эшелона FL140 (4250 метров) на ОПРС Золочев."
"Однако через неск. минут в 12:08:32 Шевченко связался с рейсом 8381 и отменил разрешение снижаться на эшелон FL140, разрешив занять эшелон FL155 (4700 м), так как на эшелоне FL150 (4550 м) в это время следовал Ан-24 встречным курсом на ОПРС Дедеркалы.","Однако через несколько минут в 12:08:32 Шевченко связался с рейсом 8381 и отменил разрешение снижаться на эшелон FL140, разрешив занять эшелон FL155 (4700 метров), так как на эшелоне FL150 (4550 метров) в это время следовал Ан-24 встречным курсом на ОПРС Дедеркалы."
"При этом Шевченко также предупредил экипаж Ту-134 о встречном самолёте, летевшем на эшелоне FL130 (3950 м).","При этом Шевченко также предупредил экипаж Ту-134 о встречном самолёте, летевшем на эшелоне FL130 (3950 метров)."
"В 12:05:22 его экипаж вышел на связь с ДПП Львовского аэропорта и доложил о занятии эшелона FL60 (1850 м).","В 12:05:22 его экипаж вышел на связь с ДПП Львовского аэропорта и доложил о занятии эшелона FL60 (1850 метров)."
"В этот момент Савчук (ориентируясь по обзорному радиолокатору) перепутал отметку рейса 101 с отметкой впереди идущего Ан-24 (с которым разминулся рейс 8381) и доложил экипажу Ан-26 об удалении от аэропорта 65 км (на самом деле оно было 56 км) и передал его диспетчеру восточного сектора.","В этот момент Савчук (ориентируясь по обзорному радиолокатору) перепутал отметку рейса 101 с отметкой впереди идущего Ан-24 (с которым разминулся рейс 8381) и доложил экипажу Ан-26 об удалении от аэропорта 65 километров (на самом деле оно было 56 километров) и передал его диспетчеру восточного сектора."
"В 12:12:28 на связь с Шевченко вышел уже переданный ему рейс 101, к-рый доложил о прохождении Золочева и запросил подъём до эшелона FL185 (5650 м).","В 12:12:28 на связь с Шевченко вышел уже переданный ему рейс 101, который доложил о прохождении Золочева и запросил подъём до эшелона FL185 (5650 метров)."
"Шевченко передал экипажу Ан-26, что тот летит по азимуту 86° и на удалении 60 км от аэропорта, и на эшелоне FL140 летит Ту-134А, до которого 10 км, поэтому запрос на подъём пока отклонён.","Шевченко передал экипажу Ан-26, что тот летит по азимуту 86° и на удалении 60 километров от аэропорта, и на эшелоне FL140 летит Ту-134А, до которого 10 километров, поэтому запрос на подъём пока отклонён."
"Экипаж рейса 101 подтвердил полученную информацию, при этом не придав значения тому, что всего 30 с назад диспетчер подхода называл им удаление 65 км.","Экипаж рейса 101 подтвердил полученную информацию, при этом не придав значения тому, что всего 30 секунд назад диспетчер подхода называл им удаление 65 километров."
"Почти одновременно, в 12:12:30, экипаж Ту-134 вышел на связь с диспетчером подхода Савчуком, к-рый передал ему, что тот летит по азимуту 85° и на удалении 65 км, после чего дал указание снижаться до эшелона FL120 (3650 м) к четвёртому развороту с МКпос=312° для захода на посадку.","Почти одновременно, в 12:12:30, экипаж Ту-134 вышел на связь с диспетчером подхода Савчуком, который передал ему, что тот летит по азимуту 85° и на удалении 65 километров, после чего дал указание снижаться до эшелона FL120 (3650 метров) к четвёртому развороту с МКпос=312° для захода на посадку."
"при занятии самолётом Ан-26 высоты 3900 м и подходе к рубежу передачи восточному сектору РЦ, используя средства радиолокационного контроля, неправильно определил фактич. удаление самолёта и передал управление им смежному диспетчеру;","при занятии самолётом Ан-26 высоты 3900 метров и подходе к рубежу передачи восточному сектору РЦ, используя средства радиолокационного контроля, неправильно определил фактическое удаление самолёта и передал управление им смежному диспетчеру;"
"при приеме УВД самолётом Ту-134, несмотря на наличие встречного самолёта, находившегося в 10 км по курсу следования, не информировал экипаж Ту-134 о сложившейся воздушной обстановке;","при приеме УВД самолётом Ту-134, несмотря на наличие встречного самолёта, находившегося в 10 километрах по курсу следования, не информировал экипаж Ту-134 о сложившейся воздушной обстановке;"
"Первые шаги в лёгкой атлетике Уилсон сделал ещё в школе, когда регулярно выступал на дистанциях 5000 и 10 000 м.","Первые шаги в лёгкой атлетике Уилсон сделал ещё в школе, когда регулярно выступал на дистанциях 5000 и 10 000 метров."
"26 мая он занимает 3-е место на дистанции 10 000 м на чемпионате Кении среди полицейских в Найроби, показав время 28.37.","26 мая он занимает 3-е место на дистанции 10 000 метров на чемпионате Кении среди полицейских в Найроби, показав время 28.37."
"Сезон 2008 года бегун начал с участия в пробеге World's Best 10K, в котором он занял 3-е место со временем 28.09, опередив на доли с своего соотечественника Уилсона Кебенеи.","Сезон 2008 года бегун начал с участия в пробеге World's Best 10K, в котором он занял 3-е место со временем 28.09, опередив на доли секунды своего соотечественника Уилсона Кебенеи."
"15 июня выиграл пробег на 5 км Maastrichts Mooiste в Маастрихте.","15 июня выиграл пробег на 5 километров Maastrichts Mooiste в Маастрихте."
"Впервые в его карьере Уилсон вышел на старт 21 097,5 м 9 ноября полумарафона в Дели.","Впервые в его карьере Уилсон вышел на старт 21 097,5 метров 9 ноября полумарафона в Дели."
"За три км до финиша Мерга начал отрываться от группы и его отрыв смог выдержать только Уилсон Кипсанг, остальные же начали отставать.","За три километра до финиша Мерга начал отрываться от группы и его отрыв смог выдержать только Уилсон Кипсанг, остальные же начали отставать."
"В итоге Мерга выиграл забег с результатом 59.15, Кипсанг проиграл ему всего одну с, его время 59.16.","В итоге Мерга выиграл забег с результатом 59.15, Кипсанг проиграл ему всего одну секунду, его время 59.16."
"К отметке 18 км Макау стал отрываться от группы и выиграл с результатом 58.52.","К отметке 18 километров Макау стал отрываться от группы и выиграл с результатом 58.52."
"Кипсанг занял в нём 2-е место с результатом 59.33, уступив лишь три с своему соотечественнику Джеффри Мутаи.","Кипсанг занял в нём 2-е место с результатом 59.33, уступив лишь три секунды своему соотечественнику Джеффри Мутаи."
"Впервые в своей жизни он вышел на старт 42 195 м на Парижском марафоне.","Впервые в своей жизни он вышел на старт 42 195 метров на Парижском марафоне."
"Отметка 15 км была пройдена за 44.57, половина дистанции — 1:02.38.","Отметка 15 километров была пройдена за 44.57, половина дистанции — 1:02.38."
"К отметке 35 км в лидеры вышли Кипсанг и Тадесе Тола, остальные начали отставать.","К отметке 35 километров в лидеры вышли Кипсанг и Тадесе Тола, остальные начали отставать."
"Первая половина дистанции была пройдена лидерами 1:01.40, это было на 4 с быстрее графика мирового рекорда, установленного Патриком Макау пять недель назад.","Первая половина дистанции была пройдена лидерами 1:01.40, это было на 4 секунды быстрее графика мирового рекорда, установленного Патриком Макау пять недель назад."
"Отметку в 35 км Кипсанг преодолел вместе со своими соотечественниками Леви Матебо и Питером Кируи.","Отметку в 35 километров Кипсанг преодолел вместе со своими соотечественниками Леви Матебо и Питером Кируи."
"В итоге он финишировал с результатом 2:03.42, что было на четыре с медленнее рекорда Патрика Макау.","В итоге он финишировал с результатом 2:03.42, что было на четыре секунды медленнее рекорда Патрика Макау."
"22 апреля выиграл Лондонский марафон с результатом 2:04.44 — это было всего на 4 с медленнее рекорда трассы, принадлежащего Эммануэлю Мутаи.","22 апреля выиграл Лондонский марафон с результатом 2:04.44 — это было всего на 4 секунды медленнее рекорда трассы, принадлежащего Эммануэлю Мутаи."
"С самого старта и до 11-го км дистанции Кипсанг бежал в лидирующей группе, отметка в 10 км была пройдена им за 30.47.","С самого старта и до 11-го километра дистанции Кипсанг бежал в лидирующей группе, отметка в 10 километров была пройдена им за 30.47."
"На 12-м км он увеличивает темп бега и отрывается от группы лидеров.","На 12-м километре он увеличивает темп бега и отрывается от группы лидеров."
"Отметка в 15 км была пройдена за 44.58, а отрезок с 10 по 15 км за 14.11.","Отметка в 15 километров была пройдена за 44.58, а отрезок с 10 по 15 километр за 14.11."
"Половина дистанции была пройдена за 1:03.15, а отрыв от остальной группы составлял 16 с.","Половина дистанции была пройдена за 1:03.15, а отрыв от остальной группы составлял 16 секунд."
"К 25-му км отрыв Кипсанга сокращается до 7 с, а к 30-му км с ним поравнялись Абель Кируи и Стивен Кипротич и в таком положении они бежали до 37-го км.","К 25-му километру отрыв Кипсанга сокращается до 7 секунд, а к 30-му километру с ним поравнялись Абель Кируи и Стивен Кипротич и в таком положении они бежали до 37-го километра."
"В финишном спурте он выигрывает 1 с у своего соотечественника Мики Кого.","В финишном спурте он выигрывает 1 секунду у своего соотечественника Мики Кого."
"На финишной прямой в результате спринтерского ускорения в борьбе за 4-е место он проиграл 1 с Фейисе Лелисе и в итоге занял 5-е место с результатом 2:07.47.","На финишной прямой в результате спринтерского ускорения в борьбе за 4-е место он проиграл 1 секунду Фейисе Лелисе и в итоге занял 5-е место с результатом 2:07.47."
"На последних м дистанции его на 1 с опередил Мозес Кипсиро, оставив Кипсанга на втором месте с результатом 27.53.","На последних метрах дистанции его на 1 секунду опередил Мозес Кипсиро, оставив Кипсанга на втором месте с результатом 27.53."
"В результате быстрого начала они пересекли отметку в 5 км за 14.33 и 10 км за 29.16, а половина дистанции была пройдена за 1:01.32 — это было на 13 с быстрее, чем изначально планировалось.","В результате быстрого начала они пересекли отметку в 5 километров за 14.33 и 10 километров за 29.16, а половина дистанции была пройдена за 1:01.32 — это было на 13 секунд быстрее, чем изначально планировалось."
"Отметка в 35 км была пройдена за 1:42.36, тем самым они проигрывали графику мирового рекорда 20 с.","Отметка в 35 километров была пройдена за 1:42.36, тем самым они проигрывали графику мирового рекорда 20 секунд."
"После 38-го км Кипчоге не выдерживает темпа бега и окончательно теряет контакт с лидером.","После 38-го километра Кипчоге не выдерживает темпа бега и окончательно теряет контакт с лидером."
"Отметку в 40 км Кипсанг преодолевает за 1:57.12, что на 5 с быстрее графика мирового рекорда.","Отметку в 40 километров Кипсанг преодолевает за 1:57.12, что на 5 секунд быстрее графика мирового рекорда."
"В итоге он пересекает финишную линию с новым мировым рекордом — 2:03.23, что на 15 с быстрее предыдущего рекорда Патрика Макау.","В итоге он пересекает финишную линию с новым мировым рекордом — 2:03.23, что на 15 секунд быстрее предыдущего рекорда Патрика Макау."
"Всю дистанцию он бежал в лидерах, однако за 550 м до финиша Кенениса Бекеле начал финишное ускорение и в итоге выиграл у Кипсанга 5 с.","Всю дистанцию он бежал в лидерах, однако за 550 метров до финиша Кенениса Бекеле начал финишное ускорение и в итоге выиграл у Кипсанга 5 секунд."
"Еженедельный километраж может варьироваться в пределах от 140 до 200 км, а самая протяженная тренировка составлять 45 км.","Еженедельный километраж может варьироваться в пределах от 140 до 200 километров, а самая протяженная тренировка составлять 45 км."
"Устье реки находится в 73 км по левому берегу реки Айсаз на высоте 105,4 м над уровнем моря.","Устье реки находится в 73 км по левому берегу реки Айсаз на высоте 105,4 метра над уровнем моря."
"Приём пищи осуществлялся два раза в день и включал в себя поллитра супа, и к нему на обед 200 г каши.","Приём пищи осуществлялся два раза в день и включал в себя поллитра супа, и к нему на обед 200 грамм каши."
"Основой же питания были 600 г хлеба, причём после 1945 года выпекавшегося из полноценной муки — до капитуляции Германии в муку добавлялась свекла.","Основой же питания были 600 граммов хлеба, причём после 1945 года выпекавшегося из полноценной муки — до капитуляции Германии в муку добавлялась свекла."
"В зависимости от выполнения рабочей нормы бригады получали надбавку — при выполнении 80 % — 100 г, а при выполнении 100 % — 200 г хлеба на чел..","В зависимости от выполнения рабочей нормы бригады получали надбавку — при выполнении 80 % — 100 грамм, а при выполнении 100 % — 200 грамм хлеба на человека."
"с. находится менее чем в двух км к западу от границы Албании с Косово.","Село находится менее чем в двух километрах к западу от границы Албании с Косово."
"с. Кабардинка расположено напротив города Новороссийск и в 12 км к северо-западу от Геленджика, на берегу Цемесской бухты в широкой долине, плавно опускающейся к морю.","Село Кабардинка расположено напротив города Новороссийск и в 12 километрах к северо-западу от Геленджика, на берегу Цемесской бухты в широкой долине, плавно опускающейся к морю."
