question,answer
"Он был известен своей способностью поджигать имущество и окружающую сельскую местность, но проработал двадцать пять лет, пока не закрылся в 1930 г.","Он был известен своей способностью поджигать имущество и окружающую сельскую местность, но проработал двадцать пять лет, пока не закрылся в 1930 году."
"Для пассажиров пароходов, желающих взглянуть на о-в, был запущен специальный вагон первого класса.","Для пассажиров пароходов, желающих взглянуть на остров, был запущен специальный вагон первого класса."
"жел. дорога пересекала некоторые из самых узких улиц города.","Железная дорога пересекала некоторые из самых узких улиц города."
"К 1906 г в Каменном городе было электрическое уличное освещение.","К 1906 году в Каменном городе было электрическое уличное освещение."
"В 1911 г жел. дорога была продана правительству, а в 1922 г пассажирское сообщение прекратилось.","В 1911 году железная дорога была продана правительству, а в 1922 году пассажирское сообщение прекратилось."
"Некоторое время она ещё использовалась для перевозки камня, пока не была окончательно закрыта в 1930 г.","Некоторое время она ещё использовалась для перевозки камня, пока не была окончательно закрыта в 1930 году."
"ж.-д. транспорт в Танзании","Железнодорожный транспорт в Танзании"
"Леонит Абази начинал свою профессиональную карьеру футболиста в 2011 г в команде «Дрита» из его родного города Гнилане, выступавшей в косовской Суперлиге.","Леонит Абази начинал свою профессиональную карьеру футболиста в 2011 году в команде «Дрита» из его родного города Гнилане, выступавшей в косовской Суперлиге."
"Летом 2013 года Абази перешёл в албанский «Скендербеу», за к-рый впервые сыграл в Суперкубке Албании 2013.","Летом 2013 года Абази перешёл в албанский «Скендербеу», за который впервые сыграл в Суперкубке Албании 2013."
"В 1933—1934 гг строится и вводится в эксплуатацию линия Челябинск — Еманжелинск.","В 1933—1934 годах строится и вводится в эксплуатацию линия Челябинск — Еманжелинск."
"мл. брат — Прокопий Валуев.","Младший брат — Прокопий Валуев."
"Его отец погиб во время второго казанского похода в 1550 г.","Его отец погиб во время второго казанского похода в 1550 году."
"В 1578 г Г. Л. Валуев участвовал в большом походе русской армии на Ливонию, где был оставлен воеводой в завоеванном городе Левенварден.","В 1578 году Г. Л. Валуев участвовал в большом походе русской армии на Ливонию, где был оставлен воеводой в завоеванном городе Левенварден."
"Однако небольшой рус. гарнизон под руководством дворянина Григория Валуева и князя Ивана Елецкого мужественно выдержал осаду.","Однако небольшой русский гарнизон под руководством дворянина Григория Валуева и князя Ивана Елецкого мужественно выдержал осаду."
"В 1580-1581 гг служил наместником в крепости Белая.","В 1580-1581 годах служил наместником в крепости Белая."
"С 1582 по 1584 г — первый воевода в Невле.","С 1582 по 1584 год — первый воевода в Невле."
"В 1590 г — второй воевода в Великих Луках, затем первый голова в Невле, где служил и в 1592 г.","В 1590 году — второй воевода в Великих Луках, затем первый голова в Невле, где служил и в 1592 году."
"Валуев Леонтий Григорьевич // слав. энциклопедия.","Валуев Леонтий Григорьевич // Славянская энциклопедия."
"XVII в..","XVII век."
"Двое детей из Нью-Йорка, Итан и его мл. сестра Хэлли, пытаются соединить своих родителей, Катерину и Майкла О’Фэллон, находящихся в разводе.","Двое детей из Нью-Йорка, Итан и его младшая сестра Хэлли, пытаются соединить своих родителей, Катерину и Майкла О’Фэллон, находящихся в разводе."
"реж.: Роберт Либерман","Режиссёр: Роберт Либерман"
"Сценаристы: т. Эберхард и Ричард Крамер","Сценаристы: Том Эберхард и Ричард Крамер"
"худ. по костюмам: Нолан Миллер","Художник по костюмам: Нолан Миллер"
"Соза (порт. Sosa) — р-н (фрегезия) в Португалии, входит в округ Авейру.","Соза (порт. Sosa) — район (фрегезия) в Португалии, входит в округ Авейру."
"Находится в составе крупной гор. агломерации Большое Авейру.","Находится в составе крупной городской агломерации Большое Авейру."
"Входит в экономико-статистический субрегион Байшу-Воуга, к-рый входит в сев. регион.","Входит в экономико-статистический субрегион Байшу-Воуга, который входит в Северный регион."
"нас. составляет 2939 чел..","Население составляет 2939 человек."
"Занимает пл. 22,03 км².","Занимает площадь 22,03 км²."
"Коробовщина — д. в Орловском районе Кировской области России.","Коробовщина — деревня в Орловском районе Кировской области России."
"Годовое кол-во атмосферных осадков — 583 мм, из которых ок. 403 мм выпадает в период с апреля по окт..","Годовое количество атмосферных осадков — 583 мм, из которых около 403 мм выпадает в период с апреля по октябрь."
"нац. состав","Национальный состав"
"Согласно результатам переписи 2002 года, в национальной структуре населения русские составляли 96 % из 123 чел..","Согласно результатам переписи 2002 года, в национальной структуре населения русские составляли 96 % из 123 человек."
"Велошоссейный кубок Германии (спонсорское назв.: нем. TUI-Cup) — сезонный турнир из самостоятельных шоссейных немецких велогонок проводившийся с 2006 по 2009 г.","Велошоссейный кубок Германии (спонсорское название: нем. TUI-Cup) — сезонный турнир из самостоятельных шоссейных немецких велогонок проводившийся с 2006 по 2009 год."
"Соревнование было создано в 2006 г.","Соревнование было создано в 2006 году."
"кол-во гонок менялось каждый г.","Количество гонок менялось каждый год."
"По итогам сезона разыгрывается только одна классификация — индивид..","По итогам сезона разыгрывается только одна классификация — индивидуальная."
"Спонсором выступала нем. туристическая компания TUI Group.","Спонсором выступала немецкая туристическая компания TUI Group."
"В разные гг. в календарь Кубка входили следующие гонки:","В разные годы в календарь Кубка входили следующие гонки:"
"Третий фильм получил одиннадцать премий «Оскар», вкл. лучший фильм и лучшую режиссуру.","Третий фильм получил одиннадцать премий «Оскар», включая лучший фильм и лучшую режиссуру."
"Стерео дол. (1992)","Стерео долина (1992)"
"р-н № 9 (2009)","Район № 9 (2009)"
"з. Мемфиса (2012)","Запад Мемфиса (2012)"
"После рассмотрения судебных органов Новой Зеландии по вопросам неприкосновенности частной жизни Галлен Дж. заявил: «Нынешняя ситуация в Новой Зеландии … заключается в т., что в Высоком суде есть три решительных заявления в пользу существования такого деликта в этой стране и принятия Апелляционным судом того, что эта концепция, по крайней мере, спорна».","После рассмотрения судебных органов Новой Зеландии по вопросам неприкосновенности частной жизни Галлен Дж. заявил: «Нынешняя ситуация в Новой Зеландии … заключается в том, что в Высоком суде есть три решительных заявления в пользу существования такого деликта в этой стране и принятия Апелляционным судом того, что эта концепция, по крайней мере, спорна»."
"род. 7 июля 1958 года в Хельсинки.","Родилась 7 июля 1958 года в Хельсинки."
"Окончила ф-т театра кино и литературы Стокгольмского университета.","Окончила факультет театра кино и литературы Стокгольмского университета."
"Изучала нем. яз. в Цюрихе и германистику в университете Карла Маркса в Лейпциге (в тот период Германская демокр. респ.).","Изучала немецкий язык в Цюрихе и германистику в университете Карла Маркса в Лейпциге (в тот период Германская Демократическая Республика)."
"В 1993 г защитила диссертацию на тему «En regissörs estetik: Ludvig Josephson och den tidigare teaterregin» в Стокгольмском университете, получив степень Ph.D..","В 1993 году защитила диссертацию на тему «En regissörs estetik: Ludvig Josephson och den tidigare teaterregin» в Стокгольмском университете, получив степень Ph.D.."
"В декабре 2005 года заняла профессорскую должность в Лундском университете в Центре гендерных исследований факультета социологии и тогда же стала широко известна общественности в качестве соучредителя шведской феминистической партии жен. инициатива.","В декабре 2005 года заняла профессорскую должность в Лундском университете в Центре гендерных исследований факультета социологии и тогда же стала широко известна общественности в качестве соучредителя шведской феминистической партии Женская инициатива."
"В первой половине 1990-х годов было выпущено 12 прототипов и три серийных обр., затем программа была закрыта.","В первой половине 1990-х годов было выпущено 12 прототипов и три серийных образца, затем программа была закрыта."
"На междунар. рынок самолёт предлагался под наименованием «Су-35», что впосл. породило путаницу с самолётом Су-35С более поздней разработки.","На международный рынок самолёт предлагался под наименованием «Су-35», что впоследствии породило путаницу с самолётом Су-35С более поздней разработки."
"В 1977 г в ОКБ Сухого были начаты предварительные исследования возможных путей увеличения боевых возможностей истребителя Су-27, к-рый в то время являлся самым мощным в мире серийным тяжёлым истребителем завоевания господства в воздухе.","В 1977 году в ОКБ Сухого были начаты предварительные исследования возможных путей увеличения боевых возможностей истребителя Су-27, который в то время являлся самым мощным в мире серийным тяжёлым истребителем завоевания господства в воздухе."
"Работы по созданию истребителя Су-27М, получившего «фирменное» обозначение «Т-10М», возглавил гл. конструктор Н. Ф. Никитин, при общем руководстве генерального конструктора М. П. Симонова.","Работы по созданию истребителя Су-27М, получившего «фирменное» обозначение «Т-10М», возглавил главный конструктор Н. Ф. Никитин, при общем руководстве генерального конструктора М. П. Симонова."
"Для перспективных модификаций Су-27 — многофункционального истребителя Су-27М, палубного Су-27К и ударного самолёта Су-27ИБ была разработана аэродинамическая компоновка с передним горизонтальным оперением (ПГО), к-рый служило для формирования мощных вихревых жгутов, управляющих пограничным слоем, «набухающем» на крыле при движении самолёта на больших углах атаки.","Для перспективных модификаций Су-27 — многофункционального истребителя Су-27М, палубного Су-27К и ударного самолёта Су-27ИБ была разработана аэродинамическая компоновка с передним горизонтальным оперением (ПГО), которое служило для формирования мощных вихревых жгутов, управляющих пограничным слоем, «набухающем» на крыле при движении самолёта на больших углах атаки."
"Вихревые генераторы, по рекомендации ЦАГИ, были применены приблизительно в то же время (на рубеже 1970-80-х годов) и при модернизации истребителя МиГ-23: последняя и наиб. маневренная версия этого самолёта — МиГ-23МЛД — была снабжена небольшими вырезами («клыками») на корневой части крыла.","Вихревые генераторы, по рекомендации ЦАГИ, были применены приблизительно в то же время (на рубеже 1970-80-х годов) и при модернизации истребителя МиГ-23: последняя и наиболее маневренная версия этого самолёта — МиГ-23МЛД — была снабжена небольшими вырезами («клыками») на корневой части крыла."
"Носовая ч. увеличенного объёма и диаметра для размещения нового радара","Носовая часть увеличенного объёма и диаметра для размещения нового радара"
"Т-10М-0 (б/н ---) — экз. для статических испытаний.","Т-10М-0 (б/н ---) — экземпляр для статических испытаний."
"Т-10М-1 (б/н 701) — первый опытный экз. Су-27М (1988 г).","Т-10М-1 (б/н 701) — первый опытный экземпляр Су-27М (1988 год)."
"Т-10М-2 (б/н 702) — второй опытный экз. (1989 г).","Т-10М-2 (б/н 702) — второй опытный экземпляр (1989 год)."
"Т-10М-3 (б/н 703) — головной предсерийный обр..","Т-10М-3 (б/н 703) — головной предсерийный образец."
"Самолёт принял участие в I Международном авиационно-космическом салоне МАКС-1993 в Жуковском, в международном авиасалоне в Фарнборо в 1994 г.","Самолёт принял участие в I Международном авиационно-космическом салоне МАКС-1993 в Жуковском, в международном авиасалоне в Фарнборо в 1994 году."
"Т-10М-4 (б/н 704) — экз. для статических испытаний.","Т-10М-4 (б/н 704) — экземпляр для статических испытаний."
"Т-10М-5 (б/н 705) — опытный экз..","Т-10М-5 (б/н 705) — опытный экземпляр."
"Т-10М-6 (б/н 706) — опытный экз..","Т-10М-6 (б/н 706) — опытный экземпляр."
"В 1992 г на аэродроме Мачулищи (Белоруссия) был представлен министрам обороны стран СНГ.","В 1992 году на аэродроме Мачулищи (Белоруссия) был представлен министрам обороны стран СНГ."
"Т-10М-7 (б/н 707) — опытный экз..","Т-10М-7 (б/н 707) — опытный экземпляр."
"Т-10М-8 (б/н 708) — предсерийный экз..","Т-10М-8 (б/н 708) — предсерийный экземпляр."
"Т-10М-9 (б/н 709) — предсерийный экз..","Т-10М-9 (б/н 709) — предсерийный экземпляр."
"Т-10М-10 (б/н 710) — предсерийный экз..","Т-10М-10 (б/н 710) — предсерийный экземпляр."
"Т-10М-11 (б/н 711) — предсерийный экз..","Т-10М-11 (б/н 711) — предсерийный экземпляр."
"Потерян в аварии 19 дек. 2002 года.","Потерян в аварии 19 декабря 2002 года."
"Т-10М-12 (б/н 712) — предсерийный экз..","Т-10М-12 (б/н 712) — предсерийный экземпляр."
"Построен в 1995 г, в 1996 передан в состав ГЛИЦ в Ахтубинске.","Построен в 1995 году, в 1996 передан в состав ГЛИЦ в Ахтубинске."
"Построен в 1995 г, в 1996 передан в состав ГЛИЦ в Ахтубинске.","Построен в 1995 году, в 1996 передан в состав ГЛИЦ в Ахтубинске."
"Построен в 1995 г, в 1996 передан в состав ГЛИЦ в Ахтубинске.","Построен в 1995 году, в 1996 передан в состав ГЛИЦ в Ахтубинске."
"Произведён в 1993 г.","Произведён в 1993 году."
"Самолёт принимал участие в международном авиасалоне в Фарнборо в 1996 г, в международном авиасалоне в Ле Бурже в 1997 г, в III Международном авиационно-космическом салоне МАКС-1997, а также в авиашоу в Кубинке, Тушино и т. д.; комплекс фигур с элементами сверхманевренности демонстрировал лётчик-испытатель Евгений Фролов.","Самолёт принимал участие в международном авиасалоне в Фарнборо в 1996 году, в международном авиасалоне в Ле Бурже в 1997 году, в III Международном авиационно-космическом салоне МАКС-1997, а также в авиашоу в Кубинке, Тушино и т. д.; комплекс фигур с элементами сверхманевренности демонстрировал лётчик-испытатель Евгений Фролов."
"19 дек. 2002 года самолёт под управлением лётчика-испытателя Юрия Ващука потерпел аварию в 80 км от аэродрома Раменское.","19 декабря 2002 года самолёт под управлением лётчика-испытателя Юрия Ващука потерпел аварию в 80 км от аэродрома Раменское."
"Интересно, что впервые на КнААПО проектирование Су-35УБ и вып. рабочих чертежей велись со значительным использованием компьютерных технологий.","Интересно, что впервые на КнААПО проектирование Су-35УБ и выпуск рабочих чертежей велись со значительным использованием компьютерных технологий."
"Первый полёт опытного самолёта состоялся в 2000 г.","Первый полёт опытного самолёта состоялся в 2000 году."
"Ожидается, что после проведения первого цикла заводских лётных испытаний новую опытную машину продемонстрируют на одном из международных авиасалонов в 2001 г.","Ожидается, что после проведения первого цикла заводских лётных испытаний новую опытную машину продемонстрируют на одном из международных авиасалонов в 2001 году."
"ВВС России — 3 серийных машины переданы в 1996 г, 2 предсерийные переданы в 2003 г из состава ОКБ Сухого.","ВВС России — 3 серийных машины переданы в 1996 году, 2 предсерийные переданы в 2003 году из состава ОКБ Сухого."
"Все самолёты Су-27М Военно-воздушных сил России в наст. время находятся в составе авиационной группы высшего пилотажа «Русские витязи», где на них было совершено неск. полётов, после чего было принято решение машины не использовать (из-за различий в оборудовании между всеми экземплярами).","Все самолёты Су-27М Военно-воздушных сил России в настоящее время находятся в составе авиационной группы высшего пилотажа «Русские витязи», где на них было совершено несколько полётов, после чего было принято решение машины не использовать (из-за различий в оборудовании между всеми экземплярами)."
"впосл. самолёты были разукомплектованы (то оборудование, что можно было использовать для обычных Су-27 группы, было снято).","Впоследствии самолёты были разукомплектованы (то оборудование, что можно было использовать для обычных Су-27 группы, было снято)."
"Во время праздников и дней открытых дверей на аэродроме Кубинка один-два экз. выставляют на статическую экспозицию.","Во время праздников и дней открытых дверей на аэродроме Кубинка один-два экземпляра выставляют на статическую экспозицию."
"Экипаж: 1 чел.","Экипаж: 1 человек"
"дл.: 22,18 м","Длина: 22,18 м"
"выс.: 6,43 м","Высота: 6,43 м"
"пл. крыла: 62,04 м²","Площадь крыла: 62,04 м²"
"В 1981 г она выступала в национальной команде по конькобежному спорту на чемпионате мира в спринтерском многоборье в Гренобле и заняла общее 29-е место из 31-го..","В 1981 году она выступала в национальной команде по конькобежному спорту на чемпионате мира в спринтерском многоборье в Гренобле и заняла общее 29-е место из 31-го.."
"В 1982 г завершила выступления.","В 1982 году завершила выступления."
"Взрослые особи достигают длины 29—31 см и весят ок. 250 г.","Взрослые особи достигают длины 29—31 см и весят около 250 г."
"У ювенильных птиц передняя ч. головы — полосатая.","У ювенильных птиц передняя часть головы — полосатая."
"Подбородочная ч. головы и горло окрашены в белый цвет, а задняя ч. шеи в белую и коричневую крапинку.","Подбородочная часть головы и горло окрашены в белый цвет, а задняя часть шеи в белую и коричневую крапинку."
"Вследствие похожих строения, размеров и внебрачной окраски седоголовую поганку часто путают с новозеландской поганкой, а также австралийской малой поганкой, последнюю однако можно отличить по тёмной окантовке, к-рый простирается за глазами.","Вследствие похожих строения, размеров и внебрачной окраски седоголовую поганку часто путают с новозеландской поганкой, а также австралийской малой поганкой, последнюю однако можно отличить по тёмной окантовке, которая простирается за глазами."
"Седоголовую поганку можно обнаружить практически во всех штатах Австралии и Тасмании, где её популяция насчитывает ок. 500 000 особей, а также в Новой Зеландии.","Седоголовую поганку можно обнаружить практически во всех штатах Австралии и Тасмании, где её популяция насчитывает около 500 000 особей, а также в Новой Зеландии."
"Поведение седоголовой поганки неск. отличается от поведения других представителей семейства поганковых.","Поведение седоголовой поганки несколько отличается от поведения других представителей семейства поганковых."
"Она чаще взлетает при приближении чел., в то время как другие поганки обычно ныряют, менее крикливая, а также наиб. соц., с менее выраженным состязательным поведением.","Она чаще взлетает при приближении человека, в то время как другие поганки обычно ныряют, менее крикливая, а также наиболее социальная, с менее выраженным состязательным поведением."
"В отличие от таких видов, как большая и зап. поганки, которые демонстрируют наиб. зрелищное поведение во время тока, брачные ухаживания австралийской белоголовой поганки относительно просты и похожи на ухаживания новозеландской поганки.","В отличие от таких видов, как большая и западная поганки, которые демонстрируют наиболее зрелищное поведение во время тока, брачные ухаживания австралийской белоголовой поганки относительно просты и похожи на ухаживания новозеландской поганки."
"Седоголовая поганка сооружает гнездо на мелководье, на некотором расстоянии от берега, среди плавающих водорослей, осоки, камыша или др. растительности низин, затопляемых морской водой.","Седоголовая поганка сооружает гнездо на мелководье, на некотором расстоянии от берега, среди плавающих водорослей, осоки, камыша или другой растительности низин, затопляемых морской водой."
