question,answer
"Молодой человек быстро продал дом, в котором жил с Роузом последние четыре года, за 250 тысяч $ (в 6—7 раз меньше его реальной стоимости) и уехал в США.","Молодой человек быстро продал дом, в котором жил с Роузом последние четыре года, за 250 тысяч долларов (в 6—7 раз меньше его реальной стоимости) и уехал в США."
"В 1878 году он был принят в лютеранский Roanoke College, но решил уйти, чтобы работать над проектированием машины для скручивания сигарет, так как табачная компания Allen & Ginter (Ричмонд, Виргиния) в 1875 году объявила приз в размере 75 000 $ США за изобретение машины, способной скручивать сигареты.","В 1878 году он был принят в лютеранский Roanoke College, но решил уйти, чтобы работать над проектированием машины для скручивания сигарет, так как табачная компания Allen & Ginter (Ричмонд, Виргиния) в 1875 году объявила приз в размере 75 000 долларов США за изобретение машины, способной скручивать сигареты."
"В 1877 году правительство выделило 72 тыс. $ США на создание садов, и Джон Фредерик Ваби, первый садовник, прибыл в Джорджтаун из Великобритании в декабре 1878 года и провёл в Гайане 35 лет, благоустраивая сад.","В 1877 году правительство выделило 72 тыс. долларов США на создание садов, и Джон Фредерик Ваби, первый садовник, прибыл в Джорджтаун из Великобритании в декабре 1878 года и провёл в Гайане 35 лет, благоустраивая сад."
"В сельской местности разрешалось иметь второго ребёнка, если первой родилась девочка, а «право на рождение второго ребёнка» стоило около 4000 ¥ (US $ 600).","В сельской местности разрешалось иметь второго ребёнка, если первой родилась девочка, а «право на рождение второго ребёнка» стоило около 4000 юаней (US $ 600)."
"Призовой фонд составил 1 млн $ и 15 тыс. очков DPC.","Призовой фонд составил 1 млн долларов и 15 тыс. очков DPC."
"Он уходит из №.","Он уходит из номера."
"Позже была доступна β-версия Android 6.0 Marshmallow.","Позже была доступна бета-версия Android 6.0 Marshmallow."
"В Зеркальной Вселенной Трип является главным инженером ISS «Энтерпрайз», но он страшно изуродован из за облучения Δ лучами двигателя «Энтерпрайз».","В Зеркальной Вселенной Трип является главным инженером ISS «Энтерпрайз», но он страшно изуродован из за облучения дельта лучами двигателя «Энтерпрайз»."
"Общее количество равновозможных исходов (элементарных событий) = 36 (так как на каждый из 6 возможных исходов одной кости возможно по 6 вариантов исхода другой).","Общее количество равновозможных исходов (элементарных событий) равно 36 (так как на каждый из 6 возможных исходов одной кости возможно по 6 вариантов исхода другой)."
"Требуется так называемая счётная или Σ-аддитивность, то есть выполнение свойства аддитивности для любого не более чем счётного семейства попарно несовместных событий.","Требуется так называемая счётная или сигма-аддитивность, то есть выполнение свойства аддитивности для любого не более чем счётного семейства попарно несовместных событий."
"Предполагается, что она определена на некоторой Σ-алгебре","Предполагается, что она определена на некоторой сигма-алгебре"
"— то есть множество элементарных событий, Σ-алгебра его подмножеств и вероятностная мера — называется вероятностным пространством.","— то есть множество элементарных событий, сигма-алгебра его подмножеств и вероятностная мера — называется вероятностным пространством."
"Общее количество равновозможных исходов =","Общее количество равновозможных исходов равно"
"Пусть количество этих исходов =","Пусть количество этих исходов равно"
"Если эти события несовместны, то в рамках классического определения это означает, что сумма количеств элементарных событий, благоприятствующих тому или иному событию, = общему количеству равновозможных исходов.","Если эти события несовместны, то в рамках классического определения это означает, что сумма количеств элементарных событий, благоприятствующих тому или иному событию, равно общему количеству равновозможных исходов."
"Через плотность распределения — это соответствующий ∫ от плотности на данном интервале (для дискретной случайной величины — просто сумма вероятностей значений из этого интервала).","Через плотность распределения — это соответствующий интеграл от плотности на данном интервале (для дискретной случайной величины — просто сумма вероятностей значений из этого интервала)."
"Также часто рассматривается γ-распределение, частным случаем которого является экспоненциальное распределение, а также указанное выше распределение Хи-квадрат Естественно, используемые на практике распределения не ограничиваются только этими распределениями.","Также часто рассматривается гамма-распределение, частным случаем которого является экспоненциальное распределение, а также указанное выше распределение Хи-квадрат Естественно, используемые на практике распределения не ограничиваются только этими распределениями."
"Для такой случайной величины математическое ожидание также =","Для такой случайной величины математическое ожидание также равно"
"Простейший способ выяснить это — задать вопросы типа «№ исхода меньше половины N», если да, то аналогичный вопрос можно задать и для одной из половин (в зависимости от ответа на вопрос) и т. д.","Простейший способ выяснить это — задать вопросы типа «номер исхода меньше половины N», если да, то аналогичный вопрос можно задать и для одной из половин (в зависимости от ответа на вопрос) и т. д."
"Более формально, № исходов можно представить в двоичной системе счисления, тогда","Более формально, номера исходов можно представить в двоичной системе счисления, тогда"
"Для непрерывной случайной величины в этой формуле необходимо использовать вместо вероятностей — функцию плотности распределения и вместо суммы — соответствующий ∫.","Для непрерывной случайной величины в этой формуле необходимо использовать вместо вероятностей — функцию плотности распределения и вместо суммы — соответствующий интеграл."
"В тот же день нашел работу, проработал день, получил 5 $, нашел комнату у русского князя и приготовил себе ужин.","В тот же день нашел работу, проработал день, получил 5 долларов, нашел комнату у русского князя и приготовил себе ужин."
"14 августа 1989 года команда «Магический круг», в составе которой был Колючий, заняла первое место в номинации «№ в свободном стиле» за № «Буратино» на Всесоюзном брейк-данс-фестивале Papuga '89 (Паланга, Литва).","14 августа 1989 года команда «Магический круг», в составе которой был Колючий, заняла первое место в номинации «номер в свободном стиле» за номер «Буратино» на Всесоюзном брейк-данс-фестивале Papuga '89 (Паланга, Литва)."
"5 ноября 1989 года команда «Магический круг», в составе которой был Колючий, заняла первое место в номинации «№ в свободном стиле» за № «Буратино» на Всесоюзном фестивале популярных танцев «Колобок '89» (Горький, ныне — Нижний Новгород).","5 ноября 1989 года команда «Магический круг», в составе которой был Колючий, заняла первое место в номинации «номер в свободном стиле» за номер «Буратино» на Всесоюзном фестивале популярных танцев «Колобок '89» (Горький, ныне — Нижний Новгород)."
"Для той же цели было поставлено кислое молоко, а также солёные огурцы, = как и сливы, приготовленные таким же способом».","Для той же цели было поставлено кислое молоко, а также солёные огурцы, равно как и сливы, приготовленные таким же способом»."
"«Лебедь» (также известный как «Люк») — станция № 3 проекта «Дхарма» в телесериале «Lost» («Остаться в живых»).","«Лебедь» (также известный как «Люк») — станция номер 3 проекта «Дхарма» в телесериале «Lost» («Остаться в живых»)."
"Остин является крупнейшей составной городской агломерации Большой Остин, внутренний валовой продукт которой в 2010 году составил 86 миллиардов $ США.","Остин является крупнейшей составной городской агломерации Большой Остин, внутренний валовой продукт которой в 2010 году составил 86 миллиардов долларов США."
"Согласно данным опросов пяти лет с 2009 по 2013 годы, средний доход домохозяйства в Остине составляет 37 094 $ США в год, средний доход семьи — 69 272 $.","Согласно данным опросов пяти лет с 2009 по 2013 годы, средний доход домохозяйства в Остине составляет 37 094 доллара США в год, средний доход семьи — 69 272 доллара."
"Доход на душу населения в городе составляет 31 990 $ США, ниже, чем в среднем по стране — 39 997 $.","Доход на душу населения в городе составляет 31 990 долларов США, ниже, чем в среднем по стране — 39 997 долларов."
"С востока на запад город пересекают автомагистраль США № 183 и автомагистраль штата 71.","С востока на запад город пересекают автомагистраль США номер 183 и автомагистраль штата 71."
"Автомагистраль США № 290 проходит через северо-восток города, затем сливается с I-35, после чего становится частью автомагистрали штата 71, а затем вновь становится отдельной магистралью на западной окраине города.","Автомагистраль США номер 290 проходит через северо-восток города, затем сливается с I-35, после чего становится частью автомагистрали штата 71, а затем вновь становится отдельной магистралью на западной окраине города."
"Магистраль проходит от I-35 в районе Джорджтауна, до пересечения с другой магистралью штата, № 45.","Магистраль проходит от I-35 в районе Джорджтауна, до пересечения с другой магистралью штата, номер 45."
"Университет тратит на исследования более 640 миллионов $ и имеет лучшие юридические, инженерные и бизнес-программы в штате.","Университет тратит на исследования более 640 миллионов долларов и имеет лучшие юридические, инженерные и бизнес-программы в штате."
"три первые премии «Золотой Дельвиг» по 1 000 000 ₽ каждая (с вручением «Золотой медали Дельвига»);","три первые премии «Золотой Дельвиг» по 1 000 000 рублей каждая (с вручением «Золотой медали Дельвига»);"
"шесть вторых премий «Серебряный Дельвиг» по 500 000 ₽ каждая (с вручением «Серебряной медали Дельвига»);","шесть вторых премий «Серебряный Дельвиг» по 500 000 рублей каждая (с вручением «Серебряной медали Дельвига»);"
"шесть премий «Бронзовый Дельвиг» по 100 000 ₽ каждая (с вручением «Бронзовой медали Дельвига»);","шесть премий «Бронзовый Дельвиг» по 100 000 рублей каждая (с вручением «Бронзовой медали Дельвига»);"
"две премии «Дебют» по 250 000 ₽ каждая (с вручением дипломов лауреатов).","две премии «Дебют» по 250 000 рублей каждая (с вручением дипломов лауреатов)."
"Стоимость картин оценивалась примерно в 100 миллионов канадских $.","Стоимость картин оценивалась примерно в 100 миллионов канадских долларов."
"Они получили бортовые № «106» и «107».","Они получили бортовые номера «106» и «107»."
"Билет внутри одной тарифной зоны в 2024 году стоит 25 ₽, в двух зонах — 40 руб.","Билет внутри одной тарифной зоны в 2024 году стоит 25 рублей, в двух зонах — 40 руб."
"С точки зрения структуры главной особенностью колоды является то, что Уэйт поменял в ней XI и VIII арканы местами: аркану «Правосудие» он присвоил порядковый № XI, а «Силе» — VIII.","С точки зрения структуры главной особенностью колоды является то, что Уэйт поменял в ней XI и VIII арканы местами: аркану «Правосудие» он присвоил порядковый номер XI, а «Силе» — VIII."
"Вероятнее всего, Уэйт, бывший в своё время членом «Золотой Зари», использовал материалы «Книги Т», в которой «Правосудию» соответствует № XI, а «Силе» — VIII.","Вероятнее всего, Уэйт, бывший в своё время членом «Золотой Зари», использовал материалы «Книги Т», в которой «Правосудию» соответствует номер XI, а «Силе» — VIII."
"Средний доход на одно домашнее хозяйство в индейской резервации составлял 28 194 $ США.","Средний доход на одно домашнее хозяйство в индейской резервации составлял 28 194 доллара США."
"Администрация Барнаула объявляла сбор денег на реставрацию флюгера (необходимо около 1,5 млн ₽), но путём благотворительных концертов и пожертвований горожан было собрано лишь несколько тысяч.","Администрация Барнаула объявляла сбор денег на реставрацию флюгера (необходимо около 1,5 млн рублей), но путём благотворительных концертов и пожертвований горожан было собрано лишь несколько тысяч."
"Заводской № С-721.","Заводской номер С-721."
"В различные периоды корабль носил следующие бортовые (тактические) №:","В различные периоды корабль носил следующие бортовые (тактические) номера:"
"Объясняется это тем, что запланировано было даже количество раскулаченных и от сельского руководства «требовали % кулаков».","Объясняется это тем, что запланировано было даже количество раскулаченных и от сельского руководства «требовали процента кулаков»."
"С учётом инфляции — это 17 387 российских ₽.","С учётом инфляции — это 17 387 российских рублей."
"Но «уровень безработицы за 2006 год составил 10 %; в 2005 году уровень безработицы составлял 9,5 %».","Но «уровень безработицы за 2006 год составил 10 %; в 2005 году уровень безработицы составлял 9,5 процента»."
"Минимальная температура надежного пуска двигателя без предварительного разогрева: - 20 °C","Минимальная температура надежного пуска двигателя без предварительного разогрева: минус 20 °C"
"Допустимая температура окружающего воздуха: от - 50 до + 50 °C","Допустимая температура окружающего воздуха: от минус 50 до плюс 50 °C"
"Относительная влажность воздуха: до 98 % при + 20 °C","Относительная влажность воздуха: до 98 % при плюс 20 °C"
"25 января 2003 года в квартиру Потеева в Москве на Крылатских холмах в 07:50, представившись работниками милиции, ворвались трое неизвестных в камуфляже и масках, которые избили его и сына, а также похитили 3300 $ и 30 тысяч ₽.","25 января 2003 года в квартиру Потеева в Москве на Крылатских холмах в 07:50, представившись работниками милиции, ворвались трое неизвестных в камуфляже и масках, которые избили его и сына, а также похитили 3300 долларов и 30 тысяч рублей."
"Из-за долгосрочной нестабильности орбит, присущей этой области, даже такие объекты, как 2000 GM137 и 2001 ХZ255, которые в настоящее время не пересекают орбиту ни одной планеты, всё = относятся к данной группе, поскольку возмущения со стороны планет-гигантов всё = неминуемо приведут к тому, что эти объекты начнут пересекать их орбиты.","Из-за долгосрочной нестабильности орбит, присущей этой области, даже такие объекты, как 2000 GM137 и 2001 ХZ255, которые в настоящее время не пересекают орбиту ни одной планеты, всё равно относятся к данной группе, поскольку возмущения со стороны планет-гигантов всё равно неминуемо приведут к тому, что эти объекты начнут пересекать их орбиты."
"В начале игры партии белые хулы занимают № от 1 до 12, черные — от 27 до 38.","В начале игры партии белые хулы занимают номера от 1 до 12, черные — от 27 до 38."
"В мае A&M Records выпустили в Великобритании Six Pack (The Police) — дорогое издание, содержащее пять предыдущих синглов, изданных на этом лейбле (исключая «Fall Out») в их первоначальном виде, + моно-версию популярной композиции с последнего альбома (Reggatta de Blanc) «The Bed’s Too Big Without You» вместе с концертной версией композиции «Truth Hits Everybody» из альбома Outlandos d’Amour.","В мае A&M Records выпустили в Великобритании Six Pack (The Police) — дорогое издание, содержащее пять предыдущих синглов, изданных на этом лейбле (исключая «Fall Out») в их первоначальном виде, плюс моно-версию популярной композиции с последнего альбома (Reggatta de Blanc) «The Bed’s Too Big Without You» вместе с концертной версией композиции «Truth Hits Everybody» из альбома Outlandos d’Amour."
"«Synchronicity» стал хитом № один в Великобритании (где он дебютировал на первом месте) и в США, где он оставался на вершине хит-парадов 17 недель, в Великобритании он удерживал верхнюю строчку всего две недели.","«Synchronicity» стал хитом номер один в Великобритании (где он дебютировал на первом месте) и в США, где он оставался на вершине хит-парадов 17 недель, в Великобритании он удерживал верхнюю строчку всего две недели."
"Одиночные № не только заметно уступают в численном отношении, но их драматургическое развитие, как правило, происходит в составе хоровых и массовых сцен.","Одиночные номера не только заметно уступают в численном отношении, но их драматургическое развитие, как правило, происходит в составе хоровых и массовых сцен."
"По мнению Ивана Соллертинского, в своей основе ритмика хабанеры имеет не испанский, а креольско-американский характер (что подчёркивается самим названием №, так как «хабанера» происходит от города Гавана, столицы островного государства Куба) и приближается, как и сам танец, к ритму медленного танго.","По мнению Ивана Соллертинского, в своей основе ритмика хабанеры имеет не испанский, а креольско-американский характер (что подчёркивается самим названием номера, так как «хабанера» происходит от города Гавана, столицы островного государства Куба) и приближается, как и сам танец, к ритму медленного танго."
"Сам лейтмотив — «роковая тема», который «пронизывает» музыкальную ткань оперы, построен на оборотах увеличенного лада («цыганская γ»).","Сам лейтмотив — «роковая тема», который «пронизывает» музыкальную ткань оперы, построен на оборотах увеличенного лада («цыганская гамма»)."
"На сцене, оформленной по мотивам дворцового комплекса в Царицыне, реконструкция которого стоимостью в 10 млрд ₽ закончилась в 2007 году, выступила Народная артистка Российской Федерации Тамара Гвердцители (с новой песней «Лестница») и другие артисты.","На сцене, оформленной по мотивам дворцового комплекса в Царицыне, реконструкция которого стоимостью в 10 млрд рублей закончилась в 2007 году, выступила Народная артистка Российской Федерации Тамара Гвердцители (с новой песней «Лестница») и другие артисты."
"Стоимость постройки часовни составила 20 тысяч ₽.","Стоимость постройки часовни составила 20 тысяч рублей."
"При бюджете в 12 миллионов $ фильм полностью провалился в прокате.","При бюджете в 12 миллионов долларов фильм полностью провалился в прокате."
"Фильм собрал в прокате более 400 миллионов $ и получил положительные отзывы от критиков.","Фильм собрал в прокате более 400 миллионов долларов и получил положительные отзывы от критиков."
"Карфаген снова процветал и даже стал торговым городом № два в Римской империи, пока Константинополь не сменил его.","Карфаген снова процветал и даже стал торговым городом номер два в Римской империи, пока Константинополь не сменил его."
"И все = в 1953 году картина, построенная на качественной литературной основе, лишенная дидактики и пафоса, безусловно выигрывала на фоне не только «производственно-педагогических» драм Н. Лебедева, но и вполне взрослых и «проблемных» картин вроде «Серебристой пыли» А. Роома или «Любови Яровой» Фрида.","И все равно в 1953 году картина, построенная на качественной литературной основе, лишенная дидактики и пафоса, безусловно выигрывала на фоне не только «производственно-педагогических» драм Н. Лебедева, но и вполне взрослых и «проблемных» картин вроде «Серебристой пыли» А. Роома или «Любови Яровой» Фрида."
"Но в некоторых областях как Минск, Витебск она продаётся из-под полы за 5 марок (за) №.","Но в некоторых областях как Минск, Витебск она продаётся из-под полы за 5 марок (за) номер."
"Первый № газеты был отпечатан в июле 1993 года на печатном станке Павлово-Посадской типографии два черно-белых листа формата А4.","Первый номер газеты был отпечатан в июле 1993 года на печатном станке Павлово-Посадской типографии два черно-белых листа формата А4."
"Около 1,2 миллиона иностранных рабочих в Катаре, в основном из Индии, Пакистана, Бангладеш, Непала и Филиппин, составляют 94 % рабочей силы.","Около 1,2 миллиона иностранных рабочих в Катаре, в основном из Индии, Пакистана, Бангладеш, Непала и Филиппин, составляют 94 процента рабочей силы."
"В августе 2020 года правительство Катара объявило минимальную ежемесячную заработную плату для всех работников в размере 1000 риалов (275 $ США), что выше предыдущей временной минимальной заработной платы в размере 750 риалов в месяц.","В августе 2020 года правительство Катара объявило минимальную ежемесячную заработную плату для всех работников в размере 1000 риалов (275 долларов США), что выше предыдущей временной минимальной заработной платы в размере 750 риалов в месяц."
"Они получают зарплату от 150 до 400 $ в месяц — и находятся в кабальных условиях, не имея возможности разорвать контракт: в случае ухода с работы они лишатся спонсора и должны покинуть страну.","Они получают зарплату от 150 до 400 долларов в месяц — и находятся в кабальных условиях, не имея возможности разорвать контракт: в случае ухода с работы они лишатся спонсора и должны покинуть страну."
"Каждому участнику присваивался определённый №, однако нумерация личного состава начиналась с 2000 (с целью создать впечатление, что участвующих во вторжении на Кубу больше, чем их было на самом деле).","Каждому участнику присваивался определённый номер, однако нумерация личного состава начиналась с 2000 (с целью создать впечатление, что участвующих во вторжении на Кубу больше, чем их было на самом деле)."
"Служившие в бригаде получали 400 $ в месяц, а также выплаты в размере 175 $ на содержание жены, 50 $ на первого ребёнка и по 25 $ — на каждого следующего.","Служившие в бригаде получали 400 долларов в месяц, а также выплаты в размере 175 долларов на содержание жены, 50 долларов на первого ребёнка и по 25 долларов — на каждого следующего."
"В ноябре 1960 года был утверждён командный состав бригады, которая получила наименование «бригада 2506» — по личному номеру погибшего на учениях курсанта, носившего № 2506.","В ноябре 1960 года был утверждён командный состав бригады, которая получила наименование «бригада 2506» — по личному номеру погибшего на учениях курсанта, носившего номер 2506."
