question,answer
"В 2003 г на очередном зимнем чемпионате России в Москве с личным рекордом 8:22,29 вновь выиграл стипль-чез, а также стал бронзовым призёром на дистанции 3000 м.","В 2003 году на очередном зимнем чемпионате России в Москве с личным рекордом 8:22,29 вновь выиграл стипль-чез, а также стал бронзовым призёром на дистанции 3000 метров."
"Благодаря череде удачных выступлений удостоился права защищать честь страны на летних Олимпийских играх в Афинах — здесь в зачёте бега на 3000 м с препятствиями не смог преодолеть предварительный квалификационный этап.","Благодаря череде удачных выступлений удостоился права защищать честь страны на летних Олимпийских играх в Афинах — здесь в зачёте бега на 3000 метров с препятствиями не смог преодолеть предварительный квалификационный этап."
"В 2007 г победил в беге на 3000 м с препятствиями на чемпионате России в Туле.","В 2007 году победил в беге на 3000 метров с препятствиями на чемпионате России в Туле."
"В т. же г она снялась в сериале «Черное зеркало», в 2012 г — в фильме «Перед полуночью» и в коротком м «Капсула».","В том же году она снялась в сериале «Черное зеркало», в 2012 году — в фильме «Перед полуночью» и в коротком метре «Капсула»."
"д. Жирякова расположена в 16 км (по дорогам в 19 км) к юго-востоку от села Туринская Слобода, на левом берегу реки Туры, в четырёх км от впадения в неё реки Ницы.","Деревня Жирякова расположена в 16 километрах (по дорогам в 19 километрах) к юго-востоку от села Туринская Слобода, на левом берегу реки Туры, в четырёх километрах от впадения в неё реки Ницы."
"д. находится в центральной части области, в подзоне южной тайги, на левом берегу реки Долгополки, на расстоянии примерно 2 км (по прямой) к северо-западу от города Тутаева, административного центра района.","Деревня находится в центральной части области, в подзоне южной тайги, на левом берегу реки Долгополки, на расстоянии примерно 2 километров (по прямой) к северо-западу от города Тутаева, административного центра района."
"Абсолютная выс. — 105 м над уровнем моря.","Абсолютная высота — 105 метров над уровнем моря."
"Годовое кол-во атмосферных осадков составляет ок. 500—600 мм, из которых большая ч. выпадает в тёплый период.","Годовое количество атмосферных осадков составляет около 500—600 миллиметров, из которых большая часть выпадает в тёплый период."
"Нижнее — оз. в Свердловской области, расположено в 1,5 км юго-восточнее села Всеволодо-Благодатское Североуральского городского округа.","Нижнее — озеро в Свердловской области, расположено в 1,5 километрах юго-восточнее села Всеволодо-Благодатское Североуральского городского округа."
"выс. водного зеркала над уровнем моря — 160,7 м.","Высота водного зеркала над уровнем моря — 160,7 метра."
"д. находится в северо-западной части Кемеровской области, в юго-восточной части Западно-Сибирской равнины, на берегах реки Сосновки, на расстоянии примерно 21 км (по прямой) к северо-западу от посёлка городского типа Яшкино, административного центра района.","Деревня находится в северо-западной части Кемеровской области, в юго-восточной части Западно-Сибирской равнины, на берегах реки Сосновки, на расстоянии примерно 21 километра (по прямой) к северо-западу от посёлка городского типа Яшкино, административного центра района."
"Абсолютная выс. — 154 м над уровнем моря.","Абсолютная высота — 154 метра над уровнем моря."
"1 дек. 1944 года Сержант Казаков по личной инициативе занял открытую огневую позицию в 200—300 м от пулемётов противника.","1 декабря 1944 года Сержант Казаков по личной инициативе занял открытую огневую позицию в 200—300 метрах от пулемётов противника."
"Расчёт развернул орудие и через 30 с ударил по врагу.","Расчёт развернул орудие и через 30 секунд ударил по врагу."
"Первоначально мон. находился в четверти км южнее на берегу Москвы-реки, на месте основанной св. Фёдором церкви Рождества Пресвятой Богородицы, к-рый в XVI веке стала каменной и сохранилась в перестроенном виде.","Первоначально монастырь находился в четверти километра южнее на берегу Москвы-реки, на месте основанной св. Фёдором церкви Рождества Пресвятой Богородицы, которая в XVI веке стала каменной и сохранилась в перестроенном виде."
"Окружность укреплений составляла 825 м, выс. — ок. 7 м.","Окружность укреплений составляла 825 метров, высота — около 7 метров."
"выс. пятиярусной постройки составляла более 90 м, на четвёртом ярусе были установлены часы.","Высота пятиярусной постройки составляла более 90 метров, на четвёртом ярусе были установлены часы."
"выс. колокольни с крестом составляла почти 100 м (44 сажени с аршином).","Высота колокольни с крестом составляла почти 100 метров (44 сажени с аршином)."
"Глубина фундамента была ок. 3 саженей (ок. 6,5 м).","Глубина фундамента была около 3 саженей (около 6,5 метров)."
"с. находится в западной части Грузии, к востоку от реки Абаши, на расстоянии приблизительно 8 км (по прямой) к юго-западу от города Мартвили, административного центра муниципалитета.","Село находится в западной части Грузии, к востоку от реки Абаши, на расстоянии приблизительно 8 километров (по прямой) к юго-западу от города Мартвили, административного центра муниципалитета."
"Абсолютная выс. — 82 м над уровнем моря.","Абсолютная высота — 82 метра над уровнем моря."
"д. находится в центральной части Тверской области, в зоне хвойно-широколиственных лесов, в пределах Вышневолоцкой низины, на юго-западном берегу озера Табошево, при автодороге 28К-0034, на расстоянии примерно 23 км (по прямой) к северо-востоку от Вышнего Волочка, административного центра округа.","Деревня находится в центральной части Тверской области, в зоне хвойно-широколиственных лесов, в пределах Вышневолоцкой низины, на юго-западном берегу озера Табошево, при автодороге 28К-0034, на расстоянии примерно 23 километров (по прямой) к северо-востоку от Вышнего Волочка, административного центра округа."
"Расположено в 12 км к северо-востоку (по прямой) от центра города Тутаева.","Расположено в 12 километрах к северо-востоку (по прямой) от центра города Тутаева."
"Ла-Бастида (муниципалитет Тотана, провинция Мурсия): в трех км к северу от устья реки Гуадалентин.","Ла-Бастида (муниципалитет Тотана, провинция Мурсия): в трех километрах к северу от устья реки Гуадалентин."
"Па Верляйн, пилот команды Porsche, завоевал поул позицию.","Паскаль Верляйн, пилот команды Porsche, завоевал поул позицию."
"Па Верляйн одержал первую победу в карьере в Формуле-E, также это победа стала первой для заводской команде Porsche.","Паскаль Верляйн одержал первую победу в карьере в Формуле-E, также это победа стала первой для заводской команде Porsche."
"Лукас ди Грасси получил штраф в 5 с за столкновение с Стоффелем Вандорном.","Лукас ди Грасси получил штраф в 5 секунд за столкновение с Стоффелем Вандорном."
"В наст. время стан. расположена на левом берегу Цимлянского водохранилища на северном склоне одного из отрогов западной покатости Ергенинской возвышенности ее Доно-Сальской гряды, на высоте ок. 50 м над уровнем моря.","В настоящее время станица расположена на левом берегу Цимлянского водохранилища на северном склоне одного из отрогов западной покатости Ергенинской возвышенности ее Доно-Сальской гряды, на высоте около 50 метров над уровнем моря."
"Максимальный размер локации составляет ограничение в 32 × 32 км отображаемой площади и 4 × 4 км игрового пространства.","Максимальный размер локации составляет ограничение в 32 × 32 километра отображаемой площади и 4 × 4 километра игрового пространства."
"Общий угловой разброс гауссова пучка в рад связан с длиной Рэлея как","Общий угловой разброс гауссова пучка в радианах связан с длиной Рэлея как"
"с. находится в восточной части Калужской области, в зоне хвойно-широколиственных лесов, в пределах северо-западной оконечности Среднерусской возвышенности, к востоку от реки Дугны, при автодороге 29Н-463, на расстоянии примерно 13 км (по прямой) к юго-востоку от посёлка Ферзиково, административного центра района.","Село находится в восточной части Калужской области, в зоне хвойно-широколиственных лесов, в пределах северо-западной оконечности Среднерусской возвышенности, к востоку от реки Дугны, при автодороге 29Н-463, на расстоянии примерно 13 километров (по прямой) к юго-востоку от посёлка Ферзиково, административного центра района."
"Абсолютная выс. — 202 м над уровнем моря.","Абсолютная высота — 202 метра над уровнем моря."
"Соревнования по боксу в весовой категории до 75 кг среди женщин на чемпионате мира 2019 года прошли с 5 по 13 октября.","Соревнования по боксу в весовой категории до 75 килограмм среди женщин на чемпионате мира 2019 года прошли с 5 по 13 октября."
"Проектное решение храма предполагает его доминирование над сооружениями города и окружающими окрестностями, в т. числе над международной автотрассой Берлин-Москва, поэтому расположен он в самой высокой географической точке города, а выс. храма до креста главного купола составляет 42 м (выс. 12-этажного дома).","Проектное решение храма предполагает его доминирование над сооружениями города и окружающими окрестностями, в том числе над международной автотрассой Берлин-Москва, поэтому расположен он в самой высокой географической точке города, а высота храма до креста главного купола составляет 42 метра (высота 12-этажного дома)."
"21 апреля 1964 года при неудачной попытке запуска американского навигационного спутника «Транзит-5В» с РИТЭГ SNAP-9A на борту находившиеся в ней 950 г плутония-238 (6,3 ТБк) рассеялись в земной атмосфере, вызвав существенное повышение естественного радиационного фона.","21 апреля 1964 года при неудачной попытке запуска американского навигационного спутника «Транзит-5В» с РИТЭГ SNAP-9A на борту находившиеся в ней 950 грамм плутония-238 (6,3 ТБк) рассеялись в земной атмосфере, вызвав существенное повышение естественного радиационного фона."
"19 февраля 1969 года при аварийном старте ракеты с первым советским «Луноходом» (так называемый «Луноход-0») аппарат, имеющий на борту радиоизотопный источник тепла В3-Р70-4 на основе полонида иттрия Y210Po, упал с высоты нескольких км; танталовая капсула с радионуклидом (масса полония 1,1—1,2 г) сохранила герметичность.","19 февраля 1969 года при аварийном старте ракеты с первым советским «Луноходом» (так называемый «Луноход-0») аппарат, имеющий на борту радиоизотопный источник тепла В3-Р70-4 на основе полонида иттрия Y210Po, упал с высоты нескольких километров; танталовая капсула с радионуклидом (масса полония 1,1—1,2 г) сохранила герметичность."
"17 апреля 1970 года при возвращении на Землю аварийной пилотируемой миссии «Аполлон-13» лунная посадочная ступень, отстреленная вместе с плутониевым энергоисточником, содержащим 44 500 Ки плутония-238, вошла в атмосферу над южной частью Тихого океана и, приводнившись к югу от островов Фиджи, затонула на глубине 6 тыс. м.","17 апреля 1970 года при возвращении на Землю аварийной пилотируемой миссии «Аполлон-13» лунная посадочная ступень, отстреленная вместе с плутониевым энергоисточником, содержащим 44 500 Ки плутония-238, вошла в атмосферу над южной частью Тихого океана и, приводнившись к югу от островов Фиджи, затонула на глубине 6 тыс. метров."
"На «Марсе-96» находились четыре плутониевых термоэлектрических генератора, содержавших 270 г Pu-238.","На «Марсе-96» находились четыре плутониевых термоэлектрических генератора, содержавших 270 грамм Pu-238."
"Встречается на высоте до 900 м над уровнем моря.","Встречается на высоте до 900 метров над уровнем моря."
"д. расположена в центральной части района на расстоянии примерно 4 км на северо-восток от села Карагай на правом берегу реки Обва.","Деревня расположена в центральной части района на расстоянии примерно 4 километров на северо-восток от села Карагай на правом берегу реки Обва."
"Перепелиные яйца от куриных яиц отличаются небольшими размерами — ок. 3-4 см, и весят от 9 до 18 г.","Перепелиные яйца от куриных яиц отличаются небольшими размерами — около 3-4 см, и весят от 9 до 18 грамм."
"Калорийность в 100 г яйца: 153 килокалории; протеин: 13 г; углеводы: 0,5 г; липиды: 11 г; жирные, насыщенные кислоты: 3,6 г, жирные кислоты, моно-ненасыщенная: 4,3 г; жирные кислоты, поли-ненасыщенная: 1,3 г; вода: 74,4 г; холестерин: 844 мг; волокна: 0 г; натрий: 141 мг; кальций: 64 мг; фосфор: 226 мг; железо 3,7 мг; калий: 132 мг; магний: 13 мг; витамин A: 300 UI; витамины B12: 1,6 мкг","Калорийность в 100 граммах яйца: 153 килокалории; протеин: 13 грамм; углеводы: 0,5 грамма; липиды: 11 грамм; жирные, насыщенные кислоты: 3,6 грамма, жирные кислоты, моно-ненасыщенная: 4,3 грамма; жирные кислоты, поли-ненасыщенная: 1,3 грамма; вода: 74,4 грамма; холестерин: 844 мг; волокна: 0 грамм; натрий: 141 мг; кальций: 64 мг; фосфор: 226 мг; железо 3,7 мг; калий: 132 мг; магний: 13 мг; витамин A: 300 UI; витамины B12: 1,6 мкг"
"Авиалайнер Boeing 747-131 авиакомпании Trans World Airlines (TWA) выполнял плановый межконтинентальный рейс TWA800 по маршруту Нью-Йорк—Париж—Рим, но через 12 минут после взлёта взорвался и рухнул в Атлантический океан в 13 км от Ист-Моричес (штат Нью-Йорк, США).","Авиалайнер Boeing 747-131 авиакомпании Trans World Airlines (TWA) выполнял плановый межконтинентальный рейс TWA800 по маршруту Нью-Йорк—Париж—Рим, но через 12 минут после взлёта взорвался и рухнул в Атлантический океан в 13 километрах от Ист-Моричес (штат Нью-Йорк, США)."
"Вскоре рейс 800 получил серию указаний о наборе высоты и изменении курса по мере того, как он набирал крейсерскую высоту FL150 (4572 м).","Вскоре рейс 800 получил серию указаний о наборе высоты и изменении курса по мере того, как он набирал крейсерскую высоту FL150 (4572 метра)."
"Спектральный анализ звукозаписи выявил два необычных звука в последнюю с записи на канале командирского микрофона, где за 0,73 и 0,68 с до конца плёнки был записан короткий звук частотой 400 Гц (электрическая сеть самолёта работает на частоте 400 Гц).","Спектральный анализ звукозаписи выявил два необычных звука в последнюю секунду записи на канале командирского микрофона, где за 0,73 и 0,68 секунды до конца плёнки был записан короткий звук частотой 400 Гц (электрическая сеть самолёта работает на частоте 400 Гц)."
"Через 4 с многочисленные трещины в корпусе соединились, и носовая ч. самолёта вместе с кабиной пилотов оторвалась.","Через 4 секунды многочисленные трещины в корпусе соединились, и носовая часть самолёта вместе с кабиной пилотов оторвалась."
"Катастрофа рейса 800 Trans World Airlines показана в двух документальных сериалах телеканала «National Geographic Channel» — с до катастрофы (серия Рейс TWA-800) и Расследования авиакатастроф (серия Взрывоопасное доказательство).","Катастрофа рейса 800 Trans World Airlines показана в двух документальных сериалах телеканала «National Geographic Channel» — Секунды до катастрофы (серия Рейс TWA-800) и Расследования авиакатастроф (серия Взрывоопасное доказательство)."
"с до катастрофы: Рейс TWA-800","Секунды до катастрофы: Рейс TWA-800"
"Модифицированная ньютоновская динамика (MOND) — физическая гипотеза, альтернативная теория гравитации, предлагающая изменение в законе тяготения Н, объясняющее вращение галактик без привлечения тёмной материи (так, когда пост. скорость обращения внешних частей галактик была впервые обнаружена, это было неожиданно, так как ньютоновская теория гравитации предсказывает, что чем дальше объект от центра, тем меньше его скорость (напр., у планет Солнечной системы скорость убывает с увеличением расстояния до Солнца); для объяснения этого была создана модель «тёмной материи»).","Модифицированная ньютоновская динамика (MOND) — физическая гипотеза, альтернативная теория гравитации, предлагающая изменение в законе тяготения Ньютона, объясняющее вращение галактик без привлечения тёмной материи (так, когда постоянная скорость обращения внешних частей галактик была впервые обнаружена, это было неожиданно, так как ньютоновская теория гравитации предсказывает, что чем дальше объект от центра, тем меньше его скорость (например, у планет Солнечной системы скорость убывает с увеличением расстояния до Солнца); для объяснения этого была создана модель «тёмной материи»)."
"Его вычисления показали, что ускорение, при котором пары двойных звёзд реально вращаются вокруг общего центра масс, не соответствует прогнозам, основанным на уравнениях Н и Эйнштейна, если оно составляет менее 1 нм/с².","Его вычисления показали, что ускорение, при котором пары двойных звёзд реально вращаются вокруг общего центра масс, не соответствует прогнозам, основанным на уравнениях Ньютона и Эйнштейна, если оно составляет менее 1 нм/с²."
"В 1983 г Мордехай Милгром, физик из Вейцмановского Института в Израиле, опубликовал три статьи в «The Astrophysical Journal» с предложением внести изменения в закон всемирного тяготения Н.","В 1983 году Мордехай Милгром, физик из Вейцмановского Института в Израиле, опубликовал три статьи в «The Astrophysical Journal» с предложением внести изменения в закон всемирного тяготения Ньютона."
"На самом деле Милгром предоставил неск. интерпретаций его предложению, одна из них является модификацией второго закона Н.","На самом деле Милгром предоставил несколько интерпретаций его предложению, одна из них является модификацией второго закона Ньютона."
"практически равен единице и, следовательно, можно с б. степенью точности предполагать справедливость закона всемирного тяготения Н (или второго закона Н).","практически равен единице и, следовательно, можно с большой степенью точности предполагать справедливость закона всемирного тяготения Ньютона (или второго закона Ньютона)."
"Изменения в законе всемирного тяготения Н являются незначительными, и Н не мог их видеть.","Изменения в законе всемирного тяготения Ньютона являются незначительными, и Ньютон не мог их видеть."
"Остатки оборонительных башен в виде мощных холмов местами достигают высоты до 10 м.","Остатки оборонительных башен в виде мощных холмов местами достигают высоты до 10 метров."
"Вторая крепостная стена без башен предстает в виде вала высотой ок. четырёх м и размерами сторон 88×86 м.","Вторая крепостная стена без башен предстает в виде вала высотой около четырёх метров и размерами сторон 88×86 м."
"Входящая в состав архитектурного памятника пещера-шахта расположена в 1,3 км от города имеет глубину 20 м, стены шахты выложенными жженым кирпичом, а пол вымощен камнем.","Входящая в состав архитектурного памятника пещера-шахта расположена в 1,3 км от города имеет глубину 20 метров, стены шахты выложенными жженым кирпичом, а пол вымощен камнем."
"шир. внешней гряды 5-7 м, выс. 1,4 м, шир. рва вокруг цитадели 12 м, выс. 2,3 м.","Ширина внешней гряды 5-7 метров, высота 1,4 м, ширина рва вокруг цитадели 12 м, высота 2,3 м."
"Двигатель содержит, кроме четырёх неподвижных маршевых камер, две управляющие камеры с тягой по 35 кН, с отклонением до 45 ° и гидроприводом.","Двигатель содержит, кроме четырёх неподвижных маршевых камер, две управляющие камеры с тягой по 35 кН, с отклонением до 45 градусов и гидроприводом."
"Помимо четырёх неподвижных маршевых камер, двигатель включает в себя четыре управляющие камеры с тягой по 35 кН, с отклонением до 45 ° и гидроприводом.","Помимо четырёх неподвижных маршевых камер, двигатель включает в себя четыре управляющие камеры с тягой по 35 кН, с отклонением до 45 градусов и гидроприводом."
"д. находится в западной части острова, в пределах восточной оконечности горного хребта Лефка-Ори, на расстоянии примерно 74 км (по прямой) к западо-юго-западу от города Ираклион, административного центра периферии.","Деревня находится в западной части острова, в пределах восточной оконечности горного хребта Лефка-Ори, на расстоянии примерно 74 километров (по прямой) к западо-юго-западу от города Ираклион, административного центра периферии."
"Абсолютная выс. — 403 м над уровнем моря.","Абсолютная высота — 403 метра над уровнем моря."
"д. находится в южной части Костромской области, в пределах Восточно-Европейской равнины, в подзоне южной тайги, к северу от реки Унжи, при автодороге Р243, на расстоянии приблизительно 31 км (по прямой) к юго-западу от Мантурова, административного центра района.","Деревня находится в южной части Костромской области, в пределах Восточно-Европейской равнины, в подзоне южной тайги, к северу от реки Унжи, при автодороге Р243, на расстоянии приблизительно 31 километра (по прямой) к юго-западу от Мантурова, административного центра района."
"д. находится в южной части Тверской области, в зоне хвойно-широколиственных лесов, на левом берегу реки Холохольни, на расстоянии примерно 8 км (по прямой) к северо-западу от города Старицы, административного центра района.","Деревня находится в южной части Тверской области, в зоне хвойно-широколиственных лесов, на левом берегу реки Холохольни, на расстоянии примерно 8 километров (по прямой) к северо-западу от города Старицы, административного центра района."
"Город расположен в северо-восточной части департамента, в гористой местности Центральной Кордильеры, на расстоянии приблизительно 86 км к северо-востоку от Медельина, административного центра департамента.","Город расположен в северо-восточной части департамента, в гористой местности Центральной Кордильеры, на расстоянии приблизительно 86 километров к северо-востоку от Медельина, административного центра департамента."
"Абсолютная выс. — 1716 м над уровнем моря.","Абсолютная высота — 1716 метров над уровнем моря."
"Бронзовыми статуэтками «Актёр», выс. которых составляет 16 дюймов (40,6 см), а вес — более 5 кг, награждают актёров (каскадёров) за заслуги в области кинематографа.","Бронзовыми статуэтками «Актёр», высота которых составляет 16 дюймов (40,6 сантиметра), а вес — более 5 килограммов, награждают актёров (каскадёров) за заслуги в области кинематографа."
