question,answer
"дл. пикапа и универсала «Ермак» превышали 5 м (5060 мм), при этом колёсная база составляла 3100 мм — на 300 мм больше, чем у «Волги».","Длина пикапа и универсала «Ермак» превышали 5 метров (5060 мм), при этом колёсная база составляла 3100 мм — на 300 мм больше, чем у «Волги»."
"Этот гол был забит почти с 35 м (1400 дюймов) и позже был признан лучшим голом года в чемпионате.","Этот гол был забит почти с 35 метров (1400 дюймов) и позже был признан лучшим голом года в чемпионате."
"25 мая 2010 года в его родном городе Булонь-сюр-Мер в преддверии чемпионата мира 2010 года был официально открыт рекламный щит с Рибери размером 27 на 30 м.","25 мая 2010 года в его родном городе Булонь-сюр-Мер в преддверии чемпионата мира 2010 года был официально открыт рекламный щит с Рибери размером 27 на 30 метров."
"Впервые слово «руб.» как назв. слитка серебра (гривны) весом ок. 204 г упоминается в новгородских летописях и других письменных источниках с XIII вв., постепенно замещая используемый ранее термин «гривна серебра», к-рый вскоре совсем выходит из употребления.","Впервые слово «рубль» как название слитка серебра (гривны) весом около 204 грамма упоминается в новгородских летописях и других письменных источниках с XIII века, постепенно замещая используемый ранее термин «гривна серебра», который вскоре совсем выходит из употребления."
"Из одной гривенки (слитка весом в 204 г), приравненной уже к 3 рублям, указом Ивана Грозного предписывалось делать 300 новгородок или 600 московок.","Из одной гривенки (слитка весом в 204 грамма), приравненной уже к 3 рублям, указом Ивана Грозного предписывалось делать 300 новгородок или 600 московок."
"В числе прочего, в 1861 г рассматривался проект девальвации серебряного руб. с четырёхкратным снижением его веса чистого металла, составлявшего в то время 18 г, что уравняло бы его с французским франком, на тот момент одной из основных европейских валют.","В числе прочего, в 1861 году рассматривался проект девальвации серебряного рубля с четырёхкратным снижением его веса чистого металла, составлявшего в то время 18 грамм, что уравняло бы его с французским франком, на тот момент одной из основных европейских валют."
"кол-во металла в рублевой монете неск. раз падало, и в правление Елизаветы Петровны вес чистого металла в монете упал до 18 г, на этом уровне он оставался до прекращения чеканки в 1924, что в т. или ином виде указывалось на монетах с 1810 года.","Количество металла в рублевой монете несколько раз падало, и в правление Елизаветы Петровны вес чистого металла в монете упал до 18 грамм, на этом уровне он оставался до прекращения чеканки в 1924, что в том или ином виде указывалось на монетах с 1810 года."
"с. Каменноозёрское по берегам Каменного озера, в 19 км на юго-восток от города Богдановича (автомобильной дорогой — 26 км).","Село Каменноозёрское по берегам Каменного озера, в 19 километрах на юго-восток от города Богдановича (автомобильной дорогой — 26 километров)."
"В сов. время в здании размещался склад, а перед этим в 1922 г из храма было изъято 1,4 кг серебра.","В советское время в здании размещался склад, а перед этим в 1922 году из храма было изъято 1,4 килограмм серебра."
"пл. 573,3 квадратного км.","Площадь 573,3 квадратного километра."
"д. находится в западной части Брянской области, в зоне хвойно-широколиственных лесов, в пределах восточной окраины Полесской низменности, на берегах реки Дубенец, при автодороге 15К-426, на расстоянии примерно 6 км (по прямой) к востоку от посёлка городского типа Красная Гора, административного центра района.","Деревня находится в западной части Брянской области, в зоне хвойно-широколиственных лесов, в пределах восточной окраины Полесской низменности, на берегах реки Дубенец, при автодороге 15К-426, на расстоянии примерно 6 километров (по прямой) к востоку от посёлка городского типа Красная Гора, административного центра района."
"Абсолютная выс. — 155 м над уровнем моря.","Абсолютная высота — 155 метров над уровнем моря."
"«Пять см в с» (яп. 秒速５センチメートル Бё:соку го сэнтимэ:тору, англ. Byousoku Go Centimeter — a chain of short stories about their distance.) — аниме Макото Синкая.","«Пять сантиметров в секунду» (яп. 秒速５センチメートル Бё:соку го сэнтимэ:тору, англ. Byousoku Go Centimeter — a chain of short stories about their distance.) — аниме Макото Синкая."
"В 2022 г «Пять см в с» ограниченное время демонстрировался в системе IMAX.","В 2022 году «Пять сантиметров в секунду» ограниченное время демонстрировался в системе IMAX."
"5 см в с — Бёсоку го сэнтимэтору (秒速5センチメートル).","5 сантиметров в секунду — Бёсоку го сэнтимэтору (秒速5センチメートル)."
"В серии «5 см в с» повзрослевшая Акари вышла замуж за другого мужчину, взяв его фамилию Мидзуно (яп. 水野) (брак уже зарегистрирован, а свадебная церемония назначена на след. месяц).","В серии «5 сантиметров в секунду» повзрослевшая Акари вышла замуж за другого мужчину, взяв его фамилию Мидзуно (яп. 水野) (брак уже зарегистрирован, а свадебная церемония назначена на следующий месяц)."
"Работа над диском завершилась 26 дек., и уже в январе 2008 года офиц. изд. на двух DVD-дисках под названием «5 см в с: цепь историй об их отдаленности» появилось в продаже.","Работа над диском завершилась 26 декабря, и уже в январе 2008 года официальное издание на двух DVD-дисках под названием «5 сантиметров в секунду: цепь историй об их отдаленности» появилось в продаже."
"61-минутный фильм «Пять см в с» (дубляж, субтитры)","61-минутный фильм «Пять сантиметров в секунду» (дубляж, субтитры)"
"В т. же г принял участие в русско-турецкой войны 1787—1791 гг. и за отличие при штурме Очакове и взятии Измаила, был произведен в с-майоры и награждён 31 марта 1792 года орденом Святого Георгия 4-го класса","В том же году принял участие в русско-турецкой войны 1787—1791 гг. и за отличие при штурме Очакове и взятии Измаила, был произведен в секунд-майоры и награждён 31 марта 1792 года орденом Святого Георгия 4-го класса"
"д. находится в центральной части области, в зоне хвойно-широколиственных лесов, к востоку от автодороги 78Н-0072, на расстоянии примерно 14 км (по прямой) к востоко-северо-востоку от Большого Села, административного центра района.","Деревня находится в центральной части области, в зоне хвойно-широколиственных лесов, к востоку от автодороги 78Н-0072, на расстоянии примерно 14 километров (по прямой) к востоко-северо-востоку от Большого Села, административного центра района."
"Абсолютная выс. — 135 м над уровнем моря.","Абсолютная высота — 135 метров над уровнем моря."
"Установки «Град» стреляли с российской территории с расстояния 200—300 м от границы.","Установки «Град» стреляли с российской территории с расстояния 200—300 метров от границы."
"Горный массив Шишабангма расположен в Гималаях и находится в Тибетском автономном районе на территории Китая, в нескольких км к северу от границы с Непалом.","Горный массив Шишабангма расположен в Гималаях и находится в Тибетском автономном районе на территории Китая, в нескольких километрах к северу от границы с Непалом."
"Урочище находится в северо-восточной части области, в зоне хвойно-широколиственных лесов, в пределах Волжско-Окского междуречья, к югу от автодороги 17Н-134, к северу от реки Тары, на расстоянии примерно 21 км (по прямой) к северо-западу от города Вязники, административного центра района.","Урочище находится в северо-восточной части области, в зоне хвойно-широколиственных лесов, в пределах Волжско-Окского междуречья, к югу от автодороги 17Н-134, к северу от реки Тары, на расстоянии примерно 21 километра (по прямой) к северо-западу от города Вязники, административного центра района."
"В 2015 г Замбия в рамках гуманитарной помощи осуществила поставку 30000 л топлива в Малави.","В 2015 году Замбия в рамках гуманитарной помощи осуществила поставку 30000 литров топлива в Малави."
"Ближайшая ж.-д. станция — Воинка на линии Джанкой — Армянск) — примерно 13 км.","Ближайшая железнодорожная станция — Воинка на линии Джанкой — Армянск) — примерно 13 километров."
"Ближайшие населённые пункты — Полтавское Красноперекопского района в 1,5 км на с. и Макаровка в 3,5 км на юго-запад, расстояние до райцентра 9 км (по ш.).","Ближайшие населённые пункты — Полтавское Красноперекопского района в 1,5 км на север и Макаровка в 3,5 км на юго-запад, расстояние до райцентра 9 километров (по шоссе)."
"На самом кедре, на высоте до 4—5 м, были обломаны ветки, ч. из них лежала вокруг тел.","На самом кедре, на высоте до 4—5 метров, были обломаны ветки, часть из них лежала вокруг тел."
"Практически одновременно с этим в 300 м от кедра вверх по склону в направлении палатки охотниками-манси было найдено тело Игоря Дятлова.","Практически одновременно с этим в 300 метрах от кедра вверх по склону в направлении палатки охотниками-манси было найдено тело Игоря Дятлова."
"Оно находилось под слоем плотного снега в 10 см, примерно в 330 м выше по склону от тела Дятлова.","Оно находилось под слоем плотного снега в 10 см, примерно в 330 метрах выше по склону от тела Дятлова."
"2 марта был найден лабаз тургруппы, к-рый находился в лесу в 300 или 400 м от базового лагеря поисковиков и в 100 м от берега Ауспии.","2 марта был найден лабаз тургруппы, который находился в лесу в 300 или 400 метрах от базового лагеря поисковиков и в 100 метрах от берега Ауспии."
"Спустя неск. дней, 5 марта, в 180 м от места обнаружения тела Дятлова и 150 м от расположения тела Колмогоровой под слоем снега в 15—20 см с помощью железных зондов был найден труп Рустема Слободина.","Спустя несколько дней, 5 марта, в 180 метрах от места обнаружения тела Дятлова и 150 метрах от расположения тела Колмогоровой под слоем снега в 15—20 см с помощью железных зондов был найден труп Рустема Слободина."
"К концу апреля поисковики сосредоточили силы на исследовании окрестностей кедра, где толщина снежного покрова в ложбинах достигала 3 м и более.","К концу апреля поисковики сосредоточили силы на исследовании окрестностей кедра, где толщина снежного покрова в ложбинах достигала 3 метров и более."
"Проведённый раскоп позволил найти под толщей снега более 2,5 м настил площадью ок. 3 м², сделанный из вершин 14 небольших пихт и одной берёзы.","Проведённый раскоп позволил найти под толщей снега более 2,5 метров настил площадью около 3 м², сделанный из вершин 14 небольших пихт и одной берёзы."
"4 мая при дальнейшем поиске в ложбине, примерно в шести м от настила вниз по течению ручья, под слоем снега от двух до двух с половиной м были найдены тела остальных туристов.","4 мая при дальнейшем поиске в ложбине, примерно в шести метрах от настила вниз по течению ручья, под слоем снега от двух до двух с половиной метров были найдены тела остальных туристов."
"В составленном на месте протоколе указано местоположение «от известного кедра в 50 м в ручье первом».","В составленном на месте протоколе указано местоположение «от известного кедра в 50 метрах в ручье первом»."
"Однако в постановлении о прекращении дела указано место «в 75 м от костра, по направлению к долине четвёртого притока Лозьвы, то есть перпендикулярно к пути движения туристов от палатки».","Однако в постановлении о прекращении дела указано место «в 75 метрах от костра, по направлению к долине четвёртого притока Лозьвы, то есть перпендикулярно к пути движения туристов от палатки»."
"На трупах, а так же и нескольких м от них обнаружена одежда Кривонищенко и Дорошенко — брюки, свитры.","На трупах, а так же и нескольких метрах от них обнаружена одежда Кривонищенко и Дорошенко — брюки, свитры."
"Ниже палатки, на протяжении до 500 м на снегу сохранились следы людей, идущих от палатки в долину и в лес.","Ниже палатки, на протяжении до 500 метров на снегу сохранились следы людей, идущих от палатки в долину и в лес."
"Он обращает внимание на описание состояния палатки в момент её обнаружения: со слов Слобцова и Шаравина, палатка была практически полностью завалена плотным снегом, из-под которого лишь на неск. см выступала передняя ч. крыши, подпираемая единственной устоявшей стойкой из лыжной палки.","Он обращает внимание на описание состояния палатки в момент её обнаружения: со слов Слобцова и Шаравина, палатка была практически полностью завалена плотным снегом, из-под которого лишь на несколько сантиметров выступала передняя часть крыши, подпираемая единственной устоявшей стойкой из лыжной палки."
"Тяжёлые травмы Дубининой, Золотарёва и Тибо-Бриньоля эксперт полагает результатом того, что в попытке укрыться от штормового ветра в ложбине они провалились в промытую ручьём в толще снега полость и были придавлены рухнувшей снежной массой толщиной не менее 5 м.","Тяжёлые травмы Дубининой, Золотарёва и Тибо-Бриньоля эксперт полагает результатом того, что в попытке укрыться от штормового ветра в ложбине они провалились в промытую ручьём в толще снега полость и были придавлены рухнувшей снежной массой толщиной не менее 5 метров."
"В начале XXI вв. вокруг трагедии был налажен бизнес, включающий в зимнее время лыжные походы на место гибели группы: экскурсантов на вездеходах доставляют в окрестности перевала Дятлова, откуда им предстоит пройти ок. 25 км по заранее подготовленной лыжне.","В начале XXI века вокруг трагедии был налажен бизнес, включающий в зимнее время лыжные походы на место гибели группы: экскурсантов на вездеходах доставляют в окрестности перевала Дятлова, откуда им предстоит пройти около 25 километров по заранее подготовленной лыжне."
"Летом 2021 года на склоне горы Холатчахль в 50 м от места, где была обнаружена палатка, установлен мемориал из композитных материалов.","Летом 2021 года на склоне горы Холатчахль в 50 метрах от места, где была обнаружена палатка, установлен мемориал из композитных материалов."
"Участвовал в муж. эстафете на дистанции 4 × 200 м.","Участвовал в мужской эстафете на дистанции 4 × 200 метров."
"Также участвовал в мужском турнире по плаванью вольным стилем на 400 м.","Также участвовал в мужском турнире по плаванью вольным стилем на 400 метров."
"Наступление на боевиков началось 21 февраля 2015 года, и на след. день курдские бойцы уже были в пределах 5 км от города Таль-Мамис, попутно захватив 23 фермы и деревни рядом с районом Або-Касайеб.","Наступление на боевиков началось 21 февраля 2015 года, и на следующий день курдские бойцы уже были в пределах 5 километров от города Таль-Мамис, попутно захватив 23 фермы и деревни рядом с районом Або-Касайеб."
"К 6 марта сирийская армия продвинулась вглубь по седьмому ш. и остановилась в 15-20 км от Тель-Брака.","К 6 марта сирийская армия продвинулась вглубь по седьмому шоссе и остановилась в 15-20 километрах от Тель-Брака."
"10 марта YPG сообщили об успешной защите Джазиры, однако в тот же день боевики ИГИЛ совершили внезапное нападение на Тель-Канзир — примерно в 30 км на западе от города Рас-эль-Айн.","10 марта YPG сообщили об успешной защите Джазиры, однако в тот же день боевики ИГИЛ совершили внезапное нападение на Тель-Канзир — примерно в 30 километрах на западе от города Рас-эль-Айн."
"Боевики находились в 500 м от города.","Боевики находились в 500 метрах от города."
"д. находится в центральной части Псковской области, в пределах южной части Великорецкой равнины, в зоне хвойно-широколиственных лесов, на левом берегу реки Пети, при автодороге 58К-518, на расстоянии примерно 13 км (по прямой) к северо-западу от посёлка городского типа Пушкинские Горы, административного центра района.","Деревня находится в центральной части Псковской области, в пределах южной части Великорецкой равнины, в зоне хвойно-широколиственных лесов, на левом берегу реки Пети, при автодороге 58К-518, на расстоянии примерно 13 километров (по прямой) к северо-западу от посёлка городского типа Пушкинские Горы, административного центра района."
"Абсолютная выс. — 68 м над уровнем моря.","Абсолютная высота — 68 метров над уровнем моря."
"Шесть маленьких островков, растянувшиеся примерно на 460 м, представляют собой скалистые островершинные кряжи, выступающие из воды отвесными стенками и крутыми осыпями.","Шесть маленьких островков, растянувшиеся примерно на 460 метров, представляют собой скалистые островершинные кряжи, выступающие из воды отвесными стенками и крутыми осыпями."
"Расположены на юге залива Кекурный, примерно в 5,8 км восточнее берега полуострова Пьягина.","Расположены на юге залива Кекурный, примерно в 5,8 километрах восточнее берега полуострова Пьягина."
"Глубины прилегающей акватории — 32—40 м.","Глубины прилегающей акватории — 32—40 метров."
"Чашеобразное гнездо строит на разветвлении ветвей кустарников на высоте не более трёх м.","Чашеобразное гнездо строит на разветвлении ветвей кустарников на высоте не более трёх метров."
"д. находится в западной части Кировской области, в подзоне южной тайги, на правом берегу реки Моломы, на расстоянии приблизительно 51 км (по прямой) к северо-северо-западу (NNW) от посёлка городского типа Даровской, административного центра района.","Деревня находится в западной части Кировской области, в подзоне южной тайги, на правом берегу реки Моломы, на расстоянии приблизительно 51 километра (по прямой) к северо-северо-западу (NNW) от посёлка городского типа Даровской, административного центра района."
"Самки обычно крупнее самцов, их масса составляет примерно 60 г, тогда как самцы весят ок. 50 г.","Самки обычно крупнее самцов, их масса составляет примерно 60 грамм, тогда как самцы весят около 50 грамм."
"Обитает в дубовых и хвойных лесах Индии, Китая, Пакистана и на Тайване, на высоте 600-3000 м.","Обитает в дубовых и хвойных лесах Индии, Китая, Пакистана и на Тайване, на высоте 600-3000 метров."
"Город находится в юго-западной части штата, на берегах реки Сэнди-Ривер (левый приток реки Кеннебек), на расстоянии приблизительно 40 км к северо-западу от Огасты, административного центра штата.","Город находится в юго-западной части штата, на берегах реки Сэнди-Ривер (левый приток реки Кеннебек), на расстоянии приблизительно 40 километров к северо-западу от Огасты, административного центра штата."
"Находится у реки Ломат на расстоянии примерно 10 км по прямой на запад-юго-запад от районного центра села Дубёнки.","Находится у реки Ломат на расстоянии примерно 10 километров по прямой на запад-юго-запад от районного центра села Дубёнки."
"Находится примерно в 26 км по прямой на юг-юго-запад от районного центра села Партизанское.","Находится примерно в 26 километрах по прямой на юг-юго-запад от районного центра села Партизанское."
"Средняя продолжительность летнего времени (с периодом среднесуточных температур выше +15 °) составляет 82 дня.","Средняя продолжительность летнего времени (с периодом среднесуточных температур выше +15 градусов) составляет 82 дня."
"Общая протяжённость улиц — 1048 км.","Общая протяжённость улиц — 1048 километров."
"6 сентября 1934 года установил мир. рекорд по затяжным прыжкам с парашютом (142 с свободного полёта с высоты 24000 футов).","6 сентября 1934 года установил мировой рекорд по затяжным прыжкам с парашютом (142 секунды свободного полёта с высоты 24000 футов)."
"Расстояние до ближайших станций метрополитена — «Петровско-Разумовская», «Тимирязевская», «Войковская», «Водный стадион» — от 3 до 5 км.","Расстояние до ближайших станций метрополитена — «Петровско-Разумовская», «Тимирязевская», «Войковская», «Водный стадион» — от 3 до 5 километров."
"В 2011 г станция Лихоборы насчитывала 15 путей общей протяжённостью ок. 9 км, стрелочных переводов — 83.","В 2011 году станция Лихоборы насчитывала 15 путей общей протяжённостью около 9 километров, стрелочных переводов — 83."
"На сей раз они с Хехтом обошли всех своих соперников во всех заездах, в т. числе в финале более чем на восемь с опередили ближайших преследователей из Советского Союза, и тем самым завоевали золотые олимпийские медали.","На сей раз они с Хехтом обошли всех своих соперников во всех заездах, в том числе в финале более чем на восемь секунд опередили ближайших преследователей из Советского Союза, и тем самым завоевали золотые олимпийские медали."
