question,answer
"Топливная система вертолёта включает в себя один топливный бак ёмкостью 600 л, находящийся под полом кабины, также предусматривается установка двух дополнительных баков по бокам фюзеляжа, ёмкостью по 238 л.","Топливная система вертолёта включает в себя один топливный бак ёмкостью 600 литров, находящийся под полом кабины, также предусматривается установка двух дополнительных баков по бокам фюзеляжа, ёмкостью по 238 литров."
"Маслосистема двигателей раздельная, включает в себя 2 маслобака ёмкостью 12,5 л каждый и воздушно-масляные радиаторы с вентилятором для их охлаждения.","Маслосистема двигателей раздельная, включает в себя 2 маслобака ёмкостью 12,5 литров каждый и воздушно-масляные радиаторы с вентилятором для их охлаждения."
"Располагается на высоте 73,4 м над уровнем моря.","Располагается на высоте 73,4 метров над уровнем моря."
"Водоизмещение судна составляло 1840 тонн, дл. — 45,7 м, шир. — 13 м, а осадка по различным данным от 4,6 до 6 м.","Водоизмещение судна составляло 1840 тонн, длина — 45,7 метра, ширина — 13 метров, а осадка по различным данным от 4,6 до 6 метров."
"д. находится в северо-восточной части Тверской области, в подзоне южной тайги, на правом берегу реки Быковки, при автодороге 28Н-1364, на расстоянии примерно 5 км (по прямой) к юго-востоку от Сандова, административного центра округа.","Деревня находится в северо-восточной части Тверской области, в подзоне южной тайги, на правом берегу реки Быковки, при автодороге 28Н-1364, на расстоянии примерно 5 километров (по прямой) к юго-востоку от Сандова, административного центра округа."
"Абсолютная выс. — 166 м над уровнем моря.","Абсолютная высота — 166 метров над уровнем моря."
"Расположен в 11 км к северо-западу от столицы Тираны и известен также, как междунар. аэропорт Ринас по названию находящейся поблизости деревни","Расположен в 11 километрах к северо-западу от столицы Тираны и известен также, как Международный аэропорт Ринас по названию находящейся поблизости деревни"
"Расстояние до узловых станций (в км):","Расстояние до узловых станций (в километрах):"
"Исследователи изучили всех, кто живет в пределах 300 м от линий высокого напряжения в течение 25-летнего периода и попытались найти статистически значимый рост уровня св. 800 заболеваний.","Исследователи изучили всех, кто живет в пределах 300 метров от линий высокого напряжения в течение 25-летнего периода и попытались найти статистически значимый рост уровня свыше 800 заболеваний."
"В 1957 Гинтер принял участие в 24 часах Ле-Мана, затем стал вместе с Вольфгангом фон Трипсом вторым в гонке 1000 км Буэнос-Айреса.","В 1957 Гинтер принял участие в 24 часах Ле-Мана, затем стал вместе с Вольфгангом фон Трипсом вторым в гонке 1000 километров Буэнос-Айреса."
"Находится на расстоянии примерно 17 км на юго-восток от районного центра города Темников.","Находится на расстоянии примерно 17 километров на юго-восток от районного центра города Темников."
"Находится в южной части Московской области на расстоянии приблизительно 9 км на з. по прямой от окружного центра посёлка Серебряные Пруды.","Находится в южной части Московской области на расстоянии приблизительно 9 километров на запад по прямой от окружного центра посёлка Серебряные Пруды."
"Продолжительность полёта составила 198 суток 16 часов 20 минут 11 с.","Продолжительность полёта составила 198 суток 16 часов 20 минут 11 секунд."
"Приземление 1 июля 2012 года на т. же корабле с тем же экипажем, продолжительность полёта составила 192 суток 18 часов 58 минут 37 с.","Приземление 1 июля 2012 года на том же корабле с тем же экипажем, продолжительность полёта составила 192 суток 18 часов 58 минут 37 секунд."
"Он превысил достижение соотечественника Геннадия Падалки, к-рый за пять космических полётов набрал в сумме 878 суток 11 часов 29 минут 48 с.","Он превысил достижение соотечественника Геннадия Падалки, который за пять космических полётов набрал в сумме 878 суток 11 часов 29 минут 48 секунд."
"о-в расположен в Атлантическом океане, почти сразу за внешней границей эстуария Ла-Плата, примерно в 12 км к юго-востоку от Пунта-дель-Эсте.","Остров расположен в Атлантическом океане, почти сразу за внешней границей эстуария Ла-Плата, примерно в 12 километрах к юго-востоку от Пунта-дель-Эсте."
"о-в представляет из себя прочное скальное образование высотой до 26 м.","Остров представляет из себя прочное скальное образование высотой до 26 метров."
"Примерно в 880 м от острова есть островок размером 240 на 160 м.","Примерно в 880 метрах от острова есть островок размером 240 на 160 метров."
"выс. маяка составляет 59 м, это самый высокий маяк Уругвая и один из самых высоких бетонных маяков в мире.","Высота маяка составляет 59 метров, это самый высокий маяк Уругвая и один из самых высоких бетонных маяков в мире."
"В ночное время маяк даёт белую вспышку каждые 5 с и виден на расстоянии 40 км.","В ночное время маяк даёт белую вспышку каждые 5 секунд и виден на расстоянии 40 км."
"7 ноября 1932 года — открыто движение по маршруту № 1, к-рый связывал центр промышленной зоны Заводского (НХК) и Октябрьского районов (Новые Нефтепромыслы) и отдалённую селитебную зону Черноречье за Грозненским морем, дл. маршрута — 18,5 км","7 ноября 1932 года — открыто движение по маршруту № 1, который связывал центр промышленной зоны Заводского (НХК) и Октябрьского районов (Новые Нефтепромыслы) и отдалённую селитебную зону Черноречье за Грозненским морем, длина маршрута — 18,5 километра"
"пл. приблизительно 200 000 квадратных км в районе реки Амазонки на которую Эквадор претендует с XIX вв., включает в себя город Икитос на западном берегу реки Амазонки, а нефтеносный р-н на северо-востоке Перу.","Площадь приблизительно 200 000 квадратных километров в районе реки Амазонки на которую Эквадор претендует с XIX века, включает в себя город Икитос на западном берегу реки Амазонки, а нефтеносный район на северо-востоке Перу."
"В 70 км южнее Сент-Джозефа находится город Канзас-Сити, в 190 км на северо-запад — Омаха.","В 70 километрах южнее Сент-Джозефа находится город Канзас-Сити, в 190 километрах на северо-запад — Омаха."
"Ближайший междунар. аэропорт — располож. на 50 км южнее аэропорт Канзас-сити.","Ближайший международный аэропорт — расположенный на 50 километров южнее аэропорт Канзас-сити."
"Через неск. с зелёный муар перед глазами ослабевает, сплайсеров уже нет, рядом с Элеонорой стоит София Лэмб.","Через несколько секунд зелёный муар перед глазами ослабевает, сплайсеров уже нет, рядом с Элеонорой стоит София Лэмб."
"Критерии для данной оценки приняты как совокупность постоянного месячного дохода на каждого члена семьи в эквиваленте 2—2,5 тыс. долл., не менее 40 квадратных м общей площади на каждого члена семьи и 2—3 легковые машины на семью.","Критерии для данной оценки приняты как совокупность постоянного месячного дохода на каждого члена семьи в эквиваленте 2—2,5 тысячи долларов, не менее 40 квадратных метров общей площади на каждого члена семьи и 2—3 легковые машины на семью."
"пос. находится в 176 км к востоку-северо-востоку от краевого центра города Перми, в 40 км к северо-востоку от города Чусового и в 2 км к северу от окружного центра города Горнозаводска, в нескольких км к северо-западу расположен пос. Вильва.","Посёлок находится в 176 км к востоку-северо-востоку от краевого центра города Перми, в 40 км к северо-востоку от города Чусового и в 2 км к северу от окружного центра города Горнозаводска, в нескольких километрах к северо-западу расположен посёлок Вильва."
"В нескольких км к юго-востоку от посёлка Пашии, по руслу реки Вижай, в скалах Большие Воронки находится изв. природный пам. Пашийская карстовая пещера, популярное туристическое место.","В нескольких километрах к юго-востоку от посёлка Пашии, по руслу реки Вижай, в скалах Большие Воронки находится известный природный памятник Пашийская карстовая пещера, популярное туристическое место."
"«Три м над уровнем неба» (исп. Tres metros sobre el cielo) — исп. мелодрама режиссёра Фернандо Гонсалеса Молины, экранизация романа «Три м над небом» Федерико Моччиа.","«Три метра над уровнем неба» (исп. Tres metros sobre el cielo) — испанская мелодрама режиссёра Фернандо Гонсалеса Молины, экранизация романа «Три метра над небом» Федерико Моччиа."
"Именно после этого Аче произносит ту заветную фразу: «Я люблю тебя на три м выше неба».","Именно после этого Аче произносит ту заветную фразу: «Я люблю тебя на три метра выше неба»."
"И как бы ты ни старался, тебе никогда не пережить те же чувства снова, тебе больше никогда не подняться на три м над уровнем неба…».","И как бы ты ни старался, тебе никогда не пережить те же чувства снова, тебе больше никогда не подняться на три метра над уровнем неба…»."
"«Три м над уровнем неба» (англ.) на сайте Internet Movie Database","«Три метра над уровнем неба» (англ.) на сайте Internet Movie Database"
"с. находится в юго-восточной части Нижегородской области, в зоне хвойно-широколиственных лесов, при автодороге 22Н-0527, на расстоянии приблизительно 6 км (по прямой) к западу от села Большое Болдино, административного центра района.","Село находится в юго-восточной части Нижегородской области, в зоне хвойно-широколиственных лесов, при автодороге 22Н-0527, на расстоянии приблизительно 6 километров (по прямой) к западу от села Большое Болдино, административного центра района."
"с. Шурагат расположено на высоте 103 м над уровнем моря.","Село Шурагат расположено на высоте 103 метра над уровнем моря."
"Квазислучайные числа также могут использоваться для обеспечения начальных точек для детерминированных алгоритмов, которые работают только локально, таких как итерация Н–Рафсона.","Квазислучайные числа также могут использоваться для обеспечения начальных точек для детерминированных алгоритмов, которые работают только локально, таких как итерация Ньютона–Рафсона."
"д. находится в юго-восточной части Тульской области, в лесостепной зоне, на правом берегу реки Кобылинки, на расстоянии примерно 17 км (по прямой) к востоко-юго-востоку от города Ефремова, административного центра округа.","Деревня находится в юго-восточной части Тульской области, в лесостепной зоне, на правом берегу реки Кобылинки, на расстоянии примерно 17 километров (по прямой) к востоко-юго-востоку от города Ефремова, административного центра округа."
"Абсолютная выс. — 188 м над уровнем моря.","Абсолютная высота — 188 метров над уровнем моря."
"В комбайне спортсмены стартовали с гандикапом, набранным за предыдущие три дисциплины (4 очка = 1 с).","В комбайне спортсмены стартовали с гандикапом, набранным за предыдущие три дисциплины (4 очка = 1 секунда)."
"Во время Первой мир. войны инженерные войска обеих воюющих сторон построили непрерывные полосы эшелонированной обороны, простирающиеся на сотни км.","Во время Первой мировой войны инженерные войска обеих воюющих сторон построили непрерывные полосы эшелонированной обороны, простирающиеся на сотни километров."
"Были построены тыс. км трубопроводов для транспортировки топлива, необходимого для танков и автомобилей.","Были построены тысячи километров трубопроводов для транспортировки топлива, необходимого для танков и автомобилей."
"Станция расположена на восточном берегу реки Гудзон в округе Уэстчестер штата Нью-Йорк, в 40 км от города Нью-Йорк.","Станция расположена на восточном берегу реки Гудзон в округе Уэстчестер штата Нью-Йорк, в 40 километрах от города Нью-Йорк."
"В «Эспланаде» до начала своей карьеры работал штатным партнёром для танцев Билли Уайлдер, на танцевальных вечерах играл оркестр Марека Вб.","В «Эспланаде» до начала своей карьеры работал штатным партнёром для танцев Билли Уайлдер, на танцевальных вечерах играл оркестр Марека Вебера."
"д. находится в центральной части Кировской области, в подзоне южной тайги, к югу от автодороги 33Р-017, на расстоянии приблизительно 16 км (по прямой) к юго-западу от города Кирово-Чепецка, административного центра района.","Деревня находится в центральной части Кировской области, в подзоне южной тайги, к югу от автодороги 33Р-017, на расстоянии приблизительно 16 километров (по прямой) к юго-западу от города Кирово-Чепецка, административного центра района."
"Абсолютная выс. — 162 м над уровнем моря.","Абсолютная высота — 162 метра над уровнем моря."
"д. находится в юго-восточной части Ивановской области, в зоне хвойно-широколиственных лесов, к западу от автодороги 24Н-190, на расстоянии примерно 5 км (по прямой) к юго-востоку от посёлка городского типа Пестяки, административного центра района.","Деревня находится в юго-восточной части Ивановской области, в зоне хвойно-широколиственных лесов, к западу от автодороги 24Н-190, на расстоянии примерно 5 километров (по прямой) к юго-востоку от посёлка городского типа Пестяки, административного центра района."
"Абсолютная выс. — 123 м над уровнем моря.","Абсолютная высота — 123 метра над уровнем моря."
"выс. 646 м.","Высота 646 метров."
"γράμμα (г) — буква (греч.)","γράμμα (грамма) — буква (греч.)"
"с. находится в восточной части Нижегородской области, в зоне хвойно-широколиственных лесов, на правом берегу реки Шковерки, на расстоянии приблизительно 21 км (по прямой) к юго-западу от села Спасского, административного центра района.","Село находится в восточной части Нижегородской области, в зоне хвойно-широколиственных лесов, на правом берегу реки Шковерки, на расстоянии приблизительно 21 километра (по прямой) к юго-западу от села Спасского, административного центра района."
"Абсолютная выс. — 112 м над уровнем моря.","Абсолютная высота — 112 метров над уровнем моря."
"д. находится в центральной части Калужской области, в зоне хвойно-широколиственных лесов, в пределах Барятинско-Сухиничской равнины, к югу от автодороги 29К-022, на расстоянии примерно 14 км (по прямой) к юго-востоку от города Мещовска, административного центра района.","Деревня находится в центральной части Калужской области, в зоне хвойно-широколиственных лесов, в пределах Барятинско-Сухиничской равнины, к югу от автодороги 29К-022, на расстоянии примерно 14 километров (по прямой) к юго-востоку от города Мещовска, административного центра района."
"Абсолютная выс. — 198 м над уровнем моря.","Абсолютная высота — 198 метров над уровнем моря."
"Существовал в 18 км от города Риги рядом с городом Саласпилс с октября 1941 года до конца лета 1944 года.","Существовал в 18 километрах от города Риги рядом с городом Саласпилс с октября 1941 года до конца лета 1944 года."
"Суточный рацион состоял из 150—300 г хлеба, смешанного наполовину с опилками, и чашки супа из овощных отходов.","Суточный рацион состоял из 150—300 граммов хлеба, смешанного наполовину с опилками, и чашки супа из овощных отходов."
"На мысе расположены маяк-памятник С. И. Дежнёву в виде четырехгранного обелиска, находящегося на высоте ок. ста м над уровнем моря.","На мысе расположены маяк-памятник С. И. Дежнёву в виде четырехгранного обелиска, находящегося на высоте около ста метров над уровнем моря."
"Преодолев 10 тыс. км на собаках, оленях, лодках, паралётах, рискуя жизнью и действуя вопреки обстоятельствам, Леонид прошёл от Архангельска до Берингова пролива.","Преодолев 10 тысяч километров на собаках, оленях, лодках, паралётах, рискуя жизнью и действуя вопреки обстоятельствам, Леонид прошёл от Архангельска до Берингова пролива."
"Ещё 2 тендера из-за потери ориентировки высадили десант в воду на отмель в 200 м об берега.","Ещё 2 тендера из-за потери ориентировки высадили десант в воду на отмель в 200 метрах об берега."
"Бхактисиддханта Сарасвати Тхакур описывает в «Анубхашье», что в трёх км от деревни Кумарахатта (Камархатта), находящейся в нескольких км от Калькутты, есть другая д. под названием Канчадапада, где в своё время жил Шивананда Сен.","Бхактисиддханта Сарасвати Тхакур описывает в «Анубхашье», что в трёх километрах от деревни Кумарахатта (Камархатта), находящейся в нескольких километрах от Калькутты, есть другая деревня под названием Канчадапада, где в своё время жил Шивананда Сен."
"Впервые заявил о себе на всесоюзном уровне в сезоне 1956 года, когда в составе команды Украинской ССР выиграл бронзовую медаль в эстафете 4 × 400 м на чемпионате страны в рамках Первой летней Спартакиады народов СССР в Москве.","Впервые заявил о себе на всесоюзном уровне в сезоне 1956 года, когда в составе команды Украинской ССР выиграл бронзовую медаль в эстафете 4 × 400 метров на чемпионате страны в рамках Первой летней Спартакиады народов СССР в Москве."
"На II летней Спартакиаде народов СССР в Москве стал серебряным призёром в индивидуальном беге на 400 м и в эстафете 4 × 400 м.","На II летней Спартакиаде народов СССР в Москве стал серебряным призёром в индивидуальном беге на 400 метров и в эстафете 4 × 400 метров."
"На чемпионате СССР 1960 года в Москве получил серебро в беге на 400 м и взял бронзу в беге на 400 м с барьерами.","На чемпионате СССР 1960 года в Москве получил серебро в беге на 400 метров и взял бронзу в беге на 400 метров с барьерами."
"В 1964 г на чемпионате СССР в Киеве завоевал бронзовую награду в беге на 400 м с барьерами.","В 1964 году на чемпионате СССР в Киеве завоевал бронзовую награду в беге на 400 метров с барьерами."
"Приехавшие через 3 минуты и 17 с медики обнаружили уже не дышащего Джексона с остановившимся сердцем и сразу начали проводить сердечно-лёгочную реанимацию.","Приехавшие через 3 минуты и 17 секунд медики обнаружили уже не дышащего Джексона с остановившимся сердцем и сразу начали проводить сердечно-лёгочную реанимацию."
"пос. находится в северо-западной части Брянской области, в зоне хвойно-широколиственных лесов, на правом берегу реки Воронусы, при автодороге 15К-1613, на расстоянии примерно 13 км (по прямой) к юго-востоку от города Мглина, административного центра района.","Посёлок находится в северо-западной части Брянской области, в зоне хвойно-широколиственных лесов, на правом берегу реки Воронусы, при автодороге 15К-1613, на расстоянии примерно 13 километров (по прямой) к юго-востоку от города Мглина, административного центра района."
"Абсолютная выс. — 193 м над уровнем моря.","Абсолютная высота — 193 метра над уровнем моря."
"д. находится в северо-западной части Липецкой области, в лесостепной зоне, в пределах Среднерусской возвышенности, на левом берегу реки Лотошок, на расстоянии примерно 33 км (по прямой) к северо-западу от села Станового, административного центра района.","Деревня находится в северо-западной части Липецкой области, в лесостепной зоне, в пределах Среднерусской возвышенности, на левом берегу реки Лотошок, на расстоянии примерно 33 километров (по прямой) к северо-западу от села Станового, административного центра района."
"Абсолютная выс. — 158 м над уровнем моря.","Абсолютная высота — 158 метров над уровнем моря."
"д. расположена на Валдайской возвышенности, на высоте 159 м над уровнем моря, к юго-западу от Боровичей, в км западнее деревни Никитено есть ещё и пос. Никитино, а южнее деревни, на линии Октябрьской железной дороги «Угловка — Боровичи» есть остановочный пункт Никитинская.","Деревня расположена на Валдайской возвышенности, на высоте 159 м над уровнем моря, к юго-западу от Боровичей, в километре западнее деревни Никитено есть ещё и посёлок Никитино, а южнее деревни, на линии Октябрьской железной дороги «Угловка — Боровичи» есть остановочный пункт Никитинская."
"Винчестер 10 МБ","Винчестер 10 мегабайт"
"Как только Браун отошёл, брит. лёгкая пехота и ополченцы под командованием генерал-майора Риала вышли из форта и заняли позицию у дороги Ландис-Лейн в 6,4 км севернее реки Чиппева.","Как только Браун отошёл, британская лёгкая пехота и ополченцы под командованием генерал-майора Риала вышли из форта и заняли позицию у дороги Ландис-Лейн в 6,4 километрах севернее реки Чиппева."
"В тот момент, когда британцы были отвлечены атакой 1-го пехотного полка с правого фланга, Миллер развернул свой полк в нескольких м от британских орудий.","В тот момент, когда британцы были отвлечены атакой 1-го пехотного полка с правого фланга, Миллер развернул свой полк в нескольких метрах от британских орудий."
"В 1980-х гг аэродром был перемещён на новую площадку в деревню Бецкое в 6 км юго-западнее Полоцка.","В 1980-х годах аэродром был перемещён на новую площадку в деревню Бецкое в 6 километрах юго-западнее Полоцка."
