question,answer
"В мае 1986 года было объявлено о том, что Джексон подписал новый рекламный контракт с Pepsi на 15 млн $ — самый дорогой в истории.","В мае 1986 года было объявлено о том, что Джексон подписал новый рекламный контракт с Pepsi на 15 млн долларов — самый дорогой в истории."
"Бюджет футуристического видеоклипа на песню «Scream» составил 7 миллионов $, что позволило ему стать самым дорогим музыкальным видео в истории, в 1996 году ролик получил Грэмми в номинации «Видео года».","Бюджет футуристического видеоклипа на песню «Scream» составил 7 миллионов долларов, что позволило ему стать самым дорогим музыкальным видео в истории, в 1996 году ролик получил Грэмми в номинации «Видео года»."
"С октября 1997 по сентябрь 2001 года Майкл работал над своим десятым сольным альбомом «Invincible», запись которого обошлась в 30 миллионов $.","С октября 1997 по сентябрь 2001 года Майкл работал над своим десятым сольным альбомом «Invincible», запись которого обошлась в 30 миллионов долларов."
"Шоу собрало миллион $ для беженцев войны в Косово и дополнительные средства для детей Гватемалы.","Шоу собрало миллион долларов для беженцев войны в Косово и дополнительные средства для детей Гватемалы."
"20 ноября Джексон ненадолго оставил сына над перилами своего гостиничного № в Берлине, на четыре этажа выше уровня земли, что вызвало критику в средствах массовой информации.","20 ноября Джексон ненадолго оставил сына над перилами своего гостиничного номера в Берлине, на четыре этажа выше уровня земли, что вызвало критику в средствах массовой информации."
"В марте жюри Санта-Марии обязало Джексона выплатить Авраму 5,3 миллиона $.","В марте жюри Санта-Марии обязало Джексона выплатить Авраму 5,3 миллиона долларов."
"Майкл собрал 2,5 миллиона $.","Майкл собрал 2,5 миллиона долларов."
"Sony в конечном итоге отказалась продлить контракт Джексона и заявила, что рекламная кампания в размере 25 миллионов $ провалилась, потому что Джексон отказался гастролировать в США в поддержку нового альбома «Invincible».","Sony в конечном итоге отказалась продлить контракт Джексона и заявила, что рекламная кампания в размере 25 миллионов долларов провалилась, потому что Джексон отказался гастролировать в США в поддержку нового альбома «Invincible»."
"16 ноября 2004 Майкл Джексон выпустил «Michael Jackson: The Ultimate Collection» — набор из 5 дисков — содержащий 57 треков и 13 ранее невыпущенных записей, охватывающий период с 1969 по 2004 годы, + неизданный ранее живой концерт 1992 года на DVD.","16 ноября 2004 Майкл Джексон выпустил «Michael Jackson: The Ultimate Collection» — набор из 5 дисков — содержащий 57 треков и 13 ранее невыпущенных записей, охватывающий период с 1969 по 2004 годы, плюс неизданный ранее живой концерт 1992 года на DVD."
"Шейх требовал выплаты ему семи миллионов $.","Шейх требовал выплаты ему семи миллионов долларов."
"C 1980-х годов Джексон заработал около 700 млн $ как исполнитель и автор песен.","C 1980-х годов Джексон заработал около 700 млн долларов как исполнитель и автор песен."
"Он также договорился с Sony о выгодной ставке роялти за свои записи; по некоторым оценкам, он заработал не менее 300 млн $ в виде гонораров с начала 1980-х годов.","Он также договорился с Sony о выгодной ставке роялти за свои записи; по некоторым оценкам, он заработал не менее 300 млн долларов в виде гонораров с начала 1980-х годов."
"Долги Майкла Джексона и требования кредиторов на момент его смерти в 2009 году составили более 500 млн $ (крупнейшим кредитором на сумму в 300 млн $ был Barclays), но к 2024 году он был полностью погашен, о чём стало известно в 2024 году после подачи иска в суд Лос-Анджелеса.","Долги Майкла Джексона и требования кредиторов на момент его смерти в 2009 году составили более 500 млн долларов (крупнейшим кредитором на сумму в 300 млн долларов был Barclays), но к 2024 году он был полностью погашен, о чём стало известно в 2024 году после подачи иска в суд Лос-Анджелеса."
"В 12:21 по местному тихоокеанскому времени был зарегистрирован звонок на № 911.","В 12:21 по местному тихоокеанскому времени был зарегистрирован звонок на номер 911."
"Этот альбом послужил саундтреком для шоу Цирка дю Солей «Michael Jackson: The Immortal World Tour», которое включало в себя № на основе песен Джексона и его танцев.","Этот альбом послужил саундтреком для шоу Цирка дю Солей «Michael Jackson: The Immortal World Tour», которое включало в себя номера на основе песен Джексона и его танцев."
"На следующий день, 24 августа, команда юристов Джексона, который был в это время на гастролях в Таиланде, заявляет о невиновности певца и обвиняет отца мальчика в вымогательстве 20 миллионов $.","На следующий день, 24 августа, команда юристов Джексона, который был в это время на гастролях в Таиланде, заявляет о невиновности певца и обвиняет отца мальчика в вымогательстве 20 миллионов долларов."
"26 января 1994 года Джексон идёт на мировое соглашение с семьёй Чендлер, соглашаясь выплатить им и их адвокатам в общей сложности около 25 миллионов $ компенсации.","26 января 1994 года Джексон идёт на мировое соглашение с семьёй Чендлер, соглашаясь выплатить им и их адвокатам в общей сложности около 25 миллионов долларов компенсации."
"Джексон выходит из тюрьмы под залог в 3 миллиона $.","Джексон выходит из тюрьмы под залог в 3 миллиона долларов."
"Она утверждает, что видела Джексона голым в душе наедине с Уэйдом Робсоном, а также, что Джексон приставал к её собственному сыну, по его словам, и что ранее она уже получила от Джексона крупную сумму — как было сообщено, 2 миллиона $ — за отказ от судебных претензий, в ходе мирового соглашения, о котором до этого известно не было.","Она утверждает, что видела Джексона голым в душе наедине с Уэйдом Робсоном, а также, что Джексон приставал к её собственному сыну, по его словам, и что ранее она уже получила от Джексона крупную сумму — как было сообщено, 2 миллиона долларов — за отказ от судебных претензий, в ходе мирового соглашения, о котором до этого известно не было."
"Джексон был также награждён «За выдающийся вклад в мировую культуру» за вклад сотен миллионов $ в 39 поддерживавшихся им благотворительных организаций и его собственный фонд Heal the World.","Джексон был также награждён «За выдающийся вклад в мировую культуру» за вклад сотен миллионов долларов в 39 поддерживавшихся им благотворительных организаций и его собственный фонд Heal the World."
"8,5 млн ₽ получено в ходе благотворительных пожертвований (беспрецедентный результатом для акционной социальной кампании по оценкам российских экспертов.);","8,5 млн рублей получено в ходе благотворительных пожертвований (беспрецедентный результатом для акционной социальной кампании по оценкам российских экспертов.);"
"Производство было начато в 1991 году и через несколько месяцев прекращено из-за высокой стоимости ПК — около 25 000 ₽ (новый ВАЗ-2109 стоил тогда около 40 000).","Производство было начато в 1991 году и через несколько месяцев прекращено из-за высокой стоимости ПК — около 25 000 рублей (новый ВАЗ-2109 стоил тогда около 40 000)."
"30 августа 2021 года южнокорейский банк «Eximbank» заявил о поддержки политики зелёного роста Колумбии и инвестировал 100 млн $ США в рамках совместной кредитной программы с «Межамериканским банком развития».","30 августа 2021 года южнокорейский банк «Eximbank» заявил о поддержки политики зелёного роста Колумбии и инвестировал 100 млн долларов США в рамках совместной кредитной программы с «Межамериканским банком развития»."
"В 2020 году колумбийский импорт товаров из Южной Кореи составил 676.38 тыс. $ США, а колумбийский экспорт в Южную Корею составил 591.99 млн $ США.","В 2020 году колумбийский импорт товаров из Южной Кореи составил 676.38 тыс. долларов США, а колумбийский экспорт в Южную Корею составил 591.99 млн долларов США."
"Через некоторое время Опалка начал писать серой краской, добавляя по десятой доле % белил в краску с каждой новой работой, в итоге цвет должен был стать полностью белым, и Опалка планировал это сделать к написанию числа 7 777 777, после чего художник умирает, однако дойти до этого числа он не успел.","Через некоторое время Опалка начал писать серой краской, добавляя по десятой доле процента белил в краску с каждой новой работой, в итоге цвет должен был стать полностью белым, и Опалка планировал это сделать к написанию числа 7 777 777, после чего художник умирает, однако дойти до этого числа он не успел."
"Регулярно проводятся выступления на открытых площадках города, различные уличные фестивали, на которых исполняются всем известные № из уже популярных постановок и представляются премьеры, которыми театр радует каждый сезон.","Регулярно проводятся выступления на открытых площадках города, различные уличные фестивали, на которых исполняются всем известные номера из уже популярных постановок и представляются премьеры, которыми театр радует каждый сезон."
"Таким образом, число необходимых слоёв, нужных для прокладки проводников без пересечений, = хроматическому числу графа.","Таким образом, число необходимых слоёв, нужных для прокладки проводников без пересечений, равно хроматическому числу графа."
"Обелиск на месте сожжения в деревне Колбик в марте 1942 году 30 мирных граждан немецко-фашистскими захватчиками (№ воинского захоронения 8410).","Обелиск на месте сожжения в деревне Колбик в марте 1942 году 30 мирных граждан немецко-фашистскими захватчиками (номер воинского захоронения 8410)."
"Огромную помощь в финансировании ремонта галереи внёс местный финансист и филантроп Дэвид Рубенштейн, который пожертвовал 5,4 миллиона $ на этот проект.","Огромную помощь в финансировании ремонта галереи внёс местный финансист и филантроп Дэвид Рубенштейн, который пожертвовал 5,4 миллиона долларов на этот проект."
"В память о несчастье, постигшем XIX легион, его № больше не присваивался другим легионам.","В память о несчастье, постигшем XIX легион, его номер больше не присваивался другим легионам."
"Двусторонняя торговля между Доминикой и Индией в 2015—2016 годах составила 1,57 млн $ США.","Двусторонняя торговля между Доминикой и Индией в 2015—2016 годах составила 1,57 млн долларов США."
"Индия экспортировала в Доминику товаров на 1,47 миллиона $ и импортировала на 100 тысяч $.","Индия экспортировала в Доминику товаров на 1,47 миллиона долларов и импортировала на 100 тысяч долларов."
"После того, как на Доминику в декабре 2011 года обрушился ураган Офелия, Индия пожертвовала 100 000 $ США на восстановление доминикской экономики.","После того, как на Доминику в декабре 2011 года обрушился ураган Офелия, Индия пожертвовала 100 000 долларов США на восстановление доминикской экономики."
